科目,2008年度,2009年度,2010年度,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"9,731,362.33","14,380,869.85","19,542,863.16","27,387,626.15","35,832,522.81","16,188,697.90","27,903,150.62","39,210,285.46","51,792,769.41","15,870,313.69","31,706,411.77","48,103,805.24","67,651,220.12","21,455,662.86","38,378,588.54","53,031,155.27","68,553,410.23","17,311,581.29","41,288,662.83","70,108,118.20","100,927,220.58","31,250,487.51","59,104,825.65","83,643,827.95","101,840,721.75","26,519,950.70","52,582,109.14","76,680,146.18","108,036,863.95","38,522,632.14","68,561,152.36","99,337,086.34","134,944,058.56","44,632,095.53"
取得借款收到的现金,"3,650,000.00","20,400,000.00","22,400,000.00","40,000,000.00","40,000,000.00",,,,"19,000,000.00","20,000,000.00","40,000,000.00","40,000,000.00","90,000,000.00","50,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00","70,000,000.00","90,000,000.00","100,000,000.00","100,000,000.00","80,000,000.00","80,000,000.00","110,000,000.00","436,237,844.59","342,000,000.00","563,000,000.00","647,000,000.00","726,635,000.00","44,000,000.00","152,000,000.00","223,895,019.87","429,759,150.00","122,876,473.00"
支付的各项税费,"2,832,008.29","4,558,782.76","9,741,657.29","14,679,707.83","21,037,582.01","5,149,463.09","6,205,997.02","9,199,779.40","13,033,218.47","2,477,993.81","8,615,867.07","12,640,261.99","14,411,424.22","5,154,789.33","13,903,482.51","17,687,402.54","21,809,598.80","6,460,673.58","11,982,175.05","22,194,656.73","30,046,374.38","10,266,750.70","20,708,455.69","28,990,336.77","27,895,378.39","32,579,524.05","40,472,523.13","48,740,191.48","56,239,416.68","12,337,476.45","24,094,900.61","27,301,469.88","19,264,247.25","5,795,226.77"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"1,574,000.00","1,574,000.00","1,574,000.00",,,,,,,,,,,,,,,,"400,000.00",
支付其他与经营活动有关的现金,"4,976,205.72","10,557,707.86","10,209,751.60","8,627,530.53","10,051,497.57","10,799,520.71","9,944,329.60","13,579,829.62","15,273,906.67","4,066,341.80","7,666,186.23","13,042,361.47","18,856,889.82","5,237,889.43","9,709,995.02","14,071,119.61","18,748,489.76","5,876,350.36","17,345,437.86","28,578,317.57","33,652,763.61","13,647,443.44","30,065,461.88","37,608,337.37","64,214,204.68","18,971,678.72","38,613,212.92","47,638,961.01","64,422,639.67","10,840,456.47","18,689,386.78","27,675,516.97","125,281,418.98","9,277,708.16"
筹资活动现金流入小计,"4,387,450.00","35,410,000.00","31,065,050.00","40,000,000.00","40,000,000.00","253,320,000.00","253,320,000.00","253,320,000.00","272,320,000.00","20,000,000.00","40,000,000.00","40,000,000.00","90,000,000.00","50,000,000.00","51,574,000.00","101,574,000.00","101,574,000.00","70,000,000.00","263,023,964.87","273,023,964.87","273,023,964.87","80,000,000.00","80,000,000.00","110,000,000.00","436,237,844.59","342,000,000.00","563,000,000.00","647,000,000.00","726,635,000.00","44,000,000.00","152,000,000.00","223,895,019.87","430,159,150.00","122,876,473.00"
经营活动现金流出小计,"29,059,478.99","39,277,289.46","56,096,301.51","73,754,527.29","94,977,181.38","38,044,562.00","54,998,101.65","79,913,584.20","117,809,635.83","35,899,462.69","79,556,682.23","118,008,745.15","165,181,061.58","50,095,384.33","97,302,712.20","137,433,019.08","194,414,066.92","62,859,147.80","137,614,636.95","210,095,169.40","313,153,356.92","112,955,234.49","222,728,263.40","303,697,476.00","374,798,941.96","140,967,268.82","218,890,927.98","323,279,987.13","444,093,654.43","160,838,438.20","268,585,406.11","389,748,372.83","490,980,555.32","114,655,661.74"
偿还债务支付的现金,"3,300,000.00","7,650,000.00","28,800,000.00","18,000,000.00","18,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00",,"49,000,000.00","49,000,000.00","108,000,000.00",,,"53,000,000.00","54,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","80,000,000.00","100,000,000.00","60,000,000.00","210,000,000.00","299,000,000.00","417,000,000.00","160,000,000.00","310,500,000.00","404,614,000.00","596,800,000.00","113,287,451.44"
经营活动产生的现金流量净额,"4,396,142.67","1,936,935.25","22,900,355.78","-25,693,084.33","-4,208,779.88","-30,242,332.73","-20,432,160.06","-18,466,732.15","-27,879,039.18","-11,234,715.22","-23,266,947.56","-29,766,973.18","-29,468,319.76","-11,635,310.08","-11,039,827.18","-5,575,664.40","-13,385,928.34","2,705,900.26","26,009,487.36","31,967,093.23","95,423,211.93","-8,413,066.47","-8,882,672.86","26,963,724.25","150,135,446.19","3,756,911.34","4,355,591.51","22,408,317.61","139,625,629.86","-40,691,346.82","-36,876,137.27","-37,489,323.81","43,045,865.17","-19,831,261.37"
分配股利、利润或偿还利息支付的现金,"291,263.36","455,341.55","657,816.89","726,441.67","1,288,050.55","542,748.87","10,553,507.02","11,061,055.05","12,091,601.57","344,683.74","7,550,679.45","7,550,679.45","8,565,579.33","169,194.44","2,397,035.32","3,290,157.54","4,090,955.55","1,073,180.56","19,672,910.23","22,020,361.13","23,746,320.59","1,467,354.85","21,502,820.88","22,526,352.17","24,072,563.05","3,013,766.35","6,357,731.91","41,903,056.75","46,916,670.34","5,433,245.85","10,663,834.20","15,875,313.75","21,951,466.69","5,320,429.52"
收回投资收到的现金,,,,,,,,,"70,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00",,,,,"24,100,000.00","62,460,000.00","95,600,000.00","165,940,000.00","94,250,000.00","181,050,000.00","428,350,000.00","96,150,000.00","214,800,000.00","324,300,000.00","419,720,834.57","539,700,000.00","22,000,000.00","37,000,000.00","39,762,244.91","69,515,948.08",
支付其他与筹资活动有关的现金,,,,"800,000.00","2,300,000.00","1,000,000.00","12,065,314.11","12,065,314.11","10,927,950.00",,,,,,,,,,"2,815,491.69","3,710,145.56",,,,,,,,,,,,,,
取得投资收益收到的现金,,,,"1,709.59","10,915.09",,,,"1,436,729.93","873,113.99",,,"1,400,000.00",,,,"456,988.29","92,575.06","186,617.03","508,882.80","786,142.13","75,814.67","349,789.23","522,227.81","910,284.12","237,076.44","608,717.90","804,932.27","1,105,792.05","27,392.66","522,700.88","4,475,978.92",,
筹资活动现金流出小计,"3,591,263.36","8,105,341.55","29,457,816.89","19,526,441.67","21,588,050.55","21,542,748.87","42,618,821.13","53,126,369.16","53,019,551.57","344,683.74","56,550,679.45","56,550,679.45","116,565,579.33","169,194.44","2,397,035.32","56,290,157.54","58,090,955.55","51,073,180.56","72,488,401.92","75,730,506.69","93,746,320.59","71,467,354.85","91,502,820.88","102,526,352.17","124,072,563.05","63,013,766.35","216,357,731.91","340,903,056.75","463,916,670.34","165,433,245.85","321,163,834.20","420,489,313.75","618,751,466.69","118,607,880.96"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"30,528.00","11,295.67","39,711.67","20,833.00","61,296.00","71,880.00","113,291.00","6,397.00","17,332.00","17,576.00","20,871.30","7,200.00","7,495.28","38,052.78","235,751.27",,"225,800.00","225,800.00","23,567.24",,"10,000.00","64,800.00","64,784.47",,,"6,537.97","6,537.97",,,,,
筹资活动产生的现金流量净额,"796,186.64","27,304,658.45","1,607,233.11","20,473,558.33","18,411,949.45","231,777,251.13","210,701,178.87","200,193,630.84","219,300,448.43","19,655,316.26","-16,550,679.45","-16,550,679.45","-26,565,579.33","49,830,805.56","49,176,964.68","45,283,842.46","43,483,044.45","18,926,819.44","190,535,562.95","197,293,458.18","179,277,644.28","8,532,645.15","-11,502,820.88","7,473,647.83","312,165,281.54","278,986,233.65","346,642,268.09","306,096,943.25","262,718,329.66","-121,433,245.85","-169,163,834.20","-196,594,293.88","-188,592,316.69","4,268,592.04"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"24,787,956.31","24,787,956.31","24,787,956.31","24,787,956.31",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,"-5,983.80","-5,983.80","625,031.76",,"430,033.61","430,033.61","643,347.45",,"-1,050,046.77","-1,500,671.23","634,799.87","-444,957.29","-787,482.97","-166,099.84","448,705.58","-385,099.49"
收到其他与投资活动有关的现金,,,,,,,,"157,453.39",,,,,,,,,,,"16,224,763.06",,,,,,"5,500,000.00",,,,,,"16,928,243.72","33,854,656.08","33,854,647.42",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"30,528.00","13,005.26","50,626.76","20,833.00","61,296.00","229,333.39","71,550,020.93","879,510.99","40,017,332.00","40,017,576.00","41,420,871.30","7,200.00","7,495.28","38,052.78","692,739.56","24,192,575.06","79,097,180.09","96,334,682.80","166,749,709.37","94,325,814.67","181,409,789.23","428,937,027.81","102,625,068.59","239,825,032.75","349,696,674.21","445,320,261.12","565,600,286.33","22,027,392.66","54,450,944.60","78,092,879.91","103,370,595.50",
五、现金及现金等价物净增加额,"-1,191,806.65","27,777,388.70","20,463,613.06","-9,569,528.74","8,241,269.33","199,639,958.40","186,192,132.35","175,665,048.22","139,863,200.15","5,330,015.53","-7,813,736.11","-22,560,544.16","-30,480,293.67","-12,361,097.29","-18,219,283.52","-24,953,013.46","-32,089,772.66","-38,138,272.98","-16,087,917.55","-54,886,106.53","15,884,161.46","-46,954,121.64","-37,243,248.18","5,800,110.78","85,292,855.64","-15,700,372.84","-15,830,657.44","-31,955,972.43","50,458,828.66","-160,447,004.11","-178,694,316.32","-235,341,674.73","-149,738,184.07","-52,793,315.06"
购建固定资产、无形资产和其他长期资产支付的现金,"6,384,135.96","741,805.00","463,761.00","1,604,108.00","3,253,627.00","1,915,793.00","4,138,182.46","6,169,183.86","13,265,683.42","3,970,096.50","8,013,441.10","8,152,752.72","6,015,702.07","16,424,415.00","19,863,317.00","20,198,645.00","20,879,029.03","54,863,567.74","55,070,793.25","55,456,986.04","57,190,253.04","749,514.99","3,547,577.28","5,754,322.72","8,961,638.60","5,798,122.87","7,504,716.77","9,310,395.47","12,149,789.35","2,904,846.81","4,317,806.48","36,684,837.11","23,387,382.63","11,605,546.24"
期初现金及现金等价物余额,"3,783,240.38","2,591,433.73","30,368,822.43","50,832,435.49","50,832,435.49","59,073,704.82","59,073,704.82","59,073,704.82","59,073,704.82","198,936,904.97","198,936,904.97","198,936,904.97","198,936,904.97","168,456,611.30","168,456,611.30","168,456,611.30","168,456,611.30","137,966,838.64","137,966,838.64","137,966,838.64","136,366,838.64","152,251,000.10","152,251,000.10","152,251,000.10","152,251,000.10","237,543,855.74","237,543,855.74","237,543,855.74","237,543,855.74","288,002,684.40","288,002,684.40","288,002,684.40","288,002,684.40","138,264,500.33"
投资支付的现金,,"722,400.00","40,100.00","2,758,900.00","2,758,900.00",,,,"110,000,000.00",,,,,,"2,143,000.00","2,143,000.00","7,643,000.00","29,100,000.00","83,060,000.00","151,550,000.00","193,440,000.00","139,350,000.00","195,150,000.00","452,250,000.00","171,245,000.00","318,900,000.00","384,400,000.00","471,400,000.00","582,400,000.00","17,000,000.00","22,000,000.00","42,500,000.00","62,623,651.00","25,000,000.00"
期末现金及现金等价物余额,"2,591,433.73","30,368,822.43","50,832,435.49","41,262,906.75","59,073,704.82","258,713,663.22","245,265,837.17","234,738,753.04","198,936,904.97","204,266,920.50","191,123,168.86","176,376,360.81","168,456,611.30","156,095,514.01","150,237,327.78","143,503,597.84","136,366,838.64","99,828,565.66","121,878,921.09","83,080,732.11","152,251,000.10","105,296,878.46","115,007,751.92","158,051,110.88","237,543,855.74","221,843,482.90","221,713,198.30","205,587,883.31","288,002,684.40","127,555,680.29","109,308,368.08","52,661,009.67","138,264,500.33","85,471,185.27"
