科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,360,148.04","2,526,810.20","6,564,077.58","2,115,193.61","4,800,376.98","7,375,087.85","8,563,251.36","146,575.82","1,522,805.94","3,302,396.24","5,869,397.85","905,472.08","4,713,121.78","9,754,701.36","11,952,076.02","3,828,016.56","9,664,215.49","15,185,016.80","18,556,408.76","5,521,698.44","9,539,688.39","15,165,455.80","18,075,655.51","4,660,365.13","6,285,674.48","10,471,307.76","12,624,765.55","799,950.04","1,196,070.88"
三、利润总额,"37,357,460.70","68,653,052.22","99,334,185.51","21,669,805.14","32,410,121.48","52,616,412.50","87,479,516.35","13,531,423.76","15,315,550.44","4,015,693.23","-65,499,279.88","-20,742,825.72","-14,975,010.86","2,837,536.76","9,026,995.60","1,297,132.41","-1,147,495.89","997,452.81","7,478,399.03","-30,700,310.75","-31,971,774.66","-54,452,129.15","14,859,362.60","-14,814,733.92","-10,790,373.46","-36,711,954.63","-144,374,884.20","12,404,615.18","14,482,922.94"
资产减值损失,"5,045,625.01","6,501,066.37","9,137,971.33","2,619,414.66","10,407,122.33","13,653,444.34","12,576,945.50","3,987,163.79","8,675,497.38","23,422,992.76","25,625,009.20","-3,835,679.85","6,931,924.51","15,369,934.85","33,370,844.87","-8,623,034.14","8,832,592.69","17,476,922.49","50,442,269.82","1,865,537.44","9,989,755.76","19,599,221.09","74,686,720.79","4,186,668.09","6,129,884.80","18,755,994.61","97,670,104.87","-3,245,815.60","-8,444,203.65"
减:所得税,"6,576,351.52","11,513,314.00","17,601,362.62","3,414,758.97","2,764,135.91","6,363,752.32","15,741,770.27","2,851,990.89","328,853.25","512,997.02","-7,104,638.18","2,564,221.50","-515,200.05","445,561.98","2,880,781.99","291,039.25","-2,971,945.91","-2,468,540.96","509,833.41","-3,305,435.75","-4,351,279.78","-6,423,771.95","-273,365.16","-996,976.13","3,603,024.67","7,392,477.41","-4,566,155.32","5,393,015.29","8,117,446.75"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,602.74,"3,123.29","5,643.84","8,136.99","2,465.75","-382,855.34","-725,442.30","-1,070,539.93","-450,059.47","-1,928,617.11","-2,819,906.20","145,096,355.85","-1,717,291.84","-3,199,094.84","4,935,227.27","-986,971.60","-742,309.70","-2,959,711.14"
四、净利润,"30,781,109.18","57,139,738.22","81,732,822.89","18,255,046.17","29,645,985.57","46,252,660.18","71,737,746.08","10,679,432.87","14,986,697.19","3,502,696.21","-58,394,641.70","-23,307,047.22","-14,459,810.81","2,391,974.78","6,146,213.61","1,006,093.16","1,824,450.02","3,465,993.77","6,968,565.62","-27,394,875.00","-27,620,494.88","-48,028,357.20","15,132,727.76","-13,817,757.79","-14,393,398.13","-44,104,432.04","-139,808,728.88","7,011,599.89","6,365,476.19"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,"-387,841.64","-732,949.15","-1,080,539.93","-460,059.47","-1,938,617.11","-2,829,906.20","-10,369,440.65","-1,965,725.57","-3,592,765.50","-6,080,573.09","-12,002,771.96","-742,309.70","-2,959,711.14"
归属于母公司所有者的净利润,"30,435,454.06","55,716,550.64","81,584,479.96","18,255,046.17","29,645,985.57","46,252,660.18","71,737,746.08","10,679,432.87","14,986,697.19","3,502,696.21","-58,394,641.70","-23,037,979.36","-13,737,954.36","4,067,374.75","9,134,180.40","1,853,185.55","3,246,575.80","5,312,750.20","9,124,369.96","-26,858,349.94","-26,150,752.87","-45,337,907.94","19,681,791.51","-13,534,831.14","-14,065,105.47","-37,484,021.90","-141,812,827.70","1,553,505.08","562,915.61"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"345,655.12","1,423,187.58","148,342.93",,,,,,,,,"-269,067.86","-721,856.45","-1,675,399.97","-2,987,966.79","-847,092.39","-1,422,125.78","-1,846,756.43","-2,155,804.34","-536,525.06","-1,469,742.01","-2,690,449.26","-4,549,063.75","-282,926.65","-328,292.66","-6,620,410.14","2,004,098.82","5,458,094.81","5,802,560.58"
