科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"20,353,433.43","15,857,820.88","10,183,606.84","13,923,214.75","4,591,978.18","8,039,684.33","11,840,490.43","15,448,965.26","4,622,914.56","9,228,650.11","14,790,015.94","20,664,033.84","5,128,164.13","10,634,678.36","16,582,000.42","20,257,044.41","6,629,737.16","13,257,842.85","18,679,593.79","24,822,168.46","7,744,796.63","12,029,770.80","16,577,094.46","23,839,794.58","8,341,130.68","13,759,370.28","21,129,373.07","27,503,377.11","8,288,385.94","15,051,019.56","24,431,948.05","32,721,426.54","12,694,432.77","19,588,926.47","27,945,738.42","38,126,139.74","15,602,855.05","24,715,229.55","33,315,042.64","48,605,267.86","18,930,386.13"
取得借款收到的现金,,"6,054,582.66","25,000,000.00","55,000,000.00",,,,"30,000,000.00",,,"40,677,569.34","40,677,569.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"9,499,402.37","12,172,540.72","4,931,985.16","7,498,589.49","1,076,863.84","3,538,131.36","5,610,901.05","5,559,369.93","1,726,538.55","4,963,482.05","6,953,285.99","7,443,728.17","6,105,902.77","20,244,922.35","22,659,840.78","27,297,410.96","1,127,984.94","3,090,013.48","10,872,033.06","8,176,788.40","2,795,033.11","5,129,785.67","7,201,873.85","7,617,346.64","2,655,323.82","7,155,301.53","10,064,502.21","12,220,205.15","6,042,190.62","13,214,062.41","20,376,611.93","32,522,115.39","20,369,664.50","32,809,750.61","36,725,594.55","43,311,596.37","8,754,868.76","15,624,044.83","20,846,902.03","28,551,570.27","10,838,105.16"
收到其他与筹资活动有关的现金,,,"1,136,675.08","1,136,675.08",,,,"6,806,440.81","9,513,034.95","10,448,002.56","11,785,108.31","12,780,924.54","7,605,974.14","9,223,954.28","12,681,131.11","12,774,552.75","1,391,354.79","4,876,066.94","4,473,261.65","5,297,389.75","2,216,311.82","4,025,561.14","10,740,012.93","10,861,517.10","4,940.75","596,141.21","596,141.21","596,141.21","18,187,803.13","18,187,803.13","18,187,803.13","19,187,803.13",,,"21,276,359.81","23,055,253.54",,"1,039,283.29","1,052,186.88","1,161,336.20",
支付其他与经营活动有关的现金,"27,185,115.87","23,553,925.27","14,948,741.27","18,034,737.24","4,752,254.27","8,503,241.67","13,805,348.65","18,691,663.90","6,182,933.82","8,790,600.50","21,474,060.91","27,469,425.17","5,900,619.07","11,728,497.64","17,111,896.83","22,854,898.58","3,320,358.82","9,474,214.25","19,061,438.50","22,546,620.44","7,111,578.59","10,084,317.90","29,545,800.97","30,913,687.93","3,844,522.44","7,571,466.74","14,333,966.25","21,823,382.00","5,836,544.82","13,069,686.00","18,361,440.08","24,429,902.94","3,813,386.67","11,310,698.97","16,697,650.09","26,804,105.97","5,464,288.33","13,232,758.53","20,128,547.17","22,866,324.80","13,595,804.63"
筹资活动现金流入小计,,"6,054,582.66","26,136,675.08","680,644,075.08",,,,"36,806,440.81","9,513,034.95","10,448,002.56","52,462,677.65","53,458,493.88","7,605,974.14","9,223,954.28","12,681,131.11","12,774,552.75","1,391,354.79","4,876,066.94","4,473,261.65","5,297,389.75","2,216,311.82","4,025,561.14","10,740,012.93","10,861,517.10","4,940.75","596,141.21","596,141.21","596,141.21","18,187,803.13","18,187,803.13","18,187,803.13","19,187,803.13",,,"21,276,359.81","23,055,253.54",,"1,039,283.29","1,052,186.88","1,161,336.20",
经营活动现金流出小计,"307,649,376.41","264,632,797.54","150,288,305.88","224,988,819.33","50,149,795.88","117,637,278.55","182,165,294.98","246,263,499.85","45,268,502.48","120,798,695.93","187,984,138.77","259,817,236.49","39,037,335.56","108,816,847.64","165,592,718.40","253,491,619.90","53,000,082.81","128,101,183.34","198,812,525.21","243,163,027.48","48,716,638.86","88,195,130.83","164,490,536.90","260,311,342.52","90,900,170.36","177,307,906.84","296,843,988.51","398,799,060.85","107,502,781.22","259,722,384.07","432,307,408.21","611,956,953.69","287,132,852.38","550,660,293.93","759,649,635.55","946,246,135.93","231,675,814.53","437,151,529.94","739,576,490.45","988,345,554.93","245,527,947.54"
偿还债务支付的现金,,,"1,136,675.08","1,136,675.08",,,"5,000,000.00","10,000,000.00","5,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","10,859,882.67","40,677,569.34","40,677,569.34","40,677,569.34",,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"38,063,639.18","12,269,668.20","34,495,698.30","27,783,293.15","7,504,021.97","1,600,784.58","-2,722,083.75","14,917,426.20","15,424,352.25","6,933,242.15","2,571,659.35","43,052,325.69","21,244,735.43","7,684,447.05","17,846,059.61","5,015,104.22","7,534,367.16","12,097,262.44","659,422.14","24,522,716.21","11,271,933.37","24,261,772.19","3,013,980.20","534,120.55","-5,850,193.98","18,525,602.98","11,244,571.42","44,934,234.99","-11,257,931.64","-24,562,902.71","-32,291,228.03","21,237,504.94","-55,907,782.00","-56,286,378.48","-39,344,590.59","24,165,987.23","-19,172,865.87","-8,263,612.07","122,032.81","60,650,591.12","-33,738,384.27"
分配股利、利润或偿还利息支付的现金,"39,010,000.00","1,997,646.74","19,539,600.00","20,010,958.51","221,760.00","13,862,357.84","14,590,997.84","16,246,573.33","1,048,155.01","8,305,858.91","6,680,000.00","9,052,122.50","522,858.57","7,249,806.23","7,086,352.90","7,444,692.90",,"13,360,000.00","13,360,000.00","13,360,000.00",,,,,,"13,360,000.00","13,360,000.00","13,360,000.00",,,"13,360,000.00","13,360,000.00",,,"21,376,000.00","21,376,000.00",,"21,376,000.00","21,376,000.00","21,376,000.00",
收回投资收到的现金,"86,247,000.00","40,000,000.00","2,450,000.00","2,450,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","247,100,000.00","247,100,000.00","247,100,000.00","887,100,000.00","210,000,000.00","600,000,000.00","730,000,000.00","1,120,000,000.00","280,000,000.00"
支付其他与筹资活动有关的现金,"1,690,000.00","3,710,652.49","10,808,574.63","9,361,212.83","6,915,000.00","6,915,000.00","6,915,000.00","6,915,000.00",,,,,,,"163,453.33",,,"12,965.00","38,895.00","282,118.00",,,"569,102.62","155,580.00","38,895.00","77,790.00","80,383.00","80,383.00",,,"13,263.53","1,078,088.53",,,"32,158.54","1,032,165.84",,"1,010,370.27","1,010,370.27","1,010,370.27",
取得投资收益收到的现金,"4,915,607.89","622,823.20",,,,,,,,,,,,,,,,,,,,,,,,,,"470,493.15",,"140,383.55","1,619,835.60","1,619,835.60","5,229,404.93","5,654,747.40","9,949,048.77","13,488,309.05","3,054,679.44","9,692,648.67","11,812,374.69","19,699,791.37","3,463,379.00"
筹资活动现金流出小计,"40,700,000.00","5,708,299.23","31,484,849.71","30,508,846.42","7,136,760.00","20,777,357.84","26,505,997.84","33,161,573.33","6,048,155.01","83,305,858.91","81,680,000.00","84,052,122.50","11,382,741.24","47,927,375.57","47,927,375.57","48,122,262.24",,"13,372,965.00","13,398,895.00","13,642,118.00",,,"569,102.62","155,580.00","38,895.00","13,437,790.00","13,440,383.00","13,440,383.00",,,"13,373,263.53","14,438,088.53",,,"21,408,158.54","22,408,165.84",,"22,386,370.27","22,386,370.27","22,386,370.27",
处置固定资产、无形资产和其他长期资产收回的现金净额,,"5,000.00","158,320.00","158,320.00",,"70,000.00","118,000.00","131,480.00","63,000.00","64,400.00","64,400.00","64,400.00",,300.00,300.00,"2,300.00","1,200.00","2,600.00","11,350.00","29,300.00",,"8,700.00","8,700.00","12,200.00",800.00,800.00,800.00,"6,840.00",,,,"5,050.00",,"2,000.00","82,200.00","82,200.00",,"1,500.00","1,500.00","3,400.00",
筹资活动产生的现金流量净额,"-40,700,000.00","346,283.43","-5,348,174.63","650,135,228.66","-7,136,760.00","-20,777,357.84","-26,505,997.84","3,644,867.48","3,464,879.94","-72,857,856.35","-29,217,322.35","-30,593,628.62","-3,776,767.10","-38,703,421.29","-35,246,244.46","-35,347,709.49","1,391,354.79","-8,496,898.06","-8,925,633.35","-8,344,728.25","2,216,311.82","4,025,561.14","10,170,910.31","10,705,937.10","-33,954.25","-12,841,648.79","-12,844,241.79","-12,844,241.79","18,187,803.13","18,187,803.13","4,814,539.60","4,749,714.60",,,"-131,798.73","647,087.70",,"-21,347,086.98","-21,334,183.39","-21,225,034.07",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"135,631,153.66","135,631,153.66","135,631,153.66","135,631,153.66",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,000,851.73","-711,340.41","-94,752.08","-125,530.92","-34,470.28","-40,655.67","4,427.00","-54,640.47","-96,488.59","-188,966.36","-402,451.40","-460,147.11","-13,768.77","28,856.37","43,125.41","-176,574.12",-38.96,-816.36,"8,368.87","-22,242.24","-2,833.83","66,308.39","58,409.37","6,532.51","116,887.21","81,831.90","1,355,296.11","3,369,251.66","51,870.77","1,648,238.99","2,677,772.98","6,094,729.95","-519,379.10","-1,750,313.95","-3,231,813.07","-4,905,517.26","-4,778,439.96","-428,401.17","4,404,253.73","3,879,048.79","-2,788,721.88"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,"140,383.55",,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"91,162,607.89","40,627,823.20","2,608,320.00","2,608,320.00",,"70,000.00","118,000.00","131,480.00","63,000.00","64,400.00","64,400.00","64,400.00",,300.00,300.00,"2,300.00","1,200.00","2,600.00","11,350.00","10,029,300.00","145,631,153.66","145,639,853.66","145,639,853.66","145,643,353.66",800.00,800.00,800.00,"477,333.15","140,383.55","140,383.55","1,619,835.60","21,624,885.60","252,329,404.93","252,756,747.40","257,131,248.77","900,670,509.05","213,054,679.44","609,694,148.67","741,813,874.69","1,139,703,191.37","283,463,379.00"
五、现金及现金等价物净增加额,"-6,487,986.06","-23,008,193.68","-21,283,729.95","606,671,742.11","-14,818,926.11","-43,166,966.61","-60,033,224.16","-58,648,643.52","-2,661,351.94","-93,308,115.08","-67,206,310.31","-73,511,937.94","7,279,414.80","-86,601,554.04","-77,477,884.00","-152,704,035.03","-5,694,213.20","-24,397,735.02","-71,625,634.71","-15,083,702.94","155,830,667.67","165,883,647.60","149,804,805.01","147,068,564.49","-6,130,932.60","-14,833,371.70","-21,128,661.03","14,813,731.43","-240,476,875.61","-253,290,590.74","-272,001,746.38","-195,196,044.44","-54,270,625.17","-56,599,193.84","-210,511,841.49","-144,656,243.77","-41,372,218.00","-41,186,922.01","-26,227,827.43","1,037,065.44","-34,937,730.72"
购建固定资产、无形资产和其他长期资产支付的现金,"6,766,381.40","35,540,628.10","52,944,821.54","73,729,568.78","15,114,861.94","23,954,801.62","30,862,633.51","77,287,776.73","21,517,095.54","27,258,934.52","40,222,595.91","85,574,887.90","10,174,784.76","55,611,736.17","60,121,124.56","122,197,155.64","14,621,096.19","27,999,883.04","63,379,142.37","41,268,748.66","3,285,897.35","8,109,847.78","9,078,348.53","9,821,379.33","364,471.58","599,957.79","885,086.77","1,122,846.58","499,001.42","1,604,113.70","1,722,666.53","1,802,879.53","172,869.00","1,319,248.81","4,934,887.87","5,234,310.49","475,591.61","841,970.46","1,233,805.27","1,970,731.77","1,874,003.57"
期初现金及现金等价物余额,"78,902,880.96","72,414,894.90","49,406,701.22","49,406,701.22","656,078,443.33","656,078,443.33","656,078,443.33","656,078,443.33","597,429,799.81","597,429,799.81","597,429,799.81","597,429,799.81","523,917,861.87","504,121,684.73","523,917,861.87","523,917,861.87","371,213,826.84","371,213,826.84","405,268,740.95","371,213,826.84","356,130,123.90","356,130,123.90","356,130,123.90","356,130,123.90","503,198,688.39","503,196,501.77","503,548,547.46","503,198,688.39","517,929,126.42","518,012,419.82","518,012,419.82","518,012,419.82","322,816,375.38","322,816,375.38","322,816,375.38","322,816,375.38","178,160,131.61","178,160,131.61","178,160,131.61","178,160,131.61","179,197,197.05"
投资支付的现金,"86,247,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","247,100,000.00","247,100,000.00","247,100,000.00","247,100,000.00","250,000,000.00","250,000,000.00","420,000,000.00","1,060,000,000.00","230,000,000.00","620,000,000.00","750,000,000.00","1,180,000,000.00","280,000,000.00"
期末现金及现金等价物余额,"72,414,894.90","49,406,701.22","28,122,971.27","656,078,443.33","641,259,517.22","612,911,476.72","596,045,219.17","597,429,799.81","594,768,447.87","504,121,684.73","530,223,489.50","523,917,861.87","531,197,276.67","417,520,130.69","446,439,977.87","371,213,826.84","365,519,613.64","346,816,091.82","333,643,106.24","356,130,123.90","511,960,791.57","522,013,771.50","505,934,928.91","503,198,688.39","497,067,755.79","488,363,130.07","482,419,886.43","518,012,419.82","277,452,250.81","264,721,829.08","246,010,673.44","322,816,375.38","268,545,750.21","266,217,181.54","112,304,533.89","178,160,131.61","136,787,913.61","136,973,209.60","151,932,304.18","179,197,197.05","144,259,466.33"
