科目,2013-12-31,2014-12-31,2015-06-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,
未分配利润,"120,038,789.25","186,520,236.52","227,331,310.30","260,169,634.18","290,058,592.50","304,998,102.68","317,865,950.43","356,814,090.92","365,544,402.17","381,249,895.62","405,144,627.42","438,906,539.69","463,076,493.61"
长期待摊费用,,"5,362,895.20","4,919,290.87","5,428,403.67","4,476,159.87","6,731,047.62","6,111,188.37","5,491,329.12","5,028,947.34","4,350,034.02","7,941,219.09","8,644,181.95","7,593,380.46"
少数股东权益,,,,,,,,,,,,,
递延所得税资产,"1,966,195.29","4,501,824.10","5,177,877.92","3,870,404.89","3,406,298.76","3,606,105.78","3,852,812.63","4,307,333.35","4,941,436.80","4,313,541.31","4,823,664.18","7,259,136.93","9,837,701.24"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"36,272,689.65","16,958,080.00","31,295,334.20","28,694,581.81","49,969,920.80","12,522,499.15","10,695,317.75","16,288,845.92","8,094,546.48","35,249,990.00","26,417,759.51","66,606,581.35","76,479,768.66"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"233,317,288.24","341,123,090.39","366,839,109.45","414,032,455.09","460,652,952.73","462,668,245.56","476,656,667.85","488,691,676.28","500,896,824.42","554,795,444.31","665,878,401.39","756,825,929.82","918,840,496.19"
所有者权益(或股东权益)合计,"311,922,975.16","385,648,812.63","427,423,797.35","471,709,915.94","502,245,033.59","517,255,221.38","906,051,702.22","944,561,881.45","953,787,796.03","969,525,692.29","1,008,147,701.78","1,043,027,810.77","1,067,564,278.50"
资产总计,"644,156,634.85","836,174,714.22","859,643,430.62","896,628,658.74","944,208,068.24","994,949,774.82","1,437,880,865.84","1,441,416,252.34","1,492,767,612.70","1,492,554,229.58","1,721,254,589.49","1,902,068,078.77","2,037,393,564.93"
负债和所有者(或股东权益)合计,"644,156,634.85","836,174,714.22","859,643,430.62","896,628,658.74","944,208,068.24","994,949,774.82","1,437,880,865.84","1,441,416,252.34","1,492,767,612.70","1,492,554,229.58","1,721,254,589.49","1,902,068,078.77","2,037,393,564.93"
