科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"95,082,115.11","89,455,798.89","102,575,407.67","50,275,765.83","80,581,060.99","114,191,176.92","33,153,343.97","56,359,307.76","84,946,261.56","106,523,945.35","28,923,024.40","56,887,097.88","98,597,515.95","112,305,680.04","44,384,602.21","92,825,309.09","149,445,205.05","196,737,471.96","61,736,999.30","122,224,312.43","190,631,256.06","226,658,393.32","75,475,810.19","139,104,025.59","212,454,409.01","287,661,963.63","81,393,970.99"
取得借款收到的现金,"1,696,900,000.00","880,000,000.00","975,500,000.00","375,000,000.00","425,000,000.00","425,000,000.00","210,000,000.00","440,000,000.00","710,000,000.00","855,000,000.00","565,000,000.00","1,245,000,000.00","1,475,000,000.00","1,783,000,000.00","940,000,000.00","1,870,000,000.00","2,290,000,000.00","4,131,000,000.00","740,000,000.00","1,545,360,813.91","2,006,072,908.15","2,006,072,908.15","47,746,026.62","167,526,026.29","1,937,458,026.19","1,937,317,800.00","60,000,000.00"
支付的各项税费,"27,033,582.40","36,304,071.07","186,381,026.18","118,994,121.22","157,328,068.46","203,387,624.77","17,488,385.40","41,939,325.47","53,485,901.63","70,916,130.43","12,431,914.70","43,053,623.68","60,470,488.06","85,743,350.12","8,050,126.02","43,787,887.64","83,678,250.72","158,888,285.37","40,769,832.83","105,788,703.96","149,924,830.69","212,589,966.96","38,589,273.88","107,421,335.15","138,003,634.75","216,944,591.94","76,609,257.39"
收到其他与筹资活动有关的现金,"105,244,874.40","1,085,137.86","599,239.25","1,209,775.53","2,321,637.37","3,797,543.08","4,442,778.88","7,145,544.14","15,722,296.16","4,935,716.47","179,169.72","34,322,271.44","34,325,263.44","70,686,585.35",,"6,400,708.44","6,400,708.44","6,700,708.44",,,,,"8,873,000.00",,,,
支付其他与经营活动有关的现金,"69,315,888.49","127,732,061.40","123,453,435.27","48,138,575.60","67,915,188.83","102,670,230.73","19,633,297.62","41,483,695.20","71,546,090.09","111,702,961.80","32,291,034.64","54,350,404.16","81,679,240.06","126,953,311.29","16,662,940.14","73,786,720.17","128,858,915.02","210,317,560.43","20,970,795.30","70,758,622.59","103,111,602.58","272,732,602.83","62,836,778.70","132,134,410.26","177,094,806.62","286,430,499.93","58,457,495.38"
筹资活动现金流入小计,"1,802,144,874.40","1,131,085,137.86","976,099,239.25","376,209,775.53","2,131,071,637.37","2,132,547,543.08","214,442,778.88","842,145,544.14","1,120,722,296.16","1,254,935,716.47","565,179,169.72","1,279,322,271.44","1,509,325,263.44","2,249,686,585.35","940,000,000.00","3,244,186,696.20","3,664,186,696.20","5,505,486,696.20","740,000,000.00","1,545,360,813.91","5,878,117,755.75","5,878,117,755.75","56,619,026.62","167,526,026.29","1,937,458,026.19","1,937,317,800.00","60,000,000.00"
经营活动现金流出小计,"630,444,483.70","791,866,328.01","1,130,237,981.51","713,830,248.72","1,043,344,622.45","1,348,290,823.75","314,584,632.17","614,980,248.81","1,074,651,985.04","1,474,156,852.61","411,699,689.01","903,155,544.61","1,297,795,569.39","1,456,977,028.28","370,233,292.20","1,010,232,171.10","1,743,265,049.82","2,355,198,914.78","496,240,272.17","1,105,552,790.09","1,726,913,731.53","2,663,476,105.04","616,244,087.29","1,374,264,551.70","2,003,349,479.26","2,794,091,875.71","744,198,442.73"
偿还债务支付的现金,"839,830,000.00","926,900,000.00","782,000,000.00","433,500,000.00","594,500,000.00","900,500,000.00","359,000,000.00","503,000,000.00","598,000,000.00","708,000,000.00","570,000,000.00","880,000,000.00","1,089,553,933.33","1,763,000,000.00","937,000,000.00","2,172,000,000.00","2,742,000,000.00","3,833,000,000.00","805,000,000.00","1,523,360,813.91","2,140,072,908.15","4,342,072,908.15","151,000,000.00","289,526,026.29","1,959,458,026.19","2,264,387,800.00",
经营活动产生的现金流量净额,"68,967,587.71","330,766,072.74","552,563,091.69","77,643,170.85","42,586,223.24","134,959,761.70","-57,341,999.33","-170,433,492.80","-269,938,115.18","-407,478,019.41","228,641,413.96","64,864,918.86","117,865,543.61","204,674,407.56","15,433,754.72","185,572,094.14","86,345,632.12","449,197,351.98","114,027,289.40","-15,302,548.10","195,132,599.07","575,257,187.69","-191,009,398.37","-343,483,410.98","-191,312,926.22","176,944,298.17","9,922,141.14"
分配股利、利润或偿还利息支付的现金,"147,232,485.76","126,062,489.68","121,253,262.87","65,100,181.09","95,890,666.64","123,315,073.61","25,280,262.14","219,858,398.65","250,130,592.68","273,765,700.70","24,795,044.74","97,087,210.07","212,073,357.57","214,961,056.09","41,682,977.92","175,923,720.48","204,443,683.89","378,728,429.04","28,891,497.71","77,871,650.91","133,911,028.25","198,391,738.29","4,261,497.55","31,134,445.14","78,553,302.46","110,227,363.45","4,628,408.31"
收回投资收到的现金,,"60,664,547.67",,,,,,"550,000,000.00","850,000,000.00","1,004,404,527.18",,,,,,,"120,000,000.00","120,000,000.00",,,,"105,000,000.00","350,000,000.00","1,350,000,000.00","1,411,184,700.00","1,436,291,292.50","44,478,768.00"
支付其他与筹资活动有关的现金,"160,303.51","10,320,892.78","2,466,309.05","81,300.92","4,955,130.94","6,474,311.77","96,544.58","29,495,671.11","29,510,652.91","33,746,058.40",,"1,037,735.84","46,129,480.66","10,066,971.08","6,000,000.00","67,092,984.68","67,763,800.59","67,130,641.51",,"182,855.25","366,940.90","4,304,331.86",,"932,864.56","995,485.49","10,059,639.66",
取得投资收益收到的现金,,,"420,000.00","9,800,000.00","10,686,051.22","30,286,051.22",,"2,860,785.05","4,131,196.01","1,209,459.93",,"3,967,541.00","3,967,541.00","27,487,541.00",,"4,543,117.60","4,945,528.56","127,945,528.56",,"4,543,117.60","4,543,117.60","4,925,729.40","7,334,390.43","66,609,488.23","66,908,730.73","50,535,444.10",
筹资活动现金流出小计,"987,222,789.27","1,063,283,382.46","905,719,571.92","498,681,482.01","695,345,797.58","1,030,289,385.38","384,376,806.72","752,354,069.76","877,641,245.59","1,015,511,759.10","594,795,044.74","978,124,945.91","1,347,756,771.56","1,988,028,027.17","984,682,977.92","2,415,016,705.16","3,014,207,484.48","4,278,859,070.55","833,891,497.71","1,601,415,320.07","2,274,350,877.30","4,544,768,978.30","155,261,497.55","321,593,335.99","2,039,006,814.14","2,384,674,803.11","4,628,408.31"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"31,000.00",,,,,,,,,"1,980.00","1,680.00","1,680.00","1,980.00",,"4,466.00","4,466.00","4,466.00",,,,"15,848,930.50","360,350.70","360,350.70","360,350.70","2,154,088.99","2,892.00"
筹资活动产生的现金流量净额,"814,922,085.13","67,801,755.40","70,379,667.33","-122,471,706.48","1,435,725,839.79","1,102,258,157.70","-169,934,027.84","89,791,474.38","243,081,050.57","239,423,957.37","-29,615,875.02","301,197,325.53","161,568,491.88","261,658,558.18","-44,682,977.92","829,169,991.04","649,979,211.72","1,226,627,625.65","-93,891,497.71","-56,054,506.16","3,603,766,878.45","1,333,348,777.45","-98,642,470.93","-154,067,309.70","-101,548,787.95","-447,357,003.11","55,371,591.69"
处置子公司及其他营业单位收到的现金净额,,"92,961,611.29",,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,054.62","-233,567.47","-354,484.07","7,187.29","17,370.12","-16,784.67","-9,518.13","-49,081.61","-52,485.65","-84,783.08","24,097.01","2,132,388.62","2,248,644.88","473,981.26","806,961.85","1,523,274.14","2,163,605.51","6,909,656.74","-3,356,717.48","6,206,334.75","7,138,416.00","13,361,246.47","-7,585,838.64","-2,082,726.56","-14,318,750.71","-23,216,729.66","-209,884.47"
收到其他与投资活动有关的现金,,,,,,,"33,146.50",,,,"561,794.74","15,101,986.77","16,305,623.88","62,000,000.00","663,652.40",,,,,,,"8,670,000.00",,,"3,500,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"153,657,158.96","420,000.00","9,800,000.00","10,686,051.22","30,286,051.22","33,146.50","552,860,785.05","854,131,196.01","1,005,613,987.11","563,774.74","19,071,207.77","20,274,844.88","89,489,521.00","663,652.40","4,547,583.60","124,949,994.56","247,949,994.56",,"4,543,117.60","4,543,117.60","134,444,659.90","357,694,741.13","1,416,969,838.93","1,481,953,781.43","1,488,980,825.59","44,481,660.00"
五、现金及现金等价物净增加额,"15,360,409.67","-232,585,190.10","246,483,176.76","-206,667,998.42","1,238,302,148.83","993,659,173.64","-480,736,992.61","-862,840,953.34","-758,265,714.94","-1,066,997,051.48","62,207,497.88","-16,110,013.08","-189,355,746.64","-145,370,303.71","-76,897,187.41","753,498,440.28","159,136,429.26","429,068,989.86","-49,786,344.91","-183,819,080.14","3,437,225,503.32","-259,829,815.36","-64,297,990.45","651,701,824.38","759,510,561.73","501,803,313.50","63,580,403.78"
购建固定资产、无形资产和其他长期资产支付的现金,"848,527,208.55","571,004,757.93","345,165,098.19","171,646,650.08","250,713,335.54","273,828,012.31","22,379,359.25","178,842,084.53","404,218,806.86","598,534,452.53","125,876,985.96","403,375,842.36","491,313,260.39","716,768,746.98","49,118,578.46","267,314,502.64","335,437,014.65","1,130,474,277.75","66,565,419.12","123,211,478.23","173,411,507.80","677,445,200.71","109,582,823.64","222,664,978.43","260,317,567.06","508,533,585.66","28,506,033.68"
期初现金及现金等价物余额,"328,927,694.93","344,288,104.60","111,702,914.50","358,186,091.26","358,186,091.26","358,186,091.26","1,351,845,264.90","1,351,845,264.90","1,351,845,264.90","1,351,845,264.90","284,848,213.42","284,848,213.42","284,848,213.42","284,848,213.42","139,477,909.71","139,477,909.71","139,477,909.71","139,477,909.71","568,546,899.57","568,546,899.57","568,546,899.57","568,546,899.57","308,726,270.61","308,717,084.21","308,717,084.21","308,717,084.21","812,420,397.71"
投资支付的现金,"20,000,000.00","213,571,851.80","31,360,000.00",,,,,"900,000,000.00","925,100,000.00","1,050,024,187.11",,,,,,,"368,865,000.00","120,000,000.00",,,"199,944,000.00","1,638,796,486.16","13,772,200.00","39,693,338.88","153,528,937.76","180,306,991.83","12,836,742.47"
期末现金及现金等价物余额,"344,288,104.60","111,702,914.50","358,186,091.26","151,518,092.84","1,596,488,240.09","1,351,845,264.90","871,108,272.29","489,004,311.56","593,579,549.96","284,848,213.42","347,055,711.30","268,738,200.34","95,492,466.78","139,477,909.71","62,580,722.30","892,976,349.99","298,614,338.97","568,546,899.57","518,760,554.66","384,727,819.43","4,005,772,402.89","308,717,084.21","244,428,280.16","960,418,908.59","1,068,227,645.94","810,520,397.71","876,000,801.49"
