科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"29,712,465.38","47,383,278.82","84,279,936.98","27,306,212.13","60,582,706.29","91,426,416.76","134,098,857.72","44,417,085.28","90,840,351.32","136,878,423.69","188,200,737.36","59,522,020.01","116,512,731.88","196,109,565.62","300,392,451.97","105,747,370.54","210,109,673.65","334,319,619.35","490,840,269.88","161,347,159.76","337,966,647.64","514,577,780.79","669,517,286.33","205,220,496.44","398,792,813.42","600,011,986.49"
取得借款收到的现金,"86,900,000.00","109,063,000.00","143,279,932.20","40,000,000.00","65,000,000.00","80,010,000.00","100,000,000.00","50,000,000.00","70,000,000.00","180,000,000.00","225,000,000.00","190,000,000.00","421,000,000.00","579,000,000.00","654,000,000.00","37,000,000.00","105,000,000.00","648,050,000.00","848,050,000.00","170,010,000.00","340,010,000.00","560,010,000.00","871,010,000.00","200,000,000.00","389,000,000.00","856,000,000.00"
支付的各项税费,"698,896.85","8,269,479.04","8,415,352.98","3,724,293.59","8,228,995.58","11,151,434.82","15,201,989.79","5,822,639.69","9,602,982.53","14,880,371.75","20,362,567.01","4,669,629.99","8,536,000.09","14,631,179.78","19,205,639.63","14,625,771.15","26,080,694.86","35,590,949.02","57,939,677.92","41,357,781.57","71,554,096.62","90,857,648.01","114,219,565.45","40,899,077.40","63,455,325.35","84,562,211.78"
收到其他与筹资活动有关的现金,,"1,500,000.00","850,000.00",,,"1,220,000.00",,,,,"2,500,000.00",,,"10,000,000.00",,"11,000,000.00","13,000,000.00","76,916,873.78","137,250,000.00",,,,,"150,000.00",,
支付其他与经营活动有关的现金,"15,098,122.21","19,935,504.98","25,390,444.54","11,400,559.47","10,105,875.81","37,499,184.15","44,298,809.63","17,887,665.89","24,237,618.51","34,699,778.02","42,391,256.64","26,358,703.13","33,601,327.52","58,446,855.28","61,522,141.96","25,608,482.20","45,805,700.66","68,373,671.38","66,018,955.53","39,337,539.88","50,011,841.51","86,757,022.57","82,311,239.65","45,135,684.12","71,940,605.97","118,507,812.21"
筹资活动现金流入小计,"152,900,000.00","140,259,216.26","162,939,932.20","40,000,000.00","67,835,773.95","435,885,384.10","455,861,903.00","50,000,000.00","70,000,000.00","180,000,000.00","227,500,000.00","190,000,000.00","421,000,000.00","819,000,000.00","1,003,390,500.00","48,000,000.00","118,000,000.00","1,258,403,547.20","1,538,965,073.42","170,010,000.00","340,710,000.00","560,710,000.00","871,710,000.00","200,950,000.00","389,800,000.00","856,800,000.00"
经营活动现金流出小计,"72,146,779.21","128,291,070.26","174,945,943.35","61,396,961.43","136,458,589.96","208,309,053.33","299,596,268.71","138,967,429.51","230,665,900.52","335,089,091.28","432,763,932.03","143,841,366.24","299,190,178.43","493,052,651.98","677,663,103.86","232,230,346.28","446,256,854.94","669,729,516.89","974,011,334.23","368,287,180.11","627,774,536.39","930,340,337.95","1,202,865,020.61","372,375,757.85","706,973,854.72","1,065,181,868.98"
偿还债务支付的现金,"56,790,000.00","100,271,083.36","125,666,407.02","40,306,913.38","55,647,707.69","76,974,524.31","112,706,215.81","50,276,650.26","90,537,772.75","104,807,775.69","115,698,598.31","56,235,613.92","58,474,805.28","67,684,762.21","343,034,042.97","124,146,644.29","164,415,050.42","184,569,321.97","335,693,894.47","146,018,364.23","207,839,388.00","424,234,232.00","804,333,250.00","342,850,000.00","422,850,000.00","674,850,000.00"
经营活动产生的现金流量净额,"57,409,164.26","17,424,665.23","50,535,043.19","1,697,609.47","6,791,556.87","10,515,117.35","57,436,670.54","-38,146,607.50","-23,137,625.25","-36,209,219.85","24,300,211.61","-43,280,011.11","-33,323,872.00","-89,049,154.87","48,004,020.35","-20,613,011.63","-48,204,838.64","-82,601,965.73","76,815,573.45","-145,342,235.49","-165,041,744.20","-148,234,860.93","289,731,558.49","-180,199,459.43","-290,388,308.34","-333,570,620.34"
分配股利、利润或偿还利息支付的现金,"13,831,155.00","15,079,858.02","7,074,377.20","2,194,392.44","4,909,548.07","17,980,815.19","19,730,439.39","1,391,149.49","18,259,566.47","21,910,246.52","21,113,479.79","1,887,289.61","65,690,092.05","90,344,406.75","79,908,830.81","7,649,035.08","43,500,086.65","52,433,326.22","67,947,210.67","13,795,269.00","82,001,921.09","96,759,518.66","112,256,035.74","24,186,963.13","112,400,893.39","154,205,240.36"
收回投资收到的现金,,,,,,,,,,,,,,,"1,017,455.17",,,,"22,500,000.00",,,,"7,200,000.00","7,200,000.00","40,800,000.00","55,169,300.00"
支付其他与筹资活动有关的现金,"3,647,519.51","1,194,460.00","2,069,612.00",,"800,000.00",,,,,,,"2,050,000.00","2,050,000.00","8,017,973.00","25,401,049.80","8,250,000.00","11,250,000.00","15,502,664.08","88,856,816.99","38,690,825.00","48,942,305.00","53,814,435.00","47,927,190.45","2,465,990.00","4,855,990.00","4,855,990.00"
取得投资收益收到的现金,,,,,,,,,"1,439,100.00","1,439,100.00",,,,,,,,,"3,460,000.00",,,,"1,000,000.00",,"1,530,000.00","27,601,500.00"
筹资活动现金流出小计,"74,268,674.51","116,545,401.38","134,810,396.22","42,501,305.82","61,357,255.76","94,955,339.50","132,436,655.20","51,667,799.75","108,797,339.22","126,718,022.21","136,812,078.10","60,172,903.53","126,214,897.33","166,047,141.96","448,343,923.58","140,045,679.37","219,165,137.07","252,505,312.27","492,497,922.13","198,504,458.23","338,783,614.09","574,808,185.66","964,516,476.19","369,502,953.13","540,106,883.39","833,911,230.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"196,150.00","720,856.64",,,,,,"6,270.88","659,485.19","6,028.53",,,,"19,159,117.82","24,382,000.00","24,382,000.00","24,442,588.14","24,440,000.00",,"139,400.00","239,666.59","30,443,552.86","30,003,095.22","30,027,240.31","30,195,695.00"
筹资活动产生的现金流量净额,"78,631,325.49","23,713,814.88","28,129,535.98","-2,501,305.82","6,478,518.19","340,930,044.60","323,425,247.80","-1,667,799.75","-38,797,339.22","53,281,977.79","90,687,921.90","129,827,096.47","294,785,102.67","652,952,858.04","555,046,576.42","-92,045,679.37","-101,165,137.07","1,005,898,234.93","1,046,467,151.29","-28,494,458.23","1,926,385.91","-14,098,185.66","-92,806,476.19","-168,552,953.13","-150,306,883.39","22,888,769.64"
处置子公司及其他营业单位收到的现金净额,"2,258,540.34",,,,,,,,,,,,,,,,,,"105,112,329.23","60,000,000.00","116,938,804.75","117,588,624.10","183,506,230.06",,"70,759,336.41","70,759,336.41"
四、汇率变动对现金的影响,"-799,780.38","191,768.33","-639,532.38","-51,824.10","-66,936.56","65,367.95","-1,283,101.80","-645,328.40","-2,169,792.45","-2,114,061.70","-7,380,646.05","1,678,952.14","2,754,524.78","-973,085.85","416,737.63","309,906.23","-68,484.40","1,165,694.85","-2,438,021.90","599,576.15","2,921,806.31","3,485,341.52","6,743,781.28","2,776,046.36","-89,844.91","-1,050,613.48"
收到其他与投资活动有关的现金,"29,197.13","423,527.56","1,395,526.01","999,462.98","1,129,610.04","1,954,990.51","4,394,755.25","2,525,340.12","2,938,282.00","10,714,185.93","12,352,604.21","2,313,179.50","3,082,550.20","4,806,279.76","6,329,373.13","719,768.49","932,164.62","25,915,636.30","2,313,929.88",,"53,883.32","81,539.28","16,993,992.10","338,321.80",,"11,792,567.22"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,287,737.47","619,677.56","2,116,382.65","999,462.98","1,129,610.04","1,954,990.51","4,394,755.25","2,525,340.12","4,383,652.88","12,812,771.12","12,358,632.74","2,313,179.50","3,082,550.20","4,806,279.76","26,505,946.12","25,101,768.49","25,314,164.62","50,358,224.44","157,826,259.11","60,000,000.00","117,132,088.07","117,909,829.97","239,143,775.02","37,541,417.02","143,116,576.72","195,518,398.63"
五、现金及现金等价物净增加额,"74,438,292.49","2,546,728.51","62,766,205.27","-1,952,474.70","5,390,205.67","339,830,488.40","364,362,748.21","-59,979,125.85","-83,783,977.93","-142,493,495.39","-80,544,740.45","-24,572,125.66","15,625,491.22","-48,158,400.16","-24,796,902.65","-127,707,112.45","-227,391,488.67","-3,129,066.93","-20,808,120.93","-127,892,739.58","-155,574,461.91","-175,702,509.31","226,562,364.10","-380,799,101.08","-389,054,535.64","-255,572,368.81"
购建固定资产、无形资产和其他长期资产支付的现金,"63,090,154.35","40,090,700.46","17,231,317.77","2,096,417.23","8,942,542.87","13,635,032.01","19,610,823.58","22,044,730.32","24,062,873.89","175,518,081.55","187,029,645.45","109,561,342.66","245,572,814.43","267,975,022.42","307,559,062.91","4,460,096.17","65,267,193.18","88,302,044.52","125,269,190.33","5,055,622.01","27,429,398.00","47,541,034.21","105,551,444.50","72,364,151.90","81,386,075.72","126,358,303.26"
期初现金及现金等价物余额,"9,597,135.95","84,035,428.44","86,582,156.95","149,348,362.22","149,348,362.22","149,348,362.22","149,348,362.22","513,711,110.43","513,711,110.43","513,711,110.43","513,711,110.43","433,166,369.98","433,166,369.98","433,166,369.98","433,166,369.98","408,369,467.33","408,369,467.33","408,369,467.33","408,369,467.33","387,561,346.40","387,561,346.40","387,561,346.40","387,561,346.40","612,086,123.48","614,123,710.50","614,123,710.50"
投资支付的现金,,,,,,,,,,,,,,"22,500,000.00","22,500,000.00",,"2,000,000.00","2,000,000.00","42,000,000.00","9,600,000.00","16,500,000.00","18,640,000.00","33,340,000.00",,,"3,000,000.00"
期末现金及现金等价物余额,"84,035,428.44","86,582,156.95","149,348,362.22","147,395,887.52","154,738,567.89","489,178,850.62","513,711,110.43","453,731,984.58","429,927,132.50","371,217,615.04","433,166,369.98","408,594,244.32","448,791,861.20","385,007,969.82","408,369,467.33","280,662,354.88","180,977,978.66","405,240,400.40","387,561,346.40","259,668,606.82","231,986,884.49","211,858,837.09","614,123,710.50","231,287,022.40","225,069,174.86","358,551,341.69"
