科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"10,007,986.70","5,401,880.76","9,169,223.37","2,101,722.62","4,366,993.12","5,727,461.28","7,708,465.06","1,152,279.59","1,922,492.48","3,389,919.03","5,477,464.85","1,580,639.10","3,219,972.71","6,780,889.92","9,729,676.95","4,083,066.66","7,646,747.30","13,783,673.54","19,896,861.70","6,413,071.46","12,789,934.38","19,763,529.07","25,156,078.45","6,272,389.70","10,677,366.33","15,946,096.75","19,757,211.13","8,217,630.47","17,713,135.90","27,999,955.33"
三、利润总额,"29,689,913.56","45,989,609.17","65,610,938.56","20,216,556.71","40,906,504.83","55,706,304.26","69,162,629.74","17,404,513.68","34,338,458.41","43,196,698.46","43,034,884.46","5,283,297.32","12,032,804.87","14,823,386.12","16,166,302.29","5,959,631.55","14,876,445.74","23,101,418.24","27,983,008.91","9,070,927.39","28,383,822.68","37,971,572.36","41,106,528.35","44,356,669.94","105,194,362.03","156,163,473.61","164,827,521.50","7,297,711.91","78,443,646.87","138,542,484.01"
资产减值损失,"792,154.98","4,536,389.45","1,974,101.95","802,379.20","2,349,520.42","3,423,711.12","4,862,516.69","-1,245,740.53","878,060.11","-609,783.56","490,581.83","-1,243,512.61","1,244,603.39","1,039,721.41","2,134,603.44","-4,865,174.37","-4,443,388.09","-6,384,756.29","-3,391,917.11","-2,119,499.64","-204,137.96","-670,106.39","7,842,410.01","-1,453,853.61","-357,954.41","2,671,327.28","5,665,314.99","2,728,338.63","-2,339,166.08","-14,930,605.28"
减:所得税,"2,799,547.03","6,755,731.45","9,653,802.95","4,211,188.54","8,082,376.78","10,975,725.86","9,902,522.09","3,303,871.41","6,896,036.41","8,798,894.82","9,128,929.73","975,327.39","2,224,301.80","3,022,602.10","4,125,296.42","1,169,050.69","2,682,841.83","3,928,917.52","4,657,552.14","835,780.60","2,942,058.24","4,173,856.58","1,514,731.84","1,660,194.28","4,205,822.29","7,007,578.34","10,405,553.28","-36,560,239.93","-25,001,146.22","-16,778,239.70"
加:公允价值变动净收益,,,,,,,,,"-23,766.00","-12,020.00",,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,"-277,389.00","-149,615.00",,,,,,,,,"4,136,295.50","3,385,429.69","3,427,774.13","3,441,171.83","17,158,318.04","30,582,444.71","73,870,964.19","103,420,619.09","94,967,686.21","-10,679,520.51","-10,679,520.51","-10,679,520.51"
四、净利润,"26,890,366.53","39,233,877.72","55,957,135.61","16,005,368.17","32,824,128.05","44,730,578.40","59,260,107.65","14,100,642.27","27,442,422.00","34,397,803.64","33,905,954.73","4,307,969.93","9,808,503.07","11,800,784.02","12,041,005.87","4,790,580.86","12,193,603.91","19,172,500.72","23,325,456.77","8,235,146.79","25,441,764.44","33,797,715.78","39,591,796.51","42,696,475.66","100,988,539.74","149,155,895.27","154,421,968.22","43,857,951.84","103,444,793.09","155,320,723.71"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,"4,136,295.50","3,385,429.69","3,427,774.13","3,441,171.83","17,158,318.04","30,582,444.71","73,870,964.19","103,420,619.09","94,967,686.21","-10,679,520.51","-10,679,520.51","-10,679,520.51"
归属于母公司所有者的净利润,"24,413,136.36","35,974,368.93","49,989,068.14","14,349,520.93","28,775,129.44","39,097,554.44","52,151,407.17","14,100,642.27","27,442,422.00","34,397,803.64","33,905,954.73","4,307,969.93","9,808,503.07","11,800,784.02","12,041,005.87","4,790,580.86","12,328,512.12","19,527,901.14","23,758,661.44","8,337,074.19","25,716,916.98","34,002,916.05","40,191,874.55","42,319,069.40","100,147,958.81","148,262,469.77","152,992,992.94","43,227,157.84","101,743,846.57","153,082,482.71"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"2,477,230.17","3,259,508.79","5,968,067.47","1,655,847.24","4,048,998.61","5,633,023.96","7,108,700.48",,,,,,,,,,"-134,908.21","-355,400.42","-433,204.67","-101,927.40","-275,152.54","-205,200.27","-600,078.04","377,406.26","840,580.93","893,425.50","1,428,975.28","630,794.00","1,700,946.52","2,238,241.00"
