科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"3,384,744.19","11,361,417.05","37,880,970.33","24,271,243.44","32,878,047.66","46,667,195.09","15,828,816.83","34,193,438.45","51,974,784.98","73,790,464.08","29,980,177.08","54,003,038.27","78,643,427.58","99,828,348.79","41,881,877.21","70,781,707.05","101,379,929.52","130,827,035.74","51,859,679.86","83,336,175.11","117,598,165.93","156,431,260.89","53,132,568.59","94,598,319.91","133,697,968.29","166,746,716.33","65,051,613.45","116,780,434.82","185,362,825.97","190,997,211.35"
取得借款收到的现金,"6,300,000.00","12,060,000.00","41,925,000.00",,,,,,"50,000,000.00","50,000,000.00",,"95,000,000.00","230,000,000.00","329,688,223.00","20,311,777.00","320,311,777.00","420,311,777.00","420,311,777.00","100,000,000.00","400,000,000.00","431,845,500.00","632,468,000.00",,"600,000,000.00","600,000,000.00","800,000,000.00",,"300,000,000.00","600,000,000.00","600,000,000.00"
支付的各项税费,"53,456,220.45","102,014,448.93","121,036,597.30","70,049,281.97","99,996,382.82","156,611,173.97","22,769,060.18","61,347,276.50","82,651,900.02","132,714,167.61","32,084,722.62","86,786,005.81","139,426,347.39","185,724,045.48","39,337,027.87","87,263,153.51","138,955,565.55","192,056,389.73","54,238,496.51","107,642,109.97","147,807,365.32","194,666,366.10","50,638,882.95","93,011,853.63","153,645,531.72","209,799,674.65","54,955,999.68","141,404,992.93","199,108,451.90","286,784,286.99"
收到其他与筹资活动有关的现金,"270,000.00","2,840,000.00","29,552,539.00","3,297,800.00","3,297,800.00","5,079,700.00",,,,"14,746,000.00",,,,"8,402,700.00",,,,"2,011,082.00",,,"6,557.42","4,070,000.00",,,,"9,691,600.00",,,,"15,839,068.75"
支付其他与经营活动有关的现金,"100,882,299.33","74,686,500.19","75,239,853.37","51,782,660.74","75,525,796.92","80,091,189.37","26,259,603.15","59,447,174.82","95,807,103.60","155,138,816.40","45,752,474.46","94,244,180.38","158,833,414.96","201,940,954.42","52,425,741.34","140,354,333.86","230,394,025.59","264,701,506.63","72,983,108.11","158,643,822.44","330,104,916.56","293,508,680.77","88,162,369.98","173,529,436.26","270,716,084.81","439,403,523.63","67,929,116.77","209,783,278.73","683,970,853.17","522,045,014.31"
筹资活动现金流入小计,"6,570,000.00","18,900,000.00","128,977,539.00","3,297,800.00","3,297,800.00","5,079,700.00","746,000,000.00","744,403,500.00","794,403,500.00","801,790,000.00",,"95,000,000.00","230,000,000.00","338,090,923.00","20,311,777.00","320,311,777.00","420,311,777.00","422,322,859.00","100,000,000.00","400,000,000.00","431,852,057.42","636,538,000.00",,"600,000,000.00","600,000,066.71","809,772,797.99","86,716.46","499,786,716.46","799,786,716.46","815,631,433.51"
经营活动现金流出小计,"330,794,631.41","387,638,989.01","459,944,628.18","261,083,036.04","393,373,738.11","553,375,813.03","113,733,026.25","324,969,101.52","494,531,411.90","640,731,080.08","175,036,734.08","373,513,806.60","599,811,674.16","807,501,249.56","227,985,929.82","491,003,082.33","761,322,979.47","979,813,273.66","295,250,882.96","560,625,254.52","907,905,775.45","1,030,265,588.72","282,055,795.95","574,904,811.11","907,625,448.14","1,235,670,299.26","407,801,306.05","1,000,356,486.23","1,852,930,943.39","1,830,430,539.69"
偿还债务支付的现金,"13,000,000.00","20,000,000.00","38,610,476.87","291,990.34","20,389,951.42","20,548,374.72","1,059,378.70","264,914.43","431,379.86","657,000.41","50,058,257.26","50,357,142.93","50,480,325.60","150,469,148.00","150,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","100,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","100,000,000.00","400,650,640.00","401,317,789.50","611,298,720.00","689,320.00","410,689,320.00","610,689,320.00","621,350,361.89"
经营活动产生的现金流量净额,"94,445,426.76","368,213,627.29","367,380,976.61","81,616,782.49","136,931,830.03","260,794,014.85","76,564,827.00","168,607,507.86","306,245,169.18","464,751,585.40","57,241,438.65","233,267,270.22","344,298,166.08","568,414,763.43","45,912,320.05","186,948,732.26","268,289,083.44","502,568,128.63","2,542,073.15","139,876,644.86","219,798,427.52","443,027,933.01","-64,798,660.89","170,524,527.08","171,565,632.14","426,111,876.39","-20,718,189.06","74,607,153.76","120,865,259.55","391,810,909.97"
分配股利、利润或偿还利息支付的现金,"1,714,537.50","281,833,930.90","122,216,713.53","887,272.59","887,272.59","954,035.17","220,745,280.00","240,107,983.17","240,303,217.42","240,787,035.64","200,340,637.99","300,514,008.11","301,487,292.28","303,430,695.59","2,168,230.89","274,180,686.89","277,815,994.95","281,650,705.60","3,377,000.00","223,310,893.90","226,858,426.41","230,507,880.01","4,519,430.56","276,389,273.70","281,725,636.27","286,487,545.47","5,263,775.35","253,099,688.05","487,149,318.65","510,390,104.57"
收回投资收到的现金,,"437,610.86",,,,,,,"50,000,000.00","90,400,000.00","3,600,000.00","47,200,000.00","50,228,500.00","138,100,000.00","330,000,000.00","545,000,000.00","905,000,000.00","1,425,000,000.00","540,000,000.00","793,000,000.00","1,244,000,000.00","1,444,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,001.25","609,998,553.31","750,000,000.00","780,536,913.95","1,890,653,819.05"
支付其他与筹资活动有关的现金,,,,,,"3,498,089.80","8,383,537.25","8,383,537.25","8,383,537.25","15,393,205.99","537,339.18",,"7,500.00","7,500.00",,,,,,,"112,135,800.09","112,135,800.09","87,755,852.19","87,755,852.19","87,755,852.19","87,755,852.19",,,,
取得投资收益收到的现金,,,,,,,,"422,222.22","1,541,944.43","50,264.89",,,,"2,438,982.47","17,864,998.96","23,177,492.11","43,543,498.20","55,152,885.34","21,171,246.57","42,312,278.61","68,065,198.53","81,148,103.71","18,328,082.19","36,731,797.11","55,856,358.75","75,600,877.96","17,266,362.55","29,742,946.80","41,819,181.53","52,690,436.72"
筹资活动现金流出小计,"14,714,537.50","301,833,930.90","160,827,190.40","1,179,262.93","21,277,224.01","25,000,499.69","230,188,195.95","248,756,434.85","249,118,134.53","256,837,242.04","250,936,234.43","350,871,151.04","351,975,117.88","453,907,343.59","152,168,230.89","524,180,686.89","527,815,994.95","531,650,705.60","103,377,000.00","623,310,893.90","738,994,226.50","742,643,680.10","192,275,282.75","764,795,765.89","770,799,277.96","985,542,117.66","5,953,095.35","663,789,008.05","1,097,838,638.65","1,131,740,466.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,"38,800.00",,"533,563.12","166,448.45","166,448.45","85,200.00","65,000.00","115,000.00","165,400.00","11,280,219.84",,"77,133.18","231,385.00","449,109.83","19,000.00","23,381.20","23,381.20","43,483.06","35,900.00","35,900.00","46,900.00","1,133,566.19","750,000.00","1,008,998.00","1,821,998.00","1,862,307.17","1,488,762.03","126,765.73","130,478.67","253,825.18"
筹资活动产生的现金流量净额,"-8,144,537.50","-282,933,930.90","-31,849,651.40","2,118,537.07","-17,979,424.01","-19,920,799.69","515,811,804.05","495,647,065.15","545,285,365.47","544,952,757.96","-250,936,234.43","-255,871,151.04","-121,975,117.88","-115,816,420.59","-131,856,453.89","-203,868,909.89","-107,504,217.95","-109,327,846.60","-3,377,000.00","-223,310,893.90","-307,142,169.08","-106,105,680.10","-192,275,282.75","-164,795,765.89","-170,799,211.25","-175,769,319.67","-5,866,378.89","-164,002,291.59","-298,051,922.19","-316,109,032.95"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,"-49,200.01","69,492.12","-18,301.26","1,583,873.60","3,203,268.76","-303,404.44","1,769,517.53","2,315,470.03","6,833,074.56","-503,641.20","-632,393.05","-782,268.40","-3,685,782.83"
收到其他与投资活动有关的现金,,,,,,,,,,"3,865,202.72","155,505,000.00","41,185,377.00","173,708,521.81","115,708,521.81","225,441,478.19","658,488,680.15","779,258,680.15","316,091,478.19","193,200,000.00","302,301,523.05","149,452,113.90","4,325,000.00",,"124,500,000.00","157,186,131.49","275,842,019.83","30,740,818.75","67,740,818.75","133,740,818.75","195,560,410.30"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"38,800.00","437,610.86","533,563.12","166,448.45","166,448.45","85,200.00","65,000.00","537,222.22","51,707,344.43","105,595,687.45","159,105,000.00","88,462,510.18","224,168,406.81","256,696,614.11","573,325,477.15","1,226,689,553.46","1,727,825,559.55","1,796,287,846.59","754,407,146.57","1,137,649,701.66","1,461,564,212.43","1,530,606,669.90","119,078,082.19","282,240,795.11","334,864,488.24","553,305,206.21","659,494,496.64","847,610,531.28","956,227,392.90","2,139,158,491.25"
五、现金及现金等价物净增加额,"48,960,243.70","44,209,010.85","255,117,362.41","32,482,765.26","46,310,555.64","123,236,117.29","573,838,518.43","531,206,256.67","734,605,870.51","61,497,003.50","-62,530,103.53","-10,706,459.30","-293,744,987.65","-124,685,801.52","-33,650,128.41","235,613,339.33","110,563,344.04","119,617,319.59","407,040,086.11","264,534,453.17","274,649,454.34","130,737,476.60","-209,132,186.70","189,373,963.89","31,797,344.94","270,545,706.84","193,565,031.42","36,212,630.56","-382,912,431.51","-157,809,897.24"
购建固定资产、无形资产和其他长期资产支付的现金,"37,379,445.56","24,008,296.40","80,947,525.92","51,419,002.75","72,808,298.83","117,722,297.87","17,103,112.62","42,085,538.56","77,132,008.57","125,303,027.31","27,940,307.75","56,565,088.66","85,236,442.66","163,980,758.47","64,425,794.76","107,758,834.54","150,879,879.04","234,861,609.02","46,601,625.73","142,656,958.19","178,216,973.26","283,675,393.48","61,555,670.81","78,444,715.92","126,095,640.20","208,242,190.98","98,224,756.07","130,499,533.44","206,801,503.66","393,258,527.94"
期初现金及现金等价物余额,"26,893,892.49","75,854,136.19","120,063,147.04","375,180,509.45","375,180,509.45","375,180,509.45","498,416,626.74","498,416,626.74","498,416,626.74","498,416,626.74","559,913,630.24","559,913,630.24","559,913,630.24","559,913,630.24","435,227,828.72","435,227,828.72","435,135,937.89","435,227,828.72","554,845,148.30","554,845,148.31","554,845,148.31","554,845,148.31","685,582,624.91","685,582,624.91","685,582,624.91","685,582,624.91","956,128,331.75","956,128,331.75","956,128,331.75","985,279,127.66"
投资支付的现金,,"17,500,000.00",,,,,"1,500,000.00","91,500,000.00","91,500,000.00","198,500,000.00",,,"435,000,000.00","665,000,000.00","150,000,000.00","478,000,000.00","1,158,000,000.00","1,835,000,000.00","300,000,000.00","647,005,740.00","920,065,840.00","1,250,065,840.00",,"21,879,575.27","180,012,575.27","331,692,939.67","318,616,500.00","500,115,571.69","863,614,125.00","1,780,772,171.66"
期末现金及现金等价物余额,"75,854,136.19","120,063,147.04","375,180,509.45","407,663,274.71","421,491,065.09","498,416,626.74","1,072,255,145.17","1,029,622,883.41","1,233,022,497.25","559,913,630.24","497,383,526.71","549,207,170.94","266,168,642.59","435,227,828.72","401,577,700.31","670,841,168.05","545,699,281.93","554,845,148.31","961,885,234.41","819,379,601.48","829,494,602.65","685,582,624.91","476,450,438.21","874,956,588.80","717,379,969.85","956,128,331.75","1,149,693,363.17","992,340,962.31","573,215,900.24","827,469,230.42"
