科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"22,540.00","22,540.00","22,540.00","30,110.87","4,662.14","4,662.14","4,662.14","21,756.16","7,264.95","7,264.95","9,054,477.77","9,055,377.77",,,"11,000.00","12,300.00",
筹资活动产生的现金流量净额,"50,883,035.03","10,007,082.32","-5,018,903.66","7,614,781.08","2,663,078.96","143,646,236.70","81,747,078.60","81,959,100.60","84,608,597.44","451,357.50","28,858,172.92","59,207,908.36","60,397,904.57","14,904,354.17","49,027,274.51","87,751,564.53","113,995,227.87","15,824,675.05","229,367,843.64","225,230,315.07","272,471,877.23","-33,013,534.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,-142.57,"-2,348.98",5.86,5.86,-373.40,-209.37,-209.37,"-5,728.24",-789.71,"5,154.70","6,733.39","31,196.78","-3,576.34","-35,507.18","-63,818.92","-135,341.37","-189,993.05","3,529.57","103,606.26","129,116.92","-111,346.24"
收到其他与投资活动有关的现金,"743,660.90",,"5,040,000.00",,,,,"5,173,532.94","73,532.94",,,,,,,,"24,688.79","2,838,731.77","52,931.77","52,931.77","10,052,931.77",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,763,470.64",,"5,040,000.00",,,"22,540.00","22,540.00","5,196,072.94","103,643.81","4,662.14","4,662.14","4,662.14","21,756.16","7,264.95","7,264.95","9,054,477.77","9,080,066.56","2,838,731.77","52,931.77","63,931.77","10,108,190.67","49,315.07"
五、现金及现金等价物净增加额,"35,019,942.59","-27,350,035.74","21,563,023.92","-42,210,349.65","-4,216,462.14","109,021,951.51","41,376,386.59","-7,951,436.47","28,163,799.64","-39,525,195.36","-46,620,887.06","-14,520,449.88","29,357,126.20","-64,514,740.90","-45,989,111.63","-29,979,647.44","4,860,004.61","-42,537,074.08","149,397,664.00","131,114,585.81","217,897,521.12","-131,576,415.65"
购建固定资产、无形资产和其他长期资产支付的现金,"18,374,547.74","61,210,753.25","21,216,298.69","40,662,562.71","50,547,124.75","14,429,960.47","36,946,235.04","54,193,607.01","65,439,410.53","9,482,342.03","43,395,356.71","42,350,213.80","65,427,825.96","24,749,490.80","45,131,765.49","60,014,514.42","93,964,595.61","14,054,815.66","49,151,206.77","114,585,974.22","113,287,472.35","22,531,049.69"
期初现金及现金等价物余额,"51,651,911.74","86,671,854.33","59,321,818.59","80,884,842.51","80,884,842.51","76,668,380.37","76,668,380.37","76,668,380.37","76,668,380.37","104,832,180.01","104,832,180.01","104,832,180.01","104,832,180.01","134,189,306.21","134,189,306.21","134,189,306.21","134,189,306.21","139,049,310.82","139,049,310.82","139,049,310.82","139,049,310.82","356,946,831.94"
投资支付的现金,"16,695,396.75",,,,,,,,,,,,,"5,985,000.00",,"24,190,000.00","82,000,000.00","2,785,800.00",,"9,000,000.00","9,000,000.00",
期末现金及现金等价物余额,"86,671,854.33","59,321,818.59","80,884,842.51","38,674,492.86","76,668,380.37","185,690,331.88","118,044,766.96","68,716,943.90","104,832,180.01","65,306,984.65","58,211,292.95","90,311,730.13","134,189,306.21","69,674,565.31","88,200,194.58","104,209,658.77","139,049,310.82","96,512,236.74","288,446,974.82","270,163,896.63","356,946,831.94","225,370,416.29"
