科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
盈余公积,"12,157,500.13","33,311,329.96","57,641,178.87","57,641,178.87","57,641,178.87","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"124,593,352.55","267,079,687.66","440,034,242.44","505,128,764.65","580,911,890.03","668,556,941.08","750,718,920.23","692,120,187.61","737,130,033.67","765,868,705.42","847,531,181.29"
长期待摊费用,"226,252.15","869,249.83","835,622.58","710,736.48","648,293.43","585,850.38","523,407.33","460,964.29","398,521.23","646,362.17","583,128.59"
少数股东权益,,,,,,,,,,,
递延所得税资产,"2,852,236.02","3,585,071.03","5,174,117.72","7,058,837.36","6,170,202.12","5,693,961.75","4,885,661.81","5,663,396.58","6,300,185.50","8,506,294.75","7,633,491.85"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,"62,845,802.71","58,620,589.71","18,169,335.73","25,459,594.11","28,059,062.98","26,974,719.14","49,751,459.13","43,603,928.32","72,407,553.44","31,934,699.24","39,757,364.00"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"432,997,422.18","661,694,996.73","826,823,959.14","912,837,566.26","928,297,849.18","977,791,971.26","1,009,421,004.99","1,049,615,626.92","1,100,930,101.18","1,220,241,147.95","1,254,217,538.12"
所有者权益(或股东权益)合计,"668,130,343.20","831,770,508.14","1,029,054,911.83","1,094,149,434.04","1,169,932,559.42","1,259,936,431.60","2,497,157,025.16","2,438,558,292.54","2,483,568,138.60","2,532,306,810.35","2,613,969,286.22"
资产总计,"1,471,293,075.47","1,871,850,015.29","2,110,010,930.27","2,165,775,016.96","2,224,315,375.80","2,504,360,544.23","3,570,638,131.97","3,583,254,423.97","3,714,973,136.87","3,913,859,399.67","3,992,683,858.20"
负债和所有者(或股东权益)合计,"1,471,293,075.47","1,871,850,015.29","2,110,010,930.27","2,165,775,016.96","2,224,315,375.80","2,504,360,544.23","3,570,638,131.97","3,583,254,423.97","3,714,973,136.87","3,913,859,399.67","3,992,683,858.20"
