科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-20,161,378.89","-37,397,296.16","-68,866,088.84","-37,821,329.18","-48,333,225.34","6,328,990.56","3,495,459.12","5,134,155.19","11,108,498.23","21,184,040.50","19,323,464.80","19,454,747.89","14,930,341.29","16,674,577.26","19,440,398.64","10,739,895.30","22,612,638.31","26,550,195.09","8,835,962.91","1,818,058.94","18,830,906.53","45,124,048.54"
应收利息,,,,,,,,,,,,"1,035,630.14","1,580,383.56","2,255,890.41",,,,"696,361.64",,,,
应付利息,"3,601,666.24","2,172,353.71","2,863,497.15","49,290.26","547,468.78","398,429.36","849,772.96","1,149,619.73",,"9,300,120.42","20,959,196.37","38,017,447.91","49,431,763.33","15,965,343.51","28,194,374.00","50,144,300.20","74,839,785.05","51,333,947.76","24,892,604.53","37,982,774.88","63,444,719.14","55,570,019.05"
应收股利,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,
存货,"993,153,981.32","1,219,161,347.17","2,051,211,117.04","1,976,223,541.95","2,241,016,257.00","2,142,905,049.37","2,344,197,815.69","2,379,544,570.46","2,386,222,164.02","3,175,072,467.63","3,227,258,524.88","3,125,543,956.57","3,096,641,980.48","3,193,323,430.12","3,385,900,532.75","3,189,780,887.30","3,616,723,864.61","3,600,888,178.81","3,621,883,067.01","3,646,978,407.82","3,891,813,729.27","3,880,112,099.86"
其他应付款,"14,531,143.26","11,864,744.80","14,649,693.22","17,872,607.72","35,036,410.25","36,098,367.59","42,394,361.47","42,383,755.30","41,954,845.77","6,663,689.85","3,334,050.24","10,374,785.40","38,715,397.52","40,509,755.01","33,516,950.83","13,960,570.96","294,308,081.36","20,699,957.15","25,071,964.41","21,008,172.44","23,502,763.32","202,975,406.82"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"1,584,000.00","720,000.00","288,000.00",,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"268,800,000.00","385,800,000.00","306,200,000.00","158,500,000.00","254,000,000.00","97,500,000.00","115,000,000.00","61,000,000.00","161,000,000.00","342,236,160.00","317,623,280.00","265,364,160.00","126,682,720.00","231,251,732.98","329,365,902.71","527,863,660.26","527,863,660.26","400,516,848.33","394,158,061.81","384,000,383.08"
其他流动资产,,"2,647,511.72","5,019,052.47","6,285,409.51","21,395,706.90","64,949,192.66","57,229,311.12","76,077,496.57","72,693,935.76","133,001,349.07","137,800,913.62","161,451,493.34","146,596,594.92","127,830,826.01","192,955,494.45","130,569,203.70","129,554,286.60","123,520,349.46","44,516,719.05","50,195,394.89","38,085,565.80","100,277,075.38"
其他流动负债,,,,,,,,,,,,,,,,,,"12,376,875.00","8,577,500.00",,,"78,260.86"
流动资产合计,"1,338,094,134.75","1,931,677,782.58","2,648,755,671.60","2,588,462,207.93","2,875,329,969.72","2,884,244,503.55","3,839,334,579.56","3,981,247,094.22","4,183,823,679.64","4,787,938,966.42","5,085,388,510.81","4,731,809,837.38","4,636,128,935.91","5,071,030,532.68","5,553,385,217.82","5,549,662,558.57","5,959,100,471.50","5,817,464,601.01","5,881,993,722.91","6,442,962,771.72","6,927,962,772.28","6,836,055,047.13"
流动负债合计,"1,184,537,936.92","1,464,653,983.73","2,155,651,795.08","2,161,352,460.65","2,386,568,312.28","2,332,540,199.93","2,657,787,989.17","2,609,756,015.72","2,802,494,074.82","2,762,707,184.26","3,083,197,062.77","2,930,653,187.64","2,870,423,939.06","3,223,780,623.18","2,772,904,502.98","2,810,540,157.32","3,477,544,841.99","3,218,679,387.04","3,212,831,429.17","2,486,608,858.96","3,083,374,125.07","3,326,393,812.00"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,
长期借款,"14,800,000.00","314,800,000.00","215,500,000.00","79,000,000.00","118,000,000.00","114,000,000.00","18,000,000.00","192,456,240.00","274,454,000.00","293,266,400.00","248,396,320.00","99,000,000.00","98,000,000.00","98,000,000.00","213,500,000.00","313,500,000.00","414,000,000.00","618,000,000.00","692,670,000.00","763,283,596.75","816,378,967.80","757,264,092.79"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,"693,805,067.92","694,086,427.08","694,391,620.85","694,676,106.22","694,960,591.59","1,285,902,889.29","1,286,949,239.86","1,288,007,088.78","1,289,064,937.70","1,290,099,789.90","1,290,840,946.70","1,291,895,441.84","1,475,878,619.42"
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"49,923,762.75","14,728,251.05","14,280,574.96","13,987,153.43",,,,,,,,"64,000,000.00","64,000,000.00","128,000,000.00","378,682,809.10","200,747,458.83","142,110,383.39","230,818,076.61","173,384,845.59","183,135,134.98","171,423,423.32","159,711,711.64"
长期股权投资,,,,,,,,,,,,,,,,"129,000,000.00","9,000,000.00","9,083,915.07","9,083,915.07",,"180,000,000.00",
专项应付款,"13,010,000.00","500,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00","1,650,000.00"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,"11,147,500.00","27,288,275.00","28,025,627.28","30,883,674.92","32,233,674.92","835,399.92","835,399.92","6,242,745.97"
固定资产,"374,945,275.47","507,871,249.83","553,688,588.36","547,103,260.91","539,114,677.45","542,095,943.64","536,468,860.26","528,420,532.52","608,893,562.74","670,608,194.45","659,396,315.03","662,367,819.92","724,025,900.73","855,460,210.03","841,747,010.77","838,222,456.63","881,877,491.30","982,926,187.63","961,391,428.48","1,030,701,126.96","1,015,465,450.28","1,363,682,686.98"
递延所得税负债,"526,398.14",,"7,802.11",,,"625,534.42","736,894.93",,,,,"61,601.95",,,,,,"429,690.21","1,694,637.96","2,006,172.00","2,078,520.00",
在建工程,"3,460,000.00","5,072,409.61","12,419,144.59","21,268,623.75","35,713,912.86","29,214,544.80","50,927,781.27","79,783,918.79","56,803,290.76","40,217,131.60","110,209,988.48","160,268,850.45","142,148,109.60","20,843,494.75","94,165,902.00","122,399,900.79","179,369,620.37","147,946,205.80","179,369,691.85","168,297,941.28","197,313,590.86","74,076,542.12"
其他非流动负债,,"10,412,000.00","19,316,000.00","18,768,000.00","18,494,000.00","28,610,000.00","28,336,000.00","28,062,000.00","27,788,000.00",,,,,,,,,,,,,
工程物资,"1,650,145.07","211,213.79",,,,,,,,"486,692.24","1,702,383.53","1,973,974.31","7,505,617.98","1,882,651.45","1,884,962.45","1,523,833.95","2,707,013.00","2,701,511.28","3,129,285.15","1,789,087.60","995,542.26","158,334.02"
非流动负债合计,"78,260,160.89","340,440,251.05","250,754,377.07","113,405,153.43","138,144,000.00","144,885,534.42","48,722,894.93","222,168,240.00","303,892,000.00","1,017,235,467.92","972,372,747.08","931,529,222.80","929,308,106.22","993,798,591.59","1,960,631,198.39","1,898,438,973.69","1,940,653,099.45","2,236,258,379.44","2,255,700,948.37","2,304,275,250.35","2,345,341,752.88","2,463,203,169.82"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,262,798,097.81","1,805,094,234.78","2,406,406,172.15","2,274,757,614.08","2,524,712,312.28","2,477,425,734.35","2,706,510,884.10","2,831,924,255.72","3,106,386,074.82","3,779,942,652.18","4,055,569,809.85","3,862,182,410.44","3,799,732,045.28","4,217,579,214.77","4,733,535,701.37","4,708,979,131.01","5,418,197,941.44","5,454,937,766.48","5,468,532,377.54","4,790,884,109.31","5,428,715,877.95","5,789,596,981.82"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"176,200,000.00","176,200,000.00","176,200,000.00","176,200,000.00","176,200,000.00","176,200,000.00","228,768,462.00","228,768,462.00","228,768,462.00","228,768,462.00","228,768,462.00","503,290,616.00","503,290,616.00","503,290,616.00","503,290,616.00","503,290,616.00","503,290,616.00","503,290,616.00","503,290,616.00","564,987,172.00","564,987,172.00","564,987,172.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"158,417,653.31","158,417,653.31","158,417,653.31","158,417,653.31","158,417,653.31","158,417,653.31","795,484,890.78","795,484,890.78","795,484,890.78","795,484,890.78","795,484,890.78","520,962,736.78","520,962,736.78","520,962,736.78","520,962,736.78","520,962,736.78","520,962,736.78","520,962,736.78","520,962,736.78","1,651,585,396.34","1,651,585,396.34","1,653,134,075.59"
无形资产,"78,583,034.84","76,630,143.13","74,677,251.42","73,701,317.42","73,213,350.42","72,725,383.42","72,237,416.42","71,749,449.42","71,264,432.42","70,773,515.42","70,285,548.42","197,839,960.15","196,705,861.59","195,785,161.98","194,651,063.42","193,516,964.86","812,994,120.76","777,438,906.70","776,316,308.13","775,193,709.56","774,575,384.52","1,200,970,205.71"
盈余公积,"21,111,323.32","39,716,434.66","56,764,752.35","56,764,752.35","56,764,752.35","71,855,211.14","71,855,211.14","71,855,211.14","71,855,211.14","84,046,817.33","84,065,892.99","84,046,817.33","84,065,892.99","96,021,860.02","96,021,860.02","96,021,860.02","96,021,860.02","110,407,822.29","110,407,822.29","110,407,822.29","110,407,822.29","134,183,648.78"
开发支出,,,,,,,"1,823,840.36",,"368,296.41",,"1,142,778.92",,"8,372,087.09",,"3,722,713.86",,,,"2,738,816.64","5,097,920.06","8,120,268.08",
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"178,494,616.76","346,822,192.82","499,507,459.27","573,032,368.87","607,871,686.92","644,214,735.44","695,145,713.97","727,097,153.04","711,516,184.35","720,025,928.49","767,310,295.87","769,356,774.15","802,657,819.29","802,962,900.95","835,132,743.25","857,353,762.18","909,395,006.57","907,923,750.70","955,781,179.99","1,025,676,171.55","1,066,099,320.66","1,109,357,698.63"
长期待摊费用,,"3,312,000.00",,,,,,,,"795,252.02","754,118.30","4,067,041.48","19,198,108.73","21,489,330.97","29,101,221.70","30,415,057.28","32,641,370.41","30,720,230.86","28,316,700.84","25,801,223.19","27,591,189.38","24,772,916.67"
少数股东权益,,,,,,,,,,,,,,,,"148,000,000.00","395,272,727.27","245,480,108.66","245,272,787.70","253,869,888.50","253,199,390.69","249,989,806.11"
递延所得税资产,"289,101.07","3,676,169.73","5,601,863.73","11,819,535.35","6,443,028.08","8,302,692.50","8,239,951.90","7,836,180.20","9,553,441.10","11,595,108.91","10,125,692.65","17,269,337.51","16,905,806.70","17,534,263.21","16,889,008.81","20,110,809.23","19,263,591.52","21,273,845.99","23,320,719.97","13,207,729.96","13,152,565.81","19,308,045.38"
外币报表折算价差,,,"-7,970.75","5,123.46","15,610.42","24,320.47","10,165.20","-138,759.49","-82,229.32",,,,,,,,,,,,,
其他非流动资产,,,"12,225,328.80","12,225,328.80","12,225,328.80","12,225,328.80","12,225,328.80","12,225,328.80","12,225,328.80","57,622,940.99","27,022,940.99","1,737,522.07",,,,,,"10,575,943.02","57,000.00",,,"57,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"458,927,556.45","596,773,186.09","658,612,176.90","666,118,066.23","666,710,297.61","664,563,893.16","681,923,179.01","700,015,409.73","759,108,352.23","852,098,835.63","880,639,766.32","1,045,524,505.89","1,114,861,492.42","1,112,995,112.39","1,182,161,883.01","1,335,189,022.74","1,937,853,207.36","1,982,666,746.35","1,983,723,866.13","2,020,088,738.61","2,217,213,991.19","2,739,968,730.88"
所有者权益(或股东权益)合计,"534,223,593.39","723,356,733.89","900,961,676.35","979,822,660.08","1,017,327,955.05","1,071,382,662.36","1,814,746,874.47","1,849,338,248.23","1,836,545,957.05","1,860,095,149.87","1,910,458,467.28","1,915,151,932.83","1,951,258,383.05","1,966,446,430.30","2,002,011,399.46","2,175,872,450.30","2,478,755,737.42","2,345,193,580.88","2,397,185,211.50","3,672,167,401.02","3,716,460,885.52","3,786,426,796.19"
资产总计,"1,797,021,691.20","2,528,450,968.67","3,307,367,848.50","3,254,580,274.16","3,542,040,267.33","3,548,808,396.71","4,521,257,758.57","4,681,262,503.95","4,942,932,031.87","5,640,037,802.05","5,966,028,277.13","5,777,334,343.27","5,750,990,428.33","6,184,025,645.07","6,735,547,100.83","6,884,851,581.31","7,896,953,678.86","7,800,131,347.36","7,865,717,589.04","8,463,051,510.33","9,145,176,763.47","9,576,023,778.01"
负债和所有者(或股东权益)合计,"1,797,021,691.20","2,528,450,968.67","3,307,367,848.50","3,254,580,274.16","3,542,040,267.33","3,548,808,396.71","4,521,257,758.57","4,681,262,503.95","4,942,932,031.87","5,640,037,802.05","5,966,028,277.13","5,777,334,343.27","5,750,990,428.33","6,184,025,645.07","6,735,547,100.83","6,884,851,581.31","7,896,953,678.86","7,800,131,347.36","7,865,717,589.04","8,463,051,510.33","9,145,176,763.47","9,576,023,778.01"
