科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"5,943,749.67","10,855,449.43","20,676,051.17","26,752,299.07","33,889,116.37","21,135,711.28","31,764,828.48","44,071,479.77","52,383,991.35","34,575,042.19","54,390,630.48","75,197,394.56","98,736,211.29","46,311,342.49","70,528,033.80","91,589,313.32","124,558,802.33","59,884,204.79","93,167,249.60","117,871,841.91","134,432,820.85","77,443,221.88","110,446,316.59","153,027,192.17","181,676,605.99","106,260,738.00","144,290,537.80","198,826,278.79","266,130,301.82","113,412,773.56","177,752,068.11","248,917,624.21","349,694,307.55","149,335,022.74"
取得借款收到的现金,"9,550,000.00",,"6,000,000.00","7,610,000.00","7,610,000.00",,"560,000.00","560,000.00","560,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"5,215,382.64","10,422,037.43","17,847,442.44","16,246,811.86","26,514,261.76","11,201,240.98","11,833,043.68","23,329,579.78","28,317,456.57","11,169,234.66","13,113,747.83","26,300,022.39","43,207,604.71","16,351,336.50","21,610,742.97","28,273,100.73","43,251,090.73","17,898,528.69","26,588,213.03","39,670,116.88","59,795,319.58","44,437,356.88","53,395,504.17","65,563,496.32","96,655,911.71","51,478,907.10","106,649,332.50","125,820,963.16","183,687,227.46","65,917,455.03","73,308,389.02","93,931,567.54","167,335,607.01","68,127,934.73"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"15,518,513.96","21,332,553.46","30,331,378.10","23,599,183.19","37,302,229.45","15,272,144.42","36,612,613.76","54,465,824.45","67,443,548.05","18,499,087.88","29,836,215.98","45,764,404.02","52,357,777.82","17,854,406.84","31,277,897.93","75,552,844.05","87,059,199.29","13,787,336.18","30,480,473.10","61,784,828.77","93,051,425.87","22,254,250.68","46,796,529.04","65,499,687.86","114,948,404.34","27,283,653.64","107,173,466.30","126,596,423.82","136,007,752.89","65,615,474.89","115,971,578.31","210,278,700.05","149,771,950.74","70,304,302.88"
筹资活动现金流入小计,"9,550,000.00",,"6,000,000.00","7,610,000.00","7,610,000.00","507,400,000.00","507,960,000.00","507,960,000.00","507,960,000.00",,,"33,518,628.00","33,518,628.00",,,,,,"1,206,968.00","1,206,968.00","1,206,968.00",,,"1,250,000.00","1,910,000.00",,"6,720,000.00","9,580,000.00","121,789,559.00","2,865,000.00","2,865,000.00","2,865,000.00","22,102,942.00",
经营活动现金流出小计,"64,705,593.07","88,653,800.94","124,923,566.94","133,365,577.49","199,691,638.60","86,558,386.55","158,647,367.80","237,409,733.68","312,262,749.99","114,589,293.74","165,598,870.69","251,011,115.58","348,759,247.18","141,557,419.96","225,952,838.29","340,022,802.63","464,266,174.95","185,402,172.18","291,643,036.60","435,760,242.78","612,999,476.01","278,891,168.24","389,433,928.59","543,593,568.72","797,941,613.63","370,131,840.47","597,531,384.94","802,259,369.32","1,014,200,417.81","363,542,854.01","616,143,441.97","968,784,812.36","1,282,969,687.02","484,598,873.22"
偿还债务支付的现金,"1,450,335.39","954,999.86","6,954,999.84","1,441,011.72","1,951,547.37","510,535.65","1,581,071.30","13,460,536.32","13,460,536.32",,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"15,385,080.92","24,328,394.30","34,796,123.47","-21,001,776.40","58,838,645.45","-58,608,854.74","-66,410,017.48","-80,292,451.19","3,948,304.00","-30,893,401.30","-24,690,236.42","-30,646,530.94","26,943,447.29","-74,377,715.82","-83,084,652.82","-115,434,388.33","48,992,020.21","-88,352,693.49","-69,388,999.86","-48,720,620.26","173,661,157.41","-140,281,281.40","-160,143,039.16","-190,171,434.30","181,586,163.55","-111,161,775.42","-168,967,818.11","-109,518,864.30","344,623,649.37","-178,303,540.10","-140,055,763.71","-185,566,121.78","199,944,188.01","-308,139,686.77"
分配股利、利润或偿还利息支付的现金,"67,050.76","354,202.16","8,405,243.29","6,382,173.73","6,753,535.16","192,219.13","386,720.32","410,659.20","410,659.20",,"10,700,000.00","10,700,000.00","10,700,000.00",,"16,633,888.33","16,633,888.33","16,635,990.00",,"6,651,192.00","6,651,192.00","6,461,046.00",,"9,971,172.00","11,584,672.00","11,639,044.56",,"14,617,290.94","14,617,290.94","23,204,427.76",,"19,853,620.24","19,853,620.24","19,853,620.24",
收回投资收到的现金,,,"67,080.00",,,,,,,,"292,419,787.50","400,995,231.62","501,787,774.05","21,078,531.94","229,270,800.00","277,770,800.00","317,770,800.00","83,330,375.00","144,366,000.00","168,366,000.00","173,971,537.39","64,356,763.84","267,125,837.24","222,366,553.10","218,203,263.84","117,800,000.00","152,672,368.95","198,945,000.00","314,529,542.91","239,961,545.53","378,116,785.40","646,330,481.42","862,815,899.17","344,565,000.00"
支付其他与筹资活动有关的现金,,,,,,"4,143,965.00","5,993,965.00","5,993,965.00","5,993,965.00",,,,,,,,,,"450,162.00","450,162.00","854,430.00",,,,"1,990,000.00",,"9,073,100.00","9,073,100.00","13,850,420.00","2,455,660.00",,"2,717,955.00","5,158,385.00",
取得投资收益收到的现金,,,"30,140.51",,,,,,,,,,"10,035,550.17","983,908.26","3,914,844.47","2,683,450.86","3,510,865.57","1,264,676.26","3,131,368.38","3,168,557.15","4,106,724.63","589,337.31","3,995,197.81","3,688,514.35","6,180,159.34","1,429,626.74","5,016,808.10","6,062,019.18","6,690,536.11","1,553,452.99","5,166,368.94","7,084,724.42","10,637,354.70","2,771,958.52"
筹资活动现金流出小计,"1,517,386.15","1,309,202.02","15,360,243.13","7,823,185.45","8,705,082.53","4,846,719.78","7,961,756.62","19,865,160.52","19,865,160.52",,"10,700,000.00","10,700,000.00","10,700,000.00",,"16,633,888.33","16,633,888.33","16,635,990.00",,"7,101,354.00","7,101,354.00","7,315,476.00",,"9,971,172.00","11,584,672.00","13,629,044.56",,"23,690,390.94","23,690,390.94","37,054,847.76","2,455,660.00","19,853,620.24","22,571,575.24","25,012,005.24",
处置固定资产、无形资产和其他长期资产收回的现金净额,"188,095.60",,,"97,477.00","97,477.00",,,,,,,,,,,,,,,,,,,,,,,,"118,637.00",,"86,800.00",,"16,000.00",
筹资活动产生的现金流量净额,"8,032,613.85","-1,309,202.02","-9,360,243.13","-213,185.45","-1,095,082.53","502,553,280.22","499,998,243.38","488,094,839.48","488,094,839.48",,"-10,700,000.00","22,818,628.00","22,818,628.00",,"-16,633,888.33","-16,633,888.33","-16,635,990.00",,"-5,894,386.00","-5,894,386.00","-6,108,508.00",,"-9,971,172.00","-10,334,672.00","-11,719,044.56",,"-16,970,390.94","-14,110,390.94","84,734,711.24","409,340.00","-16,988,620.24","-19,706,575.24","-2,909,063.24",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,"8,402,123.38","8,402,123.38",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-1,663.51",462.31,"-2,383.50","-43,246.87",,"-47,372.05","-80,628.93","73,262.54","14,023.85","13,940.84","47,220.72","57,818.44",946.58,"-34,540.29","-62,616.34","97,276.00","13,422.23","-44,862.27","-48,681.14","-29,385.22","-15,840.39","-25,771.87","54,666.31","109,896.82","11,600.81","82,931.22","-62,761.21","350,099.66","48,641.02","124,911.14","205,262.77","-593,134.06","403,440.75"
收到其他与投资活动有关的现金,,,,,,,,,,,"30,000,000.00","30,661,526.11","30,661,524.51",,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"188,095.60",,"97,220.51","97,477.00","97,477.00",,,,,,"322,419,787.50","431,656,757.73","542,484,848.73","22,062,440.20","233,185,644.47","288,856,374.24","329,683,788.95","84,595,051.26","147,497,368.38","171,534,557.15","178,078,262.02","64,946,101.15","271,121,035.05","226,055,067.45","224,383,423.18","119,229,626.74","157,689,177.05","205,007,019.18","321,338,716.02","241,514,998.52","383,369,954.34","653,415,205.84","873,469,253.87","347,336,958.52"
五、现金及现金等价物净增加额,"12,852,202.07","17,646,624.04","17,226,091.15","-33,796,857.04","42,339,849.72","441,734,809.90","428,895,560.65","392,466,028.87","177,860,313.80","-79,155,894.31","7,709,392.72","-156,576,218.77","-81,465,018.07","-77,564,909.76","-61,642,777.15","-62,763,886.60","16,804,789.05","-63,236,059.47","-24,942,526.54","-41,440,957.12","33,883,805.82","-98,570,568.33","-71,761,665.90","-122,579,922.49","48,136,508.86","-34,004,663.25","-125,783,380.94","-128,653,941.92","-71,369,799.14","-74,398,271.28","-25,565,859.54","-56,610,222.98","30,539,240.97","-111,105,986.94"
购建固定资产、无形资产和其他长期资产支付的现金,"10,753,588.30","5,370,904.73","8,140,392.01","12,676,988.69","15,457,943.33","2,209,615.58","4,645,293.20","15,255,730.49","30,801,092.22","18,276,516.86","185,369,311.70","202,412,062.66","223,436,986.48","3,642,848.78","10,597,463.56","16,250,329.18","22,058,367.45","10,131,839.47","7,758,021.79","11,949,776.87","35,548,745.76","4,629,547.69","14,570,524.38","21,633,838.30","34,749,737.02","4,567,250.80","16,906,376.86","29,365,505.23","65,354,461.19","1,712,710.72","24,935,341.07","41,734,994.57","78,985,034.81","108,386,699.44"
期初现金及现金等价物余额,"9,551,133.65","22,403,335.72","40,049,959.76","57,276,050.91","57,276,050.91","99,706,990.64","99,615,900.63","99,615,900.63","99,615,900.63","277,476,214.43","277,476,214.43","277,476,214.43","277,476,214.43","196,011,196.36","196,011,196.36","196,011,196.36","196,011,196.36","212,815,985.41","212,815,985.41","212,815,985.41","212,815,985.41","246,699,791.23","246,699,791.23","246,699,791.23","246,699,791.23","294,836,300.09","294,836,300.09","294,836,300.09","294,836,300.09","223,466,500.95","223,466,500.95","234,836,051.95","223,466,500.95","254,005,741.92"
投资支付的现金,,,"167,080.00",,,,,,"273,455,000.00","10,000,000.00","73,964,787.50","358,040,231.62","430,332,774.05","21,607,731.94","184,380,000.00","178,770,800.00","298,016,800.00","49,360,000.00","89,353,625.00","146,362,050.00","271,314,174.63","18,590,000.00","153,317,393.54","115,176,350.00","290,616,677.96","48,775,000.00","82,484,238.72","182,376,774.84","758,835,849.66","136,355,000.00","227,081,000.00","463,223,000.00","960,386,968.80","42,320,000.00"
期末现金及现金等价物余额,"22,403,335.72","40,049,959.76","57,276,050.91","23,479,193.87","99,615,900.63","541,441,800.54","528,511,461.28","492,081,929.50","277,476,214.43","198,320,320.12","285,185,607.15","120,899,995.66","196,011,196.36","118,446,286.60","134,368,419.21","133,247,309.76","212,815,985.41","149,579,925.94","187,873,458.87","171,375,028.29","246,699,791.23","148,129,222.90","174,938,125.33","124,119,868.74","294,836,300.09","260,831,636.84","169,052,919.15","166,182,358.17","223,466,500.95","149,068,229.67","197,900,641.41","178,225,828.97","254,005,741.92","142,899,754.98"
