科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00"
油气资产,,,,,,,,,,
资本公积,"28,125,380.37","28,125,380.37","28,125,380.37","28,125,380.37","628,065,191.74","628,065,191.74","628,065,191.74","628,065,191.74","628,065,191.74","628,065,191.74"
无形资产,"6,750,622.90","8,156,441.97","7,890,928.53","7,812,643.92","7,734,359.31","7,656,074.70","7,577,790.09","7,499,505.48","7,421,220.87","7,342,936.26"
盈余公积,"13,233,932.93","22,463,559.36","34,454,964.03","34,454,964.03","34,454,964.03","34,454,964.03","48,551,734.40","48,551,734.40","48,551,734.40","48,551,734.40"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"85,718,267.68","153,752,505.04","242,941,348.95","263,853,651.25","294,223,827.33","295,078,934.80","369,776,605.12","392,982,638.72","365,441,546.37","354,385,061.33"
长期待摊费用,,,,,,,,,,
少数股东权益,,,,,,,,,,
递延所得税资产,"623,112.36","632,475.27","804,212.94","1,236,308.23","1,806,910.59","2,056,868.22","2,490,646.61","2,760,882.43","3,478,089.67","3,270,533.02"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,"869,470.00","20,951,012.60","20,562,720.00","19,648,165.00","19,801,414.00","12,756,732.75","18,702,790.73","19,774,769.73","33,825,173.79"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"44,215,043.53","83,500,532.91","151,322,407.53","175,129,746.23","184,020,922.77","184,349,964.17","198,215,021.73","205,563,395.77","206,925,451.54","220,036,216.62"
所有者权益(或股东权益)合计,"217,077,580.98","294,341,444.77","395,521,693.35","416,433,995.65","1,076,743,983.10","1,077,599,090.57","1,166,393,531.26","1,189,599,564.86","1,162,058,472.51","1,151,001,987.47"
资产总计,"328,895,772.12","417,618,059.16","626,631,697.36","641,087,926.44","1,269,580,184.46","1,178,392,484.21","1,375,320,686.18","1,316,566,088.25","1,273,545,703.20","1,262,198,806.36"
负债和所有者(或股东权益)合计,"328,895,772.12","417,618,059.16","626,631,697.36","641,087,926.44","1,269,580,184.46","1,178,392,484.21","1,375,320,686.18","1,316,566,088.25","1,273,545,703.20","1,262,198,806.36"
