科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"256,251,857.17","231,421,507.96",,"217,184,405.52","113,975,903.16","170,723,773.80","170,723,773.80","170,723,773.80","7,158,051.99","11,297,836.57","96,206,149.54","96,206,149.54","1,276,632,414.30","1,620,831,301.59","1,774,160,367.59","1,860,651,911.95","914,501,774.21","914,501,774.21","1,092,132,964.77","1,308,154,173.42","1,280,951,513.01","2,494,484,297.00","3,057,456,078.92","3,973,660,194.88","714,181,905.80","2,030,368,796.31","2,909,168,333.58","4,695,847,163.86","916,400,759.74","3,018,741,771.06","3,573,704,869.81","3,660,570,286.98","206,878,547.96","1,250,056,773.60","3,256,529,199.71","2,452,965,485.38","998,395,977.15"
经营活动产生的现金流量净额,"3,678,434.15","105,258,698.01","22,338,900.98","192,317,612.12","-181,083,954.48","-103,589,135.11","-296,857,056.94","-164,309,239.32","-23,254,074.02","-47,710,672.08","-220,666,389.99","-131,716,469.55","124,779,203.83","197,594,993.37","277,762,314.13","359,819,720.11","-96,046,352.93","-334,238,727.02","-80,617,133.77","86,888,924.47","107,553,973.54","423,712,877.23","775,281,859.93","1,026,219,377.56","-699,842.74","-631,398,060.09","-1,034,675,091.90","28,198,700.91","123,726,610.35","-4,713,625.36","251,470,252.06","636,761,936.20","-638,702,120.46","-703,380,479.40","-357,962,711.55","-1,145,074,163.94","-184,883,794.27"
分配股利、利润或偿还利息支付的现金,"2,798,785.05","4,613,737.77","2,201,964.77","40,429,962.10",,"1,336,673.86","1,336,673.86","1,485,998.47","559,520.54","4,098,952.79","153,276,072.62","174,920,370.81","4,535,444.16","153,525,507.81","160,413,413.95","180,698,562.20","5,519,259.79","60,099,811.85","163,982,521.86","178,842,735.18","8,189,647.94","15,044,777.62","19,749,664.46","21,916,182.61","9,408,567.13","38,248,935.03","75,696,105.76","213,069,180.34","12,304,306.60","127,625,543.99","181,349,592.24","209,701,373.17","767,283.06","51,457,406.06","102,549,940.50","136,650,223.37","28,559,774.37"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,452.05",,,,"34,000,000.00",,,,,
支付其他与筹资活动有关的现金,"24,269,439.23","112,355,031.09",,"6,869,791.33",,"45,389,790.69","48,595,629.64","50,198,135.61","2,513,650.04","5,652,395.20","8,989,075.10",,"4,510,741.53","7,269,778.47","10,069,250.57",,"3,744,375.45","7,808,894.74","10,978,045.96",,"3,700,170.49","7,102,596.84","10,091,122.08",,"4,926,410.95","7,838,674.63","9,385,819.06",,"1,128,808.08","9,859,999.98","5,599,196.52",,,,,,
取得投资收益收到的现金,,,,,,,,,,,,"51,760,269.20",,,,"24,103,657.52",,"12,852,568.48","26,148,649.22","58,458,361.85","10,351,150.68","31,033,035.04","84,461,001.89","139,046,427.12","31,775,795.65","101,633,166.93","127,492,936.47","200,873,578.51","37,463,807.47","91,100,811.01","123,668,611.36","211,846,939.56","46,349,477.37","123,741,772.83","139,978,144.91","241,051,447.72","34,063,354.70"
筹资活动现金流出小计,"283,320,081.45","348,390,276.82","2,201,964.77","264,484,158.95","113,975,903.16","217,450,238.35","220,656,077.30","222,407,907.88","10,231,222.57","21,049,184.56","258,471,297.26","271,126,520.35","1,285,678,599.99","1,781,626,587.87","1,944,643,032.11","2,041,350,474.15","923,765,409.45","982,410,480.80","1,267,093,532.59","1,486,996,908.60","1,292,841,331.44","2,516,631,671.46","3,087,296,865.46","3,995,576,377.49","728,516,883.88","2,076,456,405.97","2,994,250,258.40","4,908,916,344.20","929,833,874.42","3,156,227,315.03","3,760,653,658.57","3,870,271,660.15","207,645,831.02","1,301,514,179.66","3,359,079,140.21","2,589,615,708.75","1,026,955,751.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"21,634.62",,"36,420.03","64,366.55",,"4,752.14","11,880.34","13,900.00","947,163.62","1,239,561.66","47,425.00","696,500.12","1,408,588.72","10,082.00","46,717.92","312,940.14",,"59,847.65","49,444.55","745,660.68","1,598,470.95","289,687.10","1,746,107.83","14,272,437.82","22,833.41","-17,495,845.85","-8,518,793.37",,"1,785,697.47","236,773.77","462,160.87",,"2,646,945.99",
筹资活动产生的现金流量净额,"255,760,833.38","-42,584,805.45","63,365,092.86","-4,655,534.65","-82,526,933.98","1,491,822,425.97","1,488,616,587.02","1,486,864,756.44","304,095,606.62","655,003,168.48","1,086,372,928.09","1,241,242,203.81","-823,524,754.48","-900,295,860.75","-803,686,599.67","-573,075,826.63","107,394,265.91","293,084,701.99","649,477,974.30","962,825,025.94","-192,372,352.76","-597,895,808.87","-566,301,285.75","-953,359,252.36","461,397,257.05","1,277,780,466.65","2,087,403,678.66","1,527,757,542.00","-186,857,495.62","-506,655,472.31","-799,288,991.45","1,281,965,783.55","438,252,684.29","899,852,568.56","835,011,715.25","3,447,279,346.16","866,919,494.95"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-13,621,039.57","-12,957,177.28","1,825,401.45","-1,535,357.71",,"-2,441,127.79","-7,842,671.15","-9,277,771.52","-4,162,752.66","-3,282,568.68","-6,798,638.34","-10,673,568.95","2,222,373.08","2,135,860.04","2,530,663.00","-3,727,239.78","-517,861.11","4,000,236.81","7,711,772.89","-1,503,294.69","13,309,990.11","16,205,716.60","15,593,701.48","990,485.61","-1,947,882.56","17,119,780.02","41,120,018.83","4,463,708.04","-10,970,046.72","-9,419,890.24","-18,294,626.03","-3,715,766.28","6,557,174.26","-23,427,870.45","-41,684,521.38","-22,200,780.79","-33,252,941.56"
收到其他与投资活动有关的现金,"947,438.74","2,117,040.44",,"30,392,257.92","165,911,352.74","185,166,499.63","186,356,095.17","189,811,567.67","101,362,442.59","1,364,778,863.05","1,480,749,321.88","1,462,411,523.94","256,363,713.87","628,272,778.88","1,712,087,829.21","2,108,124,933.33","572,815,504.22","980,143,952.15","1,586,169,078.49","1,903,416,280.28","716,836,437.60","1,871,688,897.00","2,332,631,722.17","2,447,921,289.34","105,372,042.77","475,766,993.49","462,022,141.89","2,176,469,011.84","-201,356,620.05","196,404,230.00","714,704,807.41","1,857,016,599.36","1,567,379,062.75","4,807,446,687.99","6,705,077,395.47","4,534,615,655.65","2,525,600,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"947,438.74","2,117,040.44",,"30,413,892.54","165,911,352.74","185,202,919.66","186,420,461.72","189,811,567.67","101,367,194.73","1,364,790,743.39","1,480,763,221.88","1,515,118,956.76","257,603,275.53","628,320,203.88","1,712,784,329.33","2,133,637,179.57","572,825,586.22","993,043,238.55","1,612,630,667.85","1,961,874,642.13","727,247,435.93","1,902,771,376.59","2,417,838,384.74","2,588,566,187.41","137,437,525.52","579,146,268.25","603,787,516.18","2,377,480,875.81","-181,388,658.43","278,986,247.64","838,373,418.77","2,104,649,236.39","1,613,965,313.89","4,931,650,621.69","6,845,055,540.38","4,778,314,049.36","2,559,663,354.70"
五、现金及现金等价物净增加额,"229,003,212.93","-31,403,635.44","87,851,026.66","619,921.53","-99,753,606.97","1,565,403,828.68","1,361,480,513.83","59,318,121.79","16,651,861.44","-158,971,856.84","-151,813,869.09","372,184,613.55","-605,680,358.13","-396,509,835.57","-219,989,050.85","-27,511,506.84","-328,199,455.25","-522,798,883.24","123,453,361.68","255,054,204.32","113,598,191.28","-375,897,961.41","-56,319,501.64","-344,700,356.12","-297,886,186.74","-43,700,208.99","551,954,451.96","305,246,203.04","-255,233,221.07","-435,895,778.44","-400,508,181.03","-279,991,584.63","-49,961,626.15","1,270,680,042.64","1,574,600,172.45","3,387,207,763.61","-595,502,127.86"
购建固定资产、无形资产和其他长期资产支付的现金,"17,340,446.46","54,734,198.37","-321,631.37","22,998,964.54","1,802,329.31","5,591,254.05","8,856,806.82","14,665,851.07","3,464,531.95","30,067,170.70","192,493,076.41","209,435,031.62","10,780,883.03","29,427,614.22","62,485,802.37","94,997,912.68","19,955,258.69","95,984,550.98","187,802,117.80","271,999,142.89","86,827,472.25","205,185,196.11","301,384,670.11","426,008,265.61","65,906,948.07","37,918,243.57","282,774,296.40","153,095,734.01","46,663,885.29","143,007,819.54","209,320,709.79","238,119,930.64","9,571,190.64","71,658,849.54","198,710,381.06","286,212,706.31","459,948,241.68"
期初现金及现金等价物余额,"149,720,874.19","378,724,087.12",,"347,320,451.68",,"347,940,373.21","347,940,373.21","348,043,095.17","407,361,216.96","407,361,216.96","407,361,216.96","407,361,216.96","779,545,830.51","779,545,830.51","779,545,830.51","779,545,830.51","770,890,823.67","752,034,323.67","752,034,323.67","752,034,323.67","1,007,088,527.99","1,007,088,527.99","1,007,088,527.99","1,007,088,527.99","662,388,171.87","662,388,171.87","662,388,171.87","662,388,171.87","967,634,374.91","967,634,374.91","967,634,374.91","967,634,374.91","687,642,790.28","687,642,790.28","687,642,790.28","687,642,790.28","4,074,850,553.89"
投资支付的现金,"211,003.66","2,212,719.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","107,035,000.00","40,000,000.00"
期末现金及现金等价物余额,"378,724,087.12","347,320,451.68",,"347,940,373.21",,"1,913,344,201.89","1,709,420,887.04","407,361,216.96","424,013,078.40","248,389,360.12","255,547,347.87","779,545,830.51","173,865,472.38","383,035,994.94","559,556,779.66","752,034,323.67","442,691,368.42","229,235,440.43","875,487,685.35","1,007,088,527.99","1,120,686,719.27","631,190,566.58","950,769,026.35","662,388,171.87","364,501,985.13","618,687,962.88","1,214,342,623.83","967,634,374.91","712,401,153.84","531,738,596.47","567,126,193.88","687,642,790.28","637,681,164.13","1,958,322,832.92","2,262,242,962.73","4,074,850,553.89","3,479,348,426.03"
