科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"275,330,241.61","320,516,227.00","153,188,306.74","314,223,558.12","164,697,205.34","266,943,343.90","356,277,212.69","110,365,979.10","202,839,625.50","315,999,371.10","415,681,405.53","116,533,911.78","212,411,570.54","328,078,450.57","440,667,902.02","122,924,256.47","231,745,543.40","356,887,570.74","474,082,442.05","136,168,221.39","248,339,451.43","398,069,163.08","533,448,354.37","157,660,639.19","287,274,362.58","446,554,169.19","602,438,816.78","271,717,001.81","404,394,558.70","553,461,852.86","692,985,339.07","149,606,630.11","296,128,996.20","474,686,780.99","613,515,870.63","172,846,515.81"
取得借款收到的现金,"2,009,670,000.00","3,338,475,160.55","1,263,145,500.00","3,030,015,000.00","377,450,000.00","873,250,000.00","957,250,000.00","540,000,000.00","1,210,550,000.00","1,220,550,000.00","1,367,550,000.00","730,000,000.00","1,005,000,000.00","2,317,800,000.00","2,667,800,000.00","494,000,000.00","1,022,799,176.85","1,452,799,176.85","1,848,000,000.00","150,000,000.00","209,262,006.14","279,628,380.68","290,711,149.49","118,900,877.73","198,711,448.66","198,711,448.66","198,711,448.66",,,,,,"270,541,220.40","270,541,220.40","270,541,220.40","188,442,870.00"
支付的各项税费,"627,156,654.26","580,775,193.34","224,698,651.62","549,288,720.75","256,111,394.31","448,243,495.79","599,405,638.76","106,844,515.96","252,351,794.87","490,268,237.02","685,497,750.25","116,905,102.23","260,337,063.89","485,923,107.83","652,173,638.08","123,636,914.67","275,463,132.04","488,421,037.78","639,837,212.20","118,155,661.52","262,188,006.24","515,409,516.62","682,513,987.39","100,325,892.97","256,099,722.73","490,133,353.76","629,438,422.71","111,038,422.05","282,979,068.80","489,064,503.28","645,225,032.69","93,670,991.86","468,251,418.86","723,990,006.70","902,349,225.30","135,972,474.65"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"2,500,000.00",,,,,"2,650,000.00",,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"490,796,580.01","183,554,965.54","111,679,805.15","200,334,860.06","87,686,130.50","203,071,294.33","262,219,434.77","52,565,767.49","108,854,805.09","196,201,039.34","465,501,182.93","62,645,916.78","126,676,673.60","189,257,094.99","410,241,496.29","58,180,124.56","136,806,654.10","207,105,258.70","424,990,048.34","60,455,378.62","122,948,066.03","185,040,759.72","271,521,363.78","57,511,276.79","108,168,875.10","193,667,628.82","247,551,312.25","49,559,885.75","108,394,391.10","173,163,278.96","235,093,325.09","57,992,047.34","113,520,379.21","160,499,098.51","223,201,133.12","37,257,521.42"
筹资活动现金流入小计,"2,415,453,368.00","3,338,475,160.55","1,263,145,500.00","3,030,015,000.00","1,379,900,000.00","2,261,400,000.00","2,345,400,000.00","1,040,000,000.00","1,710,550,000.00","2,220,550,000.00","2,367,550,000.00","980,000,000.00","1,255,000,000.00","2,585,000,000.00","3,032,500,000.00","494,000,000.00","1,022,799,176.85","1,452,799,176.85","1,850,650,000.00","150,000,000.00","209,262,006.14","279,628,380.68","290,711,149.49","118,900,877.73","198,711,448.66","198,711,448.66","198,711,448.66",,,,,"4,296,939,991.92","4,567,481,212.32","4,567,481,212.32","4,567,481,212.32","188,442,870.00"
经营活动现金流出小计,"3,274,289,308.31","2,939,517,379.15","975,603,639.57","2,156,962,126.90","943,450,006.63","1,692,286,506.68","2,237,176,531.48","575,069,012.89","1,393,820,550.78","2,349,313,264.29","3,115,712,828.09","548,760,068.45","1,276,194,332.18","2,116,305,115.79","2,760,910,075.38","550,312,897.63","1,184,391,131.71","2,004,720,623.43","2,804,644,147.87","560,171,976.30","1,205,740,290.01","2,248,296,005.87","3,010,600,835.24","787,474,727.61","1,792,671,255.63","2,827,051,488.51","3,773,995,562.70","972,193,231.02","1,881,020,265.47","2,914,970,870.12","3,731,926,829.31","892,099,497.88","1,981,926,177.08","3,020,346,810.38","3,955,854,112.04","899,718,230.49"
偿还债务支付的现金,"2,028,866,345.90","3,223,213,658.68","1,235,520,000.00","3,273,783,970.64","1,216,500,000.00","1,642,500,000.00","1,885,322,143.35","1,000,000,000.00","1,623,000,000.00","2,195,000,000.00","2,326,164,379.82","695,000,000.00","952,800,000.00","2,483,400,000.00","3,032,320,128.59","560,000,000.00","1,004,000,000.00","1,484,000,000.00","2,654,747,199.52","200,000,000.00","192,800,000.00","310,000,000.00","447,314,210.71","250,000,000.00","319,550,986.51","528,701,723.61","531,426,930.05",,,,"718,803.03",,,,,
经营活动产生的现金流量净额,"414,197,866.91","260,888,320.53","223,938,044.96","421,868,236.63","103,673,172.52","171,172,325.10","245,770,741.08","-17,220,421.57","173,109,510.90","242,892,181.45","195,640,629.64","-21,384,695.25","176,318,457.54","321,163,690.87","500,219,333.69","44,444,625.93","175,349,844.43","314,035,741.75","1,219,670,016.30","-59,631,182.26","424,047,467.08","1,129,966,126.68","1,167,236,126.28","246,662.89","391,680,412.29","706,418,763.94","722,091,768.56","-222,003,730.35","107,355,062.75","538,338,947.25","1,022,317,019.83","-139,982,454.69","181,337,567.02","703,352,880.28","494,707,526.45","-95,332,180.94"
分配股利、利润或偿还利息支付的现金,"91,991,603.32","79,256,021.73","29,644,438.00","59,015,684.37","132,866,496.92","142,417,704.72","144,346,471.70","11,397,040.80","69,030,158.50","76,952,239.18","79,985,181.26","27,097,724.42","43,859,239.45","86,189,868.13","101,429,276.74","30,481,840.95","45,702,944.24","56,751,211.32","79,692,159.97","21,698,455.56","43,908,116.92","39,815,015.37","39,815,631.57","22,455,015.22","45,232,429.24","52,586,190.88","52,586,360.19","5,628,562.08","39,658,779.51","39,660,093.41","44,560,973.78","4,900,000.00","71,329,517.04","78,232,017.56","78,235,281.36","5,880,000.00"
收回投资收到的现金,,,,,,,,,,,"170,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","100,000,000.00",,,"441,008,000.00","8,000.00",,,,,,,,"1,561,000,000.00","664,000,000.00","682,000,000.00","1,016,000,000.00","1,647,000,000.00","1,114,500,000.00","3,858,020,000.00","9,550,060,000.00","11,546,950,000.00","3,015,120,000.00"
支付其他与筹资活动有关的现金,"43,601,628.62",,,,"4,070,000.00","11,503,633.57","11,657,233.57","2,305,001.67","2,086,158.75","4,086,158.75","4,086,158.75","776,192.50","4,452,442.50","4,719,218.26","4,675,782.50","63,328.75","2,166,622.64","2,215,842.45","2,847,193.54","1,500,828.75","1,500,828.75","1,500,828.75","1,500,828.75","13,328.75","13,328.75","13,328.75","13,328.75",,,,,,"997,612.14","997,612.14","997,612.14",
取得投资收益收到的现金,,,,,,,,,,,"248,358.63","49,315.07","69,315.07","69,315.07","100,383.56",,,"512,801.42","238,328.82",,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"2,164,459,577.84","3,302,469,680.41","1,265,164,438.00","3,332,799,655.01","1,353,436,496.92","1,796,421,338.29","2,041,325,848.62","1,013,702,042.47","1,694,116,317.25","2,276,038,397.93","2,410,235,719.83","722,873,916.92","1,001,111,681.95","2,574,309,086.39","3,138,425,187.83","590,545,169.70","1,051,869,566.88","1,542,967,053.77","2,737,286,553.03","223,199,284.31","238,208,945.67","351,315,844.12","488,630,671.03","272,468,343.97","364,796,744.50","581,301,243.24","584,026,618.99","5,628,562.08","39,658,779.51","39,660,093.41","45,279,776.81","4,900,000.00","72,327,129.18","79,229,629.70","79,232,893.50","5,880,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,231,941.47","51,333,948.46","15,782.80","15,782.80","953,266.14","1,061,697.00","1,198,771.89","262,861.99","212,574.15","286,864.41","474,769.85","1,900.00","167,300.00","174,350.00","192,772.50","3,146.00","3,146.00","68,931.00","141,092.97","308,188.57","371,682.56","1,055,661.56","2,084,698.32","137,584.72","258,184.72","515,971.02","540,467.12","27,900.00","381,334.28","619,479.08","5,386,403.57","157,480.00","2,345,210.53","2,730,290.27","2,731,096.27","121,900.00"
筹资活动产生的现金流量净额,"250,993,790.16","36,005,480.14","-2,018,938.00","-302,784,655.01","26,463,503.08","464,978,661.71","304,074,151.38","26,297,957.53","16,433,682.75","-55,488,397.93","-42,685,719.83","257,126,083.08","253,888,318.05","10,690,913.61","-105,925,187.83","-96,545,169.70","-29,070,390.03","-90,167,876.92","-886,636,553.03","-73,199,284.31","-28,946,939.53","-71,687,463.44","-197,919,521.54","-153,567,466.24","-166,085,295.84","-382,589,794.58","-385,315,170.33","-5,628,562.08","-39,658,779.51","-39,660,093.41","-45,279,776.81","4,292,039,991.92","4,495,154,083.14","4,488,251,582.62","4,488,248,318.82","182,562,870.00"
处置子公司及其他营业单位收到的现金净额,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"11,495.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"4,050,000.00","2,486,811.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,757,176.61","44,882,059.51"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"21,281,942.46","53,820,759.76","15,782.80","15,782.80","953,266.14","1,061,697.00","1,198,771.89","262,861.99","212,574.15","286,864.41","170,723,128.48","50,051,215.07","70,236,615.07","70,243,665.07","100,293,156.06","3,146.00","3,146.00","441,589,732.42","387,421.79","308,188.57","371,682.56","1,055,661.56","2,084,698.32","137,584.72","258,184.72","515,971.02","1,561,540,467.12","664,027,900.00","682,381,334.28","1,016,619,479.08","1,652,386,403.57","1,114,657,480.00","3,860,365,210.53","9,552,790,290.27","11,660,438,272.88","3,060,123,959.51"
五、现金及现金等价物净增加额,"172,051,282.79","-152,505,818.98","124,581,444.82","-25,695,535.80","32,574,115.33","375,656,080.33","204,727,350.73","-27,252,073.54","73,793,892.83","44,539,156.04","-84,992,588.42","127,356,521.41","141,315,762.74","8,804,407.01","56,350,873.35","-78,003,961.45","22,807,195.39","-13,860,275.70","47,986,984.65","-248,044,285.87","157,228,414.91","588,599,044.04","309,299,844.22","-335,435,693.70","-77,351,346.29","-68,663,227.48","-688,203,937.38","160,527,850.21","179,228,249.80","220,371,622.94","72,544,926.54","1,638,606,782.88","194,468,883.53","1,793,460,053.79","245,447,636.93","-31,204,332.82"
购建固定资产、无形资产和其他长期资产支付的现金,"302,115,360.01","503,231,874.91","97,353,444.94","144,794,900.22","98,515,826.41","261,556,603.48","346,316,313.62","36,592,471.49","115,961,874.97","143,151,491.89","238,670,626.71","108,436,081.49","289,127,627.92","323,293,862.54","338,236,428.57","25,906,563.68","108,475,405.01","188,317,872.95","285,433,900.41","115,522,007.87","238,243,795.20","470,735,280.76","662,101,458.84","182,252,475.07","303,204,647.46","393,008,167.86","476,521,002.73","145,867,757.36","210,849,367.72","269,926,709.98","339,378,720.05","85,838,234.35","122,827,977.16","183,484,699.38","227,376,481.22","56,658,981.39"
期初现金及现金等价物余额,"220,480,744.18","392,532,026.97","240,026,207.99","240,026,207.99","214,330,672.19","214,330,672.19","214,330,672.19","419,058,022.92","419,058,022.92","419,058,022.92","419,058,022.92","334,065,434.50","334,065,434.50","334,065,434.50","334,065,434.50","399,518,704.24","390,416,307.85","390,416,307.85","390,416,307.85","438,403,292.50","438,403,292.50","438,403,292.50","438,403,292.50","747,703,136.72","747,703,136.72","747,703,136.72","747,703,136.72","59,499,199.34","59,499,199.34","59,499,199.34","59,499,199.34","132,044,125.88","132,044,125.88","132,044,125.88","132,044,125.88","377,491,762.81"
投资支付的现金,"127,698,530.00",,,,,,,,,,"170,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","100,000,000.00",,"15,000,000.00","491,000,000.00",,,,,,,,,"2,110,000,000.00","130,000,000.00","360,000,000.00","1,025,000,000.00","2,217,500,000.00","3,542,270,000.00","8,219,560,000.00","12,767,450,000.00","16,170,570,000.00","3,121,900,000.00"
期末现金及现金等价物余额,"392,532,026.97","240,026,207.99","364,607,652.81","214,330,672.19","246,904,787.52","589,986,752.52","419,058,022.92","391,805,949.38","492,851,915.75","463,597,178.96","334,065,434.50","461,421,955.91","475,381,197.24","342,869,841.51","390,416,307.85","321,514,742.79","413,223,503.24","376,556,032.15","438,403,292.50","190,359,006.63","595,631,707.41","1,027,002,336.54","747,703,136.72","412,267,443.02","670,351,790.43","679,039,909.24","59,499,199.34","220,027,049.55","238,727,449.14","279,870,822.28","132,044,125.88","1,770,650,908.76","326,513,009.41","1,925,504,179.67","377,491,762.81","346,287,429.99"
