科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"7,997,346.45","15,151,313.92","20,006,186.32","10,668,378.51","20,571,736.35","8,824,731.55","13,542,989.65","18,899,273.57","26,419,527.21","9,306,903.76","13,827,894.48","21,354,469.08","26,905,574.80","5,869,303.12","13,409,125.58","21,445,367.62","28,665,718.11","8,103,684.22","16,043,114.51","24,609,445.61","33,528,170.76","8,802,001.77","17,980,525.98","28,084,607.99","36,452,703.31","9,965,994.21","17,842,994.33","25,790,730.05","33,754,310.91","12,407,353.84","22,817,526.61","33,356,466.79","42,703,242.79","13,959,997.93"
取得借款收到的现金,"6,000,000.00","10,000,000.00","40,000,000.00","22,000,000.00","57,000,000.00",,,,,,,,,,,,,,,,,"9,500,000.00","193,100,000.00","193,100,000.00","426,700,000.00",,"102,475,000.00","106,847,520.00","252,847,520.00","15,000,000.00","210,200,000.00","245,200,000.00","303,100,000.00",
支付的各项税费,"9,569,789.80","16,912,971.18","48,964,264.45","22,969,627.29","44,469,181.78","7,537,230.64","14,614,927.18","26,485,134.75","35,960,974.55","13,382,923.35","17,516,938.12","24,136,825.44","27,266,722.99","4,002,399.54","6,156,804.96","7,870,605.31","9,369,073.20","2,003,029.70","4,295,495.56","7,018,497.21","8,044,973.36","2,890,121.37","4,074,944.07","11,155,488.89","21,077,183.88","6,236,028.92","16,033,704.57","16,925,932.30","18,185,800.48","4,678,221.17","9,301,703.72","14,448,377.58","17,794,051.47","7,322,078.88"
收到其他与筹资活动有关的现金,"3,000,000.00","6,200,000.00",,"232,819.00","232,819.00",,,,"1,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00",
支付其他与经营活动有关的现金,"10,362,345.91","17,335,940.09","26,479,532.41","10,528,144.82","22,155,915.23","4,646,122.33","13,007,026.37","18,645,430.35","16,405,677.89","4,634,166.66","17,006,291.20","21,411,890.81","15,051,157.52","5,258,840.91","8,638,806.21","10,689,926.64","12,969,240.93","5,093,007.15","12,777,326.65","20,113,869.52","14,732,371.45","8,138,386.26","16,922,550.59","29,172,752.04","21,902,172.23","16,952,380.26","11,986,946.68","16,949,094.97","19,415,791.64","5,539,357.40","10,580,856.53","15,707,915.90","20,750,176.68","8,146,820.64"
筹资活动现金流入小计,"11,000,000.00","16,200,000.00","40,000,000.00","22,232,819.00","57,232,819.00","465,500,000.00","459,168,000.00","459,168,000.00","460,968,000.00",,,,,,,,,,,,,"9,500,000.00","193,100,000.00","193,100,000.00","426,700,000.00",,"102,475,000.00","106,847,520.00","252,847,520.00","15,000,000.00","210,200,000.00","319,599,986.12","397,754,703.10",
经营活动现金流出小计,"185,799,452.01","306,803,896.00","232,589,297.22","92,798,550.65","230,291,297.27","114,984,907.85","142,897,107.09","204,732,465.87","265,930,452.26","74,618,574.61","145,545,405.87","234,229,548.97","197,168,098.43","46,913,779.59","84,707,877.50","127,694,774.66","132,572,381.82","34,595,534.71","71,611,562.49","118,745,270.43","156,082,613.98","36,429,807.29","83,035,345.98","134,031,263.06","166,576,512.78","46,847,712.85","69,324,705.01","95,066,791.43","93,073,864.53","32,112,212.04","63,982,139.06","99,948,031.93","137,773,241.75","43,575,736.97"
偿还债务支付的现金,"31,000,000.00","10,000,000.00",,"25,000,000.00","62,000,000.00","5,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00",,,,,,,,,,,,,,"9,500,000.00","9,500,000.00","193,100,000.00","43,600,000.00","144,780,000.00","144,780,000.00","290,447,520.00","16,180,000.00","121,180,000.00","241,180,000.00","346,180,000.00",
经营活动产生的现金流量净额,"62,325,546.89","56,444,336.72","64,637,488.17","46,186,655.54","51,290,191.18","-12,035,033.60","6,983,962.59","-5,558,293.13","10,490,561.45","6,796,191.68","43,256,983.41","40,087,060.64","81,108,532.42","-1,481,371.90","-9,961,418.90","-21,363,109.76","-1,457,907.27","-10,353,514.25","-15,573,608.37","-17,419,127.24","13,834,718.18","12,362,125.93","10,327,518.91","30,268,135.32","36,893,583.51","28,505,482.26","37,713,791.36","57,161,570.76","93,185,709.86","-2,481,784.80","12,733,941.86","19,115,991.63","62,149,094.76","-2,964,189.35"
分配股利、利润或偿还利息支付的现金,"554,359.50","317,092.50","28,743,983.95","13,436,370.00","14,263,859.38","369,680.34","20,681,513.67","20,681,513.67","18,946,302.14",,"30,000,000.00","30,000,000.00","27,455,481.78",,"3,975,000.00","15,000,000.00","13,924,847.48",,"7,280,625.00","7,280,625.00","7,183,791.93",,,"5,824,500.00","12,657,156.80","2,084,981.37","5,481,834.58","8,820,225.59","14,056,182.59","2,526,532.03","4,720,540.28","8,539,118.56","11,169,575.56","1,287,617.75"
收回投资收到的现金,,,,,,,,,,,,,,,,,"397,407,068.50","50,182,602.74","50,182,602.74","50,182,602.74","50,182,602.74",,,,,,"9,240,000.00","9,240,000.00",,,,,"36,029,589.03",
支付其他与筹资活动有关的现金,"6,200,000.00",,"38,766,436.96","5,400,000.00","4,200,000.00","182,000.00",,,"1,681,155.98",,,,"2,544,518.22",,,,"1,075,152.52",,"219,375.00","219,375.00","718,846.55",,"134,830.34","175,500.00","310,330.34","608,006.67","760,256.67","760,256.67",,,,"33,675.00",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00",
筹资活动现金流出小计,"37,754,359.50","10,317,092.50","67,510,420.91","43,836,370.00","80,463,859.38","5,551,680.34","55,681,513.67","55,681,513.67","55,627,458.12",,"30,000,000.00","30,000,000.00","30,000,000.00",,"3,975,000.00","15,000,000.00","15,000,000.00",,"7,500,000.00","7,500,000.00","7,902,638.48",,"9,634,830.34","15,500,000.00","206,067,487.14","46,292,988.04","151,022,091.25","154,360,482.26","304,503,702.59","18,706,532.03","125,900,540.28","249,752,793.56","357,349,575.56","1,287,617.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,000.00","62,800.00","4,196,100.00",,,,,"368,803.42","394,600.00",,,"24,202.91","140,250.00",,,"20,317.07","259,356.22",,,,"20,000.00",,,,"136,000.00",,,,"14,200,000.00","9,280,046.00","9,280,046.00","9,280,046.00","7,218,800.95","596,032.75"
筹资活动产生的现金流量净额,"-26,754,359.50","5,882,907.50","-27,510,420.91","-21,603,551.00","-23,231,040.38","459,948,319.66","403,486,486.33","403,486,486.33","405,340,541.88",,"-30,000,000.00","-30,000,000.00","-30,000,000.00",,"-3,975,000.00","-15,000,000.00","-15,000,000.00",,"-7,500,000.00","-7,500,000.00","-7,902,638.48","9,500,000.00","183,465,169.66","177,600,000.00","220,632,512.86","-46,292,988.04","-48,547,091.25","-47,512,962.26","-51,656,182.59","-3,706,532.03","84,299,459.72","69,847,192.56","40,405,127.54","-1,287,617.75"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"13,823.16","-116,824.06","68,397.78","74,087.85","78,614.11","327,835.93","327,556.93","-139,363.10","-616,288.03","-295,474.13","-49,041.04","292,987.52",,"-138,334.24","-150,232.57","-103,644.58",,"33,805.88","25,342.61","11,555.67",,"-61,599.41","-33,169.24","-33,169.24","101,390.58",,,,"54,406.14",,,,"-111,761.65",
收到其他与投资活动有关的现金,,,,,,"169,851.23",,"546,748.10",,"48,334.84",,,"2,500,000.00",,,,"4,000,000.00","4,728,200.00","6,228,200.00","6,228,200.00","11,228,200.00",,"6,725,600.00","6,725,600.00","5,585,600.00",,"2,621,300.00","2,621,300.00","2,625,890.27",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,000.00","62,800.00","4,196,100.00",,,"169,851.23",,"915,551.52","394,600.00","48,334.84",,"24,202.91","2,640,250.00",,,"20,317.07","401,666,424.72","54,910,802.74","56,410,802.74","56,410,802.74","61,430,802.74",,"6,725,600.00","6,725,600.00","5,721,600.00",,"11,861,300.00","11,861,300.00","16,825,890.27","9,280,046.00","9,280,046.00","12,280,046.00","46,248,389.98","596,032.75"
五、现金及现金等价物净增加额,"444,604.79","3,208,035.93","20,453,881.23","1,924,489.65","-6,529,832.41","444,283,828.03","19,973,348.79","-14,290,418.88","312,698,719.90","-9,537,010.59","-41,242,555.45","-104,361,465.18","-125,780,064.16","-33,623,486.25","-57,077,708.89","-83,705,453.16","-145,517,327.97","-27,624,284.03","-41,657,965.42","-45,738,715.41","-44,804,618.58","10,567,891.52","187,604,331.98","11,591,041.35","12,446,943.20","-19,313,825.78","-19,526,368.78","-5,302,184.47","-2,989,955.69","-4,580,507.23","82,794,231.90","59,735,468.42","7,881,974.46","-18,745,001.62"
购建固定资产、无形资产和其他长期资产支付的现金,"35,150,405.76","55,595,184.23","20,937,683.81","22,732,702.74","34,667,597.32","4,127,145.19","50,824,657.06","72,994,800.50","102,910,695.40","16,086,062.98","54,450,497.82","114,765,716.25","179,528,846.58","32,003,780.11","42,991,057.42","47,259,015.89","85,725,845.42","12,215,378.40","15,020,502.40","17,241,946.58","32,167,501.02","1,232,635.00","2,880,787.35","10,858,191.03","7,619,343.72","1,526,320.00","6,524,322.19","12,782,046.27","28,825,779.37","7,672,236.40","23,519,215.68","41,507,761.77","78,062,388.38","15,089,227.27"
期初现金及现金等价物余额,"8,916,766.69","9,361,371.48","12,569,407.41","33,023,288.64","33,023,288.64","28,293,456.23","26,493,456.23","28,293,456.23","26,493,456.23","339,192,176.13","339,192,176.13","339,192,176.13","339,192,176.13","213,412,111.97","213,412,111.97","213,412,111.97","213,412,111.97","67,894,784.00","67,894,784.00","67,894,784.00","67,894,784.00","24,090,165.42","23,090,165.42","23,090,165.42","23,090,165.42","35,537,108.62","35,537,108.62","35,537,108.62","35,537,108.62","32,547,152.93","32,547,152.93","32,547,152.93","32,547,152.93","41,989,127.39"
投资支付的现金,,"3,470,000.00",,,,,,,,,,,,,,,"445,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,"14,030,046.70","14,030,046.70","32,574,000.00",,,,"62,746,487.79",
期末现金及现金等价物余额,"9,361,371.48","12,569,407.41","33,023,288.64","34,947,778.29","26,493,456.23","472,577,284.26","46,466,805.02","14,003,037.35","339,192,176.13","329,655,165.54","297,949,620.68","234,830,710.95","213,412,111.97","179,788,625.72","156,334,403.08","129,706,658.81","67,894,784.00","40,270,499.97","26,236,818.58","22,156,068.59","23,090,165.42","34,658,056.94","210,694,497.40","34,681,206.77","35,537,108.62","16,223,282.84","16,010,739.84","30,234,924.15","32,547,152.93","27,966,645.70","115,341,384.83","92,282,621.35","40,429,127.39","23,244,125.77"
