科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"31,033,199.92","34,023,521.97","35,381,965.26","11,230,333.31","18,237,520.70","26,712,273.73","40,974,476.29","21,648,893.33","38,514,377.01","52,616,782.63","68,360,452.53","23,498,018.97","39,655,487.92","58,437,059.78","86,084,649.91","44,454,902.31","72,584,142.79"
取得借款收到的现金,,,,,,,,,,"3,000,000.00","3,000,000.00",,,,,"300,000,000.00","418,580,000.00"
支付的各项税费,"33,495,670.92","27,455,636.13","34,192,344.56","27,550,349.63","30,048,105.36","37,358,193.67","44,242,771.34","21,074,066.95","25,598,905.85","42,155,067.81","56,379,725.43","28,639,826.18","31,355,933.74","43,018,716.67","58,684,390.45","42,907,883.43","76,363,264.39"
收到其他与筹资活动有关的现金,,,,,,,,,,,"64,832,069.30","30,141,708.00","31,142,260.01","31,142,260.01","32,315,278.19",,
支付其他与经营活动有关的现金,"58,178,421.43","62,299,274.57","69,923,191.52","13,757,950.72","38,752,916.07","66,854,925.20","83,279,234.41","20,529,901.52","54,096,363.19","73,256,883.00","84,230,112.56","25,763,977.22","55,406,402.17","83,171,075.33","113,296,174.92","48,119,010.42","102,525,440.29"
筹资活动现金流入小计,,,,"206,398,200.00","206,398,200.00","206,398,200.00","206,398,200.00",,,"3,000,000.00","67,832,069.30","30,141,708.00","31,142,260.01","31,142,260.01","32,315,278.19","300,000,000.00","421,330,000.00"
经营活动现金流出小计,"230,676,191.07","212,428,817.19","264,381,672.72","89,127,936.19","167,113,963.39","231,862,323.19","324,947,731.17","114,940,932.29","208,408,598.84","298,374,578.11","395,443,253.58","116,219,163.62","198,117,317.91","330,810,202.06","577,362,267.15","287,913,507.63","555,569,418.73"
偿还债务支付的现金,"2,874,999.96","2,874,999.96","2,874,999.96","718,750.02","1,437,500.04","2,156,250.06","2,875,000.08","8,718,750.02","9,437,500.04","18,156,250.06","18,875,000.08","718,750.02","4,437,500.04","5,156,250.06","65,875,000.08","80,479,166.62","150,479,166.62"
经营活动产生的现金流量净额,"59,220,017.95","24,470,371.84","16,764,281.91","-29,202,743.71","-56,730,754.07","-45,021,888.98","42,473,127.37","-26,345,897.66","-29,950,391.95","5,239,433.91","130,539,761.27","-13,137,476.33","29,740,427.41","73,587,528.12","293,321,816.69","-49,980,083.53","-83,053,449.35"
分配股利、利润或偿还利息支付的现金,"12,344,290.38","15,429,273.98","15,255,063.65","123,301.02","236,018.95","16,310,897.70","47,620,600.72","189,112.82","17,119,186.74","21,141,814.69","20,999,685.66","69,355.79","12,832,227.58","19,677,110.99","22,885,941.92","4,888,916.80","43,575,294.25"
收回投资收到的现金,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"4,155,204.00","1,309,986.60","1,100,000.00","13,027,357.54","13,027,357.54","13,027,357.54","13,027,357.54",,,,"300,000.00","1,152,530.50","5,242,530.50","5,242,530.50","114,490,055.08",,
取得投资收益收到的现金,,,,,,,"4,000,127.27",,"1,158,193.97","1,450,993.97","1,450,993.97",,,,,,
筹资活动现金流出小计,"19,374,494.34","19,614,260.54","19,230,063.61","13,869,408.58","14,700,876.53","31,494,505.30","63,522,958.34","8,907,862.84","26,556,686.78","39,298,064.75","40,174,685.74","1,940,636.31","22,512,258.12","30,075,891.55","203,250,997.08","85,368,083.42","194,054,460.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"226,957.69","506,999.77",,,"147,000.00","147,000.00",,,"1,500.00","6,876.57",,,"50,000.00",,,
筹资活动产生的现金流量净额,"-19,374,494.34","-19,614,260.54","-19,230,063.61","192,528,791.42","191,697,323.47","174,903,694.70","142,875,241.66","-8,907,862.84","-26,556,686.78","-36,298,064.75","27,657,383.56","28,201,071.69","8,630,001.89","1,066,368.46","-170,935,718.89","214,631,916.58","227,275,539.13"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-38,794.52","-202,414.68","10,349.13","-32,330.71","-170,035.99","-54,681.21","-338,026.32","29,102.01","59,836.12","93,246.18","-144,609.27","33,924.01","4,682.43","1,861.78","-63,959.91","-41,242.67","21,136.25"
收到其他与投资活动有关的现金,,,,,,,"146,740,047.47",,"18,940,000.00","18,940,000.00","18,940,000.00",,,"78,412,486.82","3,707,000.00","4,000,000.00","4,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"226,957.69","506,999.77",,,"147,000.00","150,887,174.74",,"20,098,193.97","20,392,493.97","20,397,870.54",,,"78,462,486.82","3,707,000.00","4,000,000.00","4,000,000.00"
五、现金及现金等价物净增加额,"39,369,729.50","1,140,694.75","-2,893,045.90","159,245,189.92","-9,555,129.08","-15,319,260.88","185,336,381.22","-38,908,163.64","-50,925,861.83","-33,964,749.59","150,494,320.29","10,712,828.44","25,534,807.35","135,862,732.13","83,094,221.57","-308,842,381.65","-339,664,529.53"
购建固定资产、无形资产和其他长期资产支付的现金,"436,999.59","3,739,959.56","944,613.10","4,048,527.08","4,351,662.49","5,293,385.39","10,561,136.23","3,683,505.15","14,576,813.19","20,391,858.90","24,956,085.81","4,384,690.93","12,840,304.38","17,255,513.05","27,213,002.96","14,848,742.19","25,303,525.72"
期初现金及现金等价物余额,"64,775,965.27","104,145,694.77","105,286,389.52","102,393,343.62","102,393,343.62","102,393,343.62","102,393,343.62","287,729,724.84","287,729,724.84","287,729,724.84","287,729,724.84","438,224,045.13","438,224,045.13","438,224,045.13","438,224,045.13","521,318,266.68","521,318,266.70"
投资支付的现金,,,,,,,,,,,,,,,,"462,604,229.84","462,604,229.84"
期末现金及现金等价物余额,"104,145,694.77","105,286,389.52","102,393,343.62","261,638,533.54","92,838,214.54","87,074,082.74","287,729,724.84","248,821,561.20","236,803,863.01","253,764,975.25","438,224,045.13","448,936,873.57","463,758,852.48","574,086,777.26","521,318,266.70","212,475,885.03","181,653,737.17"
