科目,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
专项应付款,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,
固定资产,"30,607,237.84","134,803,518.06","148,042,660.84","142,583,510.28","140,294,457.49","138,652,019.42","136,990,639.62","142,730,540.95","196,100,445.29","192,257,496.12","273,326,606.35","397,140,796.63","389,310,515.83"
递延所得税负债,,,,,,,,,"2,155,066.66","2,794,543.45","2,794,543.45","2,941,344.59","2,858,980.41"
在建工程,"14,646,653.66","6,898,837.35",,"1,242,173.70","1,458,387.85","24,953,230.26","51,210,772.46","133,026,698.84","175,906,786.85","204,406,417.18","156,215,383.61","98,577,733.13","130,420,563.47"
其他非流动负债,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,
非流动负债合计,"33,999,660.00","13,967,170.00","17,271,484.43","36,775,788.50","31,619,364.52","31,471,107.20","31,319,183.20","13,167,259.23","15,807,920.80","18,669,693.35","18,427,976.50","22,616,541.26","23,544,275.21"
固定资产清理,,,,,,,,,,,,,
负债合计,"127,601,134.62","126,758,440.85","157,967,603.50","119,510,526.11","109,622,284.37","136,399,644.04","201,614,328.65","223,777,246.43","297,423,677.60","214,174,069.83","255,175,919.76","394,831,549.56","404,041,085.69"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"8,000,000.00","8,000,000.00","8,000,000.00","51,000,000.00","68,000,000.00","68,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","190,400,000.00","190,400,000.00","190,400,000.00","190,400,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"28,100.00","28,100.00","194,424.54","59,088,083.85","271,504,636.04","271,504,636.04","203,504,636.04","203,504,636.04","203,504,636.04","149,104,636.04","149,104,636.04","149,104,636.04","149,104,636.04"
无形资产,"9,560,555.20","16,861,349.02","16,512,712.29","21,878,202.35","21,769,779.37","21,645,629.89","21,521,480.41","21,397,330.93","35,293,150.74","35,053,218.05","34,810,858.18","35,296,711.85","34,981,784.66"
盈余公积,"9,126,968.85","13,240,406.17","13,399,585.87","7,060,377.52","7,060,377.52","7,060,377.52","7,060,377.52","9,746,653.37","9,746,653.37","9,746,653.37","9,746,653.37","11,693,506.45","11,693,506.45"
开发支出,,,,,,,,,"80,000.00","80,000.00","80,000.00",,
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,"56,822,978.62","56,822,978.62","56,822,978.62","57,509,564.12","57,509,564.12"
未分配利润,"76,584,859.43","111,677,731.59","128,389,790.07","86,151,638.85","106,097,092.56","124,345,785.54","156,814,040.46","182,620,313.06","213,134,043.81","209,663,979.37","230,948,270.49","268,883,097.98","310,873,820.76"
长期待摊费用,"97,900.47","463,904.21","704,361.25","880,512.17","770,600.34","460,719.76","421,033.48","381,347.17","430,166.86","404,465.96","591,319.49","1,639,280.36","1,506,659.81"
少数股东权益,"4,148,853.22","4,303,412.67",,,,,,,"14,554,683.74","14,619,164.49","14,864,007.94","15,093,154.44","18,938,538.41"
递延所得税资产,"4,176,608.97","3,128,330.51","3,622,189.17","4,299,938.10","4,259,280.21","4,276,390.36","4,455,390.36","3,558,467.61","3,748,783.44","3,438,320.31","4,433,720.38","4,937,614.11","5,071,681.88"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"40,732,040.00","529,377.00",,"1,028,960.00","2,477,300.00","5,826,235.46","24,219,240.00","827,627.10",,"2,242,428.03","4,346,127.67","8,653,883.34","22,545,901.63"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"99,820,996.14","162,685,316.15","168,881,923.55","171,913,296.60","171,029,805.26","195,814,225.15","238,818,556.33","301,922,012.60","468,382,311.80","494,705,324.27","530,626,994.30","603,755,583.54","641,346,671.40"
所有者权益(或股东权益)合计,"97,888,781.50","137,249,650.43","149,983,800.48","203,300,100.22","452,662,106.12","470,910,799.10","503,379,054.02","531,871,602.47","576,940,016.96","573,534,433.27","595,063,567.84","635,174,394.91","681,010,501.66"
资产总计,"225,489,916.12","264,008,091.28","307,951,403.98","322,810,626.33","562,284,390.49","607,310,443.14","704,993,382.67","755,648,848.90","874,363,694.56","787,708,503.10","850,239,487.60","1,030,005,944.47","1,085,051,587.35"
负债和所有者(或股东权益)合计,"225,489,916.12","264,008,091.28","307,951,403.98","322,810,626.33","562,284,390.49","607,310,443.14","704,993,382.67","755,648,848.90","874,363,694.56","787,708,503.10","850,239,487.60","1,030,005,944.47","1,085,051,587.35"
