科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付其他与经营活动有关的现金,"36,591,799.38","32,542,963.65","36,117,487.43","13,702,345.29","18,405,364.82","29,576,430.07","40,524,785.89","16,594,053.33","17,796,459.43","28,998,874.45","48,425,087.11","11,082,804.60","22,325,151.45","32,230,910.67","57,031,694.18"
筹资活动现金流入小计,"176,642,480.00","249,425,000.00","281,500,000.00","143,580,000.00","444,145,250.00","513,045,250.00","513,045,250.00","81,650,000.00","110,610,000.00","161,791,240.00","215,695,010.00",,"16,171,658.50","41,148,387.89","88,500,000.00"
经营活动现金流出小计,"281,680,102.87","336,166,392.54","379,752,355.87","76,327,047.80","219,977,549.34","320,500,031.98","403,043,444.50","103,145,135.98","212,671,242.53","328,307,312.79","448,286,928.61","125,058,086.05","242,106,120.04","394,650,363.32","522,165,162.56"
偿还债务支付的现金,"133,530,893.02","187,318,471.76","272,519,168.21","121,941,878.02","205,642,193.76","288,865,262.98","294,996,021.24","83,690,000.00","112,650,000.00","234,260,000.00","286,915,460.00",,"12,691,109.82","42,478,185.07","70,077,705.82"
经营活动产生的现金流量净额,"16,292,995.79","19,780,664.13","76,757,828.22","7,465,184.34","12,384,583.63","35,890,193.01","61,760,199.09","15,128,504.16","48,617,432.14","85,979,821.13","81,683,921.13","8,516,835.44","22,566,576.26","35,467,707.00","32,550,022.43"
分配股利、利润或偿还利息支付的现金,"8,787,572.79","20,915,280.89","25,704,214.47","11,094,456.73","14,309,410.00","16,727,053.99","18,855,773.06","1,615,257.55","3,099,087.16","14,295,897.23","15,169,586.64","632,785.59","3,275,481.59","25,216,675.72","25,676,048.98"
收回投资收到的现金,,,,"958,666.67","943,552.42","943,552.42",,,,,,,,,
支付其他与筹资活动有关的现金,,,"9,500,000.00",,"2,042,333.00","5,289,302.62","5,103,528.30",,,,,,,,
取得投资收益收到的现金,"25,135.91","41,125.29","41,537.12","10,764.91","10,595.19","10,595.19","2,691,744.26",,"2,513,367.30","2,871,991.23","3,421,489.34","981,266.74","1,854,430.73","3,162,168.04","4,296,184.48"
筹资活动现金流出小计,"142,318,465.81","208,233,752.65","307,723,382.68","133,036,334.75","221,993,936.76","310,881,619.59","318,955,322.60","85,305,257.55","115,749,087.16","248,555,897.23","302,085,046.64","632,785.59","15,966,591.41","67,694,860.79","95,753,754.80"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,668,604.24","530,579.86","1,223,528.51",,,,"648,763.34","294,000.00","578,415.22","551,125.62","2,081,877.51","17,094.02","160,907.05","312,871.15","669,494.43"
筹资活动产生的现金流量净额,"34,324,014.19","41,191,247.35","-26,223,382.68","10,543,665.25","222,151,313.24","202,163,630.41","194,089,927.40","-3,655,257.55","-5,139,087.16","-86,764,657.23","-86,390,036.64","-632,785.59","205,067.09","-26,546,472.90","-7,253,754.80"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"58,815,849.39","58,813,952.42"
四、汇率变动对现金的影响,"-554,179.83","-1,747,331.96","-277,673.29","8,662.20","-334,372.00","-770,539.85","-80,113.03","1,590,680.46","4,191,863.59","4,286,183.00","4,704,907.70","1,851,424.23","1,283,583.22","74,423.96","-288,638.73"
收到其他与投资活动有关的现金,"8,190,000.00","10,257,015.20","3,080,000.00",,,,"436,588,700.00","460,000.00","490,460,000.00","630,460,000.00","788,367,510.00","130,000,000.00","227,930,000.00","348,000,000.00","469,987,455.88"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"13,883,740.15","10,828,720.35","4,345,065.63","969,431.58","954,147.61","954,147.61","439,929,207.60","754,000.00","493,551,782.52","633,883,116.85","793,870,876.85","130,998,360.76","229,945,337.78","410,290,888.58","533,767,087.21"
五、现金及现金等价物净增加额,"3,980,628.75","9,166,652.08","-3,430,427.33","11,431,446.04","218,726,613.42","213,469,675.20","250,058,021.18","294,924.14","27,218,237.53","-21,533,921.21","-157,133,332.74","2,768,683.11","21,191,111.01","53,064,296.99","16,712,934.38"
购建固定资产、无形资产和其他长期资产支付的现金,"53,380,445.77","53,276,547.79","28,032,265.21","7,555,497.33","16,429,059.06","24,767,755.98","34,273,689.88","13,523,002.93","24,003,753.56","28,918,384.96","28,512,748.96","7,965,151.73","14,809,453.34","40,222,249.65","59,040,309.91"
期初现金及现金等价物余额,"66,614,686.50","70,595,315.25","79,761,967.33","88,922,864.39","106,331,540.00","106,331,540.00","76,331,540.00","331,957,071.18","331,957,071.18","331,957,071.18","326,389,561.18","169,256,228.44","169,256,228.44","169,256,228.44","169,256,228.44"
投资支付的现金,"3,665,495.78","6,420,100.00",,,,,,,,,,,,,"29,000,000.00"
期末现金及现金等价物余额,"70,595,315.25","79,761,967.33","76,331,540.00","100,354,310.43","325,058,153.42","319,801,215.20","326,389,561.18","332,251,995.32","359,175,308.71","310,423,149.97","169,256,228.44","172,024,911.55","190,447,339.45","222,320,525.43","185,969,162.82"
