科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应付款,"16,412,798.05","18,472,538.66","18,385,834.40",,"21,560,946.19","29,457,163.44","21,550,681.72","25,860,156.03","26,963,793.29","25,870,638.69","115,836,624.04","84,467,901.05","89,506,492.75","78,776,625.68","83,809,420.93","88,422,934.00","57,272,860.53","59,868,900.57","1,147,327,306.42","281,624,120.67","61,110,763.97","66,892,124.93","78,914,156.54","83,815,426.23"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"11,250,000.00","65,000,000.00",,,,,"60,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,"3,025,424.22","693,501.80","8,119.36","8,119.36","8,119.36","8,119.36"
其他流动资产,,,,,,,,,"324,795,717.34","313,203,913.47","272,486,614.46","248,906,380.03","127,873,727.51","100,172,496.16","163,667,427.27","102,746,208.98","126,488,978.45","41,769,343.32","201,331,937.01","154,378,140.80","19,372,937.82","39,317,273.77","50,505,459.07","16,804,744.06"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"871,482,555.52","855,574,919.14","1,125,941,793.28",,"1,163,765,504.42","1,674,391,346.95","1,560,815,550.58","1,272,865,475.13","1,739,450,347.62","1,922,951,642.81","2,126,648,174.03","1,988,158,706.58","1,990,894,674.71","2,021,578,665.94","2,198,558,929.35","2,302,969,695.89","2,534,920,069.65","2,685,570,262.12","4,115,877,943.40","4,508,734,935.37","4,249,902,551.80","4,306,675,085.29","3,981,475,482.91","3,922,242,436.55"
流动负债合计,"674,108,692.48","694,078,707.78","843,731,547.35",,"872,962,414.30","900,359,751.96","834,213,669.33","776,000,935.02","876,323,471.70","1,041,384,713.52","1,365,704,634.90","1,140,768,203.65","1,121,713,875.41","1,134,302,527.49","1,255,497,621.21","1,316,761,325.11","1,540,190,203.01","1,640,004,432.65","3,288,153,497.83","2,483,134,981.35","2,509,110,715.18","2,521,753,398.31","2,492,477,129.52","2,356,041,041.67"
可供出售金融资产,,,"3,650,000.00",,,"3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00","3,650,000.00"
长期借款,"110,000,000.00",,"60,000,000.00",,"60,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,"362,980,321.62",,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"3,650,000.00","3,650,000.00",,,"3,650,000.00",,,,,,,,,,,,,,,,,,,
专项应付款,,"6,000,000.00","6,000,000.00",,"6,000,000.00","6,100,000.00","6,000,000.00","6,500,000.00","6,000,000.00","6,000,000.00",,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"21,095,922.66","13,655,243.13","11,874,313.49",,"16,557,922.98","14,919,558.45","12,261,717.78","11,397,588.00","13,043,540.99","9,345,736.28","5,971,365.54","5,971,365.54","9,490,853.66","12,028,587.93","6,307,092.76","6,093,268.36","8,089,195.82","10,364,862.99","6,093,268.36","6,093,268.36","500,567,192.78","472,521,245.03","472,417,072.51","472,417,072.51"
固定资产,"195,331,061.39","194,773,936.62","190,377,910.95",,"190,166,620.71","188,229,104.62","189,023,289.58","185,487,915.92","185,265,535.99","208,194,864.25","308,285,561.17","308,279,848.07","309,810,672.01","317,593,091.88","395,232,754.19","390,901,795.16","397,820,294.51","400,618,983.02","565,873,148.91","558,190,263.89","554,445,755.93","547,095,393.86","546,365,807.92","529,985,905.11"
递延所得税负债,,,,,,,"139,874.29","139,874.29","139,874.29","139,874.29","849,011.13","855,263.53","849,011.13","849,011.13","1,391,170.76","1,391,170.76","1,251,765.54","1,251,765.54","13,998,504.94","13,695,714.02","15,644,325.70","14,793,256.32","1,525,769.07","1,525,769.07"
在建工程,"2,885,076.23","851,434.12","5,254,663.29",,"6,284,499.42","8,936,241.68","25,303,244.06","31,025,088.97","50,265,809.25","56,884,960.14","39,761,566.26","54,206,514.97","51,156,512.04","59,147,434.49","20,765,109.33","23,478,941.83","26,283,718.09","30,816,647.64","35,335,273.87","44,377,677.04","69,756,308.96","84,626,921.19","56,184,771.64","62,804,194.31"
其他非流动负债,"18,380,000.00","5,200,000.00","1,400,000.00",,"1,400,000.00","1,400,000.00",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,"870,440.15","645,080.06","710,760.09",,,
非流动负债合计,"149,475,922.66","24,855,243.13","79,274,313.49",,"83,957,922.98","82,419,558.45","23,001,592.07","22,637,462.29","24,481,528.48","20,783,723.77","12,418,489.87","19,724,742.27","23,237,977.99","21,332,901.80","43,796,376.72","44,107,552.32","44,039,074.56","47,314,741.73","53,116,773.30","54,045,232.38","550,249,018.48","521,880,110.96","506,092,841.58","510,294,091.58"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"823,584,615.14","718,933,950.91","923,005,860.84","955,994,361.96","956,920,337.28","982,779,310.41","857,215,261.40","798,638,397.31","900,805,000.18","1,062,168,437.29","1,378,123,124.77","1,160,492,945.92","1,144,951,853.40","1,155,635,429.29","1,299,293,997.93","1,360,868,877.43","1,584,229,277.57","1,687,319,174.38","3,341,270,271.13","2,537,180,213.73","3,059,359,733.66","3,043,633,509.27","2,998,569,971.10","2,866,335,133.25"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"216,613,300.00","216,613,300.00","216,613,300.00",,"216,613,300.00","288,913,300.00","288,913,300.00","295,353,300.00","295,353,300.00","295,353,300.00","295,353,300.00","295,353,300.00","738,383,250.00","738,383,250.00","738,383,250.00","738,383,250.00","738,383,250.00","738,383,250.00","895,675,484.00","993,275,484.00","993,275,484.00","993,275,484.00","993,275,484.00","993,275,484.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"12,950,819.91","12,950,819.91","12,950,819.91",,"12,950,819.91","390,192,392.31","390,192,392.31","467,119,742.31","470,502,292.33","473,884,842.34","477,267,392.34","478,364,367.33","35,885,122.32","25,739,754.23","27,909,257.21","28,246,382.21","28,583,507.21","28,920,632.21","2,209,328,298.25","3,177,718,706.02","3,177,718,706.02","3,176,386,437.77","3,176,386,869.18","3,176,386,869.18"
无形资产,"29,288,123.25","29,023,929.85","29,007,778.82",,"28,375,247.11","28,130,229.14","34,394,084.48","35,031,266.19","35,376,823.98","35,185,131.64","37,864,515.60","38,084,547.27","37,422,313.80","37,687,416.51","36,549,604.40","36,401,455.82","36,034,484.71","35,417,637.38","117,196,899.24","114,897,994.65","114,804,868.47","134,039,028.38","76,493,925.22","73,914,647.20"
盈余公积,"27,108,033.39","36,061,208.85","46,823,847.35",,"46,823,847.35","46,823,847.35","54,984,457.29","54,984,457.29","54,984,457.29","54,984,457.29","67,602,544.30","67,602,544.30","67,602,544.30","67,602,544.30","84,066,103.05","84,066,103.05","84,066,103.05","84,066,103.05","105,889,130.98","105,889,130.98","105,889,130.98","105,889,130.98","105,889,130.98","105,889,130.98"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"79,018,800.00","39,509,400.00","39,026,400.00","39,026,400.00","38,865,400.00","38,865,400.00","15,224,160.00","15,224,160.00","15,224,160.00",,,,,
商誉,,,,,,,,,,,,,,,,,,,"2,271,491,594.77","2,271,491,594.77","2,271,491,594.77","2,271,491,594.77",,
未分配利润,"20,944,558.75","93,101,380.96","151,674,639.77",,"160,013,864.54","194,308,437.11","219,493,972.36","255,036,284.89","268,424,343.08","315,821,530.39","346,398,551.07","396,054,414.75","408,246,163.23","460,532,667.58","510,805,135.99","552,983,749.81","551,995,190.20","612,739,473.47","696,040,968.83","795,385,214.75","-31,044,022.46","44,683,843.38","-2,573,850,037.95","-2,512,687,961.94"
长期待摊费用,"3,248,348.58","7,518,036.69","7,277,932.88",,"7,566,236.41","7,784,954.14","7,151,235.64","8,731,873.51","8,345,086.78","12,191,796.12","11,932,023.84","13,053,872.25","12,292,816.71","17,106,127.99","22,205,315.99","21,997,812.58","26,458,227.21","33,371,646.73","53,475,405.67","52,060,598.98","47,365,874.93","48,410,344.87","61,204,817.81","61,805,315.18"
少数股东权益,"11,783,206.51","18,132,693.48","17,741,245.75",,"16,073,533.01","17,909,334.96","18,281,088.52","36,157,620.25","40,327,259.15","45,950,301.71","52,739,841.50","57,461,396.02","60,587,732.95","58,186,468.88","63,803,466.56","62,130,405.72","63,243,636.29","65,460,481.52","74,688,676.99","86,315,236.44","41,585,155.51","47,397,820.81","46,178,503.09","45,848,413.85"
递延所得税资产,"7,099,368.73","4,419,207.85","7,326,151.03",,"9,751,265.61","9,940,445.92","8,684,611.29","7,395,257.43","7,934,389.04","9,022,056.87","10,234,572.10","10,311,366.48","11,333,878.37","10,249,053.52","8,362,588.15","8,350,278.71","10,087,344.12","12,178,150.36","18,249,453.73","18,829,865.36","13,315,503.07","15,287,418.66","14,220,288.50","13,833,300.12"
外币报表折算价差,,"18,110.16","26,516.63",,"163,671.58","135,700.31",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,-0.01,,,,,,,,,,,,,,"125,602,398.51","122,788,680.88","21,263,763.44",,"6,879,982.08","6,745,132.08"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"241,501,978.18","240,236,545.13","242,894,436.97",,"245,793,869.25","246,670,975.50","268,206,465.05","634,301,723.64","290,837,645.04","325,128,809.02","411,728,238.97","427,586,149.04","425,666,192.93","445,433,124.39","486,765,372.06","484,780,284.10","500,334,068.64","516,053,065.13","3,191,744,614.85","3,186,931,755.63","3,096,804,429.66","3,104,600,701.73","764,999,593.17","752,738,494.00"
所有者权益(或股东权益)合计,"289,399,918.56","376,877,513.36","445,830,369.41","402,468,601.75","452,639,036.39","938,283,012.04","971,806,754.23","1,108,528,801.46","1,129,482,992.48","1,185,912,014.54","1,160,253,288.23","1,255,251,909.70","1,271,609,014.24","1,311,376,361.04","1,386,030,303.48","1,426,881,102.56","1,451,024,860.72","1,514,304,152.87","3,966,352,287.12","5,158,486,477.27","4,287,347,247.80","4,367,642,277.75","1,747,905,104.98","1,808,645,797.30"
资产总计,"1,112,984,533.70","1,095,811,464.27","1,368,836,230.25","1,358,462,963.71","1,409,559,373.67","1,921,062,322.45","1,829,022,015.63","1,907,167,198.77","2,030,287,992.66","2,248,080,451.83","2,538,376,413.00","2,415,744,855.62","2,416,560,867.64","2,467,011,790.33","2,685,324,301.41","2,787,749,979.99","3,035,254,138.29","3,201,623,327.25","7,307,622,558.25","7,695,666,691.00","7,346,706,981.46","7,411,275,787.02","4,746,475,076.08","4,674,980,930.55"
负债和所有者(或股东权益)合计,"1,112,984,533.70","1,095,811,464.27","1,368,836,230.25","1,358,462,963.71","1,409,559,373.67","1,921,062,322.45","1,829,022,015.63","1,907,167,198.77","2,030,287,992.66","2,248,080,451.83","2,538,376,413.00","2,415,744,855.62","2,416,560,867.64","2,467,011,790.33","2,685,324,301.41","2,787,749,979.99","3,035,254,138.29","3,201,623,327.25","7,307,622,558.25","7,695,666,691.00","7,346,706,981.46","7,411,275,787.02","4,746,475,076.08","4,674,980,930.55"
