科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
负债合计,"85,825,032.86","50,180,660.27","57,149,344.47","55,257,096.55","62,587,709.35","60,698,149.24","50,250,103.95","51,231,049.58","52,001,615.42","65,715,226.64","51,939,791.10"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","144,000,000.00","144,000,000.00"
油气资产,,,,,,,,,,,
资本公积,"35,134,561.00","35,134,561.00","35,134,561.00","35,134,561.00","204,056,644.00","204,056,644.00","204,056,644.00","204,056,644.00","204,056,644.00","140,056,644.00","140,056,644.00"
无形资产,"7,218,084.30","6,904,232.06","6,595,500.90","6,528,099.09","7,450,134.08","7,507,597.41","7,495,164.49","7,422,327.02","7,634,959.64","7,779,956.28","7,666,706.48"
盈余公积,"4,061,854.73","5,997,161.95","8,609,193.99","8,716,244.43","9,069,951.15","9,647,534.72","13,272,893.97","13,272,893.97","13,844,983.04","13,844,983.04","18,749,424.53"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"50,495,884.59","86,019,411.90","126,210,566.42","131,974,275.89","141,603,095.91","157,550,706.35","168,221,644.78","174,497,683.98","186,785,544.66","188,661,943.44","191,425,448.62"
长期待摊费用,"486,456.60","727,851.94","523,702.68","526,095.42","513,783.85","487,626.38","1,039,257.43","967,732.12","978,983.99","985,486.15","2,138,783.91"
少数股东权益,,,,,,,,,,,
递延所得税资产,"4,007,680.69","4,292,659.79","5,637,385.99","5,579,822.04","6,124,995.20","6,301,774.48","5,882,589.77","6,015,915.86","6,370,297.57","6,424,854.41","6,651,330.88"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,"4,270,342.54","4,468,342.54","4,468,342.54","4,468,342.54","6,843,940.71","4,931,501.34","5,435,182.19","6,431,401.34","7,249,429.27"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"25,281,642.03","25,833,301.68","31,975,167.29","31,554,440.46","32,746,276.11","32,956,698.12","68,564,387.25","89,426,592.09","122,004,215.38","108,912,674.76","118,925,248.78"
所有者权益(或股东权益)合计,"149,692,300.32","187,151,134.85","229,954,321.41","235,825,081.32","434,729,691.06","451,254,885.07","465,551,182.75","471,827,221.95","484,687,171.70","486,563,570.48","494,231,517.15"
资产总计,"235,517,333.18","237,331,795.12","287,103,665.88","291,082,177.87","497,317,400.41","511,953,034.31","515,801,286.70","523,058,271.53","536,688,787.12","552,278,797.12","546,171,308.25"
负债和所有者(或股东权益)合计,"235,517,333.18","237,331,795.12","287,103,665.88","291,082,177.87","497,317,400.41","511,953,034.31","515,801,286.70","523,058,271.53","536,688,787.12","552,278,797.12","546,171,308.25"
