科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动产生的现金流量净额,"15,500,000.00",,"-6,500,000.00","3,901,952.94","7,172,701.40","7,948,279.12","194,366,381.60","-20,381,132.23","-44,381,132.23","-44,381,132.23","-596,675.06",,"-16,000,000.00","-17,912,500.00","-17,972,315.12","-2,768,924.88","-17,852,707.84"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"22,990,000.00","5,600,000.00","500,000.00",,,,,,,,"1,138,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"23,009,650.00","5,636,288.46","536,500.00",,,,"2,400.00",,,"191,000.00","51,468,046.58","60,308,037.67","60,308,037.67","60,308,037.67","60,318,037.67",,
五、现金及现金等价物净增加额,"45,354,935.47","5,341,879.53","-21,801,821.37","-13,975,952.77","-8,436,030.89","-14,410,984.51","181,787,713.36","-52,535,960.37","-89,658,690.04","-96,160,512.11","-30,961,055.55","-25,205,203.57","-37,035,760.50","-37,207,591.63","-13,553,797.56","-48,369,841.99","-104,558,020.75"
购建固定资产、无形资产和其他长期资产支付的现金,"22,305,034.60","25,266,835.10","43,283,668.97","20,327,931.83","28,789,711.70","32,975,962.04","41,186,948.59","38,185,778.93","40,469,443.65","43,102,886.63","47,313,008.20","2,968,347.45","6,549,114.96","6,097,206.11","6,556,001.83","19,733.92","644,728.68"
期初现金及现金等价物余额,"19,871,291.61","65,226,227.08","70,568,106.61","48,766,285.24","48,766,285.24","48,766,285.24","48,766,285.24","230,553,998.60","230,553,998.60","230,553,998.60","230,553,998.60","199,592,943.05","199,592,943.05","199,592,943.05","199,592,943.05","186,039,145.49","186,039,145.49"
投资支付的现金,,,,,,,,,,,"50,000,000.00","60,000,000.00","60,000,000.00","64,900,000.00","64,900,000.00",,
期末现金及现金等价物余额,"65,226,227.08","70,568,106.61","48,766,285.24","34,790,332.47","40,330,254.35","34,355,300.73","230,553,998.60","178,018,038.23","140,895,308.56","134,393,486.49","199,592,943.05","174,387,739.48","162,557,182.55","162,385,351.42","186,039,145.49","137,669,303.50","81,481,124.74"
