科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"85,494,201.91","84,072,910.99","132,770,708.52","71,835,102.66","114,058,834.49","160,393,215.85","49,734,306.96","99,553,579.12","149,166,977.35","201,445,913.31","67,597,570.20","128,648,731.78","194,585,120.80","268,207,504.48","91,464,657.16","170,797,451.84","250,512,903.02","329,350,103.70","107,337,187.79","195,377,320.23","308,363,399.92","409,144,952.76","126,610,174.21","226,806,617.14","327,277,209.05","449,755,356.12","137,783,272.57","243,529,425.92","355,269,834.53","474,665,954.19"
取得借款收到的现金,"331,660,000.00","414,300,000.00","396,768,415.00","168,607,211.59","246,796,570.64","336,256,211.88","45,850,016.20","45,850,016.20","160,850,016.20","180,850,016.20","180,000,000.00","307,500,000.00","377,500,000.00","442,500,000.00","45,144,658.98","245,868,136.17","290,868,136.17","408,777,729.52","160,000,000.00","354,112,008.51","663,112,008.51","703,135,977.33","238,794,909.20","430,679,909.20","494,192,059.98","554,591,023.98","63,200,000.00","198,171,220.64","467,153,593.05","670,420,515.64"
支付的各项税费,"62,530,539.42","110,093,380.67","98,431,123.95","56,136,159.98","76,711,606.18","112,614,326.18","22,400,562.80","63,352,311.03","115,681,447.80","162,428,261.95","35,502,583.38","88,795,400.16","137,217,544.90","195,047,101.30","19,008,464.96","76,183,175.58","123,368,553.87","170,302,647.81","45,865,542.90","107,210,113.63","180,681,293.14","250,855,191.89","53,754,936.75","106,801,048.06","145,880,561.43","213,422,541.97","51,976,440.13","94,801,904.96","137,967,963.16","199,293,627.66"
收到其他与筹资活动有关的现金,,"54,437,027.54",,"2,098,537.86","15,395,941.59",,"8,634,594.99","16,403,138.78","5,320,181.15",,"33,417,002.78","31,415,145.46","31,235,855.87",,"1,804,318.59","8,431,952.44","7,745,692.47",,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,"3,240,359.13"
支付其他与经营活动有关的现金,"51,083,871.54","91,818,131.00","63,626,412.15","34,531,459.62","77,007,189.66","94,106,523.50","47,230,244.60","65,447,676.93","101,464,689.11","117,764,871.15","49,417,785.77","103,417,780.44","116,178,550.31","121,286,975.38","39,013,568.35","86,883,415.59","157,906,639.63","177,757,784.47","71,884,245.94","136,670,939.82","298,060,111.11","165,630,867.12","68,534,471.52","135,231,252.13","204,032,456.72","222,158,374.09","120,531,269.17","170,421,933.11","232,254,493.74","206,795,024.89"
筹资活动现金流入小计,"331,660,000.00","468,737,027.54","446,768,415.00","170,705,749.45","262,192,512.23","1,201,556,211.88","54,484,611.19","62,253,154.98","166,170,197.35","180,850,016.20","213,417,002.78","338,915,145.46","408,735,855.87","442,500,000.00","46,948,977.57","254,300,088.61","298,613,828.64","408,777,729.52","160,000,000.00","354,112,008.51","663,112,008.51","722,135,977.33","238,794,909.20","460,679,909.20","524,192,059.98","584,591,023.98","63,200,000.00","198,171,220.64","467,153,593.05","673,660,874.77"
经营活动现金流出小计,"1,434,986,288.61","1,595,778,045.46","1,793,472,632.92","1,170,026,666.97","1,818,966,001.73","2,371,630,104.81","601,270,208.49","1,250,277,097.47","1,911,181,536.64","2,515,572,125.40","634,799,202.09","1,399,772,592.29","2,209,741,848.13","2,871,307,081.30","639,805,973.18","1,551,209,580.90","2,553,998,705.42","3,311,949,333.63","780,487,195.98","1,723,111,725.05","2,849,460,759.61","3,359,006,700.79","917,261,336.65","1,867,136,854.98","2,846,702,888.10","3,913,466,564.27","1,149,729,511.85","2,360,078,331.41","3,810,739,003.18","4,880,046,261.39"
偿还债务支付的现金,"356,120,000.00","440,300,000.00","303,623,635.00","150,687,147.00","203,600,520.56","357,443,837.17","71,104,796.90","191,212,597.50","280,077,132.70","329,577,132.70","187,200,000.00","272,200,000.00","332,200,000.00","450,200,000.00","7,000,000.00","87,750,000.00","151,465,337.82","311,787,424.51","75,000,000.00","190,000,000.00","576,479,568.76","642,699,381.00","194,500,000.00","475,505,512.80","590,505,512.80","769,015,923.98","90,000,000.00","238,385,000.00","503,779,349.91","624,867,267.32"
经营活动产生的现金流量净额,"203,725,198.28","121,686,586.06","312,218,741.96","-50,180,477.64","28,346,996.07","132,166,552.33","-83,372,131.45","48,540,030.04","212,449,850.03","276,449,550.61","-61,827,972.00","46,310,517.42","61,238,813.74","204,261,994.28","-19,205,574.91","53,424,953.51","38,823,198.12","210,452,832.32","60,580,448.28","108,119,795.23","288,791,862.86","503,657,993.86","66,149,017.14","113,047,336.21","259,959,481.50","549,375,105.13","-55,918,556.67","101,306,896.67","52,805,701.60","206,063,526.79"
分配股利、利润或偿还利息支付的现金,"29,245,462.26","8,680,741.01","93,140,239.48","9,045,353.53","13,750,187.88","18,992,449.80","4,093,937.77","7,289,030.36","29,892,366.20","35,190,778.68","3,829,225.18","42,401,809.70","47,492,527.93","52,674,018.01","4,142,497.11","51,151,329.24","57,910,801.32","66,699,683.19","6,088,375.12","49,366,515.93","61,192,848.53","72,650,051.62","6,741,066.52","55,331,174.67","60,696,091.25","64,619,792.31","2,426,571.48","49,412,435.31","53,632,024.54","57,288,658.16"
收回投资收到的现金,,,"7,325,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"14,355,856.77",
支付其他与筹资活动有关的现金,"26,239,381.87",,"58,550,683.23",,"6,809,663.93","6,624,057.46",,"2,361,795.71","5,051,762.01",,"9,228,559.77","20,789,030.69","10,516,127.06",,"14,773,345.75","14,987,778.93","16,598,685.66",,,,,,,,,,,,,
取得投资收益收到的现金,,"10,917.68","1,181,731.09",,,,,,,,,,,,"679,000.00","202,015.18","-879,018.63",,,,"67,000.00","112,000.00",,,,,,,,"1,617,112.94"
筹资活动现金流出小计,"411,604,844.13","448,980,741.01","455,314,557.71","159,732,500.53","224,160,372.37","383,060,344.43","75,198,734.67","200,863,423.57","315,021,260.91","364,767,911.38","200,257,784.95","335,390,840.39","390,208,654.99","502,874,018.01","25,915,842.86","153,889,108.17","225,974,824.80","378,487,107.70","81,088,375.12","239,366,515.93","637,672,417.29","715,349,432.62","201,241,066.52","530,836,687.47","651,201,604.05","833,635,716.29","92,426,571.48","287,797,435.31","557,411,374.45","682,155,925.48"
处置固定资产、无形资产和其他长期资产收回的现金净额,"661,313.56","562,651.77","3,057,435.89","5,100.00","84,700.00","702,978.64","66,300.00","127,423.08","194,086.54","1,928,860.18","67,500.00","148,702.00","343,291.60","584,265.83","134,250.00","490,589.83","882,287.40","5,038,872.62","194,420.00","373,819.40","13,492,526.40","13,448,992.63","297,580.20","560,950.20","771,424.45","3,006,971.95","210,622.00","361,902.00","583,438.55","6,221,539.33"
筹资活动产生的现金流量净额,"-79,944,844.13","19,756,286.53","-8,546,142.71","10,973,248.92","38,032,139.86","818,495,867.45","-20,714,123.48","-138,610,268.59","-148,851,063.56","-183,917,895.18","13,159,217.83","3,524,305.07","18,527,200.88","-60,374,018.01","21,033,134.71","100,410,980.44","72,639,003.84","30,290,621.82","78,911,624.88","114,745,492.58","25,439,591.22","6,786,544.71","37,553,842.68","-70,156,778.27","-127,009,544.07","-249,044,692.31","-29,226,571.48","-89,626,214.67","-90,257,781.40","-8,495,050.71"
处置子公司及其他营业单位收到的现金净额,,,"9,839,110.54",,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00"
四、汇率变动对现金的影响,"-817,231.31","-14,832.55","-361,659.87","190,251.30","-398,376.03","165,773.20","20,976.80","-3,208.50","67,951.27","750,547.01","-138,634.32","-352,234.81","-375,025.53","-623,344.38","94,519.94","433,715.62","365,375.51","-266,115.98","51,269.35","355,930.95","-174,094.19","608,130.73","-490,368.62","478,138.09","850,566.15","1,239,181.13","35,002.83","241,477.74","-247,275.19","2,234,818.24"
收到其他与投资活动有关的现金,,,"6,658,400.00","38,338,085.76","38,338,085.76","38,338,085.76",,,,"36,473,716.71","95,274,880.40","142,529,380.40","235,217,992.74","344,508,886.29","4,620,548.78","107,989,482.06","142,333,046.79","162,609,317.67","34,521,948.67","34,521,948.67","34,521,948.67","56,157,626.46","4,500,000.00","6,500,000.00","9,020,000.00","13,582,200.00",,,"3,570,000.00","19,900,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"661,313.56","573,569.45","28,061,677.52","38,343,185.76","38,422,785.76","39,041,064.40","66,300.00","127,423.08","194,086.54","38,402,576.89","95,342,380.40","142,678,082.40","235,561,284.34","345,093,152.12","5,433,798.78","108,682,087.07","142,336,315.56","167,648,190.29","34,716,368.67","34,895,768.07","48,081,475.07","69,718,619.09","4,797,580.20","7,060,950.20","9,791,424.45","16,589,171.95","210,622.00","361,902.00","18,509,295.32","32,738,652.27"
五、现金及现金等价物净增加额,"14,216,440.84","51,320,650.17","56,392,616.28","-79,996,525.76","2,214,649.39","829,697,334.92","-131,498,979.03","-178,542,546.58","-88,010,614.88","-807,880,558.02","-13,545,184.77","52,490,173.62","20,123,214.55","27,178,233.11","-83,674,065.34","54,223,741.69","-13,985,594.01","9,224,395.43","75,354,497.25","83,679,690.30","60,798,114.61","71,779,661.75","31,125,144.25","-82,484,214.42","-52,722,794.24","16,328,170.66","-138,143,607.33","-76,291,369.32","-156,233,312.93","28,397,623.22"
购建固定资产、无形资产和其他长期资产支付的现金,"81,807,970.47","82,468,637.98","167,544,639.70","71,430,507.70","94,296,669.87","152,279,696.06","27,500,000.90","88,596,522.61","151,871,439.16","285,150,690.70","60,080,176.68","131,420,496.46","286,579,058.88","445,087,462.93","91,029,943.86","171,294,124.52","243,407,818.96","397,392,685.70","98,905,213.93","174,437,296.53","254,990,720.35","394,441,626.64","76,884,927.15","132,913,860.65","196,314,722.27","297,930,595.24","52,214,104.01","85,585,431.06","128,093,253.26","193,144,323.37"
期初现金及现金等价物余额,"51,899,854.89","66,116,295.73","117,436,945.90","173,829,562.18","173,829,562.18","173,829,562.18","1,006,865,347.88","1,003,526,897.10","1,003,526,897.10","1,003,526,897.10","195,646,339.08","195,646,339.08","195,646,339.08","195,646,339.08","222,824,572.19","222,824,572.19","222,824,572.19","222,824,572.19","232,048,967.62","235,046,441.28","238,959,372.47","238,959,372.47","310,739,034.22","310,739,034.22","310,739,034.22","310,739,034.22","327,067,204.88","327,067,204.88","327,067,204.88","327,067,204.88"
投资支付的现金,,"7,325,000.00",,,,,,,,,,"8,250,000.00","8,250,000.00","8,250,000.00",,,,,,,"1,250,000.00","1,250,000.00",,,,,,,"1,000,000.00","1,000,000.00"
期末现金及现金等价物余额,"66,116,295.73","117,436,945.90","173,829,562.18","93,833,036.42","176,044,211.57","1,003,526,897.10","875,366,368.85","824,984,350.52","915,516,282.22","195,646,339.08","182,101,154.31","248,136,512.70","215,769,553.63","222,824,572.19","139,150,506.85","277,048,313.88","208,838,978.18","232,048,967.62","307,403,464.87","318,726,131.58","299,757,487.08","310,739,034.22","341,864,178.47","228,254,819.80","258,016,239.98","327,067,204.88","188,923,597.55","250,775,835.56","170,833,891.95","355,464,828.10"
