科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
分配股利、利润或偿还利息支付的现金,"23,904,274.24","54,448,842.49","70,085,326.99","73,093,929.91","89,980,654.33","10,348,020.75","57,415,573.37","58,820,275.88","78,486,028.86","1,382,203.10","50,835,846.35","53,758,907.81","64,543,391.06","5,886,356.28","27,600,553.97","39,032,580.31","46,427,382.66","3,239,983.33","6,393,987.66","8,631,201.31","12,337,040.48","2,937,500.00","26,896,082.35","29,513,165.68","34,643,392.87","2,020,000.00","61,615,666.67","64,257,646.95","66,090,563.62","1,987,500.00","30,809,616.85","34,828,783.52","36,842,416.67","1,987,500.00"
收回投资收到的现金,,"578,555.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"126,417,118.95","40,664,629.01",,"83,161,280.76","980,000.00","111,200.00","60,795,152.16","33,339,149.39","104,448,035.00",,"571,965.00","1,501,965.00","951,965.00",,"1,438,035.00","270,000.00","1,438,035.00",,,,,,,,"240,000.00",,,,"226,415.09",,,,,
取得投资收益收到的现金,,"927,816.28",,,,,,,,,"100,000.00","2,940,520.00","100,000.00",,"104,000.00","104,000.00","14,750,753.85",,"4,415,571.34","7,957,112.44","17,185,878.41","6,847,917.52","8,947,702.44","12,189,778.56","17,368,070.11","1,145,671.22","1,665,013.66","10,103,720.24","10,672,703.33","1,207,145.66","4,771,881.64","9,163,328.37","27,077,401.63","4,432,499.25"
筹资活动现金流出小计,"764,550,513.19","665,643,471.50","982,690,738.99","417,934,878.58","704,557,493.66","151,859,220.75","476,110,725.53","522,030,165.27","636,820,873.86","52,882,203.10","137,907,811.35","434,760,872.81","445,008,930.02","16,886,356.28","72,038,588.97","83,302,580.31","92,031,654.66","24,239,983.33","26,393,987.66","326,631,201.31","330,317,560.96","2,937,500.00","27,596,082.35","30,213,165.68","34,883,392.87","2,020,000.00","61,615,666.67","64,257,646.95","366,316,978.71","1,987,500.00","30,809,616.85","34,828,783.52","36,842,416.67","1,987,500.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,528,697.20","235,438.01","10,000,000.00","25,249,867.40","25,631,757.02",777.40,777.40,777.40,"245,030.53","50,000.00","53,997.80","5,053,997.80","53,724.92",,253.00,253.00,"1,291,204.93",,,,"487,322.48",,,,"1,926.50",,,,"2,044.44",,,,"5,447,132.30",
筹资活动产生的现金流量净额,"31,449,486.81","32,786,528.50","32,920,823.07","-179,825,565.55","1,765,376,848.51","-27,359,220.75","-156,610,725.53","-107,530,165.27","-206,620,873.86","-41,882,203.10","-126,907,811.35","-92,760,872.81","-103,008,930.02","-5,886,356.28","-41,038,588.97","-52,302,580.31","-60,981,654.66","-24,239,983.33","-26,393,987.66","-176,631,201.31","-30,317,560.96","-2,937,500.00","-27,596,082.35","-30,213,165.68","-34,883,392.87","-2,020,000.00","-61,615,666.67","-64,257,646.95","-66,316,978.71","-1,987,500.00","-30,809,616.85","-34,828,783.52","-18,135,416.67","-1,987,500.00"
处置子公司及其他营业单位收到的现金净额,"3,329,348.00",,"4,925.65",,,,,,,,,,"7,258,866.12",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-8,657,450.83","3,921,532.87","-109,039.00","-1,754,780.69","-1,317,825.35","-497,587.87","-958,094.96","-1,810,852.77","-974,040.04","571,458.18","224,652.94","2,225,615.77","8,497.34","-1,665,463.54","-2,215,866.20","-2,805,081.36","-3,485,910.09","686,491.22","887,245.43","2,124,743.23","-2,897,234.91","909,876.70","-679,181.75","10,310,464.10","13,639,820.99","2,295,312.40","8,949,968.77","12,882,153.87","37,096,235.16","1,196,758.66","6,825,759.52","-9,938,961.70","-30,973,485.97","-2,523,773.15"
收到其他与投资活动有关的现金,,,,,,,,"5,729,166.67","30,883,843.34",,,,"3,270,000.00",,,,"2,025,370,348.00",,"220,000,000.00","290,000,000.00","1,206,300,000.00","355,000,000.00","636,000,000.00","968,000,000.00","1,960,302,993.96","125,000,000.00","245,000,000.00","589,000,000.00","729,020,104.68","133,000,000.00","421,160,865.12","809,091,000.00","1,031,000,000.00","230,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,858,045.20","1,741,809.51","10,004,925.65","25,249,867.40","25,631,757.02",777.40,777.40,"5,729,944.07","31,128,873.87","50,000.00","153,997.80","7,994,517.80","10,682,591.04",,"104,253.00","104,253.00","2,041,412,306.78",,"224,415,571.34","297,957,112.44","1,223,973,200.89","361,847,917.52","644,947,702.44","980,189,778.56","1,977,672,990.57","126,145,671.22","246,665,013.66","599,103,720.24","739,694,852.45","134,207,145.66","425,932,746.76","818,254,328.37","1,063,524,533.93","234,432,499.25"
五、现金及现金等价物净增加额,"69,183,121.85","-10,938,423.94","361,155,824.47","-307,997,425.98","1,634,823,534.98","-659,227,928.05","-825,055,784.80","-1,031,818,605.32","-684,201,650.89","-316,613,004.25","-438,718,028.62","-357,684,364.50","-2,396,403.69","-99,499,993.65","-127,653,682.70","-232,125,596.03","-354,757,205.21","-20,056,885.73","-121,326,298.67","-263,285,485.45","-272,999,538.64","184,106,387.41","32,615,313.70","-153,476,950.38","496,315,824.39","-14,548,491.70","116,602,106.20","342,786,426.56","281,428,552.26","-373,948,221.89","-288,266,002.55","-287,849,640.83","-491,285,993.33","-103,376,548.32"
购建固定资产、无形资产和其他长期资产支付的现金,"93,338,912.49","161,647,391.92","60,742,097.69","24,148,651.70","39,345,924.95","12,548,455.66","42,324,048.89","103,410,074.68","155,083,800.98","57,210,002.83","119,654,443.79","199,788,732.55","268,953,778.18","51,579,293.86","105,895,982.02","140,475,286.48","110,393,162.60","36,669,170.27","87,604,357.45","141,716,451.95","143,288,255.38","20,889,376.19","28,190,809.32","35,866,972.27","71,633,208.71","28,230,587.45","54,463,398.52","67,315,282.03","44,079,686.39","36,613,726.87","39,921,337.54","54,174,890.88","39,708,941.27","41,060,797.73"
期初现金及现金等价物余额,"122,680,463.96","191,863,585.81","180,925,161.87","542,080,986.34","542,080,986.34","2,176,904,521.32","2,176,904,521.32","2,176,904,521.32","2,176,904,521.32","1,492,702,870.43","1,492,702,870.43","1,492,702,870.43","1,492,702,870.43","1,490,306,466.74","1,490,306,466.74","1,490,306,466.74","1,490,306,466.74","1,135,549,261.53","1,135,549,261.53","1,135,549,261.53","1,135,549,261.53","862,549,722.89","862,549,722.89","862,549,722.89","862,549,722.89","1,358,865,547.28","1,358,865,547.28","1,358,865,547.28","1,358,865,547.28","1,640,294,099.54","1,640,294,099.54","1,640,294,099.54","1,640,294,099.54","1,149,008,106.21"
投资支付的现金,"4,000,000.00",,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"5,084,015.59",,,"7,547,551.30",,,,,
期末现金及现金等价物余额,"191,863,585.81","180,925,161.87","542,080,986.34","234,083,560.36","2,176,904,521.32","1,517,676,593.27","1,351,848,736.52","1,145,085,916.00","1,492,702,870.43","1,176,089,866.18","1,053,984,841.81","1,135,018,505.93","1,490,306,466.74","1,390,806,473.09","1,362,652,784.04","1,258,180,870.71","1,135,549,261.53","1,115,492,375.80","1,014,222,962.86","872,263,776.08","862,549,722.89","1,046,656,110.30","895,165,036.59","709,072,772.51","1,358,865,547.28","1,344,317,055.58","1,475,467,653.48","1,701,651,973.84","1,640,294,099.54","1,266,345,877.65","1,352,028,096.99","1,352,444,458.71","1,149,008,106.21","1,045,631,557.89"
