科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"14,379,924.65","16,981,721.10","21,547,472.07","10,645,366.84","18,245,022.60","23,692,338.52","7,476,980.71","13,537,907.08","21,952,669.97","33,471,555.41","10,860,822.62","17,411,311.13","28,200,924.81","35,223,460.89","11,742,774.61","18,944,083.16","28,627,752.48","39,085,475.66","14,072,163.40","20,558,707.08","32,044,112.00","40,670,132.95","8,939,601.77","18,867,925.28","29,713,343.14","48,467,859.13","12,999,140.10","23,828,591.02"
取得借款收到的现金,"239,864,744.22","249,229,442.54","675,974,226.04","283,319,815.37","343,629,410.82","443,634,339.77","98,353,560.72","204,604,252.61","325,230,929.43","384,060,430.50","55,292,086.29","109,556,807.69","149,106,416.66",,,,,,,,,,,,,,,"100,000,000.00"
支付的各项税费,"20,844,509.02","24,713,601.96","28,953,509.69","13,591,524.97","16,047,155.74","27,960,614.45","12,155,655.32","26,460,292.42","36,437,485.77","39,273,333.45","10,304,550.34","17,298,443.20","33,265,189.25","30,804,220.11","15,844,028.41","26,904,572.56","36,196,322.07","45,347,677.46","8,467,970.11","19,554,824.71","17,045,428.10","27,500,360.10","4,131,900.59","7,920,973.82","14,163,679.51","34,489,861.67","15,441,853.43","21,089,953.02"
收到其他与筹资活动有关的现金,,,,,,,,,,"20,000,000.00",,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"13,733,230.71","19,001,607.25","24,279,957.42","6,178,934.67","14,725,129.90","23,420,434.82","3,738,582.71","7,518,076.96","11,403,186.61","36,108,468.97","3,914,511.12","11,424,455.52","18,433,245.64","40,372,838.55","3,089,624.24","12,481,598.63","16,806,751.79","35,824,558.81","27,154,619.68","8,357,941.47","29,078,949.11","44,282,777.55","18,134,346.47","16,678,603.91","28,479,301.93","62,674,213.38","8,317,018.98","25,767,277.00"
筹资活动现金流入小计,"239,864,744.22","249,229,442.54","675,974,226.04","603,191,359.68","663,500,955.13","763,505,884.08","98,353,560.72","204,604,252.61","325,230,929.43","404,060,430.50","55,292,086.29","109,556,807.69","149,106,416.66",,,,,,"42,722,803.00","42,722,803.00","48,316,720.99","42,722,803.00","1,561,500.00","1,561,500.00","1,561,500.00","1,561,500.00",,"100,000,000.00"
经营活动现金流出小计,"768,184,777.79","1,262,208,952.17","1,419,230,296.79","675,838,186.59","1,032,615,601.02","1,353,881,686.22","361,896,205.07","684,635,077.05","1,035,184,003.89","1,349,990,799.87","291,301,416.70","647,091,352.57","985,053,772.13","1,284,184,249.90","362,998,577.84","721,986,946.40","962,253,650.15","1,113,175,267.42","283,267,215.80","504,808,914.53","807,185,276.31","960,475,287.01","241,086,223.87","525,708,009.35","810,233,906.59","1,109,848,574.81","417,189,140.98","948,370,757.30"
偿还债务支付的现金,"237,093,129.35","246,283,136.62","560,428,982.71","350,608,184.09","462,793,706.23","560,749,190.64","114,053,158.30","216,496,127.41","358,025,734.42","447,575,953.08","61,155,164.75","101,004,274.22","132,911,602.23",,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"169,915,218.88","61,462,053.26","-31,641,526.28","52,733,083.68","110,083,489.56","138,518,725.21","-37,004,100.69","-48,519,409.44","-68,532,799.85","45,505,785.40","7,430,697.11","-54,778,155.78","-25,336,354.60","59,315,780.83","-37,417,070.91","-58,982,736.67","-55,724,662.94","-37,035,261.20","-30,642,061.38","11,273,772.48","13,777,327.16","54,093,171.59","20,544,927.29","225,158.35","46,258,591.10","34,633,915.84","75,230,699.97","21,359,573.55"
分配股利、利润或偿还利息支付的现金,"17,724,410.23","3,946,839.25","47,091,482.54","3,030,156.22","4,147,959.41","11,021,485.06","3,144,519.87","15,298,216.20","22,702,015.28","24,114,144.79","326,376.01","699,787.21","22,028,634.63","22,723,476.91","1,438,948.68","2,610,649.77","21,942,902.12","19,000,000.00","2,261.22","17,845,538.53","31,199,997.31","31,199,997.31","290,403.36","13,620,693.10","13,793,733.99","13,613,266.32","534,795.46","40,793,993.39"
收回投资收到的现金,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","1,344,280,000.00",,"954,170,000.00","1,180,170,000.00","1,800,620,000.03","447,250,000.00","847,248,862.06",,,,,,,,"100,000.00","5,000,000.00",,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,"27,513,375.03",,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,"10,782,012.98",,,,"21,229,895.19","5,962,869.64",,,,,,,,,,,,,
筹资活动现金流出小计,"254,817,539.58","250,229,975.87","607,520,465.25","353,638,340.31","466,941,665.64","571,770,675.70","117,197,678.17","231,794,343.61","380,727,749.70","471,690,097.87","61,481,540.76","101,704,061.43","154,940,236.86","50,236,851.94","1,438,948.68","2,610,649.77","21,942,902.12","19,000,000.00","2,261.22","17,845,538.53","31,199,997.31","31,199,997.31","290,403.36","13,620,693.10","13,793,733.99","13,613,266.32","534,795.46","40,793,993.39"
处置固定资产、无形资产和其他长期资产收回的现金净额,"51,167.50",,"48,100.00","50,453.02","47,800.00","47,800.00",,,,,,,,,,,,"39,800.00",,,,"168,739.89",,,,,,"21,251.28"
筹资活动产生的现金流量净额,"-14,952,795.36","-1,000,533.33","68,453,760.79","249,553,019.37","196,559,289.49","191,735,208.38","-18,844,117.45","-27,190,091.00","-55,496,820.27","-67,629,667.37","-6,189,454.47","7,852,746.26","-5,833,820.20","-50,236,851.94","-1,438,948.68","-2,610,649.77","-21,942,902.12","-19,000,000.00","42,720,541.78","24,877,264.47","17,116,723.68","11,522,805.69","1,271,096.64","-12,059,193.10","-12,232,233.99","-12,051,766.32","-534,795.46","59,206,006.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-109,218.38","-340,245.94","-618,734.08","-1,410,828.40","-2,053,501.19","-67,713.28","-455,205.25","3,146,545.87","4,530,432.79","5,636,570.10","429,891.74","-44,883.26","-184,242.20","328,494.22","-1,088,724.08","-2,268,229.28","-4,275,566.17","180,289.99","-313,143.84","287,700.24","402,093.96","-586,631.61","-153,528.99","-584,715.05","-1,086,886.25","-1,285,683.60","-725,117.68","76,118.99"
收到其他与投资活动有关的现金,,"54,524,000.00",,"9,573,000.00","68,643,000.00","68,643,000.00",,,,,"5,285,750.47","8,576,861.70","12,681,111.23",,,"9,691,937.01","351,053,852.03","329,826,933.41","135,976,983.35","116,005,644.42","130,607,675.11","158,538,490.07","31,528.77","352,801.81","410,364.73","1,433,310.71","229,530.14","234,358.91"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"51,167.50","54,524,000.00","48,100.00","9,623,453.02","68,690,800.00","68,690,800.00","20,000,000.00","20,000,000.00","20,000,000.00","1,355,062,012.98","5,285,750.47","962,746,861.70","1,192,851,111.23","1,821,849,895.22","453,212,869.64","856,940,799.07","351,053,852.03","329,866,733.41","135,976,983.35","116,005,644.42","130,607,675.11","158,707,229.96","31,528.77","452,801.81","5,410,364.73","1,433,310.71","229,530.14","255,610.19"
五、现金及现金等价物净增加额,"65,678,928.21","109,737,021.38","-6,731,273.01","308,487,336.04","369,046,990.68","393,808,746.09","-36,512,831.10","-53,288,242.12","-101,885,717.59","-419,274,699.35","5,275,416.59","-21,731,191.37","-114,744,400.37","-46,068,651.77","-46,338,618.71","235,112,445.59","256,396,188.17","229,401,596.68","141,956,800.75","106,284,211.82","47,464,993.92","18,655,840.77","-54,388,149.05","-102,932,776.03","-203,699,400.70","-224,450,420.75","5,447,375.07","-16,767,837.91"
购建固定资产、无形资产和其他长期资产支付的现金,"32,110,977.15","4,908,252.61","8,999,873.44","2,011,391.63","4,233,087.18","5,068,274.22","209,407.71","725,287.55","2,386,530.26","3,569,400.46","1,681,468.26","2,330,117.83","5,377,341.68","6,705,970.07","596,383.43","12,134,794.15","12,714,532.63","44,610,165.52","5,785,519.16","46,160,169.79","114,438,825.99","205,080,734.86","60,082,172.76","78,966,828.04","184,649,236.29","240,180,197.38","68,752,941.90","82,665,147.25"
期初现金及现金等价物余额,"84,521,382.19","150,200,310.40","259,937,331.78","253,206,058.77","253,206,058.77","253,206,058.77","647,014,804.86","647,014,804.86","647,014,804.86","647,014,804.86","227,740,105.51","227,740,105.51","227,740,105.51","227,740,105.51","209,184,828.77","209,184,828.77","209,184,828.77","181,671,453.74","426,425,063.99","411,073,050.42","411,073,050.42","411,073,050.42","429,728,891.19","429,728,891.19","429,728,891.19","429,728,891.19","205,278,470.44","205,278,470.44"
投资支付的现金,,,,,,,,,,"1,754,280,000.00",,"935,177,642.46","1,270,863,752.92","1,870,620,000.03","459,010,361.25","545,831,943.61",,,,,,,,,,,,
期末现金及现金等价物余额,"150,200,310.40","259,937,331.78","253,206,058.77","561,693,394.81","622,253,049.45","647,014,804.86","610,501,973.76","593,726,562.74","545,129,087.27","227,740,105.51","233,015,522.10","206,008,914.14","112,995,705.14","181,671,453.74","162,846,210.06","444,297,274.36","465,581,016.94","411,073,050.42","568,381,864.74","517,357,262.24","458,538,044.34","429,728,891.19","375,340,742.14","326,796,115.16","226,029,490.49","205,278,470.44","210,725,845.51","188,510,632.53"
