科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"9,285,423.33","20,702,883.31","7,286,888.77","29,168,803.83","10,562,788.76","18,694,984.20","31,709,443.75","41,433,723.18","16,203,472.69","29,815,294.04","49,686,287.36","65,461,310.35","24,801,617.01","45,266,692.33","73,250,640.80","94,267,141.32","32,177,336.40","64,035,566.07","98,435,832.50","132,366,803.11","43,398,068.55","80,961,872.22","129,381,635.09","136,705,374.25","50,810,183.25","90,305,068.26","140,546,121.35","180,653,574.02","69,568,040.19","124,678,852.79","196,704,986.87","233,777,311.75","90,868,370.36","158,968,985.51","244,556,319.26"
取得借款收到的现金,"85,000,000.00","160,000,000.00","25,000,000.00","240,000,000.00",,"65,000,000.00","65,000,000.00","65,000,000.00",,,,,,,,,,,,"250,000,000.00",,,,,,,,,"50,000,000.00","99,429,500.00","324,429,500.00","424,429,500.00",,"260,000,000.00","360,000,000.00"
支付的各项税费,"10,778,245.52","38,081,320.75","16,552,435.65","61,597,910.99","9,674,791.86","13,686,107.83","37,487,788.58","44,492,574.65","21,595,144.60","32,910,276.23","43,543,396.24","44,678,865.76","28,181,564.76","32,204,803.84","46,085,641.84","57,547,370.55","14,444,171.84","20,773,288.11","34,995,124.09","35,027,527.88","11,590,142.08","18,831,395.41","30,109,143.69","37,122,412.89","8,076,740.36","11,941,621.79","41,478,779.86","48,393,036.31","6,374,530.04","11,460,374.66","31,179,405.99","41,761,215.98","23,455,500.77","38,563,814.58","65,533,611.99"
收到其他与筹资活动有关的现金,,,,,,,,"75,750.00","2,522,162.10","2,522,162.10","32,949,506.22","35,819,021.23","6,199,592.24","7,583,064.41","34,058,107.28",,,,,,,,,,,,,"107,359,000.00","177,594.37","30,121,993.57","123,373,237.02","61,537,654.00",,,
支付其他与经营活动有关的现金,"18,972,733.91","36,082,935.08","3,474,531.58","29,695,525.94","5,378,360.09","15,667,108.31","22,545,335.07","35,500,512.16","5,703,272.23","20,087,995.58","29,980,635.84","43,035,250.71","9,927,635.11","21,972,938.73","34,744,024.68","43,245,225.13","8,111,238.37","23,486,281.20","38,622,889.76","54,766,977.11","18,380,237.43","31,324,602.99","45,981,105.07","61,609,713.08","18,973,319.64","33,218,402.64","49,149,255.90","64,200,830.13","19,391,364.99","36,988,409.21","61,799,290.84","153,421,724.17","21,829,677.85","43,631,077.41","61,073,336.06"
筹资活动现金流入小计,"85,000,000.00","160,000,000.00","25,000,000.00","240,000,000.00",,"65,000,000.00","1,940,500,000.00","1,940,575,750.00","2,522,162.10","2,522,162.10","32,949,506.22","35,819,021.23","6,199,592.24","7,583,064.41","34,058,107.28",,,,,"250,000,000.00",,,,,,,,"205,359,000.00","50,177,594.37","129,551,493.57","1,053,757,130.62","1,088,612,491.09",,"260,000,000.00","360,000,000.00"
经营活动现金流出小计,"344,441,015.15","275,475,337.33","49,473,633.55","333,124,222.56","48,538,606.08","89,852,344.55","166,725,185.28","261,481,720.69","105,873,684.72","189,527,724.81","270,073,096.64","365,626,213.57","96,437,094.04","175,583,333.29","302,239,423.84","444,503,042.00","103,162,053.41","247,302,287.08","384,454,498.92","540,325,172.68","187,958,951.86","315,764,799.95","447,788,733.07","504,119,560.92","132,944,134.32","257,403,433.17","393,823,819.38","525,733,877.99","218,188,529.73","457,683,392.05","561,967,757.53","965,314,834.53","210,317,200.86","395,054,562.64","634,371,943.79"
偿还债务支付的现金,,"100,000,000.00","70,000,000.00","170,000,000.00","22,000,000.00","80,000,000.00","280,000,000.00","280,000,000.00",,,,,,,,,,,,,"250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00",,,,"20,000,000.00",,"10,000,000.00","10,000,000.00","150,000,000.00","79,868,500.00","192,379,372.00","305,029,372.00"
经营活动产生的现金流量净额,"-101,465,030.43","27,031,279.58","86,274,200.66","14,570,449.37","-16,218,623.96","43,802,628.11","625,421.28","-37,824,199.19","-53,455,775.32","1,405,190.59","-22,050,919.21","-716,132.13","-54,458,276.94","-113,436,540.51","-179,403,804.85","-250,717,685.79","-66,351,001.21","-162,666,932.72","-98,542,809.31","-39,645,348.99","-136,762,231.59","-215,345,064.10","-264,836,422.05","-58,480,770.97","-74,335,178.48","-107,324,889.10","-141,421,457.10","53,258,852.18","-120,382,326.47","-261,820,881.59","-202,106,015.56","-123,323,214.26","-118,927,039.07","-141,180,128.63","-175,749,017.04"
分配股利、利润或偿还利息支付的现金,"773,550.00","8,606,464.37","1,654,062.50","40,394,826.33","2,494,203.00","4,896,649.50","6,192,053.25","6,192,053.25",,,"111,628,164.84","120,367,018.67",,"35,472,616.17","143,995,300.34","140,101,048.84",,"7,950,000.00","28,739,000.52","28,739,000.52","279,222.22","8,471,912.34","11,800,885.80","11,818,118.23",,"8,277,670.47","12,000,000.00","11,697,300.23","9,320,163.36","10,641,676.22","15,861,928.02","18,023,243.46","2,762,920.58","15,514,641.66","20,513,712.09"
收回投资收到的现金,,,,,,,,,,,,,,,,,,"400,000,000.00","550,000,000.00","910,000,000.00","100,000,000.00","421,800,000.00","749,800,000.00","928,800,000.00","200,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00",,,,"100,000,000.00","180,000,000.00","340,000,000.00","490,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"8,882,464.60","16,902,060.36",,,,,,"104,683.39",,,,"23,850.00","23,850.00",,,,,,,,,"1,835,404.93","12,278.94","22,262.06","108,950,909.17",,"2,784.17","7,650,000.00","7,650,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"4,841,640.00","7,412,324.60","15,174,516.38","1,223,561.64","5,588,748.49","8,697,874.63","11,061,775.99","1,394,684.92","3,663,968.03","3,663,968.03","3,663,968.03",,,,"224,374.50","601,181.23","1,739,199.04","3,274,123.70"
筹资活动现金流出小计,"773,550.00","108,606,464.37","71,654,062.50","210,394,826.33","24,494,203.00","84,896,649.50","295,074,517.85","303,094,113.61",,,"111,628,164.84","120,367,018.67",,"35,577,299.56","143,995,300.34","140,101,048.84",,"7,973,850.00","28,762,850.52","28,739,000.52","250,279,222.22","258,471,912.34","261,800,885.80","261,818,118.23",,"8,277,670.47","12,000,000.00","33,532,705.16","9,332,442.30","20,663,938.28","134,812,837.19","168,023,243.46","82,634,204.75","215,544,013.66","333,193,084.09"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"61,000.00",,,,,,,,,,,"41,000.00","41,000.00","116,000.00","116,000.00",,"1,255.96","1,255.96","1,255.96",,"17,500.00","48,105.77","420,900.77","108,709.36","110,234.44","112,932.37","163,743.83",,,494.12,"26,838.90","46,890.25",230.00,230.00
筹资活动产生的现金流量净额,"84,226,450.00","51,393,535.63","-46,654,062.50","29,605,173.67","-24,494,203.00","-19,896,649.50","1,645,425,482.15","1,637,481,636.39","2,522,162.10","2,522,162.10","-78,678,658.62","-84,547,997.44","6,199,592.24","-27,994,235.15","-109,937,193.06","-140,101,048.84",,"-7,973,850.00","-28,762,850.52","221,260,999.48","-250,279,222.22","-258,471,912.34","-261,800,885.80","-261,818,118.23",,"-8,277,670.47","-12,000,000.00","171,826,294.84","40,845,152.07","108,887,555.29","918,944,293.43","920,589,247.63","-82,634,204.75","44,455,986.34","26,806,915.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-253,720.48","-755,526.74","979,128.74","4,909,076.63","-805,660.02","-2,454,123.17","914,425.74","-461,776.36","-158,273.25","-7,776.99","-2,564,872.66","-3,633,062.65","658,512.83","-517,998.23","-628,276.12","-835,742.55","-109,147.28","341,737.25","-436,115.73","-451,933.86","-115,720.86","-17,699.46","-752,779.38","61,620.04","-416,863.75","-265,962.12","430,461.84","645,045.95","625,636.21","-192,951.94","-132,488.29","1,153,660.83","24,439.93","769,439.98","797,773.87"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,"36,814,283.57","12,450,611.00","12,915,755.41","12,978,657.75","13,076,057.64","161,876.50","161,876.50","161,876.50",,,"38,045.70","38,045.70","5,898,086.80",,,,"7,009,571.84",,"29,800,000.00","29,800,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"61,000.00",,,,,,,,,,,"41,000.00","41,000.00","116,000.00","36,930,283.57","12,450,611.00","417,758,651.37","570,392,238.31","938,251,829.98","101,385,438.14","427,568,124.99","758,707,856.90","940,282,676.76","201,503,394.28","363,812,248.17","363,814,946.10","369,725,798.66",,,494.12,"107,260,785.24","180,648,071.48","371,539,429.04","523,074,353.70"
五、现金及现金等价物净增加额,"-27,028,185.04","21,138,206.34","38,582,550.91","37,781,804.40","-54,320,633.10","4,869,256.90","1,618,722,304.92","1,556,131,790.01","-63,955,431.76","-27,850,313.07","-158,483,966.05","-189,438,379.88","-91,339,884.43","-224,463,689.71","-415,163,510.13","-529,872,380.59","-649,644,163.54","-732,477,082.81","-688,282,442.74","-45,951,039.66","-633,903,349.99","-685,807,055.63","-788,784,430.22","-469,156,036.99","-270,835,403.15","-159,693,589.74","-265,695,744.30","-41,159,899.68","-99,497,724.74","-191,352,302.20","344,842,943.93","336,456,250.84","-375,022,381.01","-315,815,088.23","-488,082,911.89"
购建固定资产、无形资产和其他长期资产支付的现金,"9,535,884.13","56,592,082.13","2,016,715.99","11,302,895.27","12,802,146.12","16,582,598.54","28,240,346.62","43,063,870.83","12,863,545.29","31,769,888.77","55,189,515.56","100,541,187.66","43,780,712.56","82,555,915.82","125,310,236.10","175,148,186.98","95,634,626.05","179,936,688.71","220,932,905.49","255,366,586.27","48,131,613.46","69,740,504.72","91,302,199.89","160,401,444.59","37,586,755.20","47,637,316.22","116,519,695.14","134,172,391.31","20,586,186.55","38,226,023.96","71,363,339.77","169,224,228.60","14,133,648.60","56,599,814.96","138,212,938.33"
期初现金及现金等价物余额,"53,447,866.31","26,419,681.27","47,557,887.61","47,557,887.61","85,339,692.01","85,339,692.01","85,339,692.01","85,339,692.01","1,641,471,482.02","1,641,471,482.02","1,641,471,482.02","1,641,471,482.02","1,452,033,102.14","1,452,033,102.14","1,452,033,102.14","1,452,033,102.14","922,660,721.55","922,160,721.55","922,660,721.55","922,160,721.55","876,209,681.89","876,209,681.89","876,209,681.89","876,209,681.89","407,053,644.90","407,053,644.90","407,053,644.90","456,806,307.73","420,480,408.05","415,646,408.05","420,480,408.05","415,646,408.05","752,102,658.89","752,102,658.89","752,102,658.89"
投资支付的现金,,,,,,,,,,,,,,,,,"500,000,000.00","800,000,000.00","910,000,000.00","910,000,000.00","300,000,000.00","569,800,000.00","928,800,000.00","928,800,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00",,,"300,500,000.00","100,000,000.00","340,000,000.00","490,000,000.00","670,000,000.00"
期末现金及现金等价物余额,"26,419,681.27","47,557,887.61","86,140,438.52","85,339,692.01","31,019,058.91","90,208,948.91","1,704,061,996.93","1,641,471,482.02","1,577,516,050.26","1,613,621,168.95","1,482,987,515.97","1,452,033,102.14","1,360,693,217.71","1,227,569,412.43","1,036,869,592.01","922,160,721.55","273,016,558.01","189,683,638.74","234,378,278.81","876,209,681.89","242,306,331.90","190,402,626.26","87,425,251.67","407,053,644.90","136,218,241.75","247,360,055.16","141,357,900.60","415,646,408.05","320,982,683.31","224,294,105.85","765,323,351.98","752,102,658.89","377,080,277.88","436,287,570.66","264,019,747.00"
