科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付的各项税费,"1,484,893,660.65","1,301,668,455.13","1,404,477,016.15","1,010,709,138.61","1,307,980,641.34","1,602,649,975.45","347,199,358.90","639,622,063.60","829,641,066.11","1,296,295,345.11","375,945,909.30","702,213,846.20"
收到其他与筹资活动有关的现金,"15,870,000.00",,,,,,,,,"720,000,000.00",,
支付其他与经营活动有关的现金,"1,960,271,583.45","2,814,562,348.41","2,019,542,447.29","1,098,039,542.35","1,477,049,898.31","3,455,063,298.08","1,288,090,173.80","2,142,987,245.09","2,731,741,878.43","3,466,597,282.24","1,450,083,794.15","3,491,407,341.95"
筹资活动现金流入小计,"12,425,912,461.06","12,164,440,119.50","12,460,775,020.58","5,315,490,000.00","7,824,760,000.00","11,909,640,000.00","2,160,671,840.00","7,054,348,178.24","9,973,698,178.24","13,011,275,268.81","2,851,150,000.00","5,836,700,000.00"
经营活动现金流出小计,"42,562,306,995.58","36,976,813,617.20","38,883,982,388.30","18,980,559,693.75","26,637,576,320.77","43,588,228,004.76","14,803,938,138.47","23,365,548,202.19","34,015,879,298.72","43,290,998,175.75","18,260,664,832.09","27,654,372,995.09"
偿还债务支付的现金,"9,742,480,000.00","11,579,958,833.29","11,358,898,526.80","6,060,760,000.00","8,491,060,000.00","12,882,156,333.33","2,601,800,000.00","7,902,783,166.67","10,567,270,578.45","14,386,783,166.67","2,472,400,000.00","6,762,734,738.24"
经营活动产生的现金流量净额,"-612,973,848.41","306,894,575.98","1,339,544,845.20","-757,176,941.04","-249,434,132.11","-571,973,521.60","-313,495,351.34","898,181,232.25","807,895,869.57","2,847,269,427.53","-973,930,884.98","37,044,644.85"
分配股利、利润或偿还利息支付的现金,"1,403,929,196.96","1,474,324,667.28","1,342,837,253.08","697,086,647.75","1,051,191,793.33","1,349,962,883.33","256,201,572.05","644,707,591.23","815,681,288.41","1,078,845,168.61","238,978,292.85","514,969,870.87"
收回投资收到的现金,"200,000.00","437,508,258.14",,,,,,"28,320,543.00","31,467,270.00","40,467,270.00",,"28,000,000.00"
支付其他与筹资活动有关的现金,"123,740,315.66","109,059,218.55","84,900,720.37","40,530,475.96","67,443,535.06","71,515,260.46","21,608,964.40","30,556,425.99","44,403,923.88","247,157,636.87",,
取得投资收益收到的现金,"9,661,272.86","13,748,708.69","13,725,339.72","238,000.00","8,169,993.16","9,388,589.83","96,000.00","2,056,000.00","13,669,024.24","18,531,525.12","1,255,471.70","2,849,493.40"
筹资活动现金流出小计,"11,270,149,512.62","13,163,342,719.12","12,786,636,500.25","6,798,377,123.71","9,609,695,328.39","14,303,634,477.12","2,879,610,536.45","8,578,047,183.89","11,427,355,790.74","15,712,785,972.15","2,711,378,292.85","7,277,704,609.11"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,895,817.24","36,427,354.52","1,873,831.90","40,562,388.73","40,706,788.44","35,603,833.89","361,729.53","11,843,055.77","34,988,096.59","35,045,941.95","21,455.62","33,112,538.89"
筹资活动产生的现金流量净额,"1,155,762,948.44","-998,902,599.62","-325,861,479.67","-1,482,887,123.71","-1,784,935,328.39","-2,393,994,477.12","-718,938,696.45","-1,523,699,005.65","-1,453,657,612.50","-2,701,510,703.34","139,771,707.15","-1,441,004,609.11"
处置子公司及其他营业单位收到的现金净额,"-326,188.26",,"694,377,316.38",,,"1,643,050,500.00",,,,,,
四、汇率变动对现金的影响,"-79,304.54","67,542.34",,,,,,"95,141.61","-44,317.22",,,
收到其他与投资活动有关的现金,"1,010,756,596.86","466,773,375.74","2,060,989,030.62","515,248,388.64","653,933,720.90","2,183,687,285.89","146,574,163.02","178,105,257.48","287,333,481.90","168,274,939.00","83,348,100.00","164,114,071.77"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"1,025,187,498.70","954,457,697.09","2,770,965,518.62","556,048,777.37","702,810,502.50","3,871,730,209.61","147,031,892.55","220,324,856.25","367,457,872.73","262,319,676.07","84,625,027.32","228,076,104.06"
五、现金及现金等价物净增加额,"-471,309,804.41","-557,420,801.60","2,228,668,640.72","-2,583,480,731.34","-2,369,704,400.76","-601,156,833.49","-1,159,133,906.80","-942,518,129.70","-1,194,445,472.86","-834,712,935.96","-871,600,871.04","-1,377,019,146.87"
购建固定资产、无形资产和其他长期资产支付的现金,"1,934,905,223.60","554,344,495.05","403,974,215.41","221,773,939.90","242,033,491.75","270,804,959.90","140,056,939.01","261,722,332.03","491,261,607.24","556,767,485.04","14,410,493.87","48,453,363.89"
期初现金及现金等价物余额,"3,867,008,962.86","3,395,699,158.45","2,838,278,356.85","5,066,946,997.57","5,066,946,997.57","5,066,946,997.57","4,465,790,164.08","4,465,790,164.08","4,465,790,164.08","4,503,246,613.95","3,668,533,677.99","3,668,533,677.99"
投资支付的现金,"104,301,875.00","15,000,000.00","96,948,549.21","24,000,000.00","24,000,000.00","80,555,587.50",,"88,555,587.50","137,804,437.50","141,209,087.50",,
期末现金及现金等价物余额,"3,395,699,158.45","2,838,278,356.85","5,066,946,997.57","2,483,466,266.23","2,697,242,596.81","4,465,790,164.08","3,306,656,257.28","3,523,272,034.38","3,271,344,691.22","3,668,533,677.99","2,796,932,806.95","2,291,514,531.12"
