科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
资产减值损失,"9,088,617.09","13,197,102.90","7,986,999.54","1,696,018.01","10,286,883.38","13,330,021.20","12,326,282.18","-903,754.25","1,237,190.35","5,862,707.71","11,374,759.53","5,886,480.81","7,509,766.75","17,210,930.61","13,652,893.98","4,629,154.07","11,186,133.62","17,114,298.60","22,268,940.72","1,552,689.94","5,168,319.26","15,086,581.32","20,090,955.77","3,362,850.94","7,698,107.35","18,291,595.52","28,685,082.92","4,767,441.93"
减:所得税,"7,669,250.31","11,209,340.21","16,740,597.02","1,815,222.49","9,492,187.94","12,609,221.42","15,979,334.02","-323,618.09","8,192,716.71","10,592,300.40","9,277,409.16","3,320,401.57","9,158,378.46","12,769,678.02","10,424,830.35","3,744,049.03","9,148,892.06","13,366,614.47","20,239,492.12","3,239,848.01","14,534,459.79","16,634,081.38","21,440,380.41","4,014,011.12","12,692,665.13","15,492,521.83","24,970,071.20","4,778,621.34"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,"41,079.45","41,079.45","41,079.45","41,079.45","53,282.47","53,282.47","65,537.27","-1,314.20","24,393.98","-122,659.27","-194,036.54","115,560.10","174,235.97"
四、净利润,"40,577,308.95","72,453,786.87","94,240,784.45","9,671,359.09","48,029,747.16","61,545,344.49","95,501,665.73","11,510,468.41","38,865,994.76","44,112,255.26","65,469,420.94","9,772,752.76","38,032,896.44","49,855,578.30","80,644,712.39","7,597,259.09","32,586,587.25","39,802,502.41","60,568,639.86","9,438,417.26","40,411,392.15","49,044,767.02","68,322,374.04","9,522,759.64","37,277,407.08","48,529,921.96","77,275,255.72","13,055,613.31"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,"-121,404.41","-32,196.48","-233,452.48","-344,908.80","-135,051.06","-135,051.06"
归属于母公司所有者的净利润,"40,577,308.95","72,453,786.87","94,240,784.45","9,671,359.09","48,029,747.16","61,545,344.49","95,501,665.73","11,510,468.41","38,865,994.76","44,112,255.26","65,469,420.94","9,772,752.76","38,032,896.44","49,855,578.30","81,676,160.61","9,099,390.02","34,768,692.12","40,599,518.30","61,250,289.57","9,927,374.08","37,687,805.89","44,298,134.42","62,937,370.32","8,816,943.78","35,918,920.00","46,570,036.86","75,286,266.32","11,173,298.50"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,"-1,031,448.22","-1,502,130.93","-2,182,104.87","-797,015.89","-681,649.71","-488,956.82","2,723,586.26","4,746,632.60","5,385,003.72","705,815.86","1,358,487.08","1,959,885.10","1,988,989.40","1,882,314.81"
