科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"8,797,028.97","12,368,045.81","20,208,832.68","15,316,339.37","23,929,780.15","30,982,115.07","7,074,816.23","18,676,198.18","29,323,419.10","39,993,239.52","12,849,739.04","31,870,804.31","47,151,219.09","66,152,754.70","22,129,919.46","39,263,358.32","63,546,414.10","78,390,681.88","26,917,557.51","48,425,414.21","67,650,945.41","114,104,334.92","53,023,588.21","97,475,326.36","141,110,571.01"
取得借款收到的现金,,"42,620,000.00","41,120,000.00",,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,"50,000,000.00","57,546,651.11","14,300,000.00","14,500,000.00","14,500,000.00"
支付的各项税费,"7,332,906.81","17,815,645.61","23,546,078.61","15,515,713.90","28,165,080.36","41,328,530.20","7,908,178.13","21,678,982.49","38,899,795.46","61,686,084.59","14,638,907.20","32,107,750.63","48,826,503.55","68,803,803.02","16,728,155.64","33,848,088.94","55,966,453.74","72,816,008.30","12,869,584.53","30,079,845.41","51,854,202.32","99,829,870.03","51,188,577.07","117,718,457.79","162,147,274.33"
收到其他与筹资活动有关的现金,"1,780,000.00",,"5,351,300.00","2,992,000.00","2,992,000.00","2,992,000.00","5,512,548.10","5,512,548.10","5,512,548.10","10,391,020.32",,"1,124,054.97","1,124,054.97","1,224,054.97","860,775.43","42,861,114.46","43,374,279.72","38,627,592.96","1,991,700.00","72,492.08","72,492.08","1,275,492.08","1,197,000.00","1,197,000.00","10,092,138.46"
支付其他与经营活动有关的现金,"27,666,941.37","47,833,746.68","52,558,041.33","19,313,414.39","36,638,869.50","63,585,860.59","32,324,668.39","32,400,021.52","59,746,691.02","74,938,758.03","36,933,293.10","27,091,097.75","66,823,527.66","75,505,606.42","27,344,988.03","52,758,688.22","72,290,937.87","94,540,222.95","25,909,333.97","23,403,102.75","41,624,380.02","129,301,596.34","56,120,559.55","65,485,868.37","84,138,555.72"
筹资活动现金流入小计,"32,802,700.00","55,220,000.00","46,471,300.00","2,992,000.00","467,992,000.00","436,389,200.00","5,512,548.10","5,512,548.10","5,512,548.10","10,391,020.32",,"1,124,054.97","1,124,054.97","5,124,054.97","1,860,775.43","43,861,114.46","44,374,279.72","39,627,592.96","1,991,700.00","72,492.08","50,072,492.08","1,043,346,633.49","17,197,000.00","17,397,000.00","67,139,628.46"
经营活动现金流出小计,"98,354,138.62","136,661,515.57","187,078,676.67","106,364,886.02","190,732,446.00","231,215,121.26","81,116,703.67","152,446,018.94","242,617,206.05","286,102,514.87","133,937,181.93","236,316,602.25","359,777,693.11","451,563,795.79","138,615,014.27","268,872,565.26","409,019,341.95","545,252,748.56","149,616,633.02","253,892,625.84","392,136,166.07","651,364,006.23","284,136,224.87","568,192,617.13","882,339,216.36"
偿还债务支付的现金,,"40,500,000.00","23,240,000.00",,"20,000,000.00","20,000,000.00",,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,"202,255,001.71","24,616,611.81","24,838,755.50","24,847,497.98"
经营活动产生的现金流量净额,"14,153,289.20","53,951,771.03","74,304,578.01","22,720,715.00","-8,082,613.03","43,919,649.96","-34,010,006.04","-13,862,915.65","15,230,739.61","60,561,057.04","-32,053,102.55","8,680,177.80","1,796,614.37","81,044,449.93","-19,126,346.14","-21,326,017.91","-19,209,662.04","94,751,751.94","-46,383,817.59","-6,871,889.35","38,975,800.44","259,592,024.26","29,523,923.25","89,158,543.21","169,019,644.69"
分配股利、利润或偿还利息支付的现金,"273,141.44","5,929,782.22","10,488,957.15","676,111.80","390,637.87","426,193.87",,"9,000,000.00","9,000,000.00","9,000,000.00",,"11,700,000.00","11,700,000.00","11,700,000.00","1,200,000.00","19,201,916.67","19,200,000.00","19,264,333.33","6,799,695.40","14,800,000.00","16,054,000.00","25,137,577.78","95,118.08","23,545,907.74","29,145,967.93"
收回投资收到的现金,,,,,,,,"10,000,000.00","187,000,000.00",,"190,000,000.00","426,000,000.00","610,000,000.00","881,000,000.00","151,993,500.00","741,989,537.50","1,163,824,737.50","1,563,824,737.50","304,000,000.00","384,000,000.00","557,000,000.00","767,000,000.00","400,000,000.00","723,000,000.00","1,018,000,000.00"
支付其他与筹资活动有关的现金,,"5,351,300.00","2,992,000.00","8,355,000.00","31,060,081.10","5,512,548.10","1,353,000.00","4,661,500.00","2,029,000.00","1,224,054.97","2,002,973.00","2,002,973.00","180,000.00","3,627,592.96","1,178,795.43","6,158,747.95","6,166,238.30","35,000,000.00",,,"305,418.95","2,513,207.55","7,996,711.25","12,382,868.26","12,382,868.26"
取得投资收益收到的现金,,,,,,,"3,150,000.00","3,159,205.48","3,517,899.85","3,889,824.65","661,098.79","7,470,339.89","8,203,120.71","9,502,990.60","4,145,527.64","7,276,374.22","9,845,065.18","12,314,769.30","3,842,188.24","9,262,663.80","10,133,136.05","10,167,778.59","7,425,273.97","12,872,719.88","16,411,243.18"
筹资活动现金流出小计,"273,141.44","51,781,082.22","36,720,957.15","9,031,111.80","51,450,718.97","25,938,741.97","1,353,000.00","13,661,500.00","11,029,000.00","10,224,054.97","2,002,973.00","13,702,973.00","11,880,000.00","15,327,592.96","2,378,795.43","26,360,664.62","26,366,238.30","55,264,333.33","6,799,695.40","14,800,000.00","16,359,418.95","229,905,787.04","32,708,441.14","60,767,531.50","66,376,334.17"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"3,200,000.00",,,,"10,448.00","13,452.20","13,452.20","122,448.00","16,082.32","55,682.32","215,811.38","157,191.23",,,"1,000.00","1,000.00","1,140.00","1,140.00","1,140.00","143,795.29","344,000.00","741,045.50","910,854.29"
筹资活动产生的现金流量净额,"32,529,558.56","3,438,917.78","9,750,342.85","-6,039,111.80","416,541,281.03","410,450,458.03","4,159,548.10","-8,148,951.90","-5,516,451.90","166,965.35","-2,002,973.00","-12,578,918.03","-10,755,945.03","-10,203,537.99","-518,020.00","17,500,449.84","18,008,041.42","-15,636,740.37","-4,807,995.40","-14,727,507.92","33,713,073.13","813,440,846.45","-15,511,441.14","-43,370,531.50","763,294.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"5,585,359.00","6,230,824.63",,"800,000.00","800,000.00",,,"11,000,000.00","11,000,000.00"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,"10,352.40","-11,860.51","-43,930.82","31,200.34","1,918.17"
收到其他与投资活动有关的现金,,,"3,143,404.99",,,,,,,,,,,,,,,,,,,"2,406,645.48",,,
四(2)、其他原因对现金的影响,"-26,271,064.02",,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"6,343,404.99",,,,"3,160,448.00","13,172,657.68","190,531,352.05","4,012,272.65","190,677,181.11","433,526,022.21","618,418,932.09","890,660,181.83","156,139,027.64","749,265,911.72","1,179,256,161.68","1,582,371,331.43","307,843,328.24","394,063,803.80","567,934,276.05","779,718,219.36","407,769,273.97","747,613,765.38","1,046,322,097.47"
五、现金及现金等价物净增加额,"12,572,892.48","17,267,362.57","56,662,935.59","4,399,989.09","386,120,630.14","358,181,255.47","-32,655,263.77","-64,468,765.45","-138,950,249.90","-79,092,368.72","-63,981,263.06","-28,920,581.12","-62,493,637.13","-24,689,217.25","-192,016,407.37","-142,786,272.15","-315,875,577.34","-256,308,667.67","19,859,709.85","18,645,951.56","181,800,338.45","304,473,056.96","-2,969,165.20","-202,947,956.40","-284,779,897.02"
购建固定资产、无形资产和其他长期资产支付的现金,"3,646,822.87","17,123,326.24","33,735,390.26","12,281,614.11","22,338,037.86","31,928,852.52","5,965,253.83","20,629,555.58","27,984,188.40","22,863,574.49","1,902,368.62","10,137,863.10","19,603,238.56","47,360,311.02","1,524,968.87","20,437,078.30","14,305,380.90","35,530,273.17","3,791,805.40","12,423,475.28","22,073,183.88","40,533,561.18","35,860,990.46","48,208,874.11","60,491,013.26"
期初现金及现金等价物余额,"15,419,122.42","27,992,014.90","45,259,377.47","101,922,313.06","101,922,313.06","101,922,313.06","460,103,568.53","460,103,568.53","460,103,568.53","460,103,568.53","381,011,199.81","381,011,199.81","381,011,199.81","381,011,199.81","356,321,982.56","356,321,982.56","356,321,982.56","356,321,982.56","100,013,314.89","100,013,314.89","100,013,314.89","100,013,314.89","404,486,371.85","404,486,371.85","404,486,371.85"
投资支付的现金,,"5,000,000.00",,,,"64,260,000.00",,"35,000,000.00","242,000,000.00","46,000,000.00","214,000,000.00","440,000,000.00","639,000,000.00","917,000,000.00","206,986,100.00","746,989,537.50","1,358,824,737.50","1,882,264,737.50","220,000,000.00","275,000,000.00","370,000,000.00","775,805,418.95","367,600,000.00","921,719,698.70","1,371,419,698.70"
期末现金及现金等价物余额,"27,992,014.90","45,259,377.47","101,922,313.06","106,322,302.15","488,042,943.20","460,103,568.53","427,448,304.76","395,634,803.08","321,153,318.63","381,011,199.81","317,029,936.75","352,090,618.69","318,517,562.68","356,321,982.56","164,305,575.19","213,535,710.41","40,446,405.22","100,013,314.89","119,873,024.74","118,659,266.45","281,813,653.34","404,486,371.85","401,517,206.65","201,538,415.45","119,706,474.83"
