科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"28,004,856.32","50,607,475.29","14,947,101.52","68,078,439.68","19,746,622.09","56,354,814.78","103,060,639.31","160,803,237.32","63,071,068.71","156,066,055.15","252,231,091.34","360,331,562.75","112,616,820.07","235,120,901.96","385,616,095.13","518,996,642.18","129,140,708.84","226,129,923.93","405,712,944.36","582,069,634.66","134,381,912.24","336,786,795.14","503,515,433.54","673,251,389.76","167,108,881.76","317,945,756.09","473,120,830.02","559,369,292.82","87,144,227.18","167,007,670.32","254,502,614.01","366,901,061.66","95,504,527.49","185,656,336.36","294,802,278.94"
取得借款收到的现金,"12,000,000.00","42,000,000.00",,"22,000,000.00",,"20,000,000.00","20,000,000.00","31,830,000.00","60,000,000.00","100,000,000.00","351,000,000.00","541,000,000.00","292,000,000.00","372,850,000.00","729,050,000.00","896,910,000.00","285,000,000.00","564,000,000.00","1,104,000,000.00","1,304,000,000.00","267,000,000.00","916,000,000.00","1,156,000,000.00","1,395,800,000.00","100,000,000.00","936,000,000.00","1,275,200,000.00","1,746,790,800.00","621,340,000.00","781,300,000.00","1,073,800,000.00","1,426,990,000.00","1,485,855,000.00","2,307,755,000.00","2,511,255,000.00"
支付的各项税费,"18,122,711.07","45,643,942.60","5,236,486.08","35,401,355.27","12,555,579.37","23,791,673.62","42,350,906.09","64,998,376.15","21,825,654.29","55,863,094.88","93,270,071.27","129,230,259.91","34,011,491.67","60,777,139.94","101,640,667.91","129,688,019.50","57,303,610.69","85,841,433.65","143,045,886.30","194,919,322.00","61,539,619.03","99,551,223.04","163,253,360.02","218,221,300.67","66,453,408.26","98,795,064.48","149,139,690.46","177,491,202.78","32,722,855.42","58,195,746.81","88,431,646.94","135,125,299.27","30,410,892.94","57,162,706.94","118,903,824.66"
收到其他与筹资活动有关的现金,,,,,,"13,155,227.00","13,155,227.00","10,981,583.95","891,000.00","14,876,000.00","15,859,525.92",,"353,750.01",,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"14,110,034.52","21,762,426.07","9,889,961.01","36,534,077.39","16,759,716.98","27,623,785.53","56,486,266.34","62,326,852.51","68,863,546.85","96,489,473.14","129,404,584.28","140,668,731.50","52,085,658.89","106,085,318.04","218,420,596.35","253,230,163.90","42,783,044.03","56,876,860.18","97,926,308.49","143,171,895.33","84,088,060.07","125,827,188.39","127,723,172.17","135,074,031.13","280,340,884.52","215,406,747.42","238,297,119.83","144,643,328.23","109,240,897.46","271,554,438.39","362,201,123.05","277,967,463.99","28,168,633.02","149,164,222.40","165,990,266.85"
筹资活动现金流入小计,"18,866,700.00","68,566,700.00",,"22,000,000.00","30,000.00","1,304,530,000.00","1,304,530,000.00","1,320,925,983.95","60,891,000.00","114,876,000.00","366,859,525.92","541,000,000.00","992,353,750.01","1,072,850,000.00","1,429,050,000.00","1,587,210,000.00","285,000,000.00","564,000,000.00","1,197,600,000.00","1,397,600,000.00","466,600,000.00","1,115,600,000.00","1,355,600,000.00","1,595,400,000.00","1,501,990,793.74","2,376,066,327.57","3,901,695,940.24","4,385,487,725.74","621,340,000.00","1,082,800,000.00","2,165,800,000.00","2,518,990,000.00","1,521,955,000.00","3,306,354,997.50","3,528,253,064.38"
经营活动现金流出小计,"313,972,266.39","422,560,433.05","130,373,281.81","563,050,387.73","162,190,160.21","328,352,858.20","593,643,524.47","989,811,304.06","477,482,798.21","935,950,874.93","1,491,525,556.49","1,979,044,090.48","553,561,911.87","1,180,266,221.64","1,918,154,740.55","2,513,124,152.73","686,253,557.55","1,229,115,293.39","2,026,104,967.56","2,663,208,289.14","986,729,626.23","1,784,267,787.27","2,607,003,500.10","3,369,541,141.85","1,134,663,383.93","2,052,595,078.09","3,226,704,878.53","3,897,902,573.57","1,307,170,302.53","2,286,890,787.16","3,338,360,705.22","4,486,237,650.77","1,597,663,656.74","2,358,877,437.60","3,591,017,410.28"
偿还债务支付的现金,"11,879,999.96","34,000,000.00",,"20,000,000.00",,"22,000,000.00","42,000,000.00","43,595,786.46",,,"60,000,000.00","82,220,580.70","90,000,000.00","380,952,177.00","654,743,300.65","826,194,679.92","203,814,813.46","305,299,516.49","630,934,268.18","731,579,230.16","200,655,336.50","700,321,214.41","865,997,803.29","951,685,275.43","360,464,447.33","819,464,447.33","1,157,797,947.33","1,396,131,447.33","481,333,300.00","743,166,600.00","1,073,499,900.00","1,575,644,033.33","1,218,666,633.35","1,835,199,933.38","1,924,456,566.71"
经营活动产生的现金流量净额,"11,401,145.09","10,828,413.04","-33,357,702.61","34,743,835.11","-14,977,630.44","-6,533,934.61","-39,778,888.90","-87,723,184.18","-224,013,731.05","-320,020,115.16","-463,421,687.20","-408,508,924.20","-169,697,170.32","-297,956,594.38","-445,233,565.14","-491,078,922.75","-111,682,335.69","-162,253,061.41","-300,658,065.93","-166,430,879.70","-234,189,893.98","-325,772,748.10","-418,995,789.63","-264,209,701.30","-183,746,214.87","-546,070,155.20","-925,575,355.00","-668,693,439.53","-149,573,423.47","-318,040,682.40","-281,259,014.43","67,040,377.66","-215,549,545.42","-301,688,110.53","-78,176,786.63"
分配股利、利润或偿还利息支付的现金,"1,584,127.99","1,261,966.67","288,720.00","5,617,525.00","292,050.00","760,303.91","1,091,513.47","49,330,951.96","315,241.63","20,823,592.58","24,001,572.91","30,115,653.50","13,191,302.50","38,181,026.60","47,342,052.05","54,326,363.76","55,868,072.41","88,286,611.06","102,740,695.58","117,606,226.48","66,859,274.49","149,270,387.26","187,552,054.70","206,145,594.24","88,848,961.38","129,495,749.18","192,242,196.46","219,573,897.60","79,997,290.88","110,382,935.66","199,350,971.56","252,028,192.93","96,604,574.61","169,867,272.69","294,742,058.78"
收回投资收到的现金,"491,310.99",,,,,,,,,,,,,,,,,,,,,,"7,500,000.00","15,097,500.00",,,"8,268,414.60","24,496,476.41",,"1,859,072.33",,,,,"1,531,907.16"
支付其他与筹资活动有关的现金,,,,,,"6,472,912.00","12,150,485.00","12,305,227.00","542,297.40","1,093,071.31","1,652,454.22",,"10,271,134.09","9,700,000.00","10,334,181.78","773,071.78","408,000.00","498,010.00","863,060.50","1,960,552.16",,"3,130.00",,"3,330,000.00","1,176,525.00","1,976,525.00","5,862,225.00","2,222,525.00","4,611,142.00","6,711,142.00","10,108,342.00","17,281,442.00","346,318.00","4,590,003.95","7,949,962.45"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"1,784,245.20","1,784,245.20","20,653,765.20",,,,"19,516,747.00",,,"1,230,078.49","30,870,995.16",,,,"44,000,000.00",,,"1,016,129.03"
筹资活动现金流出小计,"13,464,127.95","35,261,966.67","288,720.00","25,617,525.00","292,050.00","29,233,215.91","55,241,998.47","105,231,965.42","857,539.03","21,916,663.89","85,654,027.13","112,336,234.20","113,462,436.59","428,833,203.60","712,419,534.48","881,294,115.46","260,090,885.87","394,084,137.55","734,538,024.26","851,146,008.80","267,514,610.99","849,594,731.67","1,053,549,857.99","1,161,160,869.67","450,489,933.71","950,936,721.51","1,355,902,368.79","1,617,927,869.93","565,941,732.88","860,260,677.66","1,282,959,213.56","1,844,953,668.26","1,315,617,525.96","2,009,657,210.02","2,227,148,587.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,"235,462.00","202,750.00","90,000.00","2,268,679.68","54,500.00","119,500.00","151,950.00","166,010.00","41,284.47","186,384.47","353,814.47","359,394.47","139,951.38","417,427.38","672,130.38","2,541,355.07","9,132.34","8,521,376.56","8,844,679.48","34,607,113.28","2,161,167.51","14,060,981.98","14,305,358.50","14,459,041.17","92,819.73","7,072,426.80","8,048,829.74","7,721,155.17","341,078.75","2,261,485.73","3,987,417.12","8,756,857.33","3,842,047.96","4,330,289.96","25,384,186.08"
筹资活动产生的现金流量净额,"5,402,572.05","33,304,733.33","-288,720.00","-3,617,525.00","-262,050.00","1,275,296,784.09","1,249,288,001.53","1,215,694,018.53","60,033,460.97","92,959,336.11","281,205,498.79","428,663,765.80","878,891,313.42","644,016,796.40","716,630,465.52","705,915,884.54","24,909,114.13","169,915,862.45","463,061,975.74","546,453,991.20","199,085,389.01","266,005,268.33","302,050,142.01","434,239,130.33","1,051,500,860.03","1,425,129,606.06","2,545,793,571.45","2,767,559,855.81","55,398,267.12","222,539,322.34","882,840,786.44","674,036,331.74","206,337,474.04","1,296,697,787.48","1,301,104,476.44"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,859,072.33","1,859,072.33",,,
四、汇率变动对现金的影响,,,,,,,,,,,,"-816,347.49","-1,134,972.82","1,014,551.63","-1,921,832.37","-375,989.76","-45,307.78","-282,540.06","-378,809.23","-513,382.02","294,494.39","325,906.05","274,350.29","51,387.29","197,863.38","-11,099.55","1,856,355.47","2,210,984.13","2,022,718.06","3,616,931.16","4,018,881.57","4,320,031.01","-207,073.37","-949,892.08","-2,489,586.17"
收到其他与投资活动有关的现金,,,,,,,,,"3,143,941.13","3,143,941.13","3,143,941.13","3,143,941.13",,,"760,606.71",,,,,,,,"19,373,593.82",,,"2,347,222.23","10,859,885.45",,,,,"72,195,229.96",,"200,000,000.00","400,495,378.54"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"726,772.99","202,750.00","90,000.00","2,268,679.68","54,500.00","119,500.00","151,950.00","166,010.00","3,185,225.60","3,330,325.60","3,497,755.60","3,503,335.60","139,951.38","417,427.38","1,432,737.09","2,541,355.07","9,132.34","10,305,621.76","10,628,924.68","55,260,878.48","2,161,167.51","14,060,981.98","41,178,952.32","49,073,288.17","92,819.73","9,419,649.03","28,407,208.28","63,088,626.74","341,078.75","4,120,558.06","5,846,489.45","126,811,159.62","3,842,047.96","204,330,289.96","428,427,600.81"
五、现金及现金等价物净增加额,"8,291,020.42","27,646,045.01","-35,578,109.06","19,513,154.06","-28,826,862.20","1,232,159,601.09","1,156,409,139.94","1,003,801,685.24","-200,144,855.23","-304,763,760.59","-362,378,133.31","-391,392,185.47","430,473,055.72","-49,768,520.08","-152,940,939.08","-218,902,984.49","-101,494,264.95","-51,179,439.54","82,365,923.66","224,879,101.57","-110,790,780.18","-162,248,377.66","-218,301,200.79","-98,316,334.55","571,443,414.58","347,832,825.38","934,177,583.67","962,688,798.41","-186,626,898.11","-219,009,004.80","-17,112,364.98","-13,287,066.66","-220,475,840.06","522,954,178.96","108,132,230.25"
购建固定资产、无形资产和其他长期资产支付的现金,"9,239,469.71","12,501,451.36","2,021,686.45","13,881,835.73","13,641,681.76","36,722,748.39","53,251,922.69","124,335,159.11","39,349,810.75","81,033,307.14","183,659,700.50","276,415,015.18","10,228,065.94","40,959,701.11","56,307,744.18","67,638,018.30","14,684,867.95","41,365,322.28","62,788,101.60","142,391,506.39","7,751,937.11","19,477,785.92","31,418,855.78","41,440,439.04","7,810,781.69","12,068,806.56","16,045,087.90","22,629,389.06","30,186,306.40","45,800,017.79","117,965,324.28","216,068,562.01","29,811,999.27","74,165,738.83","169,777,538.82"
期初现金及现金等价物余额,"29,330,591.31","37,621,611.73","65,267,656.74","65,267,656.74","84,780,810.80","84,780,810.80","84,780,810.80","84,780,810.80","1,088,582,496.04","1,088,582,496.04","1,087,532,852.28","1,088,582,496.04","697,190,310.57","697,190,310.57","697,190,310.57","697,190,310.57","478,287,326.08","478,287,326.08","478,287,326.08","478,287,326.08","703,166,427.65","703,166,427.65","703,166,427.65","703,166,427.65","604,850,093.10","604,850,093.10","604,850,093.10","604,850,093.10","1,567,538,891.51","1,567,538,891.51","1,567,538,891.51","1,567,538,891.51","1,554,251,824.85","1,554,251,824.85","1,554,251,824.85"
投资支付的现金,,"4,188,400.00",,,,,,,,,,"137,819,000.00","267,498,000.00","356,301,000.00","367,541,000.00","350,027,900.00",,"27,500,000.00","27,500,000.00","57,500,000.00","50,000,000.00","50,000,000.00","50,000,000.00","165,000,000.00","240,241,132.00","90,000,000.00","100,000,000.00","100,000,000.00","14,844,116.00","29,500,000.00","331,540,000.00","473,501,200.00","185,086,744.00","500,383,153.04","1,021,068,931.38"
期末现金及现金等价物余额,"37,621,611.73","65,267,656.74","29,689,547.68","84,780,810.80","55,953,948.60","1,316,940,411.89","1,241,189,950.74","1,088,582,496.04","888,437,640.81","783,818,735.45","725,154,718.97","697,190,310.57","1,127,663,366.29","647,421,790.49","544,249,371.49","478,287,326.08","376,793,061.13","427,107,886.54","560,653,249.74","703,166,427.65","592,375,647.47","540,918,049.99","484,865,226.86","604,850,093.10","1,176,293,507.68","952,682,918.48","1,539,027,676.77","1,567,538,891.51","1,380,911,993.40","1,348,529,886.71","1,550,426,526.53","1,554,251,824.85","1,333,775,984.79","2,077,206,003.81","1,662,384,055.10"
