科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"10,369,793.14","14,007,201.08","21,735,144.19","16,246,474.84","22,786,035.21","31,693,071.79","9,777,685.12","17,139,897.78","24,746,552.85","36,235,400.29","9,952,565.67","17,635,992.35","26,319,729.80","39,184,889.91","12,229,612.26","21,904,222.37","32,358,082.66","46,394,321.14","10,764,788.53","22,422,067.39","34,185,060.69","48,988,136.55","14,699,928.52","25,059,887.66","37,589,255.02"
取得借款收到的现金,"25,820,000.00","35,710,000.00","34,893,024.52","18,221,460.95","22,380,170.95","22,380,170.95",,,,"2,000,000.00",,"2,500,000.00","5,500,000.00","9,000,000.00",,"500,000.00","6,500,000.00","8,000,000.00","8,000,000.00","8,000,000.00","16,000,000.00","16,000,000.00",,,
支付的各项税费,"6,775,477.47","16,655,498.89","17,824,918.83","8,368,643.31","12,356,360.95","17,768,195.09","8,187,355.90","10,910,090.13","13,587,103.89","18,141,887.41","4,581,587.01","6,743,470.76","9,555,168.42","14,449,380.24","4,986,169.47","8,087,101.63","12,266,994.81","17,532,431.49","7,146,458.31","11,161,169.95","16,663,966.05","23,728,333.89","6,076,239.52","11,205,588.66","16,080,150.31"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"8,588,552.58","13,678,736.75","16,800,056.77","7,985,751.01","15,690,005.19","12,265,901.47","5,611,218.61","12,564,656.53","17,222,359.30","17,563,760.49","4,366,344.69","10,638,408.04","18,482,445.17","29,879,435.10","6,177,592.19","9,435,451.42","15,606,177.75","35,423,374.38","5,069,804.89","12,370,426.24","21,357,504.41","36,712,636.77","5,568,265.42","14,396,460.19","16,878,535.09"
筹资活动现金流入小计,"26,420,000.00","52,984,944.00","34,968,024.52","18,221,460.95","217,453,796.09","217,453,796.09",,,,"2,000,000.00",,"2,500,000.00","5,500,000.00","9,000,000.00",,"500,000.00","6,500,000.00","8,000,000.00","8,000,000.00","8,000,000.00","16,000,000.00","16,000,000.00",,,
经营活动现金流出小计,"38,539,631.91","61,440,084.51","97,693,326.94","60,201,605.76","89,042,127.83","106,428,400.13","33,645,140.73","62,638,788.27","90,055,416.84","121,402,809.64","28,864,216.11","57,516,177.71","88,840,816.72","136,366,119.58","34,580,637.88","63,091,735.60","98,006,020.43","145,002,738.30","36,790,516.84","70,183,322.43","105,048,504.86","151,853,107.07","37,635,035.65","78,100,402.40","106,018,417.48"
偿还债务支付的现金,"26,463,333.32","35,031,666.66","25,500,000.00","6,645,573.85","21,645,573.85","47,586,333.92","186,860.95","186,861.55","186,861.55","2,186,861.55",,,,"2,000,000.00","3,000,000.00","7,000,000.00","7,000,000.00","14,500,000.00",,"500,000.00","8,500,000.00","8,500,000.00",,,"2,000,000.00"
经营活动产生的现金流量净额,"6,598,133.41","16,893,706.13","6,586,883.61","-4,153,154.66","-2,750,122.53","13,394,685.76","-8,366,210.91","-7,545,716.76","-10,965,809.72","7,879,223.94","-9,417,033.86","-7,656,748.27","-14,221,477.02","3,261,347.76","-9,148,999.49","-8,931,314.45","-13,837,056.01","6,585,088.09","-10,615,397.66","-11,895,954.43","-10,828,057.92","14,079,111.43","-9,253,451.80","-6,471,897.40","-5,398,591.56"
分配股利、利润或偿还利息支付的现金,"3,154,980.35","5,466,708.49","753,704.53","410,333.53","937,411.26","1,652,959.36",31.92,"17,739,801.52","17,739,801.52","17,754,629.56",,"6,653,623.60","6,702,023.60","6,859,130.27","102,300.00","2,295,354.39","2,361,024.39","2,489,944.39","70,910.00","1,830,075.74","2,000,542.44","2,100,874.68","62,277.80","314,435.80","973,461.06"
收回投资收到的现金,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","23,120,000.00",,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,"38,893.75","38,893.75","38,893.75",,"26,161.69","26,161.69","26,161.69",,"53,921.64","1,112,588.19","53,921.64",,"1,847.67","1,847.67","255,560.00",,"115,002.00","115,002.00"
取得投资收益收到的现金,,,,,,,"49,671.23","83,887.87","137,266.51","243,981.43",,,,,,,,,,,,,,,
筹资活动现金流出小计,"29,618,313.67","40,498,375.15","26,253,704.53","7,055,907.38","22,582,985.11","49,239,293.28","186,892.87","17,965,556.82","17,965,556.82","19,980,384.86",,"6,679,785.29","6,728,185.29","8,885,291.96","3,102,300.00","9,349,276.03","10,473,612.58","17,043,866.03","70,910.00","2,331,923.41","10,502,390.11","10,856,434.68","62,277.80","429,437.80","3,088,463.06"
处置固定资产、无形资产和其他长期资产收回的现金净额,"158,627.04",,"1,000.00","4,599.84","4,599.84","4,599.84",,"5,557,151.52","5,557,151.52","5,997,544.20",,,,,,,"366,200.00",,"33,500.00","33,500.00","255,800.00","255,810.00","5,525.00","77,590.00","78,525.00"
筹资活动产生的现金流量净额,"-3,198,313.67","12,486,568.85","8,714,319.99","11,165,553.57","194,870,810.98","168,214,502.81","-186,892.87","-17,965,556.82","-17,965,556.82","-17,980,384.86",,"-4,179,785.29","-1,228,185.29","114,708.04","-3,102,300.00","-8,849,276.03","-3,973,612.58","-9,043,866.03","7,929,090.00","5,668,076.59","5,497,609.89","5,143,565.32","-62,277.80","-429,437.80","-3,088,463.06"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,"-26,640.00","-26,730.00","-42,730.00","-61,313.48","-45,002.14","284,966.88","505,594.81","-3,982.75","57,776.59","77,343.40","388,772.77","3,094.94","-82,815.90","-83,843.65"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"158,627.04",,"1,000.00","4,599.84","4,599.84","4,599.84","10,049,671.23","15,641,039.39","15,694,418.03","29,361,525.63",,,,,,,"366,200.00",,"33,500.00","33,500.00","255,800.00","255,810.00","5,525.00","77,590.00","78,525.00"
五、现金及现金等价物净增加额,"907,752.94","19,457,181.43","-9,745,496.98","-925,370.28","183,147,802.36","161,591,118.95","-19,963,087.40","-46,942,634.38","-51,268,281.83","-28,148,241.07","-12,637,784.07","-15,329,934.62","-25,454,375.37","-14,939,976.16","-20,455,454.36","-26,556,632.25","-28,579,230.32","-18,553,033.81","-14,176,616.96","-26,458,898.57","-31,072,338.47","-11,698,871.06","-12,560,516.52","-12,761,647.04","-19,440,988.78"
购建固定资产、无形资产和其他长期资产支付的现金,"2,230,693.84","9,923,093.55","25,047,700.58","7,942,369.03","8,977,485.93","20,022,669.46","11,459,654.85","13,778,007.35","14,736,940.48","24,114,212.94","3,220,750.21","3,466,761.06","9,977,983.06","18,273,301.96","8,142,841.39","8,731,039.63","11,419,728.61","16,599,850.68","11,519,826.55","20,322,297.32","26,075,033.84","31,566,130.58","3,253,406.86","5,855,085.94","10,948,615.51"
期初现金及现金等价物余额,"3,235,075.66","4,142,828.60","23,600,010.03","13,854,513.05","13,854,513.05","13,854,513.05","175,445,632.00","175,445,632.00","175,445,632.00","175,445,632.00","147,297,390.93","147,297,390.93","147,297,390.93","147,297,390.93","132,357,414.77","132,357,414.77","132,357,414.77","132,357,414.77","113,804,380.96","113,804,380.96","113,804,380.96","113,804,380.96","102,105,509.90","102,105,509.90","102,105,509.90"
投资支付的现金,,,,,,,"10,000,000.00","23,294,392.84","23,294,392.84","23,294,392.84",,,,,,,,,,,,,,,
期末现金及现金等价物余额,"4,142,828.60","23,600,010.03","13,854,513.05","12,929,142.77","197,002,315.41","175,445,632.00","155,482,544.60","128,502,997.62","124,177,350.17","147,297,390.93","134,659,606.86","131,967,456.31","121,843,015.56","132,357,414.77","111,901,960.41","105,800,782.52","103,778,184.45","113,804,380.96","99,627,764.00","87,345,482.39","82,732,042.49","102,105,509.90","89,544,993.38","89,343,862.86","82,664,521.12"
