科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
实收资本(或股本),"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","106,670,000.00","106,670,000.00","106,670,000.00","106,670,000.00","106,670,000.00","106,670,000.00"
油气资产,,,,,,,,,,
资本公积,"33,529,568.58","33,529,568.58","33,529,568.58","33,529,568.58","630,936,568.58","630,936,568.58","630,936,568.58","630,936,568.58","630,936,568.58","630,936,568.58"
无形资产,"36,778,877.55","35,464,420.62","34,418,970.65","33,421,126.64","33,156,021.86","58,060,364.62","58,875,859.62","58,713,228.05","108,443,111.87","109,337,155.53"
盈余公积,"18,286,276.51","29,036,739.48","41,355,755.70","41,355,755.70","54,615,393.93","54,615,393.93","54,615,393.93","54,615,393.93","54,615,393.93","54,615,393.93"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"164,576,488.57","261,330,655.29","372,201,801.28","477,417,714.09","491,538,545.38","553,994,314.91","554,163,411.55","607,488,619.05","650,428,499.95","735,371,638.54"
长期待摊费用,"27,124,067.20","24,745,928.89","26,989,282.80","25,521,698.95","27,214,108.63","24,537,398.70","29,307,620.22","35,321,408.24","34,704,203.61","36,832,203.19"
少数股东权益,,,,,,,,,,
递延所得税资产,"6,017,619.61","8,210,032.54","4,197,369.87","5,954,572.20","7,412,248.29","7,555,284.64","8,758,629.36","9,391,402.99","11,580,632.53","12,709,863.75"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,"5,030,000.00",,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"73,632,618.34","73,972,424.59","82,504,269.28","92,721,034.43","104,002,745.18","136,278,435.41","144,372,949.15","170,506,783.23","226,583,438.49","242,130,885.11"
所有者权益(或股东权益)合计,"296,392,333.66","403,896,963.35","527,087,125.56","632,303,038.37","1,283,760,507.89","1,346,216,277.42","1,346,385,374.06","1,399,710,581.56","1,442,650,462.46","1,527,593,601.05"
资产总计,"453,117,289.85","545,752,098.88","684,466,517.99","823,514,525.35","1,473,435,001.78","1,596,073,693.82","1,584,952,380.67","1,701,477,820.24","1,731,690,505.38","1,887,724,259.09"
负债和所有者(或股东权益)合计,"453,117,289.85","545,752,098.88","684,466,517.99","823,514,525.35","1,473,435,001.78","1,596,073,693.82","1,584,952,380.67","1,701,477,820.24","1,731,690,505.38","1,887,724,259.09"
