科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"3,200,680.32","4,475,655.86","9,179,382.52","3,661,572.96","6,399,984.93","8,868,192.90","12,983,433.87","4,030,733.60","7,815,086.91","11,910,336.05","17,149,177.47","7,150,061.22","15,581,105.55","23,532,895.16","33,664,939.99","12,752,571.79","25,868,411.79","42,611,367.49","56,843,881.23","30,370,905.59","61,381,872.55","93,956,059.29","135,261,311.48","35,772,739.41","70,979,114.27","100,797,981.70","129,343,149.23","28,126,021.78","67,309,073.22","99,655,666.83","137,145,211.75","39,687,067.74","76,943,797.39","111,609,533.88","149,788,296.67","48,641,109.82","92,007,346.30","131,721,530.60","175,293,398.06","48,041,466.52","87,423,357.89","125,053,947.04","163,491,872.95","35,423,110.95","80,231,546.75","108,706,595.09","144,940,469.99","37,475,452.09"
取得借款收到的现金,"30,000,000.00","40,000,000.00","84,197,302.57","7,817,462.08","10,184,083.67","10,184,083.67","10,184,083.67",,,,"130,000,000.00","20,000,000.00","120,000,000.00","160,000,000.00","169,100,000.00","30,000,000.00","70,000,000.00","130,000,000.00","130,000,000.00",,"65,000,000.00","180,000,000.00",,"18,000,000.00","110,878,162.10","164,346,711.20","184,346,711.20","35,000,000.00","90,000,000.00","142,500,000.00","167,500,000.00","80,000,000.00","194,000,000.00","478,000,000.00","508,000,000.00","40,000,000.00","185,000,000.00","285,000,000.00","402,000,000.00","97,000,000.00","117,000,000.00","117,000,000.00","131,000,000.00","15,000,000.00","105,000,000.00","146,000,000.00","191,000,000.00","20,000,000.00"
支付的各项税费,"4,852,359.10","9,034,429.10","17,033,482.53","9,554,249.23","13,928,740.94","19,025,830.88","26,111,947.98","5,288,864.56","11,700,573.52","16,636,513.60","22,366,081.32","5,698,803.64","17,204,670.24","24,421,735.47","32,544,410.68","9,443,915.95","18,695,792.93","32,756,809.19","38,120,213.97","12,719,166.03","26,247,306.67","37,874,959.93","50,465,104.38","18,580,980.70","31,573,122.61","44,852,249.75","60,384,710.15","14,652,026.35","32,582,693.23","48,189,913.21","67,524,924.79","12,704,669.71","28,325,659.09","39,655,794.69","51,829,971.06","36,636,309.59","57,079,676.60","72,656,443.18","100,798,649.39","11,459,168.59","27,584,408.20","37,205,319.65","50,753,402.61","13,981,143.39","26,815,913.39","44,501,504.49","66,729,970.40","17,276,741.68"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201,500,000.00",,,,"15,020,000.00",,,,,,"16,829,669.62","16,829,669.62",,
支付其他与经营活动有关的现金,"5,877,403.93","11,131,960.09","26,180,952.77","9,305,020.39","11,146,738.72","14,760,936.88","12,329,613.35","8,538,102.25","7,725,964.87","16,022,555.23","14,086,253.06","11,176,442.04","27,939,039.47","30,801,262.98","44,244,895.21","31,853,169.54","44,273,412.74","98,036,536.44","52,068,783.74","22,375,147.27","48,715,742.96","145,144,583.47","80,582,369.57","31,281,763.08","55,321,324.08","73,508,197.95","82,469,636.52","26,517,723.57","41,265,854.99","72,875,662.55","92,714,405.09","17,131,701.72","32,672,626.87","51,740,024.19","88,604,068.19","30,181,773.44","45,547,455.75","64,975,743.06","91,870,212.72","20,352,758.54","38,607,147.71","56,631,069.73","90,486,329.12","23,071,805.06","41,072,349.90","56,254,667.85","81,109,572.47","18,750,713.68"
筹资活动现金流入小计,"30,000,000.00","40,000,000.00","84,197,302.57","7,817,462.08","276,784,083.67","276,784,083.67","276,784,083.67",,,,"130,000,000.00","20,000,000.00","135,590,468.51","175,590,468.51","187,690,468.51","30,000,000.00","70,000,000.00","394,793,986.13","392,890,563.20",,"65,000,000.00","180,000,000.00",,"18,000,000.00","110,878,162.10","164,346,711.20","184,346,711.20","35,000,000.00","90,000,000.00","142,500,000.00","167,500,000.00","80,000,000.00","194,000,000.00","478,000,000.00","709,500,000.00","40,200,000.00","185,200,000.00","1,048,799,980.80","1,180,619,980.80","121,400,000.00","141,400,000.00","141,400,000.00","154,622,681.00","15,000,000.00","121,829,669.62","162,829,669.62","191,000,000.00","20,000,000.00"
经营活动现金流出小计,"27,467,369.43","65,128,537.10","139,500,865.68","43,955,480.93","70,734,142.04","120,244,670.75","153,080,439.49","42,167,147.76","80,622,350.09","121,005,009.10","164,574,800.20","60,921,107.33","149,494,765.86","224,420,921.85","305,165,505.91","107,532,070.25","195,487,081.06","332,144,175.92","407,737,909.02","147,802,676.56","323,930,459.52","537,197,415.32","649,826,538.08","196,275,828.50","407,079,838.69","548,192,329.10","786,279,510.86","162,631,718.62","367,800,151.20","668,059,051.47","942,343,358.13","212,473,790.46","420,768,512.41","570,708,567.16","733,650,370.09","246,455,048.74","456,519,930.46","680,006,696.10","946,744,741.65","190,076,004.08","377,013,525.22","580,173,311.80","815,534,460.23","185,464,904.46","357,421,362.32","535,703,688.05","725,867,869.88","198,764,382.05"
偿还债务支付的现金,,,"54,943,947.35","6,197,302.57","39,676,815.00","44,347,438.89","44,347,438.89",,,,,"120,000,000.00","145,000,000.00","195,000,000.00","215,250,458.80","30,000,000.00","60,000,000.00","120,000,000.00","130,000,000.00","10,000,000.00","45,000,000.00","165,000,000.00",,,"45,000,000.00","133,000,000.00","201,846,711.20","15,000,000.00","15,000,000.00","62,500,000.00","82,500,000.00","70,000,000.00","125,000,000.00","285,500,000.00","345,500,000.00","60,000,000.00","232,095,291.67","352,095,291.67","509,190,583.34","147,919,615.37","249,922,945.52","267,952,916.83","348,952,916.83","20,000,000.00","40,000,000.00","40,000,000.00","126,000,000.00","40,000,000.00"
经营活动产生的现金流量净额,"-6,112,570.38","-28,048,211.84","44,188,871.73","-3,468,639.05","-4,881,875.83","15,829,875.26","65,696,788.69","-10,050,091.97","11,947,816.44","4,656,257.02","46,111,344.08","-21,383,165.58","-43,889,963.32","-11,775,028.27","60,384,305.18","-61,196,040.50","-70,818,899.66","-74,868,323.96","35,722,165.34","-55,747,659.95","-13,980,850.05","-32,366,776.27","45,346,881.46","-69,344,314.01","-79,214,181.96","4,451,130.81","120,212,685.23","-46,554,909.22","-33,080,236.84","-63,033,189.29","20,837,819.35","-45,447,673.00","-59,992,031.13","-49,443,340.93","100,652,059.44","-71,259,570.80","-133,238,041.94","36,154,238.90","126,853,299.21","-59,481,369.91","-49,699,289.83","-42,136,933.78","67,784,569.86","-18,952,871.62","-16,184,462.47","19,421,944.07","160,805,760.73","-82,810,527.86"
分配股利、利润或偿还利息支付的现金,"15,667,361.09","23,254,468.69","31,043,092.06","8,458,528.18","8,976,885.54","12,744,575.71","12,977,534.07",,"20,000,000.00","20,000,000.00","20,000,000.00","18,655,724.04","21,609,881.14","34,329,911.40","36,327,550.78","6,849,649.20","30,411,454.85","32,318,693.62","34,143,635.99","24,385,442.47","49,197,577.33","51,197,629.99","52,732,069.09","1,670,533.35","26,239,628.17","28,824,565.76","30,754,263.21","1,260,399.99","21,519,038.49","24,559,227.47","26,571,174.69","2,426,328.83","12,919,939.41","18,342,499.40","22,711,841.86","25,475,604.18","37,736,105.81","42,321,224.61","47,401,291.39","3,461,376.61","10,910,451.23","16,604,644.36","53,042,386.10","933,875.74","31,049,136.13","58,597,717.07","77,269,760.07","1,414,552.83"
收回投资收到的现金,,,"5,041,875.50",,,,,,,,"10,000,000.00",,"13,253,593.59","13,253,593.59","41,128,536.14",,"50,000,000.00","50,000,000.00","50,000,000.00","37,000,000.00","49,500,000.00","149,500,000.00",,,,,,,,,,,,,"80,765,000.00",,,"300,000.00","44,450,000.00",,,"4,900,000.00","3,500,000.00",,,"24,000,000.00","1,198,000,000.00","450,000,000.00"
支付其他与筹资活动有关的现金,,,,,"5,656,566.00","5,656,566.00","6,680,000.00",,,,,,,"766,668.00",,"2,098,272.87","2,098,272.87","3,991,709.67",,,,,,,,,"3,000,000.00",,,,,,,,"98,600,000.00","31,520,000.00","36,520,000.00","88,469,982.14","119,656,330.19","52,757,091.58","52,757,091.58","52,757,091.58","53,617,691.58",,"27,396,329.62","40,163,369.62","32,192,311.29",
取得投资收益收到的现金,,"300,000.00","300,000.00",,,,,,,"455,919.98","1,971,711.72","2,581,387.79","757,639.33","757,639.33","3,500,000.00",,"11,000,000.00","11,000,000.00","12,500,000.00",,,,,,,,,,,,,,"4,500,000.00","4,500,000.00","4,500,000.00",,,,"2,100,000.00","508,505.33","3,900,000.00","3,900,000.00","9,921,000.00",,"2,600,000.00","2,600,000.00","9,961,707.96","2,591,739.72"
筹资活动现金流出小计,"15,667,361.09","23,254,468.69","85,987,039.41","14,655,830.75","54,310,266.54","62,748,580.60","64,004,972.96",,"20,000,000.00","20,000,000.00","20,000,000.00","138,655,724.04","166,609,881.14","230,096,579.40","251,578,009.58","38,947,922.07","92,509,727.72","156,310,403.29","164,143,635.99","34,385,442.47","94,197,577.33","216,197,629.99","52,732,069.09","1,670,533.35","71,239,628.17","161,824,565.76","235,600,974.41","16,260,399.99","36,519,038.49","87,059,227.47","109,071,174.69","72,426,328.83","137,919,939.41","303,842,499.40","466,811,841.86","116,995,604.18","306,351,397.48","482,886,498.42","676,248,204.92","204,138,083.56","313,590,488.33","337,314,652.77","455,612,994.51","20,933,875.74","98,445,465.75","138,761,086.69","235,462,071.36","41,414,552.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"9,403,200.00","9,629,330.00",,"17,000.00","17,000.00","59,000.00",,"4,064.36","67,486.84","614,339.36",,"45,820.00","48,020.00","2,221,389.93","1,929,182.18","2,409,182.18","2,415,152.18","533,059.03",,,"10,051.98",,"2,500.00","3,835,600.00","3,854,700.00","3,887,366.97","330,000.00","330,170.00","350,504.95","1,331,979.03","1,182,000.00","1,288,000.00","1,288,000.00","1,671,278.30","103,667.00","338,270.83","338,612.71","298,048.20","5,300.00","14,125.24","642,978.59","3,600,259.40","7,108.90","590,311.89","674,816.89","386,028.90","2,150.00"
筹资活动产生的现金流量净额,"14,332,638.91","16,745,531.31","-1,789,736.84","-6,838,368.67","222,473,817.13","214,035,503.07","212,779,110.71",,"-20,000,000.00","-20,000,000.00","110,000,000.00","-118,655,724.04","-31,019,412.63","-54,506,110.89","-63,887,541.07","-8,947,922.07","-22,509,727.72","238,483,582.84","228,746,927.21","-34,385,442.47","-29,197,577.33","-36,197,629.99","-52,732,069.09","16,329,466.65","39,638,533.93","2,522,145.44","-51,254,263.21","18,739,600.01","53,480,961.51","55,440,772.53","58,428,825.31","7,573,671.17","56,080,060.59","174,157,500.60","242,688,158.14","-76,795,604.18","-121,151,397.48","565,913,482.38","504,371,775.88","-82,738,083.56","-172,190,488.33","-195,914,652.77","-300,990,313.51","-5,933,875.74","23,384,203.87","24,068,582.93","-44,462,071.36","-21,414,552.83"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,933,316.28","5,440.56","5,440.56","35,941.92",,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"-10,323.74",28.51,,,-139.68,-41.00,-810.73,"-2,817.89","-5,286.57",-1.96,"-2,769.26","-4,294.51","35,761.05",-328.96,"-997,791.72","439,113.86","353,820.19","-144,049.87","-122,565.12","-124,092.95","-125,362.70","5,435.32","5,611.74","5,584.13","2,093.03","2,447.34",-756.23,"27,020.36","44,043.14","-3,318.83","-16,038.94","-182,232.58","-308,099.19","-7,145.33","-15,135.82",-590.33,"-12,793.13","78,809.18","66,761.48","-21,987.88","17,096.37","61,430.16"
收到其他与投资活动有关的现金,,"7,146.20",,,,,,,,,"190,650.00","5,046,343.18","5,046,343.18","5,046,343.18","5,000,000.00",,,,"7,500,000.00",,,,"147,000,000.00",,,,"5,125,027.00",,,,,,,,"54,240,123.46",,,,"2,175,089.04",,"1,416,106.89","6,491,354.45","160,305,066.97","630,002,330.67","1,168,889,993.70","1,675,270,829.31",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"9,710,346.20","14,971,205.50",,"17,000.00","17,000.00","59,000.00",,"4,064.36","523,406.82","12,776,701.08","7,627,730.97","19,103,396.10","19,105,596.10","51,849,926.07","1,929,182.18","63,409,182.18","63,415,152.18","70,533,059.03","37,000,000.00","49,500,000.00","149,510,051.98","147,000,000.00","2,500.00","3,835,600.00","3,854,700.00","9,012,393.97","330,000.00","330,170.00","350,504.95","5,265,295.31","1,187,440.56","5,793,440.56","5,823,941.92","141,176,401.76","103,667.00","338,270.83","638,612.71","49,023,137.24","513,805.33","5,330,232.13","15,934,333.04","177,326,326.37","630,009,439.57","1,172,080,305.59","1,702,545,646.20","1,208,347,736.86","452,593,889.72"
五、现金及现金等价物净增加额,"3,282,647.24","-14,860,120.77","37,111,132.04","-10,938,852.63","215,645,776.19","226,713,786.02","266,827,898.30","-17,106,780.24","-51,485,924.55","-60,940,647.53","6,820,550.90","-147,650,509.18","-97,561,191.78","-110,665,385.40","-67,144,608.28","-96,185,363.34","-107,145,046.12","105,888,260.60","13,678,507.91","-121,520,065.41","-153,430,918.39","-159,970,704.92","-160,278,814.43","-78,734,591.56","-90,101,948.08","-63,064,522.55","-20,670,974.32","-51,985,682.26","-6,793,331.86","-64,321,899.90","15,191,772.94","-44,092,905.61","-18,866,629.41","8,431,393.87","294,261,864.14","-154,347,255.25","-264,089,603.62","263,731,191.51","519,084,751.68","-513,140,803.66","-602,442,126.32","-651,640,062.61","-204,018,398.55","-57,384,254.86","-28,765,765.05","-489,736,076.10","72,857,400.40","-246,146,554.32"
购建固定资产、无形资产和其他长期资产支付的现金,"3,857,421.29","12,175,332.29","20,259,208.35","631,844.91","1,963,165.11","3,168,592.31","11,696,677.36","7,056,716.78","18,437,805.35","21,120,311.37","27,067,354.58","4,119,309.53","12,594,401.20","34,577,024.45","64,624,618.05","24,980,580.99","44,232,831.66","75,587,855.95","128,809,404.72","65,886,634.03","156,254,699.29","235,355,464.50","296,747,446.99","25,578,194.33","52,239,334.93","71,768,405.85","98,516,427.61","24,505,808.37","27,529,838.27","57,085,572.22","69,342,260.06","7,408,791.68","19,747,343.20","21,133,728.08","36,061,903.71","5,642,428.44","9,272,396.09","20,994,409.90","30,855,361.46","6,428,010.19","20,867,444.47","29,822,218.77","57,827,204.14","34,585,756.25","46,112,573.52","48,237,112.63","49,851,122.20","9,576,793.51"
期初现金及现金等价物余额,"35,052,155.34","34,627,351.29","34,627,351.29","71,738,483.33","71,738,483.33","71,738,483.33","73,230,261.33","340,058,159.63","340,058,159.63","340,058,159.63","340,058,159.63","346,878,710.53","361,642,950.77","361,642,950.77","346,878,710.53","279,734,102.25","279,734,102.25","279,734,102.25","279,734,102.25","293,412,610.16","293,412,610.16","293,412,610.16","293,412,610.16","133,133,795.73","133,133,795.73","133,133,795.73","133,133,795.73","112,462,821.41","112,462,821.41","112,462,821.41","112,462,821.41","127,654,594.35","127,654,594.35","127,654,594.35","127,654,594.35","421,916,458.49","421,916,458.49","421,916,458.49","421,916,458.49","941,001,210.17","941,001,210.17","941,001,210.17","941,001,210.17","736,982,811.62","736,982,811.62","736,982,811.62","736,982,811.62","809,840,212.02"
投资支付的现金,"1,080,000.00","1,080,000.00",,,,,,,"25,000,000.00","25,000,000.00","130,000,000.00",,"29,160,000.00","28,910,000.00","43,396,516.88","2,990,000.00","32,990,000.00","45,550,000.00","192,550,000.00","2,500,000.00","2,500,000.00","6,000,000.00","3,500,000.00",,"2,000,000.00","2,000,000.00",,,,,,,"1,000,000.00","101,000,000.00","103,000,000.00",,,"12,048,500.00","10,000,000.00",,,,"10,000,000.00",,,,"1,202,000,000.00","585,000,000.00"
期末现金及现金等价物余额,"38,334,802.58","19,767,230.52","71,738,483.33","60,799,630.70","287,384,259.52","298,452,269.35","340,058,159.63","322,951,379.39","288,572,235.08","279,117,512.10","346,878,710.53","199,228,201.35","264,081,758.99","250,977,565.37","279,734,102.25","183,548,738.91","172,589,056.13","385,622,362.85","293,412,610.16","171,892,544.75","139,981,691.77","133,441,905.24","133,133,795.73","54,399,204.17","43,031,847.65","70,069,273.18","112,462,821.41","60,477,139.15","105,669,489.55","48,140,921.51","127,654,594.35","83,561,688.74","108,787,964.94","136,085,988.22","421,916,458.49","267,569,203.24","157,826,854.87","685,647,650.00","941,001,210.17","427,860,406.51","338,559,083.85","289,361,147.56","736,982,811.62","679,598,556.76","708,217,046.57","247,246,735.52","809,840,212.02","563,693,657.70"
