科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
固定资产,"181,932,368.36","182,820,271.41","179,948,202.85","151,115,493.17","149,004,525.78","147,917,171.13","145,264,113.30","152,184,022.20","151,442,299.62","147,844,516.48","141,187,307.30"
递延所得税负债,,,,"48,818,039.40","46,742,437.34","25,666,323.64","25,030,093.48","12,296,232.37","29,658,016.88","33,678,120.84","28,701,059.18"
在建工程,"24,107,310.82","15,671,555.78","18,370,641.76","25,440,944.03","31,363,010.06","45,970,421.19","59,205,713.81","1,983,893.00","6,024,571.56","383,106.00","19,693,459.09"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"36,386,314.97","49,477,792.89","49,176,062.39","60,693,039.40","58,729,157.27","37,653,043.57","37,016,813.41","32,296,232.37","49,658,016.88","53,678,120.84","48,701,059.18"
固定资产清理,"-4,319.67","-104,400.00","41,698.70",,,"1,360.00",-665.00,,"-72,608.80",,"-327,599.96"
负债合计,"354,633,954.91","325,528,954.23","346,369,029.97","410,164,771.81","384,031,741.25","364,464,052.21","366,843,941.57","332,646,677.00","369,330,660.03","356,597,982.94","311,378,104.39"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00","215,594,628.00"
油气资产,,,,,,,,,,,
资本公积,"113,003,217.33","110,377,279.02","110,377,279.02","255,904,388.90","242,557,833.82","179,147,233.33","177,238,542.87","146,768,989.62","198,840,888.55","211,171,866.04","196,835,412.38"
无形资产,"26,546,770.50","26,198,527.32","26,983,035.47","54,609,642.82","54,393,718.56","54,525,150.20","54,409,275.40","47,158,838.71","47,036,200.78","45,388,295.31","45,156,074.04"
盈余公积,"11,256,092.77","12,557,073.04","12,557,073.04",,,,,,,,
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"-85,214,270.75","-111,651,857.01","-109,921,587.84","-101,488,190.96","-93,669,993.82","-92,461,337.95","-87,976,870.65","-79,312,578.50","-68,382,570.45","-60,117,620.86","-43,249,751.16"
长期待摊费用,"51,739.77",,,,,,,,,"1,717,489.00","1,717,489.00"
少数股东权益,"25,760,229.48","23,625,271.16","24,555,594.53","24,751,781.59","26,657,193.44","28,219,863.71","30,335,698.05","31,467,073.06","34,850,851.13","40,116,477.93","42,038,719.80"
递延所得税资产,"14,590,575.86","14,590,575.86","14,590,575.86","16,526,405.32","16,526,405.32","16,526,405.32","16,526,405.32","17,000,782.80","17,000,782.80","27,848,541.67","27,958,763.88"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"350,068,889.23","316,333,264.17","317,090,888.44","530,605,013.25","512,705,630.11","441,193,004.23","448,386,165.94","397,774,437.34","468,931,511.96","484,038,444.53","474,014,157.01"
所有者权益(或股东权益)合计,"280,399,896.83","250,502,394.21","253,162,986.75","394,762,607.53","391,139,661.44","330,500,387.09","335,191,998.27","314,518,112.18","380,903,797.23","406,765,351.11","411,219,009.02"
资产总计,"635,033,851.74","576,031,348.44","599,532,016.72","804,927,379.34","775,171,402.69","694,964,439.30","702,035,939.84","647,164,789.18","750,234,457.26","763,363,334.05","722,597,113.41"
负债和所有者(或股东权益)合计,"635,033,851.74","576,031,348.44","599,532,016.72","804,927,379.34","775,171,402.69","694,964,439.30","702,035,939.84","647,164,789.18","750,234,457.26","763,363,334.05","722,597,113.41"
