科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
偿还债务支付的现金,"825,500,000.00","146,000,000.00","440,000,000.00","10,000,000.00","110,000,000.00","130,000,000.00","20,000,000.00","37,500,000.00","185,500,000.00","295,500,000.00","94,500,000.00","125,140,233.79","316,462,632.59","507,184,225.75","43,850,117.96","166,555,220.61","479,128,077.17","393,700,776.15","586,357,679.66","950,486,909.44","1,205,968,215.03","1,142,156,286.78","359,006,399.73","715,794,381.76","1,058,551,308.15","1,264,501,458.10","415,024,623.68","984,765,270.83"
经营活动产生的现金流量净额,"112,924,246.96","69,560,190.05","93,167,365.59","-33,757,635.51","37,452,914.49","135,229,361.53","-58,506,572.52","-4,801,083.83","57,253,502.14","99,050,378.16","-68,117,171.72","-34,123,189.56","-27,841,503.17","40,370,943.53","53,799,956.95","38,150,194.20","16,847,882.81","286,579,240.04","15,547,221.97","53,560,799.74","86,585,806.44","279,141,879.96","-132,211,447.06","-125,528,551.55","-92,411,114.57","222,450,167.96","-188,625,607.57","-223,021,377.93"
分配股利、利润或偿还利息支付的现金,"21,500,968.83","35,280,285.50","42,308,929.78","27,992,833.03","29,898,749.13","30,576,434.42","237,291.20","38,750,645.08","41,233,804.47","38,923,217.54","1,294,866.66","3,767,525.15","51,855,145.55","52,793,850.69","2,387,548.70","8,204,948.44","29,748,318.46","44,107,530.29","9,425,700.87","65,751,199.50","74,023,920.29","90,804,632.41","7,865,407.14","30,086,456.52","47,652,014.43","60,797,885.19","16,359,189.50","59,638,697.72"
收回投资收到的现金,"108,000,000.00",,,,,,,,,,,,,,,,"500,000.00","500,000.00",,,"445,751.37","500,000.00",,,,,"60,000,000.00","60,000,000.00"
支付其他与筹资活动有关的现金,,,"2,680,000.00",,,,,,"10,973,439.50",,,,,"11,450,000.00",,,,"396,693,178.08",,,,"1,019,599,828.50",,,,"156,811,917.81","50,000,000.00","93,222,474.28"
取得投资收益收到的现金,,,,,,,,,,"3,300,901.00",,,,,,,,"4,555,169.54",,"1,338,659.40","1,842,119.32",,,,,"557,430.00","2,990,896.99",
筹资活动现金流出小计,"847,000,968.83","181,280,285.50","484,988,929.78","37,992,833.03","139,898,749.13","160,576,434.42","20,237,291.20","76,250,645.08","237,707,243.97","334,423,217.54","95,794,866.66","128,907,758.94","368,317,778.14","571,428,076.44","46,237,666.66","174,760,169.05","508,876,395.63","834,501,484.52","595,783,380.53","1,016,238,108.94","1,279,992,135.32","2,252,560,747.69","366,871,806.87","745,880,838.28","1,106,203,322.58","1,482,111,261.10","481,383,813.18","1,137,626,442.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,"65,600.00","235,394.44",,,"1,800.00","75,176.07",,,,"1,018,532.49",,,,"1,105,903.98",,,,"3,276,204.99",,,,"13,800.00","20,000.00","843,552.79","843,552.79","15,495,180.97",,"25,000.00"
筹资活动产生的现金流量净额,"-207,353,074.39","56,219,714.50","-114,988,929.78","-17,992,833.03","496,351,250.87","463,234,562.68","-20,237,291.20","13,749,354.92","2,792,756.03","65,558,475.23","73,356,986.70","141,929,402.47","219,436,318.70","267,874,216.04","-12,359,058.26","287,012,583.86","350,926,576.98","249,624,152.91","431,110,784.16","163,961,800.97","1,271,067,499.87","695,082,944.28","257,874,696.66","261,865,665.25","349,043,180.95","569,027,233.39","-71,261,813.18","56,868,040.65"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"8,622,065.00","7,689,013.93",,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"23,780,123.78","1,713,920.05","1,074,347.27","1,866,716.40","15,766,221.72","7,302,000.00","76,204,737.95","76,314,280.40","233,863,553.82","234,265,495.10","91,983,146.86","92,234,276.11","92,234,276.11","64,233,774.53","10,205,636.99","28,765,456.08","76,080,633.92","96,052,152.88","333,438.38","31,339.60","31,339.60","17,123,762.51","30,000,000.00","30,000,000.00","30,000,000.00","372,129,876.21","100,000,000.00","190,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"131,845,723.78","1,949,314.49","1,074,347.27","1,866,716.40","15,768,021.72","7,377,176.07","76,204,737.95","76,314,280.40","233,863,553.82","238,584,928.59","91,983,146.86","92,234,276.11","92,234,276.11","65,339,678.51","10,205,636.99","28,765,456.08","76,580,633.92","104,383,527.41","333,438.38","1,369,999.00","2,319,210.29","17,637,562.51","30,020,000.00","30,843,552.79","39,465,617.79","395,871,501.11","162,990,896.99","250,025,000.00"
五、现金及现金等价物净增加额,"16,758,376.92","90,678,906.15","-68,990,384.11","-74,635,939.69","434,217,304.44","66,528,353.36","-114,128,618.95","-93,282,994.89","-25,527,643.72","-56,486,412.93","24,608,503.65","48,975,374.14","77,879,956.63","36,783,727.62","2,198,221.67","-10,067,169.31","-28,694,325.36","32,296,055.77","239,637,063.93","-85,296,972.98","1,007,680,965.10","225,781,866.96","75,486,512.78","-116,846,110.13","-123,490,757.40","122,949,983.07","-193,805,279.76","-238,724,806.54"
购建固定资产、无形资产和其他长期资产支付的现金,"20,658,519.43","35,600,312.89","47,666,369.36","24,752,187.55","108,746,882.64","154,312,746.92","111,589,493.18","177,545,546.38","318,437,455.71","443,980,194.91","52,614,458.19","101,065,114.88","155,949,135.01","283,107,250.46","49,448,314.01","80,513,905.86","112,067,906.12","221,109,367.00","78,354,380.58","103,689,572.69","151,791,551.50","228,387,443.94","80,016,736.82","120,276,776.62","195,838,441.57","314,402,812.89","97,790,980.83","152,921,194.09"
期初现金及现金等价物余额,"66,264,801.65","83,023,178.57","173,702,084.72","104,711,700.61","104,711,700.61","104,711,700.61","171,240,053.97","171,240,053.97","171,240,053.97","171,240,053.97","114,753,641.04","114,753,641.04","114,753,641.04","114,753,641.04","151,537,368.65","151,537,368.66","151,537,368.66","151,537,368.65","236,710,288.97","183,833,424.42","183,833,424.42","183,833,424.42","409,615,291.38","409,615,291.38","409,615,291.38","409,615,291.38","532,565,274.45","532,565,274.45"
投资支付的现金,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,"283,481,497.59","360,981,512.95","7,500,000.00","129,000,000.00","200,500,000.00","200,500,000.00","7,500,000.00","180,000.00","103,750,000.00","163,750,000.00","313,658,006.50",,"72,000,000.00"
期末现金及现金等价物余额,"83,023,178.57","173,702,084.72","104,711,700.61","30,075,760.92","538,929,005.05","171,240,053.97","57,111,435.02","77,957,059.08","145,712,410.25","114,753,641.04","139,362,144.69","163,729,015.18","192,633,597.67","151,537,368.66","153,735,590.32","141,470,199.35","122,843,043.30","183,833,424.42","476,347,352.90","98,536,451.44","1,191,514,389.52","409,615,291.38","485,101,804.16","292,769,181.25","286,124,533.98","532,565,274.45","338,759,994.69","293,840,467.91"
