科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"46,352,996.00","56,686,992.00","64,874,899.00","28,720,727.00","43,718,612.30","63,894,242.97","13,716,812.31","41,221,140.64","61,285,644.43","82,536,918.31","17,770,058.07","54,028,644.06","73,214,632.66","94,540,464.20","20,230,258.29","55,252,946.59","84,167,276.57","111,558,671.80","19,155,645.72"
取得借款收到的现金,"1,356,000,000.00","1,112,000,000.00","1,569,949,288.00","804,200,000.00","914,507,500.00","1,284,507,500.00","605,000,000.00","1,618,083,500.00","2,074,083,500.00","2,389,083,500.00","866,083,500.00","1,475,962,574.54","1,884,968,000.00","2,408,526,400.00","596,276,800.00","1,688,820,680.93","2,751,881,680.93","3,183,659,543.94","617,522,319.07"
支付的各项税费,"82,175,230.00","111,971,006.00","125,046,914.00","53,624,835.00","77,594,103.42","94,914,072.28","35,266,205.16","81,907,124.77","92,700,939.00","115,818,304.71","43,799,045.68","97,432,148.67","125,489,335.31","152,415,691.67","56,092,037.17","110,531,787.68","141,057,927.39","165,183,240.74","73,734,712.59"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"25,715,686.62",,,,,
支付其他与经营活动有关的现金,"29,458,981.00","24,836,491.00","16,580,552.00","11,566,207.00","14,167,659.27","17,585,604.03","7,830,804.07","13,047,176.98","17,968,502.30","26,240,070.86","9,385,927.84","19,200,105.48","29,171,276.97","35,365,647.91","9,436,649.40","24,196,322.03","37,342,930.72","39,824,920.75","8,210,337.34"
筹资活动现金流入小计,"1,356,000,000.00","1,112,000,000.00","1,569,949,288.00","804,200,000.00","1,263,790,100.00","1,623,682,705.90","605,000,000.00","1,618,083,500.00","2,074,083,500.00","5,336,083,500.00","866,083,500.00","1,475,962,574.54","1,884,968,000.00","2,434,242,086.62","596,276,800.00","1,688,820,680.93","3,050,081,680.93","3,481,859,543.94","617,522,319.07"
经营活动现金流出小计,"197,669,762.00","238,929,021.00","266,743,844.00","121,249,719.00","177,842,448.66","262,889,147.35","75,274,333.24","171,853,531.95","228,609,205.94","319,545,791.26","92,921,325.08","207,473,823.55","281,724,674.49","379,925,318.85","114,708,356.51","238,374,170.49","348,690,471.77","442,739,683.25","141,706,481.68"
偿还债务支付的现金,"495,113,440.00","524,560,000.00","1,115,710,000.00","207,750,000.00","252,750,000.00","640,986,696.00","69,725,000.00","350,571,696.00","538,296,696.00","840,643,392.00","1,282,878,500.00","1,585,625,196.00","1,653,480,196.00","2,307,866,892.00","69,195,000.00","539,869,878.66","869,664,878.66","1,456,439,757.32","153,795,000.00"
经营活动产生的现金流量净额,"856,676,995.00","671,957,535.00","1,088,584,293.00","559,012,270.00","832,574,808.63","1,120,038,284.97","333,899,387.89","768,569,094.92","1,081,415,881.82","1,349,002,179.48","268,594,268.00","542,831,025.71","838,987,266.69","1,138,448,280.77","209,644,005.50","505,327,998.25","747,735,722.06","1,203,308,494.31","232,126,184.52"
分配股利、利润或偿还利息支付的现金,"300,198,223.00","457,806,369.00","547,059,352.00","348,915,133.00","461,777,934.70","575,095,535.36","119,397,650.23","352,264,562.65","471,882,432.89","586,729,757.72","107,512,910.42","342,676,909.39","464,957,088.99","570,104,676.80","103,245,461.14","301,041,256.16","426,775,992.93","548,235,350.27","126,503,306.75"
收回投资收到的现金,"125,460,726.00",,,,,,,"50,000,000.00","250,000,000.00","470,000,000.00","458,000,000.00","917,000,000.00","977,000,000.00","1,236,000,000.00",,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,"3,085,853.00","450,000.00","450,000.00","450,000.00","1,035,152.75",,,"6,000.00","96,000.00","50,000.00"
取得投资收益收到的现金,,,,,,,,,,"3,993,565.75","3,828,520.54","8,112,871.23","10,451,378.32","11,292,742.47",,,,,
筹资活动现金流出小计,"795,311,663.00","982,366,369.00","1,662,769,352.00","556,665,133.00","714,527,934.70","1,216,082,231.36","189,122,650.23","702,836,258.65","1,010,179,128.89","1,430,459,002.72","1,390,841,410.42","1,928,752,105.39","2,118,887,284.99","2,879,006,721.55","172,440,461.14","840,911,134.82","1,296,446,871.59","2,004,771,107.59","280,348,306.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,884,135.00","6,073.00","828,286.00","402,279.00","402,328.59","403,368.59",,"206,714.00","227,234.00","313,470.63",,"91,160.00","91,160.00","6,355,254.16","1,410.00","1,680.00","227,550.00","4,425,480.43","110,200.00"
筹资活动产生的现金流量净额,"560,688,337.00","129,633,631.00","-92,820,064.00","247,534,867.00","549,262,165.30","407,600,474.54","415,877,349.77","915,247,241.35","1,063,904,371.11","3,905,624,497.28","-524,757,910.42","-452,789,530.85","-233,919,284.99","-444,764,634.93","423,836,338.86","847,909,546.11","1,753,634,809.34","1,477,088,436.35","337,174,012.32"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-205.00,"56,921.00","-1,198,158.00","-1,686.00","-21,341.35","-32,984.01",,"-24,698.82","74,219.94","-3,631.45",,"-1,739,522.87","2,807,325.68","6,056,971.99","6,141,755.91","7,231,146.09","7,869,106.20","-228,857.71","-16,235,737.03"
收到其他与投资活动有关的现金,"61,526,154.00","3,120,000.00","23,060,763.00","431,844.00","4,261,492.82","6,471,214.71",,"425,714.00","425,714.00","4,732,537.37",,"82,383,144.50","85,818,052.89","95,954,440.29","4,540,769.90","5,526,479.90","6,349,177.32","11,099,061.59","863,600.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"189,871,015.00","3,126,073.00","23,889,049.00","834,123.00","4,663,821.41","6,874,583.30",,"50,632,428.00","250,652,948.00","479,039,573.75","461,828,520.54","1,007,587,175.73","1,073,360,591.21","1,349,602,436.92","4,542,179.90","5,528,159.90","6,576,727.32","15,524,542.02","973,800.00"
五、现金及现金等价物净增加额,"621,015,727.00","-177,024,075.00","-196,760,938.00","190,484,998.00","485,058,360.17","133,777,150.89","456,371,389.06","133,745,383.88","55,720,452.88","2,958,161,841.56","-1,538,687,885.54","-1,932,670,087.60","-1,844,616,028.84","-1,977,983,220.49","170,042,640.96","-185,217,520.83","201,071,926.35","19,846,527.79","156,067,541.26"
购建固定资产、无形资产和其他长期资产支付的现金,"816,937,721.00","981,198,235.00","1,214,916,058.00","616,894,576.00","901,421,093.82","1,380,765,797.51","243,105,348.60","1,350,378,681.57","1,890,026,967.99","2,296,987,137.00","596,547,287.39","1,776,041,258.70","2,273,048,290.61","2,762,834,771.62","471,976,399.61","1,539,677,681.52","2,303,201,332.41","2,657,258,624.15","391,791,130.05"
期初现金及现金等价物余额,"115,483,503.00","736,499,230.00","559,475,155.00","362,714,217.00","362,714,216.90","362,714,216.90","496,491,367.79","496,491,367.79","496,491,367.79","496,491,367.79","3,454,653,209.35","3,454,653,209.35","3,454,653,209.35","3,454,653,209.35","1,476,669,988.86","1,476,669,988.86","1,476,669,988.86","1,476,669,988.86","1,496,516,516.65"
投资支付的现金,"125,000,000.00",,,,,,"50,300,000.00","250,300,000.00","450,300,000.00","470,300,000.00","1,146,900,000.00","1,236,900,000.00","1,236,900,000.00","1,236,900,000.00",,,,,
期末现金及现金等价物余额,"736,499,230.00","559,475,155.00","362,714,217.00","553,199,215.00","847,772,577.07","496,491,367.79","952,862,756.85","630,236,751.67","552,211,820.67","3,454,653,209.35","1,915,965,323.81","1,521,983,121.75","1,610,037,180.51","1,476,669,988.86","1,646,712,629.82","1,291,452,468.03","1,677,741,915.21","1,496,516,516.65","1,652,584,057.91"
