科目,2012年度,2013年度,2014年度,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"414,041,190.00","573,412,495.44","682,424,365.00","532,753,255.91","765,229,675.10","522,048,654.30","750,829,654.30","787,829,654.30","906,829,654.30","225,000,000.00","608,548,800.00","608,548,800.00","746,808,800.00","213,278,729.57","456,076,428.86","395,964,381.09","1,622,212,962.89","105,454,872.01"
经营活动现金流出小计,"664,544,356.77","682,536,039.27","712,098,162.84","518,687,973.00","687,618,248.61","155,768,261.05","253,290,591.29","406,738,005.46","539,730,400.60","129,951,079.02","239,328,641.62","354,786,438.96","552,470,775.46","144,962,865.75","291,543,562.22","382,583,328.68","621,050,073.50","299,270,809.64"
偿还债务支付的现金,"354,193,943.83","428,962,988.56","604,420,091.28","268,916,310.00","458,471,110.00","113,221,200.00","399,802,000.00","439,902,000.00","525,902,000.00","179,000,000.00","448,500,000.00","481,500,000.00","647,540,400.00","145,211,486.37","401,917,656.00","345,720,022.77","742,524,898.44","10,058,999.16"
经营活动产生的现金流量净额,"103,342,431.13","74,993,069.86","144,000,559.15","70,290,886.14","94,879,366.44","-28,106,879.42","22,010,630.52","9,321,793.01","7,679,734.60","-39,735,015.41","-7,725,097.50","15,323,271.65","18,104,512.00","-2,310,054.77","130,184,954.78","138,651,500.22","191,835,586.36","15,004,829.77"
分配股利、利润或偿还利息支付的现金,"22,977,943.81","41,701,219.36","63,927,651.05","76,171,108.89","90,044,553.80","9,016,788.37","56,806,032.06","74,631,612.09","84,857,188.99","11,634,139.82","82,421,989.25","50,815,566.71","88,615,320.29","9,978,962.64","82,644,743.54","108,649,502.35","108,393,540.52","22,988,720.13"
收回投资收到的现金,,,,,,,,,,"50,000,000.00",,,"19,266,500.00",,,,,
支付其他与筹资活动有关的现金,,,,"55,100,000.00","55,000,000.00","2,874,509.18",,"6,359,448.61",,"155,380.57",,,,,,,"67,000,000.00","7,448,592.82"
取得投资收益收到的现金,"242,400.00","404,352.00","114,903.36","207,382.05","207,382.05",,"497,716.90","497,716.90","497,716.90","314,141.34","224,689.28",,"2,024,689.28",,,,"1,800,000.00","5,057,713.83"
筹资活动现金流出小计,"377,171,887.64","470,664,207.92","668,347,742.33","400,187,418.89","603,515,663.80","125,112,497.55","456,608,032.06","520,893,060.70","610,759,188.99","190,789,520.39","530,921,989.25","532,315,566.71","736,155,720.29","155,190,449.01","484,562,399.54","454,369,525.12","917,918,438.96","40,496,312.11"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,478,254.40","189,395.35","45,930,476.93","4,738,946.42","3,811,809.58","61,733.00","193,304.85","563,018.17","198,159.22","122,470.54","3,268,532.82","5,076,550.71","11,049,474.49",729.08,"1,029,621.03","1,714,465.28","1,834,022.65","535,853.84"
筹资活动产生的现金流量净额,"36,869,302.36","102,748,287.52","14,076,622.67","132,565,837.02","161,714,011.30","396,936,156.75","294,221,622.24","266,936,593.60","296,070,465.31","34,210,479.61","77,626,810.75","76,233,233.29","10,653,079.71","58,088,280.56","-28,485,970.68","-58,405,144.03","704,294,523.93","64,958,559.90"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-262,008.72","1,019,043.82","-151,271.34","1,321,916.83","1,127,813.65","271,965.16","931,337.78","1,252,606.85","2,809,256.57","-347,963.89","-994,358.69","-2,919,055.35","-3,537,151.03","-1,622,096.09","-273,512.98","2,773,052.21","2,789,849.35","-4,928,285.57"
收到其他与投资活动有关的现金,"11,580,000.00","3,630,000.00",,,,,,,"41,250,854.79","211,726.03","80,922,278.33","151,371,233.09","235,670,132.55","10,000,000.00","40,253,903.33","143,331,627.40","166,410,444.27",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"13,300,654.40","4,223,747.35","46,045,380.29","4,946,328.47","4,019,191.63","61,733.00","691,021.75","1,060,735.07","41,946,730.91","50,648,337.91","84,415,500.43","156,447,783.80","268,010,796.32","10,000,729.08","41,283,524.36","145,046,092.68","170,044,466.92","5,593,567.67"
五、现金及现金等价物净增加额,"14,972,719.62","-5,437,963.25","-2,789,533.17","11,090,194.49","17,085,289.35","332,887,121.33","105,869,734.00","29,715,528.31","41,995,571.06","-1,072,813.89","35,636,582.85","706,962.30","42,615,817.96","-27,890,021.32","994,361.41","26,906,533.43","-32,653,009.98","68,181,877.73"
购建固定资产、无形资产和其他长期资产支付的现金,"138,277,659.55","188,422,111.80","206,760,823.94","198,034,773.97","244,655,093.67","36,275,854.16","151,984,878.29","170,856,200.22","188,510,616.33","35,848,652.11","37,686,272.14","94,378,271.09","90,615,419.04","32,046,880.10","81,714,634.07","141,158,967.65","162,403,303.67","12,446,794.04"
期初现金及现金等价物余额,"32,812,021.76","47,784,741.38","42,346,778.13","39,557,244.96","39,557,244.96","56,642,534.31","56,642,534.31","56,642,534.31","56,642,534.31","98,638,105.37","98,638,105.37","107,944,712.38","98,638,105.37","131,779,633.33","141,253,923.33","141,253,923.33","141,253,923.33","98,774,106.82"
投资支付的现金,,,,,,,,"18,000,000.00","18,000,000.00","10,000,000.00",,,,,,,"2,000,000.00",
期末现金及现金等价物余额,"47,784,741.38","42,346,778.13","39,557,244.96","50,647,439.45","56,642,534.31","389,529,655.64","162,512,268.31","86,358,062.62","98,638,105.37","97,565,291.48","134,274,688.22","108,651,674.68","141,253,923.33","103,889,612.01","142,248,284.74","168,160,456.76","108,600,913.35","166,955,984.55"
