科目,2011-12-31,2012-12-31,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
盈余公积,"2,428,638.55","6,457,870.42","6,457,870.42","11,174,545.44","11,174,545.44","11,174,545.44","15,205,748.88","15,205,748.88","15,205,748.88","15,205,748.88","19,496,695.16","19,496,695.16","19,496,695.16","19,496,695.16","23,762,194.39","23,762,194.39","23,762,194.39","23,762,194.39","26,541,316.03","26,541,316.03","26,541,316.03"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,"1,828,094,039.43","1,828,094,039.43","1,828,094,039.43"
未分配利润,"21,857,746.96","58,120,833.83","95,180,066.08","100,570,908.96","119,115,808.83","133,076,848.15","136,851,739.96","141,035,394.70","150,763,563.22","162,610,997.88","167,470,256.46","172,956,176.55","179,457,503.31","193,665,553.21","197,859,749.49","203,619,573.71","206,316,475.91","224,906,832.35","258,231,221.76","273,337,732.03","302,842,774.61"
长期待摊费用,,,,,,,,,,,,,,,"239,130.00","311,255.01","293,380.02","275,505.03","3,147,075.35","3,129,200.36","3,111,325.37"
少数股东权益,,,,,,,,,,,,,,,,,,"394,059.21","8,862,796.11","8,970,951.27","10,226,088.60"
递延所得税资产,"1,171,462.32","1,894,312.20","2,584,832.04","5,688,176.66","7,759,553.18","8,181,909.12","5,631,236.56","5,928,332.37","7,297,133.41","8,179,832.18","9,525,836.99","9,985,236.46","11,570,015.38","12,261,335.20","13,443,878.27","13,867,025.71","15,281,608.91","14,405,088.32","19,035,840.19","19,655,886.29","20,783,714.12"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"107,163,001.57","129,368,048.43","136,849,006.10","142,329,540.68","166,276,874.09","168,641,974.61","184,597,865.73","212,033,361.22","227,019,157.92","232,438,960.01","239,405,197.79","241,151,753.60","237,868,463.60","235,033,236.48","236,757,651.48","233,406,277.21","230,644,312.71","226,284,677.17","2,240,713,816.30","2,240,146,383.69","2,246,170,553.66"
所有者权益(或股东权益)合计,"165,048,031.59","205,340,350.33","242,399,582.58","252,507,100.48","271,052,000.35","285,013,039.67","511,894,905.65","516,078,560.39","525,997,483.65","537,844,918.31","546,995,123.17","552,481,043.26","558,982,370.02","573,190,419.92","581,650,115.43","587,409,939.65","590,106,841.85","609,091,257.50","3,411,583,137.53","3,426,797,802.96","3,457,557,982.87"
资产总计,"367,582,939.72","442,749,541.01","502,192,097.90","512,814,892.62","587,208,347.41","610,850,179.05","847,027,695.81","684,439,758.66","747,120,996.67","803,545,206.06","839,605,571.36","803,292,066.53","868,585,790.15","856,659,507.75","881,871,623.05","884,638,805.66","959,372,376.73","952,881,475.57","3,819,774,134.46","3,824,727,810.48","3,808,698,631.07"
负债和所有者(或股东权益)合计,"367,582,939.72","442,749,541.01","502,192,097.90","512,814,892.62","587,208,347.41","610,850,179.05","847,027,695.81","684,439,758.66","747,120,996.67","803,545,206.06","839,605,571.36","803,292,066.53","868,585,790.15","856,659,507.75","881,871,623.05","884,638,805.66","959,372,376.73","952,881,475.57","3,819,774,134.46","3,824,727,810.48","3,808,698,631.07"
