科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"33,377,550.26","49,359,159.63","67,461,519.24","39,906,562.32","61,422,761.86","88,059,663.59","19,216,157.94","52,061,981.42","75,802,564.46","105,465,222.66","30,870,837.14","57,806,068.21","86,267,175.33","126,638,891.49","36,876,416.43","68,248,092.69","100,465,972.69","146,348,405.10","43,593,163.52","93,078,037.73"
取得借款收到的现金,"170,000,000.00","256,000,000.00","395,100,000.00","136,000,000.00","155,000,000.00","269,500,000.00","48,000,000.00","212,600,000.00","297,600,000.00","362,600,000.00","185,000,000.00","268,000,000.00","323,000,000.00","323,000,000.00","149,000,000.00","304,000,000.00","484,000,000.00","534,000,000.00","210,000,000.00","501,800,000.00"
支付的各项税费,"22,522,881.63","23,293,459.51","31,618,193.74","19,757,135.48","27,941,747.08","36,276,648.95","27,335,531.42","19,931,115.43","29,541,717.13","42,643,496.88","14,591,233.45","26,294,177.14","39,834,257.09","58,695,629.66","22,387,193.58","35,461,012.81","48,623,478.88","48,771,822.83","12,352,964.71","38,574,927.23"
收到其他与筹资活动有关的现金,"9,972,000.00",,,,,,"10,866,548.98","56,672,971.31","74,660,691.31","12,726,750.42",,"24,610,000.00","30,704,000.00","18,790,588.87",,,,"6,241,113.15",,
支付其他与经营活动有关的现金,"19,643,433.87","21,250,379.91","32,725,961.40","12,563,965.29","23,977,456.20","29,788,465.62","7,818,746.68","11,885,902.36","27,462,954.68","24,907,656.99","17,391,037.50","25,573,798.88","37,422,299.64","36,931,294.00","15,552,685.15","29,026,276.49","67,177,977.36","57,291,065.23","18,285,581.86","32,406,017.38"
筹资活动现金流入小计,"179,972,000.00","256,000,000.00","395,100,000.00","136,000,000.00","304,974,324.39","419,474,324.39","58,866,548.98","269,272,971.31","372,260,691.31","426,453,850.42","185,000,000.00","1,010,446,589.91","1,076,962,089.91","1,066,325,675.01","149,000,000.00","304,000,000.00","484,000,000.00","540,241,113.15","210,000,000.00","636,800,000.00"
经营活动现金流出小计,"413,511,968.04","464,995,963.83","584,686,018.52","321,500,396.33","445,272,026.24","712,850,184.10","137,031,526.17","351,192,584.47","502,382,837.50","684,688,880.42","203,004,038.74","467,005,875.21","664,300,282.09","794,897,006.46","240,925,767.01","436,956,027.86","650,846,714.39","1,057,348,997.47","223,900,390.87","593,347,769.64"
偿还债务支付的现金,"104,890,000.00","200,000,000.00","320,270,000.00","138,830,000.00","235,429,953.02","335,830,000.00","157,292,496.58","163,000,000.00","210,100,000.00","319,100,000.00","120,000,000.00","166,000,000.00","301,000,000.00","402,500,000.00","80,000,000.00","128,500,000.00","183,500,000.00","328,500,000.00","95,263,980.09","351,646,137.45"
经营活动产生的现金流量净额,"-9,595,945.32","55,887,733.20","41,153,677.59","53,724,894.10","87,884,916.31","157,949,428.07","93,180,997.78","39,926,245.54","76,065,240.37","67,897,893.97","-4,255,733.39","-15,512,000.75","6,893,912.77","28,810,904.45","25,780,148.56","44,169,698.16","12,555,395.65","23,942,767.42","56,170,785.41","66,349,222.01"
分配股利、利润或偿还利息支付的现金,"7,815,472.11","13,473,529.09","15,427,170.51","8,679,535.75","15,306,048.78","17,089,147.11","24,688,952.42","32,606,391.98","37,561,454.81","42,325,512.08","3,394,199.66","7,291,712.16","39,678,397.79","43,660,184.98","2,274,806.17","6,941,680.37","11,329,848.03","16,945,579.86","7,004,809.69","44,691,189.30"
收回投资收到的现金,,,,,"50,000,000.00",,,"30,000,000.00","30,000,000.00",,,,,,"100,000,000.00","150,000,000.00","290,000,000.00","232,314,244.00","120,000,000.00","150,000,000.00"
支付其他与筹资活动有关的现金,,"4,173,220.00","7,014,090.68","3,223,779.57","4,842,466.26","49,291,003.25","2,019,603.00","41,100,000.00","58,840,175.36","2,775,502.94","2,800,000.00","4,929,100.00","5,779,100.00","2,763,900.00","22,988,822.27","26,215,652.23","34,412,544.57","1,198,220.00","14,300,000.00","17,086,818.48"
取得投资收益收到的现金,,,,,"252,473.53","848,491.66","46,468.87","46,468.87","46,468.87","46,468.87",,,,"395,164.39","1,238,356.16","1,735,205.48","5,893,068.49","8,494,953.59","3,658,780.82","4,852,205.48"
筹资活动现金流出小计,"112,705,472.11","217,646,749.09","342,711,261.19","150,733,315.32","255,578,468.06","402,210,150.36","184,001,052.00","236,706,391.98","306,501,630.17","364,201,015.02","126,194,199.66","178,220,812.16","346,457,497.79","448,924,084.98","105,263,628.44","161,657,332.60","229,242,392.60","346,643,799.86","116,568,789.78","413,424,145.23"
处置固定资产、无形资产和其他长期资产收回的现金净额,"22,400.00","240,524.72","15,000.00",,,"413,861.23",,"134,256.38","150,256.38","231,934.27","51,777.40","81,537.40","448,137.40","880,260.97",,"435,700.00","614,820.00","3,175,110.12",,"2,000,000.00"
筹资活动产生的现金流量净额,"67,266,527.89","38,353,250.91","52,388,738.81","-14,733,315.32","49,395,856.33","17,264,174.03","-125,134,503.02","32,566,579.33","65,759,061.14","62,252,835.40","58,805,800.34","832,225,777.75","730,504,592.12","617,401,590.03","43,736,371.56","142,342,667.40","254,757,607.40","193,597,313.29","93,431,210.22","223,375,854.77"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-7,024.68","10,015.92","129,970.48","8,065.65","8,065.65","-6,538.10",,"12,141.87","11,734.83","15,510.51",,-3.31,-1.92,"3,232.36",,-113.90,-113.90,"-13,315.82",,268.80
收到其他与投资活动有关的现金,,,,,,,"12,239,273.25",,,,,,,,,,,,"2,166,620.67",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"22,400.00","240,524.72","15,000.00",,"50,252,473.53","1,262,352.89","12,285,742.12","30,180,725.25","30,196,725.25","278,403.14","51,777.40","81,537.40","448,137.40","1,275,425.36","101,238,356.16","152,170,905.48","296,507,888.49","243,984,307.71","125,825,401.49","156,852,205.48"
五、现金及现金等价物净增加额,"-28,405,120.42","14,896,608.16","12,053,851.80","-6,221,664.87","70,549,170.52","-853,147.88","-32,585,647.77","9,898,563.10","29,668,598.25","14,180,301.86","15,640,228.27","727,615,384.21","378,603,149.96","206,170,568.02","67,323,510.24","94,524,386.74","198,724.81","-38,400,236.58","-31,009,155.59","-18,498,877.37"
购建固定资产、无形资产和其他长期资产支付的现金,"86,091,078.31","79,464,916.59","81,633,535.08","45,221,309.30","46,992,141.30","177,322,564.77","12,917,884.65","62,787,128.89","112,364,163.34","116,264,341.16","38,961,616.08","89,179,926.88","159,243,490.41","241,320,584.18","53,431,366.04","124,158,770.40","173,622,052.83","267,597,065.18","74,542,204.56","215,068,018.04"
期初现金及现金等价物余额,"38,036,316.80","9,631,196.38","24,527,804.54","36,581,656.34","51,218,967.02","36,581,656.34","99,656,822.39","35,728,508.46","35,728,508.46","35,728,508.46","49,908,810.32","49,908,810.32","49,908,810.32","49,908,810.32","256,079,378.34","256,079,378.34","256,079,378.34","256,079,378.34","217,679,141.76","217,679,141.76"
投资支付的现金,,,,,"70,000,000.00",,,"30,000,000.00","30,000,000.00",,,,"200,000,000.00","200,000,000.00","50,000,000.00","120,000,000.00","390,000,000.00","232,314,244.00","231,894,348.15","30,000,000.00"
期末现金及现金等价物余额,"9,631,196.38","24,527,804.54","36,581,656.34","30,359,991.47","121,768,137.54","35,728,508.46","67,071,174.62","45,627,071.56","65,397,106.71","49,908,810.32","65,549,038.59","777,524,194.53","428,511,960.28","256,079,378.34","323,402,888.58","350,603,765.08","256,278,103.15","217,679,141.76","186,669,986.17","199,180,264.39"
