科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"8,336,516.37","9,153,820.91","14,032,246.70","12,909,280.79","17,716,549.80","6,353,403.76","12,017,232.00","18,634,805.11","24,056,176.96","6,917,059.60","13,248,116.44","21,249,462.32","29,381,942.63","10,130,764.67","19,904,947.51","31,182,576.56","40,888,908.50","12,056,092.27","21,281,919.33","111,817,984.01","93,457,772.36","83,215,303.79","123,883,491.00","173,964,272.52","220,146,302.70","73,332,377.94","121,411,589.85","201,298,871.71","225,919,387.75","85,234,754.84","137,579,448.69","209,489,306.79"
取得借款收到的现金,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,"40,000,000.00","459,941,432.40","377,210,000.00","253,130,000.00","538,230,000.00","799,230,000.00","876,390,000.00","340,900,000.00","484,300,000.00","720,074,625.44","1,008,281,250.97","387,801,863.59","771,601,863.59","1,228,611,321.81"
支付的各项税费,"4,668,476.21","9,592,157.39","11,286,542.08","11,896,169.30","13,344,100.34","4,117,022.68","9,051,210.09","12,602,038.56","18,302,598.58","2,689,618.29","9,144,226.47","21,904,817.00","23,272,012.55","5,457,428.83","13,263,983.39","17,907,274.02","23,556,521.66","3,154,058.75","10,146,120.46","44,300,681.54","36,785,636.84","18,530,067.09","57,412,385.33","73,960,753.98","94,640,562.86","37,451,508.93","78,602,815.42","96,414,816.61","112,171,419.47","25,770,970.58","55,686,633.56","72,716,047.14"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"163,413,748.27","33,500,000.00","92,000,000.00","95,500,000.00","218,809,182.33",,"191,000,000.00","219,000,000.00","13,427,542.97","7,800,000.00","5,900,000.00","36,900,000.00"
支付其他与经营活动有关的现金,"4,144,703.34","3,904,152.45","4,768,047.73","7,862,272.06","11,306,287.91","1,996,641.03","4,663,503.33","6,583,615.49","12,220,105.83","24,201,230.16","31,605,498.15","34,903,333.78","45,143,006.55","27,982,010.62","29,780,785.51","33,698,487.16","34,723,754.83","5,886,080.71","10,041,102.02","86,276,278.13","132,671,625.44","30,217,743.48","131,878,197.87","408,176,560.22","127,426,497.87","284,721,902.47","301,294,143.72","377,326,178.43","291,050,665.69","153,173,095.97","220,390,193.25","364,917,399.97"
筹资活动现金流入小计,,,"3,000,000.00","3,000,000.00","3,000,000.00","578,872,000.00","578,872,000.00","578,872,000.00","578,872,000.00",,,,,,,,,,"40,000,000.00","459,941,432.40","540,623,748.27","286,630,000.00","630,230,000.00","894,730,000.00","1,823,069,182.33","340,900,000.00","675,300,000.00","939,074,625.44","1,021,708,793.94","395,601,863.59","780,001,863.59","1,268,011,321.81"
经营活动现金流出小计,"95,348,329.16","112,693,374.92","136,503,173.10","122,081,561.60","163,294,319.85","73,494,464.12","125,284,514.89","174,563,080.81","231,916,710.43","70,775,768.38","181,083,641.12","297,978,319.44","379,757,547.20","143,326,760.86","234,784,138.94","339,059,291.06","434,315,496.65","106,065,999.85","207,754,959.33","935,213,086.18","857,559,227.13","453,244,334.16","899,219,931.40","1,457,001,567.72","1,458,387,251.12","740,457,978.23","1,056,320,299.41","1,531,165,084.61","2,075,583,427.31","792,244,501.32","1,190,257,781.87","1,737,866,170.97"
偿还债务支付的现金,,,,"3,000,000.00","3,000,000.00","3,037,934.23","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,"20,000,000.00","282,273,792.70","251,442,000.00","198,414,000.00","273,404,000.00","400,582,319.42","511,200,000.00","436,560,000.00","571,060,000.00","745,770,000.00","937,770,000.00","269,400,000.00","378,400,000.00","822,173,114.56"
经营活动产生的现金流量净额,"18,741,043.25","20,773,059.56","16,639,373.42","13,211,052.62","17,548,479.08","14,695,761.87","50,366,100.86","36,885,155.01","47,941,148.13","2,594,816.41","-23,147,669.51","-61,239,613.11","-48,545,617.11","-6,164,778.26","30,510,652.70","48,358,125.75","53,482,643.66","-13,946,526.60","-58,135,532.25","-108,936,030.31","-239,202,894.31","-19,561,138.86","-126,188,275.75","-79,968,953.63","-109,834,961.84","-157,943,674.71","-136,670,639.06","-212,168,720.85","-161,497,320.19","-83,178,296.12","-104,926,813.58","-27,115,183.30"
分配股利、利润或偿还利息支付的现金,"3,204,425.77",,"113,598.75","133,369.50","177,663.75","-74,387.25","6,735,611.83","6,735,611.83","6,735,611.83",,"10,020,000.00","10,020,000.00","10,020,000.00",,"14,028,000.00","14,028,000.00","14,028,000.00",,"20,181,011.11","34,257,790.65","34,496,772.39","4,082,846.83","22,358,377.83","33,566,874.28","68,915,583.45","9,155,195.07","55,810,449.18","66,127,917.46","78,047,214.03","11,129,677.59","26,946,470.92","76,669,201.33"
收回投资收到的现金,"30,748.20","1,725,593.60","577,900.00",,,,,,,,,,"732,000.00",,,"20,000,000.00","243,000,000.00","195,000,000.00","450,000,000.00","605,000,000.00","605,000,000.00",,,,"8,680,000.00","161,010,000.00","321,310,000.00","321,890,000.00","327,760,000.00","1,350,000.00","11,300,000.00","26,115,875.00"
支付其他与筹资活动有关的现金,,,,,,,"6,904,979.59","6,904,979.59","6,904,967.40",,,,"107,040.86",,,,"11,556.86",,"216,907.89","216,907.89","94,510,915.03","57,600,000.00","69,021,238.24","69,021,238.24","170,332,597.02","24,193,504.42","268,885,130.51","287,173,856.53","62,483,197.91","47,366,759.33","170,978,795.19","183,392,757.47"
取得投资收益收到的现金,"32,702.80","319,136.32","73,200.00",,"305,000.00",,,,,,,,,,,"76,383.56","1,945,287.69","1,455,410.96","3,383,219.18","3,858,972.60","3,858,972.60",,,,"10,508,767.50","512,689.08","1,350,591.55","1,350,923.52","2,871,783.53","4,310.28","11,171,825.83","21,912.48"
筹资活动现金流出小计,"3,204,425.77",,"113,598.75","3,133,369.50","3,177,663.75","2,963,546.98","16,640,591.42","16,640,591.42","16,640,579.23",,"10,020,000.00","10,020,000.00","10,127,040.86",,"14,028,000.00","14,028,000.00","14,039,556.86",,"40,397,919.00","316,748,491.24","380,449,687.42","260,096,846.83","364,783,616.07","503,170,431.94","750,448,180.47","469,908,699.49","895,755,579.69","1,099,071,773.99","1,078,300,411.94","327,896,436.92","576,325,266.11","1,082,235,073.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"1,083,980.58","10,000.00","8,718.45",,"1,234,200.00","1,285,000.00","1,361,351.00",,"14,040.00","49,540.00","59,638.64","400,200.00","404,200.00","589,200.00","615,200.00",500.00,"2,100.00","226,687.43","4,600.00",,,,"35,000.00",,,,"1,000.00","78,000.00","341,780.21","344,410.26"
筹资活动产生的现金流量净额,"-3,204,425.77",,"2,886,401.25","-133,369.50","-177,663.75","575,908,453.02","562,231,408.58","562,231,408.58","562,231,420.77",,"-10,020,000.00","-10,020,000.00","-10,127,040.86",,"-14,028,000.00","-14,028,000.00","-14,039,556.86",,"-397,919.00","143,192,941.16","160,174,060.85","26,533,153.17","265,446,383.93","391,559,568.06","1,072,621,001.86","-129,008,699.49","-220,455,579.69","-159,997,148.55","-56,591,618.00","67,705,426.67","203,676,597.48","185,776,248.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,077,936.30","5,077,936.30","5,077,936.30",,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,111.56,,,,"1,893.48",,,,"2,242.42",,-822.48,"6,037.69"
收到其他与投资活动有关的现金,,,"1,800,000.00",,,,,,,,,,,,,,,,,"40,000,000.00","1,814,137.56",,,"185,902.00","185,902.00","255,761.66",,,"40,000,000.00",,"6,739.63","6,739.63"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"63,451.00","2,044,729.92","3,535,080.58","10,000.00","313,718.45",,"1,234,200.00","1,285,000.00","1,361,351.00",,"14,040.00","49,540.00","791,638.64","400,200.00","404,200.00","20,665,583.56","245,560,487.69","196,455,910.96","453,385,319.18","649,085,660.03","610,677,710.16",,,"185,902.00","19,409,669.50","161,778,450.74","327,738,527.85","328,318,859.82","375,710,719.83","1,432,310.28","22,820,345.67","26,488,937.37"
五、现金及现金等价物净增加额,"10,467,429.55","-4,821,587.44","10,466,617.26","-1,466,971.54","920,401.72","566,157,550.57","572,438,518.77","535,090,310.76","523,385,961.58","-15,818,619.62","-122,333,969.38","-176,630,303.69","-194,697,353.15","-21,074,122.47","-24,448,500.08","-173,329,450.70","-77,879,521.47","-141,778,040.07","-172,723,706.64","-151,111,414.61","-200,109,117.07","-33,997,913.88","-15,026,251.32","-11,765,503.37","644,844,828.93","-517,001,917.90","-517,364,514.29","-587,409,412.84","-500,946,251.70","-42,526,611.51","23,135,404.47","-5,176,915.94"
购建固定资产、无形资产和其他长期资产支付的现金,"4,875,560.45","24,895,716.92","12,594,237.99","14,554,654.66","16,764,132.06","24,446,664.32","41,393,190.67","65,311,252.83","88,147,958.32","18,413,436.03","89,180,339.87","105,420,230.58","136,816,333.82","15,309,544.21","41,335,352.78","70,325,160.01","89,883,095.96","19,287,424.43","27,575,574.57","140,649,185.49","89,932,478.22","40,969,928.19","63,619,159.50","113,876,819.80","103,964,098.80","41,027,994.44","77,586,823.39","128,172,403.26","202,341,563.17","28,486,052.34","97,781,879.25","170,580,932.78"
期初现金及现金等价物余额,"2,982,402.04","13,449,831.59","8,628,244.15","19,094,861.41","19,094,861.41","20,015,263.13","20,015,263.13","20,015,263.13","20,015,263.13","543,401,224.71","543,401,224.71","543,401,224.71","543,401,224.71","348,703,871.56","348,703,871.56","348,703,871.56","348,703,871.56","270,824,350.09","270,824,350.09","301,016,958.75","270,824,350.09","70,715,233.02","70,715,233.02","70,715,233.02","70,715,233.02","715,560,061.95","715,560,061.95","715,560,061.95","715,560,061.95","214,613,810.25","214,613,810.25","214,613,810.25"
投资支付的现金,"257,078.48","2,743,660.00",,,,,,,,,,,,,,"158,000,000.00","243,000,000.00","295,000,000.00","530,000,000.00","605,066,688.70","605,900,000.00",,"90,665,200.00","134,665,200.00","142,665,200.00","320,800,000.00","323,890,000.00","328,890,000.00","396,000,000.00",,,"17,000,000.00"
期末现金及现金等价物余额,"13,449,831.59","8,628,244.15","19,094,861.41","17,627,889.87","20,015,263.13","586,172,813.70","592,453,781.90","555,105,573.89","543,401,224.71","527,582,605.09","421,067,255.33","366,770,921.02","348,703,871.56","327,629,749.09","324,255,371.48","175,374,420.86","270,824,350.09","129,046,310.02","98,100,643.45","149,905,544.14","70,715,233.02","36,717,319.14","55,688,981.70","58,949,729.65","715,560,061.95","198,558,144.05","198,195,547.66","128,150,649.11","214,613,810.25","172,087,198.74","237,749,214.72","209,436,894.31"
