科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"12,389,297.59","12,987,369.72","16,339,641.25","4,499,605.06","10,475,072.86","16,634,610.56","22,631,420.12","4,477,863.73","11,692,325.02","18,796,634.57","30,361,491.12","7,102,267.55","16,068,113.29","30,632,658.90","45,100,801.96","8,693,674.76","20,276,884.83","38,320,557.86","54,189,610.00","9,916,931.86","32,877,769.38","52,044,409.19","72,871,552.04","15,894,602.47","40,671,813.36","63,064,023.03","86,797,368.45","13,385,125.33","35,282,881.95","62,415,403.39"
取得借款收到的现金,"234,000,000.00","285,000,000.00","380,200,000.00","27,131,502.64","42,135,200.72","45,835,404.81","52,230,688.21","22,385,507.42","26,020,017.47","26,093,385.65","25,779,714.62","22,336,840.18","25,440,000.00","25,440,000.00","37,902,356.09","56,497,251.89","196,736,398.32","235,352,302.98","234,445,682.66",,"147,304,593.59","147,304,593.59","147,202,755.48",,"50,000,000.00","50,000,000.00","50,000,000.00",,,
支付的各项税费,"19,938,105.39","17,726,579.21","22,397,160.42","5,191,968.30","5,780,850.98","6,884,087.78","10,374,122.76","7,912,279.71","11,211,608.39","15,224,021.58","20,803,467.16","843,908.66","4,517,438.82","7,001,710.50","14,106,601.70","10,020,196.65","15,565,357.20","17,897,069.49","24,348,022.45","4,333,174.50","13,090,297.43","15,446,099.70","18,999,240.50","2,981,513.71","6,435,501.39","10,315,422.96","14,271,761.79","3,216,491.93","7,259,645.87","9,850,145.37"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"22,336,840.18","22,336,840.18","22,341,000.74",,,"146,739,670.38","33,748,000.00",,"9,000,000.00","10,335,543.34","10,708,900.00","6,960.66","12,334.20","12,334.20","613,100.00",,,
支付其他与经营活动有关的现金,"14,364,615.93","7,470,651.57","24,040,239.56","3,967,899.61","10,589,556.68","12,643,262.23","10,940,644.55","7,512,287.77","7,764,742.11","17,247,183.55","34,254,211.03","22,083,221.88","72,187,892.31","122,993,278.05","38,815,018.65","5,657,562.38","34,732,960.50","41,797,049.01","67,843,746.85","21,026,470.96","14,949,215.20","19,775,612.18","55,217,054.63","5,144,152.11","11,803,783.89","17,474,488.06","50,700,551.25","7,681,592.48","20,965,645.25","27,862,080.85"
筹资活动现金流入小计,"234,000,000.00","285,000,000.00","380,200,000.00","27,131,502.64","636,679,703.03","640,379,907.12","654,826,038.21","22,385,507.42","26,020,017.47","26,093,385.65","35,379,714.62","25,636,840.18","47,776,840.18","47,776,840.18","60,243,356.83","56,497,251.89","196,736,398.32","382,091,973.36","268,193,682.66",,"156,304,593.59","157,640,136.93","157,911,655.48","6,960.66","50,012,334.20","508,039,132.80","507,649,898.60",,,
经营活动现金流出小计,"544,648,456.22","548,632,760.35","532,683,021.28","147,539,186.57","368,415,584.23","577,696,832.58","798,267,859.76","221,632,501.22","537,944,733.54","903,307,325.72","1,061,702,470.02","358,896,711.06","692,388,146.69","1,037,807,268.45","1,294,510,200.42","232,366,170.00","545,201,535.24","927,612,216.67","1,353,602,376.05","382,834,664.15","785,527,679.50","1,094,739,939.45","1,370,679,822.05","183,750,619.53","451,946,482.10","742,211,524.02","1,103,671,502.81","240,800,322.81","594,411,059.07","892,237,973.45"
偿还债务支付的现金,"204,200,000.00","259,300,000.00","409,000,000.00","44,200,000.00","193,308,437.00","198,384,514.76","204,832,083.89","3,466,727.80","13,591,669.39","17,033,410.53","36,893,933.76","22,328,662.79","30,628,662.79","50,628,662.79","62,808,321.05","16,340,908.49","17,400,313.91","208,208,676.05","245,915,968.44","6,170,010.16","7,120,006.31","22,120,006.31","93,388,206.31","20,000,000.00","60,000,000.00","60,000,000.00","110,000,000.00",,,
经营活动产生的现金流量净额,"54,725,754.63","23,209,557.48","135,837,350.59","-9,738,838.39","-27,515,119.06","-4,238,260.47","-5,261,670.63","-9,638,546.85","18,589,902.24","25,100,763.98","94,928,963.03","-14,945,001.69","2,971,310.38","44,825,443.54","81,718,944.21","6,552,335.99","40,371,532.18","83,217,267.92","79,652,996.49","-50,830,652.60","-131,580,034.59","-117,721,850.55","-21,523,704.76","39,851,080.34","24,624,273.04","24,198,483.77","-16,639,153.73","52,211,162.29","-51,357,418.51","-33,989,059.11"
分配股利、利润或偿还利息支付的现金,"10,566,587.21","37,396,365.23","17,420,707.22","2,384,841.70","4,174,683.18","4,877,340.54","5,695,132.92","794,102.67","1,952,870.71","45,237,665.80","45,675,062.40","543,102.76","885,270.76","1,254,070.76","1,409,784.62","236,616.81","274,635.10","828,755.12","2,020,138.33","149,561.82","33,564,872.49","34,379,244.70","37,720,272.48","570,216.66","1,132,775.40","1,734,210.39","3,212,797.24",,,
收回投资收到的现金,,,,,,,,,,"2,227,775.37",,"10,000,000.00","40,000,000.00","72,000,000.00","73,910,000.00","70,000,000.00","227,950,000.00","310,750,000.00","375,950,000.00","6,331,000.00","6,331,000.00","6,331,000.00","6,331,000.00",,,,"30,000,000.00","9,000,000.00","9,000,000.00","59,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"8,050,847.69",,"33,250,527.24","22,525,470.12","22,416,412.88",,"12,400,000.00","12,400,000.00",,,"146,739,670.38","146,739,670.38",,,,"1,324,887.85",,"11,186.72","16,084.56","16,254.06",,,,
取得投资收益收到的现金,,,,,,,"2,645,717.00","963,749.51","2,134,370.90",,"4,010,481.11","192,620.45","-317,909.00","-109,783.92","2,847,937.06","1,274,348.25","984,082.41","2,099,424.87","2,864,153.87","55,192.44","55,192.44","1,431,411.21","2,451,238.48",,"2,046,198.33","2,346,198.33","2,396,828.47","452,971.23","452,971.23","452,971.23"
筹资活动现金流出小计,"214,766,587.21","296,696,365.23","426,420,707.22","46,584,841.70","197,483,120.18","203,261,855.30","218,578,064.50","4,260,830.47","48,795,067.34","84,796,546.45","104,985,409.04","22,871,765.55","43,913,933.55","64,282,733.55","64,218,105.67","16,577,525.30","164,414,619.39","355,777,101.55","247,936,106.77","6,319,571.98","40,684,878.80","57,824,138.86","131,108,478.79","20,581,403.38","61,148,859.96","61,750,464.45","113,212,797.24",,,
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,000.00","170,000.00",,,,,,"100,000.00","100,000.00","100,000.00","2,190,000.00","2,000.00","2,000.00","2,000.00","2,000.00","280,000.00","414,500.00","469,500.00","851,393.64",,,"10,800.00","181,716.87",,"24,000.00","24,000.00","3,027,948.41",,,
筹资活动产生的现金流量净额,"19,233,412.79","-11,696,365.23","-46,220,707.22","-19,453,339.06","439,196,582.85","437,118,051.82","436,247,973.71","18,124,676.95","-22,775,049.87","-58,703,160.80","-69,605,694.42","2,765,074.63","3,862,906.63","-16,505,893.37","-3,974,748.84","39,919,726.59","32,321,778.93","26,314,871.81","20,257,575.89","-6,319,571.98","115,619,714.79","99,815,998.07","26,803,176.69","-20,574,442.72","-11,136,525.76","446,288,668.35","394,437,101.36",,,
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-211,694.57","-498,660.51","-965,211.60","-166,463.61","-185,013.05","-245,366.48","-860,847.63","-199,190.31","-229,150.46","-744,867.10","32,762.52","-144,670.83","-189,426.75","-292,291.80","-804,923.41","-292,809.78","281,359.26","-203,816.63","1,168,679.61","1,341,141.33","2,324,221.02","3,959,047.46","4,964,102.45","-935,330.30","-1,327,181.54","-1,356,947.30","2,516,440.42","-224,951.51","-343,359.16","-726,014.13"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,000.00","170,000.00",,,,,"2,645,717.00","1,063,749.51","2,234,370.90","2,327,775.37","6,200,481.11","10,194,620.45","39,684,091.00","71,892,216.08","76,759,937.06","71,554,348.25","229,348,582.41","313,318,924.87","379,665,547.51","6,386,192.44","6,386,192.44","7,773,211.21","8,963,955.35",,"2,070,198.33","2,370,198.33","35,424,776.88","9,452,971.23","9,452,971.23","59,452,971.23"
五、现金及现金等价物净增加额,"24,585,821.87","-11,269,442.59","23,256,008.73","-34,176,708.75","398,254,061.91","398,238,613.54","380,871,199.27","-4,317,893.20","-61,106,733.10","-98,214,433.10","-245,893,673.13","-40,614,429.29","-118,559,198.37","-100,200,807.54","-13,317,813.26","-66,093,744.78","-998,694.81","-23,411,961.13","-60,409,123.61","-61,578,338.25","-51,635,169.72","-67,233,221.07","-82,589,244.72","8,451,284.14","-3,329,676.71","445,818,677.40","307,006,512.32","44,572,234.81","-77,957,900.28","-23,458,003.55"
购建固定资产、无形资产和其他长期资产支付的现金,"49,164,650.98","22,453,974.33","65,395,423.04","4,818,067.69","13,242,388.83","34,395,811.33","51,899,973.18","13,668,582.50","28,926,805.91","66,194,944.55","121,790,185.37","28,484,451.85","42,088,080.61","60,209,625.19","113,350,588.48","36,545,609.71","74,465,453.99","134,290,054.10","221,122,923.11","12,155,447.44","35,385,263.38","52,059,627.26","76,526,774.45","9,890,023.18","17,560,440.78","25,681,725.75","28,732,652.61","8,866,947.20","26,495,093.84","39,595,901.54"
期初现金及现金等价物余额,"18,203,153.97","42,788,975.84","31,519,533.25","54,775,541.98","54,775,541.98","54,775,541.98","54,775,541.98","435,646,741.25","435,646,741.25","435,646,741.25","435,646,741.25","345,413,068.12","189,753,068.12","189,753,068.12","189,753,068.12","189,753,068.12","176,435,254.86","176,435,254.86","176,435,254.86","116,026,131.25","116,026,131.25","116,026,131.25","116,026,131.25","33,436,886.53","33,436,886.53","33,436,886.53","33,436,886.53","340,443,398.85","340,443,398.85","340,443,398.85"
投资支付的现金,,,,,,,,,"30,000,000.00",,"155,660,000.00","10,000,000.00","118,599,999.02","138,710,656.80","50,000,000.00","147,281,736.12","226,200,000.00","309,200,000.00","320,031,000.00",,"9,000,000.00","9,000,000.00","25,270,000.00",,,,"80,000,000.00","8,000,000.00","9,215,000.00","8,600,000.00"
期末现金及现金等价物余额,"42,788,975.84","31,519,533.25","54,775,541.98","20,598,833.23","453,029,603.89","453,014,155.52","435,646,741.25","431,328,848.05","374,540,008.15","337,432,308.15","189,753,068.12","304,798,638.83","71,193,869.75","89,552,260.58","176,435,254.86","123,659,323.34","175,436,560.05","153,023,293.73","116,026,131.25","54,447,793.00","64,390,961.53","48,792,910.18","33,436,886.53","41,888,170.67","30,107,209.82","479,255,563.93","340,443,398.85","385,015,633.66","262,485,498.57","316,985,395.30"
