科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付股利,"263,024,737.03","314,861,653.07","68,828,617.59","56,046,579.18","91,343,762.00","387,246,806.72","12,545,757.69","12,316,103.37","180,412,765.39","165,674,377.48","14,510,820.75","13,205,176.58","13,192,689.78","144,958,039.81","19,384,157.69","18,997,256.40","144,444,845.41","154,139,309.18","12,894,191.09","29,154,211.10","37,262,731.65","91,946,474.11","29,369,831.21","29,357,933.36","29,348,447.28","29,648,127.89","29,624,240.04","37,860,468.95","23,307,575.52","11,420,850.42","11,177,263.36","11,148,088.30","11,132,344.29","20,397,258.54","14,973,387.34","11,681,423.74","12,512,983.60","12,506,777.92","12,506,777.92","12,474,136.38","14,772,372.03","14,738,941.49","26,840,792.20","14,340,792.20","43,193,409.32",,"17,191,142.23","17,127,446.76"
存货,"148,703.51","149,286.35","238,836.20","140,706.53","148,360.29","152,246.12","164,208.18","405,711.52","291,799.50","248,754.99","270,835.44","220,142.91","223,346.07","275,951.76","186,356.29","279,948.92","264,588.91","218,997.00",,,,,,,,,,,,,,,,,,"800,998.80","800,998.80","1,178,127.02","323,888.89","323,888.89","323,888.89","1,867,867.55",,,"139,076.49","127,187.68","81,017.91","83,931.70"
其他应付款,"154,236,300.86","157,862,189.27","155,829,669.97","238,542,275.06","327,782,200.60","239,495,594.40","225,725,155.41","263,023,077.84","202,718,664.90","214,393,533.99","280,511,838.27","165,005,234.22","196,613,034.67","173,789,637.34","224,877,904.18","237,781,580.86","401,693,615.42","255,577,326.04","300,132,365.67","319,750,258.89","327,623,803.20","350,548,280.35","267,711,507.28","265,356,659.21","254,708,898.04","263,938,483.96","228,710,934.85","255,719,356.70","329,528,491.28","326,423,384.71","255,996,763.18","369,325,097.99","316,281,789.12","206,927,408.63","186,242,595.40","186,766,854.50","146,101,437.03","138,902,836.42","134,266,141.34","74,163,473.20","82,099,926.52","66,192,987.78","86,663,237.94","223,342,155.59","255,598,874.65","162,474,009.20","191,254,464.84","207,567,174.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,744.14","55,719.14","55,719.14","55,719.14","55,669.14","55,669.14","51,745.32","51,745.32","51,745.32","51,745.32","51,745.32"
一年内到期的非流动负债,,,,"470,000,000.00","470,000,000.00","100,000,000.00","100,000,000.00","290,000,000.00","470,000,000.00","450,000,000.00","450,000,000.00","150,000,000.00","150,000,000.00","159,000,000.00","50,000,000.00","327,000,000.00","281,000,000.00","237,700,000.00","217,700,000.00","384,200,000.00","460,345,000.00","910,610,000.00","1,421,356,100.00","1,317,036,103.54","942,777,403.54","652,236,153.54","595,234,853.54","857,757,334.35","856,567,144.67","1,210,410,177.08","410,800,000.00","400,480,000.00","250,480,000.00","117,480,000.00","305,480,000.00","1,309,080,000.00","1,758,680,000.00","1,670,680,000.00","957,880,000.00","1,006,610,000.00","1,070,610,000.00","997,610,000.00","1,218,610,000.00","1,744,880,000.00","1,583,780,000.00","2,462,580,000.00","2,498,480,000.00","1,967,555,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,001,000.00","5,600,560.00","76,007,760.00","40,101,928.00","40,632,376.52","51,008,190.00",,,,"55,744.14",,,,,,"76,576.08",,"921,856.82",,,
其他流动负债,,,,,,,,,,,,,,,,,,,"16,305,192.12",,,,,,,,,,,,,,,,,,,,,,,,,,"689,978.75",,,
流动资产合计,"469,759,870.56","589,670,483.93","439,928,059.35","243,201,891.39","716,633,108.13","747,421,305.54","532,390,361.39","489,780,629.12","937,028,604.72","1,007,750,355.80","1,542,332,626.35","554,679,311.23","976,054,454.58","1,088,660,525.25","893,524,578.92","504,221,880.33","723,282,533.78","654,141,660.48","850,083,046.06","1,310,350,731.68","1,886,707,968.76","1,499,300,959.23","1,688,636,280.83","958,172,698.77","1,461,964,932.27","1,180,129,203.68","1,193,433,461.11","1,056,778,587.60","1,006,642,210.31","1,286,027,449.01","708,949,819.49","655,264,037.21","715,657,858.05","707,780,345.36","921,387,901.43","1,054,037,478.61","1,831,651,072.64","3,207,495,438.44","2,672,368,459.17","3,087,793,576.57","2,726,728,014.91","3,098,418,262.85","2,475,684,984.91","2,844,040,305.66","2,096,221,431.00","2,215,125,538.59","2,234,134,954.04","2,957,107,620.76"
流动负债合计,"491,524,011.00","557,408,400.56","410,740,169.21","948,325,248.32","1,196,782,063.48","1,043,962,351.37","749,941,989.18","1,002,973,200.42","1,242,476,997.03","1,314,382,750.61","1,545,357,870.71","1,174,133,491.73","1,282,309,689.25","1,230,418,767.96","1,081,431,753.14","1,231,667,034.22","1,596,167,517.13","1,750,914,540.60","1,941,122,690.36","1,817,429,615.17","2,096,422,944.20","2,672,345,636.83","2,651,446,943.51","2,762,438,289.81","2,249,343,125.37","1,784,184,373.80","1,371,721,238.26","1,523,520,130.43","1,483,973,917.77","1,888,250,241.15","1,124,271,213.92","1,125,477,129.45","927,277,992.25","742,371,067.94","807,027,481.19","1,729,051,865.17","2,307,812,261.90","2,240,939,328.49","1,545,663,770.69","1,522,139,962.73","1,529,068,399.74","1,470,149,246.46","2,062,380,103.41","2,589,962,507.66","2,229,875,505.31","2,953,374,042.07","3,022,874,546.82","2,479,382,690.69"
可供出售金融资产,,,,,,,,,,,,,,,"830,400,000.00","950,400,000.00","919,200,000.00","804,000,000.00","708,000,000.00","691,200,000.00","684,000,000.00","681,600,000.00","638,400,000.00","732,000,000.00","772,800,000.00","693,600,000.00","670,476,590.40","625,778,151.04","583,432,261.12","597,547,557.76","1,450,231,296.61","1,946,619,228.45","1,911,330,986.85","2,059,541,601.57","1,711,364,284.45","1,796,056,064.29","1,683,133,691.17","1,690,191,339.49","1,718,421,932.77","1,765,472,921.57","1,751,357,624.93","1,751,357,624.93","1,751,357,624.93","1,758,415,273.25","1,659,608,196.77","1,718,421,932.77","1,668,791,594.53",
长期借款,"1,710,546,410.24","1,708,324,803.54","1,538,324,803.54","988,324,803.54","1,190,324,803.54","1,778,324,803.54","1,940,324,803.54","2,348,324,803.54","2,691,274,803.54","2,732,664,803.54","2,947,954,803.54","2,820,874,803.54","3,390,874,803.54","3,675,964,803.54","3,784,964,803.54","3,575,964,803.54","3,559,964,803.54","3,468,264,803.54","3,488,264,803.54","3,309,764,803.54","3,578,119,803.54","3,003,474,803.54","3,334,763,703.54","3,366,083,700.00","4,267,997,400.00","4,359,152,400.00","4,641,254,950.00","4,993,761,250.00","4,831,920,000.00","4,485,920,000.00","4,485,920,000.00","4,393,840,000.00","4,393,840,000.00","4,368,440,000.00","4,180,440,000.00","4,081,760,000.00","4,333,760,000.00","5,233,760,000.00","5,402,780,000.00","5,354,050,000.00","5,110,950,000.00","5,045,950,000.00","4,744,170,000.00","4,169,170,000.00","4,391,170,000.00","3,226,720,000.00","2,983,040,000.00","3,302,315,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,"788,857,325.84","789,376,380.58","789,902,518.71","790,435,836.91","790,976,433.15","791,524,406.75","792,079,858.39","792,642,890.12","793,213,605.39","1,790,792,109.05","1,791,378,507.39","1,791,972,908.14","1,792,575,420.51","1,793,186,155.19","1,793,805,224.40","1,794,432,741.87","1,795,068,822.91","997,000,000.00","997,000,000.00","997,000,000.00","997,000,000.00","997,000,000.00","997,000,000.00","997,000,000.00","997,000,000.00",,,,,,,,,,,,,"680,000,000.00"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","52,022,210.11","52,022,210.11","52,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","2,022,210.11","38,022,210.11","38,022,210.11"
长期股权投资,"1,750,841,949.00","1,820,274,989.83","1,887,033,634.54","1,852,483,899.54","1,875,453,601.64","2,141,309,053.81","2,143,678,184.80","2,196,261,073.68","2,155,611,889.68","2,152,645,686.48","2,694,635,419.19","2,813,284,533.76","2,911,443,018.79","3,086,652,060.79","2,613,152,154.46","2,649,867,203.64","2,674,601,161.71","2,760,856,936.54","2,776,553,151.18","2,918,288,171.88","2,999,324,583.08","3,048,999,709.45","2,966,631,772.31","3,014,615,188.63","3,086,712,416.86","3,078,134,452.40","3,132,714,036.94","3,241,637,484.40","3,325,808,630.92","3,289,502,833.06","2,619,744,111.77","2,706,081,363.32","2,705,181,439.12","2,701,141,468.70","2,706,144,295.91","2,635,251,969.72","2,289,671,148.45","2,294,234,652.57","2,220,805,130.31","2,262,104,332.21","2,283,902,186.05","2,377,167,529.91","3,047,275,000.00","3,064,411,437.16","3,166,390,849.09","3,214,982,779.23","3,145,644,970.07","3,201,788,350.19"
专项应付款,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00","100,000.00","100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,"7,086,352.75",,,,"6,508,675.44","6,369,136.35","6,240,294.63","6,121,304.73","6,005,251.48","5,889,198.13","5,773,144.78","5,657,091.43","5,541,038.08","5,424,984.73","5,308,931.38","5,192,878.03","5,076,824.68","4,960,771.33","4,844,717.98","4,728,664.63","4,612,611.28","4,496,557.93","4,380,504.58","4,264,451.23","4,148,397.88","4,032,344.53","3,916,291.18","3,800,237.83","3,684,184.48","3,452,077.78","3,336,024.43","3,219,971.08","3,103,917.73","2,987,864.38","2,871,811.03","2,755,757.68","2,639,704.33","2,523,650.98","3,713,453.23","3,579,007.54","3,497,339.23"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"3,302,627,831.91","3,156,897,241.28","3,120,973,145.36","3,101,028,123.64","3,121,378,677.34","3,126,677,625.44","3,088,303,218.68","3,477,878,914.41","3,409,368,129.19","3,634,450,290.71","3,592,540,134.93","4,075,251,730.31","4,002,839,803.67","3,824,298,700.93","3,702,707,101.55","3,782,771,159.07","4,252,950,497.04","4,195,633,530.96","4,123,090,376.11","4,063,417,803.17","3,975,311,693.64","3,924,351,008.07","3,832,731,015.56","8,219,979,715.32","8,065,018,079.36","8,003,370,454.28","7,859,834,005.44","7,696,941,214.30","7,565,625,431.86","7,449,784,801.53","7,299,890,088.05","7,176,766,024.73","7,035,238,083.71","6,908,556,253.64","6,747,564,727.43","6,591,106,343.61","9,315,285,318.01","9,095,623,286.90","9,285,823,302.77","9,069,979,957.72","8,874,578,467.58","8,668,633,139.67","8,505,434,890.71","8,311,823,076.68","7,945,714,512.39","7,736,659,064.50","7,600,046,319.91","8,118,342,992.18"
递延所得税负债,"98,812,315.00","104,417,831.05","107,861,216.55","85,043,508.88","87,607,509.78","92,401,359.70","92,881,035.31","101,618,361.35","103,811,209.84","110,856,273.74","114,443,708.03","115,352,612.14","115,168,841.52","116,588,405.59","115,360,562.26","125,310,513.48","122,709,479.41","139,036,901.40","137,437,955.53","126,663,710.47","124,347,660.70","123,055,998.03","121,410,741.27","118,372,808.04","118,096,181.32","128,302,114.74","127,226,723.79","125,427,487.64","126,432,388.76","126,994,704.91","125,153,688.49","124,150,064.67","124,716,369.82","123,902,697.91","119,427,435.56","116,526,766.79","291,982,464.37","284,284,683.90","278,463,647.00","272,935,673.70","376,019,272.83","366,260,479.41","260,632,098.75","259,064,154.39","217,720,054.84","226,424,569.23","205,672,389.59","224,577,068.14"
在建工程,"13,488,963.98","17,172,497.82","19,081,807.20","420,770,409.92","477,742,184.86","510,778,693.95","743,603,213.09","1,008,492,344.15","1,265,087,446.38","1,219,765,861.34","1,504,301,157.90","1,388,953,103.98","1,772,955,954.29","1,881,469,204.85","2,229,678,086.58","2,573,858,108.94","2,187,336,803.92","2,400,263,255.08","2,556,756,154.04","2,760,092,723.87","2,870,548,911.84","3,319,291,782.82","3,721,169,390.61","171,604,290.22","172,654,407.09","15,913,457.84","33,647,915.40","8,332,139.39","10,933,486.56","2,487,520.64","1,549,556.00","2,974,467.60","5,530,163.99","8,096,697.03","9,567,824.91","17,125,070.14","33,512,790.35","32,605,195.26","149,244,110.30","159,192,341.07","202,539,473.20","255,556,902.16","356,062,655.95","565,655,181.74","629,469,949.60","833,301,812.32","1,089,473,425.63","681,124,596.93"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00","1,549,556.00",,,
非流动负债合计,"1,811,480,935.35","1,814,864,844.70","1,648,308,230.20","1,075,490,522.53","1,280,054,523.43","1,872,848,373.35","2,035,328,048.96","2,451,965,375.00","2,797,208,223.49","2,845,643,287.39","3,853,378,047.52","3,727,626,006.37","4,297,968,373.88","4,585,011,256.15","4,693,324,009.06","4,494,821,933.88","4,476,776,351.45","4,401,966,805.17","4,420,938,574.57","5,229,242,833.17","5,495,868,181.74","4,920,525,919.82","5,250,772,075.43","5,279,664,873.34","6,181,921,015.83","6,283,909,466.72","6,565,572,706.81","6,118,210,947.75","5,957,374,598.87","5,611,936,915.02","5,610,095,898.60","5,517,012,274.78","5,517,578,579.93","5,541,364,908.02","5,348,889,645.67","4,250,308,976.90","4,627,764,674.48","5,520,066,894.01","5,683,265,857.11","5,629,007,883.81","5,488,991,482.94","5,414,232,689.52","5,006,824,308.86","4,430,256,364.50","4,610,912,264.95","3,455,166,779.34","3,226,734,599.70","4,244,914,278.25"
固定资产清理,,"112,869,391.79","97,869,391.79",,,,,,,,"20,830.22",,,,,,,,"20,205.88",,"65,598.13",,,,,"157,203,131.14","157,104,599.17",,,,,,,,"240,420.45",,,,,,,,,,"99,127.90",,,
负债合计,"2,303,004,946.35","2,372,273,245.26","2,059,048,399.41","2,023,815,770.85","2,476,836,586.91","2,916,810,724.72","2,785,270,038.14","3,454,938,575.42","4,039,685,220.52","4,160,026,038.00","5,398,735,918.23","4,901,759,498.10","5,580,278,063.13","5,815,430,024.11","5,774,755,762.20","5,726,488,968.10","6,072,943,868.58","6,152,881,345.77","6,362,061,264.93","7,046,672,448.34","7,592,291,125.94","7,592,871,556.65","7,902,219,018.94","8,042,103,163.15","8,431,264,141.20","8,068,093,840.52","7,937,293,945.07","7,641,731,078.18","7,441,348,516.64","7,500,187,156.17","6,734,367,112.52","6,642,489,404.23","6,444,856,572.18","6,283,735,975.96","6,155,917,126.86","5,979,360,842.07","6,935,576,936.38","7,761,006,222.50","7,228,929,627.80","7,151,147,846.54","7,018,059,882.68","6,884,381,935.98","7,069,204,412.27","7,020,218,872.16","6,840,787,770.26","6,408,540,821.41","6,249,609,146.52","6,724,296,968.94"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","1,257,117,748.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00","2,090,806,126.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
