科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应付款,"4,029,734.68","8,173,510.21","6,373,846.46",,"10,679,128.87","5,922,766.48","6,499,157.67","6,365,302.16","6,791,826.56","6,020,439.94","7,663,162.05","6,070,320.80","7,287,866.65","7,062,876.07"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,
其他流动资产,,,,,,,"4,500,806.09",,"3,913,367.91","190,000,000.00","300,834,511.43","180,000,000.00","275,448,386.88","255,405,709.15"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"234,388,101.84","317,504,325.82","384,873,310.23","399,444,400.00","816,906,385.58","790,859,066.95","745,289,749.28","708,786,278.21","724,296,806.44","738,759,361.85","756,775,242.68","769,545,288.54","725,488,786.43","757,296,225.70"
流动负债合计,"58,265,570.31","68,892,344.34","57,933,259.46","61,586,100.00","82,858,605.29","72,197,163.60","71,194,334.45","64,984,048.49","86,468,910.91","81,627,555.11","76,724,525.00","70,920,382.38","88,026,971.61","117,445,753.76"
可供出售金融资产,,,,,,,,,,,"45,500,000.00","45,500,000.00","45,500,000.00","47,500,000.00"
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,"45,500,000.00","45,500,000.00","45,500,000.00",,,"51,305,805.58","54,606,502.26"
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"48,641,368.21","46,035,622.29","42,293,654.08",,"42,466,177.06","42,073,800.74","55,500,496.95","54,891,743.60","53,878,048.46","53,219,069.03","53,704,539.91","52,717,418.13","53,459,446.55","52,554,198.10"
递延所得税负债,,,,,,,,,,,,,,
在建工程,"194,193.00","1,114,653.00","7,368,134.66",,"10,368,134.66","10,579,053.74",,,,,"91,029,204.48","90,630,204.48","90,630,204.48","90,630,204.48"
其他非流动负债,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,
固定资产清理,,,,,,,,,,,,,,
负债合计,"58,265,570.31","68,892,344.34","57,933,259.46","61,586,100.00","82,858,605.29","72,197,163.60","71,194,334.45","64,984,048.49","86,468,910.91","81,627,555.11","76,724,525.00","70,920,382.38","88,026,971.61","117,445,753.76"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"51,000,000.00","51,000,000.00","51,000,000.00",,"68,000,000.00","119,000,000.00","119,000,000.00","119,000,000.00","119,000,000.00","202,300,000.00","202,300,000.00","202,300,000.00","202,300,000.00","202,300,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"53,568,618.45","53,568,618.45","53,568,618.45",,"433,078,618.45","382,078,618.45","382,078,618.45","382,078,618.45","382,078,618.45","298,778,618.45","298,778,618.45","298,778,618.45","298,778,618.45","298,778,618.45"
无形资产,"2,556,533.91","2,513,451.43","2,800,848.81",,"6,171,479.88","8,973,556.31","8,853,633.84","8,771,683.23","8,766,546.76","8,710,765.62","9,555,451.50","9,452,009.97","9,757,510.13","9,668,001.87"
盈余公积,"12,592,089.79","21,267,448.17","30,645,227.61",,"30,645,227.61","30,645,227.61","37,612,875.32","37,612,875.32","37,612,875.32","37,612,875.32","44,961,996.37","44,961,996.37","44,961,996.37","44,961,996.37"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"113,849,392.53","180,815,911.83","249,944,837.04",,"265,628,311.54","282,815,424.76","294,740,856.44","309,307,197.50","304,704,021.79","324,760,253.24","341,107,403.72","358,173,917.42","351,438,265.73","375,944,088.18"
长期待摊费用,"3,352,311.96","3,061,428.14","2,542,824.95",,"2,408,264.16","2,916,286.73","3,874,457.19","3,605,692.32","3,608,623.30","5,357,425.25","4,591,956.95","4,182,030.73","3,880,737.44","4,362,588.80"
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"143,162.16","338,876.29","430,669.83",,"446,321.55","446,321.55","946,634.36","946,634.36","1,206,454.14","1,206,454.14","1,373,072.21","1,373,072.21","2,032,559.71","2,024,256.64"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,"4,975,965.82","2,782,500.00",,"1,444,000.00","30,888,348.40","90,161,713.04","90,480,708.04","92,607,947.37","92,326,226.23","1,343,436.82","1,703,070.04","3,159,209.62","20,276,397.40"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"54,887,569.24","58,039,996.97","58,218,632.33","63,362,000.00","63,304,377.31","95,877,367.47","159,336,935.38","204,196,461.55","205,567,620.03","206,319,940.27","207,097,661.87","205,557,805.56","259,725,473.51","281,622,149.55"
所有者权益(或股东权益)合计,"231,010,100.77","306,651,978.45","385,158,683.10","401,220,200.00","797,352,157.60","814,539,270.82","833,432,350.21","847,998,691.27","843,395,515.56","863,451,747.01","887,148,379.55","904,182,711.72","897,187,288.33","921,472,621.49"
资产总计,"289,275,671.08","375,544,322.79","443,091,942.56","462,806,300.00","880,210,762.89","886,736,434.42","904,626,684.66","912,982,739.76","929,864,426.47","945,079,302.12","963,872,904.55","975,103,094.10","985,214,259.94","1,038,918,375.25"
负债和所有者(或股东权益)合计,"289,275,671.08","375,544,322.79","443,091,942.56","462,806,300.00","880,210,762.89","886,736,434.42","904,626,684.66","912,982,739.76","929,864,426.47","945,079,302.12","963,872,904.55","975,103,094.10","985,214,259.94","1,038,918,375.25"
