科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
偿还债务支付的现金,,"45,000,000.00",,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,"100,000,000.00","100,000,000.00","650,000,000.00",,,"30,000,000.00","940,000,000.00","320,000,000.00","465,180,000.00","752,380,000.00","1,794,500,000.00","730,000,000.00","1,075,000,000.00","1,672,800,000.00","3,170,300,000.00","296,400,000.00","476,800,000.00","978,300,000.00","1,628,311,620.23","574,399,028.52","3,363,266,786.68","5,624,010,217.42","8,294,143,054.92","642,769,473.65","1,454,767,061.27"
经营活动产生的现金流量净额,"19,519,187.49","105,372,105.48","135,032,452.90","-79,638,070.02","-61,213,253.32","-55,315,794.17","177,505,116.72","-109,731,324.78","-126,836,545.37","-160,719,741.24","360,027,078.42","-179,497,585.03","-204,311,142.52","-212,260,705.22","348,943,129.29","-156,906,109.21","-368,890,541.40","-719,386,736.25","674,076,773.18","-288,458,085.45","-465,913,304.65","-383,935,126.17","781,390,751.08","-453,328,652.36","-796,993,638.63","-739,254,058.14","1,359,223,496.52","-665,532,331.91","-955,605,377.31","-1,330,690,606.25","751,830,058.51","-1,711,564,055.13","-702,493,506.77","-2,207,765,465.42","2,513,942,713.34","-1,636,702,937.40","-1,358,586,602.32"
分配股利、利润或偿还利息支付的现金,,"17,068,250.00","5,657,605.00","11,000,000.00","11,144,585.00","11,144,585.00","11,144,585.00",,"42,823,766.91","44,100,000.00","44,100,000.00","1,844,089.00","35,246,444.44","35,246,444.44","79,948,971.76",,"38,328,704.45","50,330,338.89","95,797,907.39","13,950,626.05","56,178,613.85","111,641,312.51","165,996,482.96","10,111,057.24","158,218,099.23","218,731,633.65","236,640,345.00","1,582,068.76","135,831,065.67","198,134,498.46","231,588,047.39","18,750,777.49","263,001,167.52","321,333,496.15","489,381,883.15","120,442,761.10","200,278,811.85"
收回投资收到的现金,,,"866,320.00",,,,"500,000.00",,,,,,,,,,"23,555,559.85","67,021,059.85","71,021,059.85",,,,,,,,"3,000,000.00",,"14,285,648.33","241,897,134.65","14,285,648.33","590,889,922.82","501,801,128.94","479,925,054.63","434,964,294.91",,"86,281,761.61"
支付其他与筹资活动有关的现金,,,,,,,"4,736,200.00",,,"300,000.00","588,500.00","2,013,500.00","2,013,500.00","2,013,500.00","2,243,235.13","2,383,333.33","1,925,000.00","1,925,000.00","4,984,610.80","838,500.00","938,500.00","938,500.00","2,474,349.06",,"300,000.00","609,778,846.98","4,603,437.14",,"1,800,098.00","1,800,000.00","1,486,024,528.29","3,287,735.84","3,481,645.43","10,289,967.38","17,620,582.11","5,400,000.00","5,460,000.00"
取得投资收益收到的现金,,,,,,,"30,000.00",,,,,,,,"37,266,800.00",,,,"102,970,803.90",,"4,693,747.88","4,693,747.88","304,781,192.91",,"6,741,478.47","27,541,478.47","74,367,525.29","406,158.55","6,380,837.18","36,368,574.17","84,344,568.99","1,797,735.56","3,646,213.46","44,938,005.56","91,760,681.88","7,667,009.88","19,308,004.82"
筹资活动现金流出小计,,"62,068,250.00","5,657,605.00","11,000,000.00","31,144,585.00","31,144,585.00","35,880,785.00",,"42,823,766.91","44,400,000.00","44,688,500.00","3,857,589.00","137,259,944.44","137,259,944.44","732,192,206.89","2,383,333.33","40,253,704.45","82,255,338.89","1,040,782,518.19","334,789,126.05","522,297,113.85","864,959,812.51","1,962,970,832.02","740,111,057.24","1,233,518,099.23","2,501,310,480.63","3,411,543,782.14","297,982,068.76","614,431,163.67","1,178,234,498.46","3,345,924,195.91","596,437,541.85","3,629,749,599.63","5,955,633,680.95","8,801,145,520.18","768,612,234.75","1,660,505,873.12"
处置固定资产、无形资产和其他长期资产收回的现金净额,"12,000.00","50,000.00",,,,,,400.00,"10,900.00","10,900.00","10,900.00",,,,"14,163.75","190,313.20","190,313.20","228,245.20","263,092.61","45,000.00",,,"62,500.00","7,363.70","11,863.70","34,863.70","34,863.70","46,735.13","790,466.05","49,587.40","639,328.70","840,005,010.00","841,028,993.32","841,694,211.36","42,124.05",,
筹资活动产生的现金流量净额,"28,626,059.94","-25,176,472.17","-3,285,903.04","-10,725,042.23","2,440,255,415.00","2,440,255,415.00","2,437,763,115.00",,"-20,323,766.91","-17,220,000.00","632,491,500.00","-3,857,589.00","-137,259,944.44","-137,259,944.44","-104,302,405.58","184,939,002.67","572,400,089.34","817,070,844.87","1,169,954,700.27","-236,540,490.56","83,079,709.11","870,171,513.64","181,028,771.00","-439,918,973.90","287,177,509.68","5,269,798,080.54","5,320,799,990.45","232,317,931.24","1,205,679,130.58","2,526,925,795.79","6,335,020,780.39","1,087,941,865.54","1,759,729,891.69","3,931,600,986.16","7,122,764,403.53","2,627,010,124.09","4,321,216,846.54"
处置子公司及其他营业单位收到的现金净额,,,"280,738.28",,,,,,,,,,,,,,,,"-42,724,252.32",,,,,"2,980,471.01","2,980,471.01","2,980,471.01","-19,528.99",,,,,,"120,373,954.70","120,373,954.70","121,671,691.22",,
四、汇率变动对现金的影响,,"2,482,830.50","1,267,290.90","-425,559.43",,,"-425,559.43",,"-49,358.34","-49,358.34",,,,,,,,,,,,,,,,,,,,,"13,114,128.38","-10,376,384.30","-44,164,087.61","-46,930,659.28","-22,680,320.72","-6,557,537.59","1,780,825.83"
收到其他与投资活动有关的现金,,,"13,000,000.00",,,,,,,,,,,"191,700,000.00","191,700,000.00",,,"60,000,000.00","669,037,713.70",,,"67,047,810.86","1,197,112,681.47","46,490,240.00","39,110,240.00","55,449,227.00","495,244,131.92","6,855,845.04","111,576,481.27","311,156,183.82","460,188,865.47","452,043,651.57","719,623,823.87","1,046,255,254.18","2,096,902,012.03","187,248,347.07","108,267,849.11"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"12,000.00","50,000.00","14,147,058.28",,,,"530,000.00",400.00,"10,900.00","10,900.00","10,900.00",,,"191,700,000.00","228,980,963.75","190,313.20","23,745,873.05","127,249,305.05","800,568,417.74","45,000.00","4,693,747.88","71,741,558.74","1,501,956,374.38","49,478,074.71","48,844,053.18","86,006,040.18","572,626,991.92","7,308,738.72","133,033,432.83","589,471,480.04","559,458,411.49","1,884,736,319.95","2,186,474,114.29","2,533,186,480.43","2,745,340,804.09","194,915,356.95","213,857,615.54"
五、现金及现金等价物净增加额,"19,327,084.70","40,886,409.36","94,088,377.51","-153,638,967.86","2,278,587,608.73","2,245,207,033.20","2,398,263,027.15","-174,491,761.63","-796,276,875.28","-933,273,569.15","-304,329,028.76","-671,710,335.32","-860,066,659.34","-935,647,850.12","-425,349,753.37","-380,478,207.87","-536,214,296.91","-776,180,571.75","270,189,498.69","-674,435,666.15","-743,931,272.50","-388,862,031.63","204,835,225.55","-995,173,753.19","-686,384,922.29","3,853,612,660.44","2,923,978,919.62","-1,567,574,896.35","-1,438,331,918.45","-1,017,802,092.85","2,261,927,392.93","182,000,284.91","-3,373,676,181.42","-2,985,747,909.47","-1,452,188,861.63","-842,888,786.68","-855,054,591.20"
购建固定资产、无形资产和其他长期资产支付的现金,"27,850,162.73","39,642,054.45","52,380,451.04","32,850,296.18","70,454,552.95","109,732,587.63","187,109,645.14","17,260,836.85","23,513,340.74","34,730,605.65","61,517,637.47","19,539,192.13","35,175,454.92","51,807,083.00","95,651,323.37","13,708,642.04","22,332,714.87","40,515,503.65","196,512,484.43","14,395,384.73","29,946,367.15","45,549,003.05","1,019,044,854.62","78,641,930.49","128,929,845.07","563,835,133.54","3,258,455,364.62","698,475,397.58","1,192,371,994.06","1,605,266,519.55","3,718,725,043.67","279,163,096.29","4,231,671,026.71","4,766,872,125.10","10,019,412,490.63","1,419,437,029.55","3,175,690,355.89"
期初现金及现金等价物余额,"74,757,054.81","94,084,139.51","134,970,548.87","229,058,926.38","229,058,926.38","229,058,926.38","229,058,926.38","2,627,321,953.53","2,627,321,953.53","2,627,321,953.53","2,627,321,953.53","2,322,992,924.77","2,322,992,924.77","2,322,992,924.77","2,322,992,924.77","1,897,643,171.40","1,897,643,171.40","1,897,643,171.40","1,897,643,171.40","2,167,832,670.09","2,167,832,670.09","2,167,832,670.09","2,167,832,670.09","2,372,667,895.64","2,372,667,895.64","2,372,667,895.64","2,372,667,895.64","5,296,646,815.26","5,296,646,815.26","5,296,646,815.26","5,296,646,815.26","7,558,574,208.19","7,558,574,208.19","7,558,574,208.19","7,558,574,208.19","6,106,385,346.56","6,106,385,346.56"
投资支付的现金,"980,000.00","2,200,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","47,500,000.00","615,000,000.00","690,000,000.00","746,332,000.00","58,800,000.00","58,800,000.00","101,800,000.00","108,400,000.00","19,050,000.00","158,850,000.00","144,150,000.00","402,199,997.40","51,850,000.00","56,000,000.00","87,300,000.00","114,350,000.00","8,000,000.00","12,526,200.00","54,341,520.00","345,408,175.00","349,447,045.00","345,057,045.00","782,571,665.00","1,071,374,991.53","58,800,000.00","1,313,561,141.95","1,341,220,069.12","2,638,243,633.81","463,682,086.00","722,144,907.00"
期末现金及现金等价物余额,"94,084,139.51","134,970,548.87","229,058,926.38","75,419,958.52","2,507,646,535.11","2,474,265,959.58","2,627,321,953.53","2,452,830,191.90","1,831,045,078.25","1,694,048,384.38","2,322,992,924.77","1,651,282,589.45","1,462,926,265.43","1,387,345,074.65","1,897,643,171.40","1,517,164,963.53","1,361,428,874.49","1,121,462,599.65","2,167,832,670.09","1,493,397,003.94","1,423,901,397.59","1,778,970,638.46","2,372,667,895.64","1,377,494,142.45","1,686,282,973.35","6,226,280,556.08","5,296,646,815.26","3,729,071,918.91","3,858,314,896.81","4,278,844,722.41","7,558,574,208.19","7,740,574,493.10","4,184,898,026.77","4,572,826,298.72","6,106,385,346.56","5,263,496,559.88","5,251,330,755.36"
