科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动产生的现金流量净额,"-34,260,799.27","71,163,689.92","138,573,807.89","78,043,581.23","51,733,073.78","35,219,256.63","19,370,896.38","75,684,184.09","121,043,373.44","161,468,480.27","101,424,538.15","176,134,056.61","125,407,403.21","168,468,110.91","115,549,755.86"
分配股利、利润或偿还利息支付的现金,"1,919,054.84","33,292,866.78","54,387,150.04","68,494,347.92","69,514,076.16","70,703,076.16",,"172,921.88","45,492,633.14","49,315,266.14","249,898.71","89,454,980.23","95,752,619.28","95,790,219.64",
收回投资收到的现金,,,,,,,"100,000,000.00",,,"1,868,000,000.00","1,059,000,000.00","2,546,100,000.00","3,703,000,000.00","4,628,000,000.00","875,600,000.00"
支付其他与筹资活动有关的现金,,,,,,,,"37,350,000.00",,"37,610,000.00","268,954.00",,,,
取得投资收益收到的现金,,,,,,,"630,438.61","5,699,721.26","11,745,511.69","15,155,389.35","8,818,637.33","19,620,948.24","29,098,066.36","37,242,076.35","7,191,173.32"
筹资活动现金流出小计,"31,919,054.84","98,292,866.78","124,387,150.04","68,494,347.92","119,514,076.16","220,703,076.16",,"38,791,949.80","45,492,633.14","96,154,973.91","2,804,821.45","127,563,044.45","135,132,582.29","135,223,892.86","182,282.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,"144,120.38","49,893.34","13,538.09","138,397.39","263,930.20","86,726.67","27,558.59","57,705.30","56,324.19","345,576.43","28,709.47","1,677,588.23","2,243,353.77","2,514,504.54","7,210.00"
筹资活动产生的现金流量净额,"33,080,945.16","-28,292,866.78","-74,387,150.04","-38,494,347.92","-19,514,076.16","697,430,948.84",,"-2,191,493.77","-12,431,133.14","-52,635,625.98","-366,845.38","-86,795,498.37","-94,191,571.32","-93,766,844.96","-182,282.54"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"19,490.01","31,357.31","-84,771.10","-382,485.98","-1,938,567.86","-3,570,060.63","6,610.15","-325,741.06","1,561,555.22","1,141,980.49","462,579.24","273,816.52","-1,828,080.17","-4,094,753.42","675,055.72"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"144,120.38","49,893.34","13,538.09","138,397.39","263,930.20","86,726.67","100,657,997.20","5,757,426.56","11,801,835.88","1,883,500,965.78","1,067,847,346.80","2,567,398,536.47","3,734,341,420.13","4,667,756,580.89","882,798,383.32"
五、现金及现金等价物净增加额,"-24,937,635.84","10,442,615.93","16,329,131.39","16,751,472.83","6,578,005.31","692,940,626.73","-481,891,243.65","-506,906,951.86","-636,565,343.50","-672,541,717.58","-20,959,690.97","-14,612,686.37","-69,899,039.85","-36,100,603.92","19,010,606.81"
购建固定资产、无形资产和其他长期资产支付的现金,"23,921,392.12","32,509,457.86","47,786,293.45","14,354,756.89","15,767,439.65","28,027,329.78","14,926,746.38","30,462,161.44","37,239,663.07","40,679,601.90","6,327,309.78","22,623,597.60","30,628,211.70","46,463,697.34","6,830,305.55"
期初现金及现金等价物余额,"84,590,281.63","59,652,645.79","70,095,261.72","86,424,393.11","86,424,393.11","86,424,393.11","779,365,019.84","779,365,019.84","779,365,019.84","779,365,019.84","106,823,302.26","106,823,302.26","106,823,302.26","106,823,302.26","70,722,698.34"
投资支付的现金,,,,,,,"587,000,001.00","555,369,166.24","705,301,311.83","2,601,968,751.00","1,184,000,000.00","2,649,000,000.00","3,803,000,000.00","4,728,000,000.00","973,000,000.00"
期末现金及现金等价物余额,"59,652,645.79","70,095,261.72","86,424,393.11","103,175,865.94","93,002,398.42","779,365,019.84","297,473,776.19","272,458,067.98","142,799,676.34","106,823,302.26","85,863,611.29","92,210,615.89","36,924,262.41","70,722,698.34","89,733,305.15"
