科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他流动资产,"91,768.49","551,091.07","188,438.46","283,682.05","439,377.64","111,695,266.22","151,698,568.02","151,807,063.01","188,896,064.91","190,680,491.83","170,708,254.96"
其他流动负债,,,,,,,,,,,
流动资产合计,"163,084,760.98","197,361,173.34","245,503,528.22","281,256,811.16","511,811,613.06","518,648,461.34","570,856,985.19","590,958,861.92","601,226,213.07","590,364,928.75","623,139,587.96"
流动负债合计,"40,361,861.42","42,526,765.89","41,694,168.19","40,425,348.76","43,485,613.90","30,438,787.86","48,953,421.43","36,524,804.04","69,296,230.43","45,184,782.34","57,908,489.39"
可供出售金融资产,"21,575,043.56","27,995,531.70","29,842,694.76","28,089,199.53","28,490,434.47","28,533,477.97","28,305,537.73","28,287,159.87","27,806,833.24","27,885,510.48","27,347,711.39"
长期借款,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,"2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46","2,362,386.46"
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,"1,700,475.63","1,551,193.55","1,401,911.47","1,364,590.95","1,327,270.43","1,301,642.10","619,006.03","598,849.48","578,692.93","355,244.55","364,340.67"
预计负债,,,,,,,,,,,
固定资产,"45,408,675.61","45,747,797.56","44,436,126.12","43,905,819.93","42,521,187.29","41,331,207.38","40,783,151.68","39,807,661.30","38,451,260.24","37,497,518.38","64,566,070.52"
递延所得税负债,"366,622.95","609,696.18","886,770.64","623,746.35","683,931.59","690,388.11","656,197.08","653,440.40","581,391.40","593,192.99","512,523.13"
在建工程,"3,403,693.82","19,568,350.53","30,979,342.79","34,492,818.67","37,361,940.54","46,208,207.04","49,759,185.43","51,946,760.65","53,715,665.09","65,350,013.78","49,351,754.89"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"3,928,661.43","11,571,734.66","11,823,816.37","11,545,796.43","11,590,986.02","11,582,446.89","11,533,260.21","11,515,507.88","11,428,463.23","11,435,266.27","11,329,603.66"
固定资产清理,,,,,,,,,,,
负债合计,"44,290,522.85","54,098,500.55","53,517,984.56","51,971,145.19","55,076,599.92","42,021,234.75","60,486,681.64","48,040,311.92","80,724,693.66","56,620,048.61","69,238,093.05"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00"
油气资产,,,,,,,,,,,
资本公积,"47,828,520.90","47,828,520.90","47,828,520.90","47,828,520.90","239,498,520.90","239,498,520.90","241,289,034.52","241,289,034.52","241,289,034.52","161,289,034.52","161,289,034.52"
无形资产,"10,808,315.85","10,524,147.82","10,239,979.79","10,168,937.78","10,097,895.77","10,026,015.49","10,139,269.90","10,067,716.65","9,996,163.40","9,924,610.15","9,831,632.85"
盈余公积,"10,406,223.86","20,971,378.37","32,849,799.63","32,849,799.63","32,849,799.63","32,849,799.63","44,745,678.93","44,745,678.93","44,745,678.93","44,745,678.93","55,361,603.58"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"81,656,014.71","116,742,405.26","163,648,196.60","203,423,488.85","220,694,356.35","248,170,986.90","270,711,110.32","304,223,304.33","282,097,859.51","305,821,810.02","326,254,432.19"
长期待摊费用,,,,,,,,,,,
少数股东权益,,,,,,,,,,,
递延所得税资产,"277,846.97","347,555.59","465,952.15","329,339.22","384,547.61","403,730.21","487,819.59","334,148.79","376,989.98","460,172.97","446,362.81"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"83,174,051.44","105,734,576.75","117,366,007.08","118,350,706.08","120,183,276.11","127,804,280.19","130,093,970.36","131,042,296.74","130,925,604.88","141,473,070.31","151,907,873.13"
所有者权益(或股东权益)合计,"201,968,289.57","248,997,249.54","309,351,550.74","347,636,372.05","576,918,289.25","604,431,506.78","640,464,273.91","673,960,846.74","651,427,124.29","675,217,950.45","705,809,368.04"
资产总计,"246,258,812.42","303,095,750.09","362,869,535.30","399,607,517.24","631,994,889.17","646,452,741.53","700,950,955.55","722,001,158.66","732,151,817.95","731,837,999.06","775,047,461.09"
负债和所有者(或股东权益)合计,"246,258,812.42","303,095,750.09","362,869,535.30","399,607,517.24","631,994,889.17","646,452,741.53","700,950,955.55","722,001,158.66","732,151,817.95","731,837,999.06","775,047,461.09"
