科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"141,316,883.70","204,994,228.65","219,835,973.12","124,400,331.98","229,168,261.90","110,091,962.13","167,273,675.76","238,915,216.14","299,516,860.43","142,667,963.72","231,894,085.61","337,298,082.82","396,687,150.14","164,696,858.63","270,222,949.45","386,967,791.79","539,447,815.20","194,819,574.38","323,830,358.78","457,119,827.54","591,092,001.59","132,938,189.82","344,720,534.30","471,595,332.95","607,718,040.78","137,531,384.26","344,444,744.51","485,170,260.39","622,038,935.91","135,321,813.24","338,260,243.69","481,615,722.10","622,032,966.06","138,578,403.28"
取得借款收到的现金,"387,000,000.00","482,215,167.95","535,491,116.13","323,325,328.00","456,170,543.16",,,,,,"30,000,000.00","31,000,000.00","121,000,000.00",,"51,000,000.00","51,000,000.00","101,000,000.00","5,000,000.00","175,000,000.00","234,000,000.00","364,822,400.00","230,700,000.00","719,100,000.00","1,004,282,240.00","1,025,119,740.00","1,000,000.00","330,710,000.00","621,710,000.00","621,710,000.00","236,937,000.00","565,858,800.00","565,858,800.00","565,639,700.00","105,000,000.00"
支付的各项税费,"104,819,281.00","152,735,016.25","147,889,423.02","68,794,325.48","153,405,249.06","48,763,625.79","91,461,970.53","126,787,286.72","255,151,771.30","64,982,529.16","115,388,736.50","172,095,527.30","324,839,268.82","65,524,488.85","150,438,858.82","253,234,249.70","423,375,143.40","52,827,639.08","125,745,764.55","237,489,114.33","353,399,116.57","44,214,537.53","139,045,287.50","264,193,754.16","365,356,205.10","93,547,627.03","191,089,242.79","284,269,436.51","404,676,199.85","94,944,343.04","180,222,402.52","281,497,595.94","365,608,554.64","127,390,845.60"
收到其他与筹资活动有关的现金,,,,,,,,,,,"1,488,300.00","1,488,300.00","1,488,300.00",,,"8,750,000.00",,,"9,430,000.00","9,430,000.00",,,,"50,000.00","300,000,000.00",,,"90,000,000.00","150,000,000.00","43,684,200.00","40,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00"
支付其他与经营活动有关的现金,"272,423,371.88","331,077,467.19","325,883,266.84","132,498,422.01","355,916,873.03","108,370,170.92","212,634,126.37","323,032,958.93","476,070,363.59","89,945,333.59","210,611,619.77","375,878,154.68","450,520,222.80","132,101,414.85","262,837,142.59","423,360,373.47","549,692,780.74","123,263,544.94","257,284,096.12","409,869,259.30","566,730,129.09","108,684,710.29","243,320,284.36","410,837,232.54","575,072,496.07","156,360,495.87","296,119,097.86","467,404,053.63","645,447,775.25","140,388,524.22","287,107,669.65","404,988,803.72","622,677,135.37","135,209,218.68"
筹资活动现金流入小计,"387,000,000.00","499,015,167.95","540,491,116.13","323,325,328.00","2,234,350,543.16",,,"100,863,500.00","100,863,500.00",,"31,488,300.00","32,488,300.00","122,488,300.00",,"51,000,000.00","59,750,000.00","110,800,000.00","5,000,000.00","184,430,000.00","243,430,000.00","364,822,400.00","230,700,000.00","730,700,000.00","1,015,932,240.00","1,336,719,740.00","2,200,000.00","331,910,000.00","712,910,000.00","772,910,000.00","280,871,200.00","613,477,200.00","613,477,200.00","613,258,100.00","165,000,000.00"
经营活动现金流出小计,"1,072,026,923.18","1,376,292,756.84","1,334,336,008.50","632,132,400.38","1,350,807,373.95","486,483,463.66","880,791,803.01","1,396,141,119.08","2,036,064,363.74","573,556,432.30","1,168,100,386.02","1,915,994,563.71","2,512,432,611.37","731,340,981.79","1,442,441,065.95","2,273,380,447.68","3,254,129,565.37","834,244,252.23","1,615,378,089.78","2,542,071,644.00","3,550,953,576.56","720,812,423.46","1,570,622,838.94","2,512,505,925.32","3,493,156,496.33","800,230,815.81","1,725,790,729.96","2,623,911,329.86","3,651,266,363.25","893,131,071.93","1,727,868,975.74","2,543,778,464.33","3,575,262,281.22","864,675,511.95"
偿还债务支付的现金,"389,000,000.00","403,383,679.95","577,816,118.00","252,546,486.13","440,871,814.13","358,845,215.16","358,845,215.16","358,845,215.16","358,845,215.16",,,"1,000,000.00","31,000,000.00",,"70,000,000.00","90,000,000.00","141,000,000.00",,"50,000,000.00","55,000,000.00","225,000,000.00","96,057,200.00","438,910,400.00","663,910,400.00","1,052,910,400.00","70,000,000.00","90,609,920.00","214,984,280.00","450,984,280.00","1,000,000.00","96,000,000.00","401,000,000.00","644,173,700.00","180,000,000.00"
经营活动产生的现金流量净额,"69,652,881.34","28,719,227.91","191,537,769.47","-89,167,077.86","218,098,698.44","-225,185,336.83","-287,464,525.20","-363,837,297.60","-51,995,182.33","-205,744,798.43","-301,960,283.07","-425,038,156.29","11,898,863.26","-220,723,646.69","-288,855,034.12","-296,922,130.01","-62,040,040.84","-207,302,673.06","-271,426,420.57","-279,972,426.05","11,211,886.21","-87,000,189.25","-228,347,937.80","-336,668,652.34","71,915,186.43","-130,107,511.17","-270,961,622.99","-260,005,272.18","151,271,458.69","-178,343,728.58","-159,322,832.03","38,310,142.87","411,447,456.22","-47,011,005.14"
分配股利、利润或偿还利息支付的现金,"36,188,176.70","112,919,760.52","73,658,511.42","8,278,423.59","19,005,971.80","3,362,230.63","83,509,030.63","83,509,030.63","83,509,030.63",,"101,771,033.33","102,222,955.55","102,985,731.29","980,000.00","102,239,711.87","104,387,305.58","105,098,250.22","611,412.53","112,097,778.54","112,598,803.06","117,095,498.88","1,364,480.31","108,831,276.54","114,832,245.62","118,956,661.18","1,479,765.86","133,680,207.27","137,011,867.47","154,850,943.92","3,891,663.08","155,147,603.34","162,254,164.12","169,351,823.79","2,241,806.26"
收回投资收到的现金,,,,"317,000.00","317,000.00",,,,,,,,,,,,,,,,,,,,"12,648,350.00",,,"12,648,350.00","12,648,350.00",,,,,
支付其他与筹资活动有关的现金,,,,,"50,099,886.52",,,"20,000,000.00",,,,,"807,300.00",,,"8,750,000.00",,,,"100,575.00","100,575.00",,,,"900,000.00",,,,"330,000,000.00","90,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00",
取得投资收益收到的现金,,,,,,,"4,472,814.07","8,812,956.19",,,,,,,,,,,,"14,384,859.60","47,949,532.00",,,,"24,769,929.64",,"32,639,930.19","32,639,930.19","32,639,930.19",,"49,881,838.31","49,881,838.31","51,081,838.31",
筹资活动现金流出小计,"425,188,176.70","516,303,440.47","651,474,629.42","260,824,909.72","509,977,672.45","362,207,445.79","442,354,245.79","462,354,245.79","442,354,245.79",,"101,771,033.33","103,222,955.55","134,793,031.29","980,000.00","172,239,711.87","203,137,305.58","246,098,250.22","611,412.53","162,097,778.54","167,699,378.06","342,196,073.88","97,421,680.31","547,741,676.54","778,742,645.62","1,172,767,061.18","71,479,765.86","224,290,127.27","351,996,147.47","935,835,223.92","94,891,663.08","371,147,603.34","723,254,164.12","973,525,523.79","182,241,806.26"
处置固定资产、无形资产和其他长期资产收回的现金净额,"438,940.16","26,885.14","136,165.45","7,844.31","137,842.06","10,642.00","11,622.00","11,852.00","110,203.79","2,986.00","9,608.50","15,345.50","413,887.20","1,190.00","2,639.00","4,619.89","5,739.47","133,100.00","134,439.00","398,633.00","405,033.00","53,234.50","53,414.50","121,797.00","279,977.00","2,671.50","2,771.50","70,551.50","72,171.50","15,550.00","18,250.00","615,256.33","631,876.33",550.00
筹资活动产生的现金流量净额,"-38,188,176.70","-17,288,272.52","-110,983,513.29","62,500,418.28","1,724,372,870.71","-362,207,445.79","-442,354,245.79","-361,490,745.79","-341,490,745.79",,"-70,282,733.33","-70,734,655.55","-12,304,731.29","-980,000.00","-121,239,711.87","-143,387,305.58","-135,298,250.22","4,388,587.47","22,332,221.46","75,730,621.94","22,626,326.12","133,278,319.69","182,958,323.46","237,189,594.38","163,952,678.82","-69,279,765.86","107,619,872.73","360,913,852.53","-162,925,223.92","185,979,536.92","242,329,596.66","-109,776,964.12","-360,267,423.79","-17,241,806.26"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,"-8,681.57","11,920.91","-40,527.61","102,459.07","148,725.37","-3,706.33","154,726.38","226,771.52","367,644.18","-57,331.15","-112,599.51","-402,172.15","-504,427.94","-383,896.88"
收到其他与投资活动有关的现金,,"9,565,209.59",,,,,"356,000,000.00","356,000,000.00","522,511,108.97","6,068,329.22","10,827,799.78","13,722,060.12","23,873,262.62","1,498,906.38","159,423,865.13","194,618,174.42","310,212,026.75","45,876,220.54","42,019,220.54","91,247,442.01","98,776,269.80","51,961.64","93,273,172.06","93,373,559.89","93,373,559.89",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"438,940.16","9,592,094.73","136,165.45","324,844.31","454,842.06","10,642.00","360,484,436.07","364,824,808.19","522,621,312.76","6,071,315.22","10,837,408.28","13,737,405.62","24,287,149.82","1,500,096.38","159,426,504.13","194,622,794.31","310,217,766.22","46,009,320.54","42,153,659.54","106,030,934.61","147,130,834.80","105,196.14","93,326,586.56","93,495,356.89","131,071,816.53","2,671.50","32,642,701.69","45,358,831.69","45,360,451.69","15,550.00","49,900,088.31","50,497,094.64","51,713,714.64",550.00
五、现金及现金等价物净增加额,"5,149,058.19","-18,988,637.45","56,641,490.44","-91,637,683.53","1,041,911,388.77","-615,601,472.73","-405,470,520.73","-618,850,213.66","31,939,713.78","-583,426,164.56","-1,058,152,300.46","-1,069,626,305.72","-662,563,079.69","-272,815,265.27","-318,069,026.17","-379,926,873.38","-79,830,112.73","-208,124,830.67","-301,749,276.42","-285,449,409.89","-98,016,387.63","-61,338,151.66","-85,590,265.32","-195,540,826.07","55,674,658.11","-250,898,884.26","-212,730,792.31","46,989,007.55","-105,174,031.78","-20,488,808.96","74,734,802.79","-122,349,395.95","-2,338,989.37","-76,693,714.57"
购建固定资产、无形资产和其他长期资产支付的现金,"26,003,740.93","35,799,987.57","24,048,931.19","10,273,068.26","24,092,136.44","8,219,332.11","16,136,185.81","37,346,978.46","58,195,670.86","39,008,031.35","91,313,443.47","146,300,270.19","177,029,835.57","23,611,714.96","35,444,390.76","72,333,363.56","126,808,120.10","51,220,065.62","94,808,736.85","175,076,117.62","262,795,514.73","59,272,408.61","111,565,880.78","164,285,549.32","188,943,716.51","51,510,572.40","82,186,470.12","98,127,858.92","137,852,429.93","28,082,836.15","58,059,450.64","100,977,497.19","104,110,308.50","12,057,556.29"
期初现金及现金等价物余额,"120,878,597.86","126,027,656.05","107,039,018.60","163,680,509.04","163,680,509.04","1,205,591,897.81","1,205,591,897.81","1,205,591,897.81","1,205,591,897.81","1,237,531,611.59","1,237,531,611.59","1,237,531,611.59","1,237,531,611.59","574,968,531.90","574,968,531.90","574,968,531.90","574,968,531.90","495,138,419.17","495,138,419.17","495,138,419.17","495,138,419.17","397,122,031.54","397,122,031.54","397,122,031.54","397,122,031.54","452,796,689.65","452,796,689.65","452,796,689.65","452,796,689.65","347,622,657.87","347,622,657.87","347,622,657.87","347,622,657.87","345,283,668.50"
投资支付的现金,"750,845.68","4,211,700.00",,"55,022,800.00",,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,"16,181,238.46","2,436,045.54","21,920,829.15",,"122,470,032.53",,,,"1,377,317.09",,,,"618,000.00",
期末现金及现金等价物余额,"126,027,656.05","107,039,018.60","163,680,509.04","72,042,825.51","1,205,591,897.81","589,990,425.08","800,121,377.08","586,741,684.15","1,237,531,611.59","654,105,447.03","179,379,311.13","167,905,305.87","574,968,531.90","302,153,266.63","256,899,505.73","195,041,658.52","495,138,419.17","287,013,588.50","193,389,142.75","209,689,009.28","397,122,031.54","335,783,879.88","311,531,766.22","201,581,205.47","452,796,689.65","201,897,805.39","240,065,897.34","499,785,697.20","347,622,657.87","327,133,848.91","422,357,460.66","225,273,261.92","345,283,668.50","268,589,953.93"
