科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"10,000,000.00",,"43,000,000.00","15,000,000.00","34,000,000.00","61,000,000.00","5,200,000.00","50,200,000.00","52,200,000.00","171,000,000.00","28,105,625.00","67,105,625.00","104,519,375.00","375,833,200.00","10,000,000.00","44,000,000.00","64,000,000.00","399,579,052.32","583,141,032.53"
经营活动产生的现金流量净额,"20,852,742.44","63,538,437.62","70,850,385.57","19,057,593.71","4,662,452.47","-73,943,970.42","17,048,476.88","-34,143,834.69","8,369,713.47","102,947,349.45","-1,622,341.19","53,634,591.15","-11,573,173.66","-153,044,373.82","-210,863,364.66","-349,432,289.58","-503,285,272.37","-719,334,328.59","-221,638,074.29"
分配股利、利润或偿还利息支付的现金,"2,754,248.35","4,408,283.34","6,574,861.16","9,757,154.45","10,851,774.44","11,711,054.03","782,033.26","25,788,290.22","28,458,653.70","30,058,290.75","5,438,473.76","34,506,567.93","42,478,918.02","61,898,364.65","7,830,488.77","28,171,394.50","38,921,614.73","115,070,603.19","24,169,398.40"
收回投资收到的现金,,,,,,,,,,"17,001,551.05","11,830,000.00","30,426,948.06","35,621,313.88","33,629,225.35","40,360,000.00","78,860,000.00","81,380,000.00","85,667,400.00",120.06
支付其他与筹资活动有关的现金,"18,000,000.00",,,,"424,745.00","10,421,068.00",,,,"11,484,947.01","22,000,000.00","29,625,000.00","33,458,333.33","22,654,205.00","3,750,000.00","7,583,333.33","15,416,666.66","81,622,823.19","14,761,869.78"
取得投资收益收到的现金,,,,,,,"129,440.91",,,,,,"28,988.90","662,910.29",,,,"276,571.53",
筹资活动现金流出小计,"30,754,248.35","4,408,283.34","49,574,861.16","24,757,154.45","45,276,519.44","83,132,122.03","5,982,033.26","75,988,290.22","80,658,653.70","212,543,237.76","55,544,098.76","131,237,192.93","180,456,626.35","460,385,769.65","21,580,488.77","79,754,727.83","118,338,281.39","596,272,478.70","622,072,300.71"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"40,000.00","40,000.00","219,750.00","283,750.00","114,500.00","114,500.00","114,500.00","120,390.25",,"129,987.00","145,787.00","130,969.70",
筹资活动产生的现金流量净额,"19,245,751.65","10,591,716.66","-10,574,861.16","-9,757,154.45","330,144,548.56","354,488,945.97","11,239,216.74","97,527,474.25","323,198,639.54","192,601,420.48","77,561,526.24","41,868,432.07","770,666,859.81","1,109,358,812.46","125,322,281.23","589,490,787.17","786,361,733.61","1,835,260,578.41","-313,263,386.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"3,111,313.88",,,,"15,300,000.00",
四、汇率变动对现金的影响,,,,,,,"-749,963.03","-873,738.83","-863,585.05","61,019.50","272,681.98","314,590.32","310,424.73","672,066.31","-43,462.87","-354,940.88","-610,498.52","-86,000.78","-697,893.06"
收到其他与投资活动有关的现金,,,,,,"1,589,102.98",,"33,978,646.97","33,978,646.97","153,159,216.40",,"20,000,000.00","100,000.00","74,771,524.04","33,700,000.00","47,260,311.55","67,784,636.05","204,745,972.56",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,"1,589,102.98","169,440.91","34,018,646.97","34,198,396.97","170,444,517.45","11,944,500.00","50,541,448.06","35,864,802.78","112,295,363.81","74,060,000.00","126,250,298.55","149,310,423.05","306,120,913.79",120.06
五、现金及现金等价物净增加额,"-121,496.44","-1,022,085.25","24,157,048.55","-16,714,186.62","300,713,643.27","134,956,233.96","-16,238,806.04","-63,027,405.38","16,216,943.01","73,107,130.98","2,994,284.97","-151,631,194.04","250,056,514.08","160,264,102.00","-222,833,794.56","-124,191,803.98","-191,215,160.18","999,733,445.03","-657,671,299.62"
购建固定资产、无形资产和其他长期资产支付的现金,"40,219,990.53","75,152,239.53","36,118,475.86","21,014,625.88","29,093,357.76","36,610,094.62","42,688,688.54","114,897,748.66","270,028,017.50","344,955,836.01","23,679,641.46","163,457,815.04","279,843,789.49","499,209,084.78","174,010,188.30","433,388,692.73","551,794,979.44","327,789,276.03","121,898,065.52"
期初现金及现金等价物余额,"24,691,514.73","24,570,018.29","23,547,933.04","47,704,981.59","47,704,981.59","47,704,981.59","182,661,215.55","182,661,215.55","182,661,215.55","182,661,215.55","255,768,346.53","255,768,346.53","255,768,346.53","255,768,346.53","416,032,448.53","416,032,448.53","416,032,448.53","416,032,448.53","1,415,765,893.56"
投资支付的现金,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,"11,000,000.00","11,000,000.00","45,861,750.89","50,000,000.00","114,500,000.00","114,500,000.00","186,462,901.92","37,299,059.96","56,756,966.51","71,196,566.51","62,424,832.12",
期末现金及现金等价物余额,"24,570,018.29","23,547,933.04","47,704,981.59","30,990,794.97","348,418,624.86","182,661,215.55","166,422,409.51","119,633,810.17","198,878,158.56","255,768,346.53","258,762,631.50","104,137,152.49","505,824,860.61","416,032,448.53","193,198,653.97","291,840,644.55","224,817,288.35","1,415,765,893.56","758,094,593.94"
