科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
收回投资收到的现金,,,,,"157,000,000.00","345,000,000.00","401,780,000.00","197,000,000.00","342,000,000.00","758,000,000.00","823,000,000.00","336,000,000.00","616,000,000.00","816,000,000.00","1,136,000,000.00","210,000,000.00"
支付其他与筹资活动有关的现金,,,,,"5,619,951.15","5,619,951.15","5,619,951.15",,,,,,,,,
取得投资收益收到的现金,,,,,"1,504,160.55","5,365,255.97","6,765,115.66","3,740,718.50","6,485,421.14","9,899,464.19","10,975,279.25","3,850,610.72","6,342,843.59","8,368,733.99","12,160,187.04","1,220,391.65"
筹资活动现金流出小计,"36,970,091.55","61,031,262.12","79,292,075.66","45,660,333.33","51,280,284.48","73,642,884.48","81,280,284.48",,,,,,"24,609,306.79","30,000,000.00","30,000,000.00",
处置固定资产、无形资产和其他长期资产收回的现金净额,"327,554.55","68,000.00",,,,,"32,076.39",,"46,000.00","166,000.00","216,000.00",,"2,000.00","1,729,100.00","1,730,946.15",
筹资活动产生的现金流量净额,"-34,520,091.55","-16,031,262.12","-34,292,075.66","301,479,715.52","306,239,715.52","283,877,115.52","276,239,715.52",,,"2,000,000.00","6,000,000.00",,"-19,809,306.79","-25,200,000.00","-23,500,000.00","4,000,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"316,863.02","-1,999,437.50","-140,616.16","168,844.36","116,347.22","2,788,681.06","2,991,159.85","155,854.76","1,719,202.55","1,903,893.66","4,173,514.99","-317,172.88","-1,203,628.93","-3,307,299.88","-5,292,541.42","-2,834,127.73"
收到其他与投资活动有关的现金,,,,,"2,650,000.00","2,650,000.00","3,250,000.00",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"327,554.55","68,000.00",,,"161,154,160.55","353,015,255.97","411,827,192.05","200,740,718.50","348,531,421.14","768,065,464.19","834,191,279.25","339,850,610.72","622,344,843.59","826,097,833.99","1,149,891,133.19","211,220,391.65"
五、现金及现金等价物净增加额,"688,600.48","11,828,127.77","18,774,361.68","9,851,726.90","61,789,058.69","-3,636,334.49","6,762,462.41","115,625,824.09","42,674,835.72","-3,126,136.67","13,404,328.39","7,928,599.57","49,629,445.70","63,368,538.50","23,164,012.20","-37,372,511.39"
购建固定资产、无形资产和其他长期资产支付的现金,"46,919,839.09","43,062,286.20","51,486,397.81","6,158,964.54","10,991,084.05","24,538,764.68","36,981,728.35","23,730,236.26","36,577,049.91","46,070,549.86","68,933,338.35","18,302,111.20","24,424,151.21","35,625,654.91","71,118,723.03","12,034,969.09"
期初现金及现金等价物余额,"59,965,469.71","60,654,070.19","72,482,197.96","91,256,559.64","91,256,559.64","93,906,559.64","91,256,559.64","97,877,157.20","98,019,022.05","98,019,022.05","98,019,022.05","111,423,350.44","111,423,350.44","111,423,350.44","111,423,350.44","134,587,362.64"
投资支付的现金,"1,750,000.00",,,"300,000,000.00","410,000,000.00","653,780,000.00","728,780,000.00","72,553,900.00","295,553,900.00","762,553,900.00","847,375,142.91","310,000,000.00","545,163,436.50","725,163,436.50","1,101,159,684.70","224,500,000.00"
期末现金及现金等价物余额,"60,654,070.19","72,482,197.96","91,256,559.64","101,108,286.54","153,045,618.33","90,270,225.15","98,019,022.05","213,502,981.29","140,693,857.77","94,892,885.38","111,423,350.44","119,351,950.01","161,052,796.14","174,791,888.94","134,587,362.64","97,214,851.25"
