科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
长期应付款,,,,,,,,,,
长期股权投资,"1,888,477.20",,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,"1,516,459.01","1,435,362.89","1,354,266.77","1,293,444.68",,,,,,
预计负债,,,,,,,,,,
固定资产,"155,560,495.82","165,333,615.53","165,935,369.31","168,831,902.51","169,531,873.45","169,184,448.65","177,099,688.72","174,709,370.05","183,717,819.24","182,396,872.05"
递延所得税负债,,,,,,,,,,
在建工程,"22,177,178.36","20,693,037.62","29,227,784.40","29,696,676.51","49,572,066.10","51,869,521.61","60,734,692.25","65,394,219.09","113,051,132.89","179,382,953.32"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"2,302,500.00","2,052,500.00","2,120,416.67","2,086,666.67","2,007,916.67","1,932,166.67","1,856,416.67","1,780,666.67","2,304,916.67","2,214,166.67"
固定资产清理,,,,,,"3,762.78",,"69,445.39",,"25,937.26"
负债合计,"357,159,478.96","395,165,795.11","298,701,181.95","302,772,954.25","194,069,096.81","231,834,856.58","192,374,895.55","202,945,586.54","232,961,952.74","339,377,930.13"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","90,700,000.00","90,700,000.00","126,980,000.00","126,980,000.00","126,980,000.00","126,980,000.00"
油气资产,,,,,,,,,,
资本公积,"110,711,129.67","110,711,129.67","110,711,129.67","110,711,129.67","453,378,159.80","453,378,159.80","417,098,159.80","417,098,159.80","417,098,159.80","417,098,159.80"
无形资产,"17,007,478.41","17,349,391.29","16,478,462.94","16,361,061.73","16,447,725.73","16,626,659.29","16,317,949.13","15,974,445.62","15,961,630.90","71,672,587.01"
盈余公积,"25,977,714.70","38,145,277.25","38,145,277.25","38,145,277.25","46,055,266.89","46,055,266.89","46,055,266.89","46,055,266.89","51,851,623.00","51,851,623.00"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"233,799,432.28","343,307,495.21","434,319,475.30","492,604,482.70","505,509,382.01","516,893,270.77","502,237,758.37","510,278,818.43","529,618,077.78","545,982,414.51"
长期待摊费用,,,,,,,,,,
少数股东权益,,,,,,,,,"19,605,149.11","19,331,658.22"
递延所得税资产,"6,103,517.97","7,224,273.56","9,303,971.80","11,239,071.83","11,866,723.14","12,520,339.08","13,106,985.06","13,312,511.03","13,095,468.38","13,862,930.75"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"208,548,606.77","216,330,680.89","226,594,855.22","231,717,157.26","251,713,388.42","254,499,731.41","271,554,315.16","273,754,991.18","330,121,051.41","451,636,280.39"
所有者权益(或股东权益)合计,"438,488,276.65","560,163,902.13","651,175,882.22","709,460,889.62","1,095,642,808.70","1,107,026,697.46","1,092,371,185.06","1,100,412,245.12","1,145,153,009.69","1,161,243,855.53"
资产总计,"795,647,755.61","955,329,697.24","949,877,064.17","1,012,233,843.87","1,289,711,905.51","1,338,861,554.04","1,284,746,080.61","1,303,357,831.66","1,378,114,962.43","1,500,621,785.66"
负债和所有者(或股东权益)合计,"795,647,755.61","955,329,697.24","949,877,064.17","1,012,233,843.87","1,289,711,905.51","1,338,861,554.04","1,284,746,080.61","1,303,357,831.66","1,378,114,962.43","1,500,621,785.66"
