科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
存货,"100,415,110.54","183,203,283.25","216,499,815.84","182,552,062.24","207,554,520.83","258,050,218.54","193,278,647.52","239,838,623.00","255,788,799.89","312,465,530.37","220,163,658.99","224,109,188.19","247,653,953.05","293,680,813.85","227,222,411.75","236,306,962.51","274,279,477.72","352,352,097.63","282,201,737.91","287,490,740.02","300,781,603.37","355,916,802.33","327,597,006.05","323,749,674.13","325,229,010.57","448,742,202.90"
其他应付款,"45,855,075.39","26,424,167.79","43,196,231.57","44,822,902.75","53,670,892.77","43,940,002.73","51,446,143.65","47,792,218.46","47,428,568.02","46,973,563.43","45,932,633.57","50,484,118.04","52,420,718.83","81,871,155.30","90,789,063.68","86,245,564.52","85,249,846.30","120,746,572.02","122,687,161.43","111,398,327.18","104,368,436.25","109,928,612.81","83,150,827.55","102,346,981.66","91,978,285.35","127,575,709.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"50,000,000.00","50,000,000.00","80,000,000.00","120,000,000.00","40,000,000.00","10,000,000.00","12,720,879.54","8,969,431.33","6,986,555.47","6,986,555.47","11,682,088.76","7,765,115.93","185,502,535.89","202,883,733.85","172,090,309.94","30,000,000.00","173,394,932.22","210,931,886.25","3,114,669.05"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"184,734,995.29","231,796,898.84","302,782,534.03","283,102,216.69","1,102,556,532.49","1,078,089,431.51","1,124,004,049.32","1,081,358,768.07","1,118,612,271.79","1,073,960,967.51","1,121,244,422.96","1,122,604,574.41","1,152,455,634.47","1,120,452,496.75","1,118,740,165.29","1,187,712,477.13","1,145,023,714.20","1,163,147,593.59","1,187,112,234.67","1,234,367,011.85","1,216,473,929.36","1,189,689,981.33","1,245,483,588.58","1,335,565,988.78","1,358,997,351.47","1,351,567,720.78"
流动负债合计,"128,981,473.29","168,296,008.34","200,163,803.65","156,085,022.90","118,892,768.69","88,456,469.87","101,991,014.88","84,516,479.64","113,164,795.33","63,079,111.95","87,193,930.16","66,487,775.90","84,628,123.84","108,366,183.61","120,041,326.17","224,230,510.14","186,985,486.51","218,986,568.93","266,846,098.45","290,576,967.72","256,079,469.28","251,869,085.05","265,689,063.65","309,432,094.33","286,817,902.95","279,089,150.56"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,"33,000,000.00","41,200,000.00","32,200,000.00",,"30,700,000.00","30,700,000.00","17,200,000.00","17,200,000.00","17,000,000.00","17,000,000.00","16,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,"32,200,000.00",,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"7,356,000.00",,,,,,,,,,,
专项应付款,,,,,,,"19,000.00","19,000.00","4,376.70",,,,,,,,,"780,000.00","1,040,000.00","1,040,000.00","650,000.00","650,000.00",,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"141,958,694.60","142,994,520.25","188,076,003.21","209,332,209.95","208,364,112.53","210,682,652.04","209,568,412.44","209,810,952.18","272,225,972.49","280,301,985.75","278,129,647.32","275,735,706.70","275,804,805.55","275,288,982.47","272,740,086.71","323,241,344.84","467,346,632.76","487,613,396.31","511,946,043.45","509,720,929.56","500,686,070.58","514,822,184.10","515,394,647.07","511,941,166.01","509,278,662.18","505,876,945.16"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"354,544.87","18,671,086.32","16,667,699.26","17,233,828.35","34,808,170.92","51,839,869.32","54,133,981.25","69,067,280.16","38,796,929.20","46,069,076.37","62,015,563.71","68,602,302.89","84,696,392.73","96,506,422.52","116,324,186.41","160,059,752.55","49,575,923.70","31,821,469.88","43,941,905.63","36,622,829.45","63,090,622.21","40,547,119.30","41,816,150.96","45,701,271.07","47,651,848.83","41,542,863.94"
其他非流动负债,"6,185,000.00","5,984,999.99","5,784,999.95","6,084,937.43","6,042,437.42","7,979,874.91","7,929,874.90","7,874,812.39","7,824,812.38","7,774,812.37","7,724,812.36","9,894,812.35","9,802,526.66",,,,,,,,,,,,,
工程物资,,,,,,,"62,605.20","62,605.20","62,605.20",,,,,,,,,,,,,,,,,
非流动负债合计,"6,185,000.00","5,984,999.99","5,784,999.95","6,084,937.43","6,042,437.42","7,979,874.91","7,948,874.90","7,893,812.39","7,829,189.08","7,774,812.37","7,724,812.36","9,894,812.35","9,802,526.66","9,716,196.31","9,600,339.16","43,264,482.01","51,348,624.86","60,576,586.78","63,213,586.78","62,455,524.28","61,527,420.54","49,759,303.23","52,522,917.95","55,454,330.27","61,117,506.29","44,844,691.12"
固定资产清理,,,,,,,,,,,"9,696.10","116,510.42","116,896.42",,"5,592.03","10,798.60","36,433,688.47",,,,,,,,,
负债合计,"135,166,473.29","174,281,008.33","205,948,803.60","162,169,960.33","124,935,206.11","96,436,344.78","109,939,889.78","92,410,292.03","120,993,984.41","70,853,924.32","94,918,742.52","76,382,588.25","94,430,650.50","118,082,379.92","129,641,665.33","267,494,992.15","238,334,111.37","279,563,155.71","330,059,685.23","353,032,492.00","317,606,889.82","301,628,388.28","318,211,981.60","364,886,424.60","347,935,409.24","323,933,841.68"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"86,956,522.00","92,896,522.00","92,896,522.00","92,896,522.00","123,876,522.00","123,876,522.00","123,876,522.00","123,876,522.00","123,876,522.00","123,876,522.00","123,876,522.00","126,658,422.00","126,658,422.00","126,658,422.00","126,658,422.00","126,658,422.00","126,658,422.00","126,658,422.00","126,658,422.00","124,989,282.00","499,957,128.00","499,957,128.00","499,957,128.00","499,957,128.00","499,957,128.00","499,957,128.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"85,442,852.06","94,149,235.53","94,149,235.53","94,149,235.53","908,948,911.20","908,948,911.20","908,948,911.20","908,948,911.20","908,948,911.20","909,158,611.20","909,158,611.20","942,611,770.20","942,611,770.20","943,710,920.20","943,710,920.20","943,710,920.20","943,710,920.20","943,710,920.20","943,710,920.20","926,835,914.80","614,362,709.80","614,362,709.80","614,362,709.80","614,362,709.80","614,362,709.80","614,362,709.80"
无形资产,"22,557,944.27","71,246,044.82","67,236,210.15","66,420,798.72","66,017,065.53","65,584,166.16","65,215,494.91","64,817,064.16","64,429,188.95","74,492,741.74","74,053,551.07","73,677,613.79","73,270,269.06","72,762,521.34","72,334,236.48","86,615,229.11","75,654,812.46","79,238,308.17","78,785,623.71","86,608,350.19","77,916,907.40","97,155,691.40","96,017,780.49","95,187,647.21","94,203,982.88","93,309,428.04"
盈余公积,"6,017,557.40","10,896,055.20","16,866,995.97","16,866,995.97","16,866,995.97","23,007,500.51","23,007,500.51","23,007,500.51","23,007,500.51","31,971,501.36","31,971,501.36","31,971,501.36","31,971,501.36","39,448,225.86","39,448,225.86","39,448,225.86","39,448,225.86","41,996,527.89","41,996,527.89","41,996,527.89","41,996,527.89","61,764,701.95","61,764,701.95","61,764,701.95","61,764,701.95","67,958,886.71"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"30,906,909.00","30,906,909.00","18,544,145.40","18,544,145.40","18,544,145.40","18,544,145.40",,,,,,,
商誉,,"405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","405,629.05","40,183,825.73","40,183,825.73","40,183,825.73","40,183,825.73","40,183,825.73","40,183,825.73","40,183,825.73","40,183,825.73","40,183,825.73"
未分配利润,"38,768,660.40","94,501,547.02","169,628,753.07","216,694,234.74","243,578,226.13","260,895,400.12","294,587,708.91","283,803,485.39","325,017,850.49","345,661,532.47","381,407,691.77","368,490,342.39","396,735,300.03","402,996,118.07","424,518,227.57","412,868,406.18","435,417,341.50","433,970,182.31","452,944,833.06","466,921,257.02","422,930,157.75","410,591,223.17","445,861,183.07","485,629,887.32","527,581,735.80","540,301,590.84"
长期待摊费用,"709,451.67",,"2,744,716.28","4,527,762.91","4,310,473.00","4,928,115.82","5,346,170.53","4,891,196.82","5,689,581.45","4,673,044.91","3,866,537.63","3,354,711.97","4,051,066.85","2,775,113.34","7,066,047.69","8,199,795.92","9,077,892.43","6,695,090.34","6,686,508.21","11,346,339.82","8,313,279.60","14,633,766.33","14,116,544.56","14,624,907.63","14,164,620.42","13,076,303.67"
少数股东权益,,,,,,,,,,,,,,,,"26,299,722.71","31,362,030.43","20,661,798.79","20,594,626.10","22,402,180.42","24,201,766.17","25,639,761.70","25,202,140.49","28,706,374.78","29,968,786.33","31,550,423.31"
递延所得税资产,"2,036,434.45","1,610,188.80","1,577,518.19","1,754,502.90","1,743,877.89","1,634,814.71","1,624,189.70","1,633,215.49","1,622,590.48","1,618,646.02","1,608,021.01","1,617,574.97","1,606,949.96","1,388,516.27","1,388,516.27","1,429,423.69","1,429,423.69","11,100,312.18","11,100,312.18","10,663,745.03","11,073,224.77","9,239,117.71","9,239,117.71","9,239,117.71","9,239,117.71","8,804,022.82"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"30,409,475.31","36,710,092.03","30,262,092.81","11,439,189.20","8,216,865.30","17,664,415.50","6,664,622.50","3,317,319.78","7,672,227.00","3,108,189.81","2,863,302.31","7,851,061.90","23,703,470.20"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"167,617,069.86","234,927,469.24","276,707,776.14","299,674,731.88","315,649,328.92","335,075,247.10","336,356,483.08","350,687,943.06","383,232,496.82","407,561,123.84","420,088,645.89","423,510,049.79","439,952,009.62","479,536,660.30","514,330,386.67","610,224,066.57","651,363,191.76","664,869,267.91","710,308,634.41","701,810,642.28","704,581,250.07","724,253,931.57","719,876,256.33","719,741,237.67","722,573,119.65","726,496,859.56"
所有者权益(或股东权益)合计,"217,185,591.86","292,443,359.75","373,541,506.57","420,606,988.24","1,293,270,655.30","1,316,728,333.83","1,350,420,642.62","1,339,636,419.10","1,380,850,784.20","1,410,668,167.03","1,446,414,326.33","1,469,732,035.95","1,497,976,993.59","1,481,906,777.13","1,503,428,886.63","1,530,441,551.55","1,558,052,794.59","1,548,453,705.79","1,567,361,183.85","1,583,145,162.13","1,603,448,289.61","1,612,315,524.62","1,647,147,863.31","1,690,420,801.85","1,733,635,061.88","1,754,130,738.66"
资产总计,"352,352,065.15","466,724,368.08","579,490,310.17","582,776,948.57","1,418,205,861.41","1,413,164,678.61","1,460,360,532.40","1,432,046,711.13","1,501,844,768.61","1,481,522,091.35","1,541,333,068.85","1,546,114,624.20","1,592,407,644.09","1,599,989,157.05","1,633,070,551.96","1,797,936,543.70","1,796,386,905.96","1,828,016,861.50","1,897,420,869.08","1,936,177,654.13","1,921,055,179.43","1,913,943,912.90","1,965,359,844.91","2,055,307,226.45","2,081,570,471.12","2,078,064,580.34"
负债和所有者(或股东权益)合计,"352,352,065.15","466,724,368.08","579,490,310.17","582,776,948.57","1,418,205,861.41","1,413,164,678.61","1,460,360,532.40","1,432,046,711.13","1,501,844,768.61","1,481,522,091.35","1,541,333,068.85","1,546,114,624.20","1,592,407,644.09","1,599,989,157.05","1,633,070,551.96","1,797,936,543.70","1,796,386,905.96","1,828,016,861.50","1,897,420,869.08","1,936,177,654.13","1,921,055,179.43","1,913,943,912.90","1,965,359,844.91","2,055,307,226.45","2,081,570,471.12","2,078,064,580.34"
