科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,"88,000,000.00","178,808,800.72","357,580,265.64","25,000,000.00","65,000,000.00","65,000,000.00","85,133,001.35","119,232,846.96","198,792,774.60","247,000,000.00","113,000,000.00","133,650,000.00","310,500,000.00","319,000,000.00","140,000,000.00","68,000,000.00","170,500,000.00","231,000,000.00","306,000,000.00","238,550,000.00","658,860,500.00","1,827,291,600.00","2,279,359,042.00","828,424,595.25","2,235,279,560.46","2,839,012,896.21","3,412,681,773.24","240,730,000.00","1,005,162,622.81"
支付的各项税费,"15,403,470.24","32,582,836.03","22,938,372.34","10,483,290.74","23,546,277.93","29,583,376.34","33,084,470.68","8,824,985.68","15,153,144.28","20,332,755.71","29,490,499.08","9,437,517.45","20,881,802.62","29,712,518.33","31,475,569.82","7,863,077.36","12,955,735.76","19,165,368.19","22,823,822.41","11,914,141.85","30,580,333.17","46,931,545.76","48,920,916.37","46,219,370.67","68,833,780.75","115,103,279.08","174,967,496.02","49,507,085.85","63,169,237.12"
收到其他与筹资活动有关的现金,"12,518,112.12","15,673,365.54","8,328,682.49",,"1,346,044.59","52,446,657.54","48,446,416.67",,,,"138,116,922.89","13,600,000.00","23,016,587.43","31,356,660.35","139,500,000.00","49,253,025.00","3,092,238.76",,"182,200,000.00","109,323,150.91","208,323,604.21","452,796,832.26","498,565,320.00","23,107,177.66","835,358,120.60","1,277,791,522.01","1,813,860,031.45","799,392,357.86","1,396,269,003.28"
支付其他与经营活动有关的现金,"16,753,157.22","29,795,256.43","29,688,114.44","5,166,560.40","11,186,461.21","25,714,182.09","35,763,958.62","13,508,393.10","93,612,851.08","52,572,950.68","51,679,946.67","12,277,219.26","22,239,298.33","30,856,640.40","42,311,387.30","10,185,785.74","111,225,358.25","119,148,009.53","138,069,119.67","24,269,626.45","485,113,884.79","221,669,202.28","340,858,647.06","395,428,431.73","295,581,947.43","610,124,543.02","646,530,753.58","130,702,135.64","213,681,679.80"
筹资活动现金流入小计,"125,706,112.12","194,482,166.26","365,908,948.13","25,000,000.00","327,946,044.59","379,046,657.54","395,179,418.02","119,232,846.96","198,792,774.60","247,000,000.00","251,116,922.89","147,250,000.00","333,516,587.43","350,356,660.35","279,500,000.00","117,253,025.00","488,433,838.76","545,841,600.00","814,680,000.00","347,873,150.91","867,184,104.21","2,280,088,432.26","2,789,924,362.00","2,132,031,727.78","4,351,187,197.50","5,395,454,811.52","6,505,192,197.99","1,040,122,357.86","2,401,503,164.01"
经营活动现金流出小计,"262,982,953.20","370,006,718.06","391,612,337.24","134,544,494.08","297,703,477.71","457,051,115.84","563,575,714.06","123,665,853.20","259,500,667.62","334,431,818.92","408,152,178.64","138,542,219.49","277,544,801.75","383,493,250.67","577,767,416.46","136,778,619.36","422,595,030.71","552,391,732.08","672,873,821.35","242,258,990.05","972,898,044.35","1,381,791,459.06","1,793,385,286.92","1,109,835,116.77","1,706,028,805.39","2,630,356,162.16","3,842,984,938.06","980,614,369.26","1,487,374,840.90"
偿还债务支付的现金,"29,000,000.00","117,808,800.72","317,580,265.64",,"55,000,000.00","160,000,000.00","165,000,000.00","51,440,072.36",,"7,500,000.00","87,633,001.35","53,000,000.00","184,000,000.00","191,500,000.00","100,500,000.00","68,000,000.00","136,500,000.00","154,674,048.79","209,500,000.00","125,500,000.00","327,833,067.95","1,273,523,500.46","629,240,000.00","541,820,976.66","754,292,914.39","1,205,403,330.98","1,205,033,166.97","697,748,240.08","1,474,932,188.57"
经营活动产生的现金流量净额,"11,842,652.59","45,958,676.43","78,314,055.52","10,592,728.54","-5,715,040.23","-56,235,582.33","-24,298,524.80","-19,154,744.16","-50,291,228.58","-54,233,451.54","-20,691,322.85","-29,318,758.72","-30,860,783.35","861,811.93","35,763,637.93","10,235,533.08","-108,414,392.68","-118,818,179.18","-54,047,524.37","29,304,336.69","28,184,594.82","11,378,700.25","-316,764,259.59","-253,560,455.02","-581,934,542.63","-893,352,967.98","-1,350,013,707.60","-160,746,636.32","-142,092,138.40"
分配股利、利润或偿还利息支付的现金,"3,563,197.13","6,012,561.92","10,685,880.08","2,656,800.43","6,150,367.84","7,944,981.86","7,944,981.86","3,410,116.01","8,110,842.93","18,626,980.24","12,248,990.87","939,861.84","5,427,678.49","8,512,907.65","6,156,799.10","2,711,214.36","7,875,813.98","8,543,941.70","13,735,241.16","8,042,761.19","18,627,211.40","35,607,275.17","64,384,516.82","50,959,236.91","119,038,848.91","176,528,543.13","206,086,028.77","59,262,279.73","96,539,398.50"
收回投资收到的现金,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00",,,,,,,,"2,507,062.19","208,538,636.97","10,420,000.00","23,075,000.00"
支付其他与筹资活动有关的现金,"12,758,489.20","12,518,112.12","8,326,773.33",,"6,428,838.29","13,448,838.29","17,510,657.06",,"32,739,205.24",,"88,801,527.64","38,812,596.84","87,474,898.84","124,874,898.84","153,331,641.20","40,810,000.00",,"7,171,000.00","193,813,889.74","47,788,972.36","21,919,188.40","226,080,202.80","577,208,455.44","107,284,681.80","1,127,275,082.94","1,617,786,380.20","2,251,701,513.47","375,426,976.94","1,079,269,193.93"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,"247,890.41","247,890.41",,,,,,,,"538,556.00","3,796,120.31","30,978.92","244,289.05"
筹资活动现金流出小计,"45,321,686.33","136,339,474.76","336,592,919.05","2,656,800.43","67,579,206.13","181,393,820.15","190,455,638.92","54,850,188.37","40,850,048.17","26,126,980.24","188,683,519.86","92,752,458.68","276,902,577.33","324,887,806.49","259,988,440.30","111,521,214.36","144,375,813.98","170,388,990.49","417,049,130.90","181,331,733.55","368,379,467.75","1,535,210,978.43","1,270,832,972.26","700,064,895.37","2,000,606,846.24","2,999,718,254.31","3,662,820,709.21","1,132,437,496.75","2,650,740,781.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"1,204,771.68","1,204,771.68","1,204,771.68","1,226,358.52",,,,"55,880,633.00",,"196,465.00","209,300.00","5,603,500.00",,,,,"15,500.00","15,500.00","15,500.00",,"193,424.00","396,280.00","32,600.00","841,806.62","72,600.00","2,858,092.00"
筹资活动产生的现金流量净额,"80,384,425.79","58,142,691.50","29,316,029.08","22,343,199.57","260,366,838.46","197,652,837.39","204,723,779.10","64,382,658.59","157,942,726.43","220,873,019.76","62,433,403.03","54,497,541.32","56,614,010.10","25,468,853.86","19,511,559.70","5,731,810.64","344,058,024.78","375,452,609.51","397,630,869.10","166,541,417.36","498,804,636.46","744,877,453.83","1,519,091,389.74","1,431,966,832.41","2,350,580,351.26","2,395,736,557.21","2,842,371,488.78","-92,315,138.89","-249,237,616.99"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"158,075,180.64","158,125,933.12","158,006,978.26",,"34,433,819.36","63,404,640.72","28,578,141.36",,"25,000,000.00"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,"-71,116.97","-325,125.37","-418,053.19","-1,337,260.05","-3,970,220.20","-329,390.95"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"250,000.00",,,,"3,226,868.74","34,646,819.36","138,364.78","2,685,279.82","34,641,529.23",,"27,879,300.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,"1,204,771.68","1,204,771.68","1,204,771.68","1,226,358.52",,,,"55,880,633.00",,"196,465.00","209,300.00","5,603,500.00",,"30,247,890.41","30,247,890.41","250,000.00","15,500.00","158,090,680.64","158,141,433.12","161,233,847.00","34,840,243.36","34,968,464.14","69,168,138.73","276,396,234.49","10,523,578.92","79,056,681.05"
五、现金及现金等价物净增加额,"55,311,903.49","-8,421,104.30","32,438,998.18","-2,369,474.81","212,426,124.10","1,583,703.45","15,520,696.61","-14,508,562.69","-32,403,596.75","-16,006,334.69","-64,605,984.92","2,957,852.96","-14,233,213.63","-26,363,603.61","-15,019,271.15","-13,417,137.93","126,496,901.34","89,719,083.54","5,482,420.41","10,504,703.64","279,583,143.21","288,175,188.25","448,445,270.78","889,109,264.91","1,072,021,424.19","576,430,306.46","392,042,682.42","-530,790,007.70","-671,787,819.79"
购建固定资产、无形资产和其他长期资产支付的现金,"36,915,174.89","112,522,472.23","75,191,086.42","36,510,174.60","43,430,445.81","141,038,323.29","166,130,916.21","36,472,577.12","88,710,894.60","131,301,702.91","114,862,864.43","22,220,929.64","40,182,905.38","52,903,569.40","75,897,968.78","29,384,481.65","63,295,189.92","116,063,712.32","238,051,403.98","123,179,789.02","180,151,535.87","361,717,455.12","547,551,739.31","170,627,886.14","447,210,368.28","603,710,769.86","861,312,354.88","275,561,591.21","348,455,354.50"
期初现金及现金等价物余额,"6,200,513.35","61,512,416.84","53,091,312.54","85,530,310.72","85,530,310.72","85,530,310.72","85,530,310.72","101,051,007.33","101,051,007.33","101,051,007.33","102,209,657.15","37,603,672.23","37,603,672.23","37,603,672.23","37,603,672.23","22,584,401.08","22,584,401.08","22,584,401.08","22,584,401.08","119,011,807.71","28,066,821.49","28,066,821.49","28,066,821.49","476,512,092.27","476,512,092.27","476,512,092.27","476,512,092.27","868,554,774.69","868,554,774.69"
投资支付的现金,,,,,,,,"23,263,900.00",,,"11,229,500.00",,,,,,"45,000,000.00","50,000,093.63","26,200,093.63","76,594,513.00","11,535,547.80","39,746,735.77","60,747,618.00","136,707,101.67","203,253,297.58","219,253,297.58","465,862,999.59","8,720,000.00","10,730,000.00"
期末现金及现金等价物余额,"61,512,416.84","53,091,312.54","85,530,310.72","83,160,835.91","297,956,434.82","87,114,014.17","101,051,007.33","86,542,444.64","68,647,410.58","85,044,672.64","37,603,672.23","40,561,525.19","23,370,458.60","11,240,068.62","22,584,401.08","9,167,263.15","149,081,302.42","112,303,484.62","28,066,821.49","129,516,511.35","307,649,964.70","316,242,009.74","476,512,092.27","1,365,621,357.18","1,548,533,516.46","1,052,942,398.73","868,554,774.69","337,764,766.99","196,766,954.90"
