科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"7,261,956.75","15,098,850.21","18,510,417.37","20,435,677.82","25,416,828.18","19,146,962.81","19,173,718.15","20,149,060.84","11,373,508.17","9,588,873.04","9,752,759.69","8,160,887.32","8,454,672.40","10,857,965.78","9,217,527.41","9,040,344.56","12,198,846.79","6,965,800.12","13,709,135.56","14,677,721.48","7,375,425.99","8,203,675.30","7,760,080.26","6,907,131.80","8,940,106.53","10,268,018.44"
应付职工薪酬,"91,573,363.64","111,654,298.82","93,299,584.14","57,831,107.61","96,186,837.00","59,956,259.71","53,328,559.25","57,859,850.75","72,287,719.92","54,143,684.12","50,028,171.76","71,408,221.84","110,528,541.72","62,864,450.19","61,215,992.56","88,053,931.07","129,484,477.76","64,339,314.41","91,123,917.16","106,390,194.64","166,721,427.23","86,304,276.82","107,423,241.98","137,405,104.64","201,926,473.13","72,758,956.41"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"28,246,527.18","40,522,584.50","50,687,570.98","63,428,252.58","64,721,108.46","38,342,631.62","59,268,027.53","47,407,996.94","61,083,967.05","50,559,111.80","61,474,609.92","58,240,994.65","58,090,374.83","57,608,573.68","64,470,176.40","63,234,570.60","70,003,910.69","76,114,950.82","78,567,270.20","80,571,385.62","84,695,762.01","76,367,201.11","21,393,599.67","17,371,216.09","19,794,655.84","12,508,236.79"
应收利息,,,,,"653,691.39",,"4,829,451.00","5,609,540.00","8,478,696.31","460,037.89","2,726,294.62","558,931.42","1,345,214.89","267,018.01","300,469.98","475,598.44","1,375,889.96","51,066.67","120,852.96","113,173.21","51,066.67","53,676.69","110,904.57",,,"226,845.18"
应付利息,,,,,,,,,,,,"2,189.98",,"6,709.01",,,,,,,,,,,"175,066.08","14,237.73"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,782.05,776.33,768.76,"26,636,645.93","302,476.42","1,154.70","1,170.00","1,189.81","1,176.35","1,175.65","1,178.63","7,891,527.27","1,257.85","1,286.39","1,336.26","15,223,824.61","15,223,719.44","15,223,725.14","3,061.95","12,652,415.59",,915.53,
存货,"14,492,552.45","13,147,146.83","7,472,392.07","4,239,698.60","6,948,424.87","9,382,891.46","8,220,797.13","8,514,958.25","8,482,660.68","9,844,622.43","10,218,315.14","9,013,615.98","7,988,439.26","7,962,976.89","10,222,227.92","9,364,466.68","7,833,294.45","12,545,247.14","13,478,319.29","14,153,679.98","10,368,490.93","13,676,768.83","12,340,511.80","10,232,865.55","13,006,995.60","14,041,565.46"
其他应付款,"2,802,047.21","1,984,378.45","2,495,230.87","1,987,560.38","2,456,917.35","23,019,036.09","21,529,129.84","23,042,181.18","1,981,260.09","2,915,497.31","1,485,236.38","1,011,876.39","2,401,775.86","4,733,254.47","42,847,705.29","44,479,442.98","43,357,060.61","40,568,203.52","2,343,678.21","31,367,066.99","21,487,083.49","20,709,890.07","18,604,356.89","19,313,713.08","15,840,583.81","17,935,885.41"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"21,700,000.00","20,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,"12,163,756.03","61,657,237.60","71,855,483.35","111,984,557.53","117,066,469.51","125,332,762.76","145,220,471.52","209,260,792.95","271,740,389.92","262,574,806.70","256,135,567.95","356,421,451.79","399,460,260.83","263,530,573.13","403,000,000.00","358,000,000.00","247,127,323.26",
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"496,594,480.65","566,743,818.16","680,455,175.67","652,115,722.77","778,878,135.74","1,246,372,663.64","1,287,078,464.35","1,153,955,876.23","1,250,188,524.99","1,199,251,351.76","1,130,207,674.79","1,035,244,988.64","1,006,832,619.34","1,007,832,112.42","975,354,694.02","967,583,899.36","978,316,002.54","915,266,535.93","960,872,817.74","1,000,835,967.77","1,050,686,636.39","991,981,724.79","1,004,033,597.63","925,547,469.20","1,375,729,208.16","1,247,634,003.97"
流动负债合计,"278,776,476.52","312,602,944.70","361,201,228.62","298,508,179.48","373,306,624.28","334,086,050.68","379,812,880.47","281,779,684.44","327,855,164.81","302,223,892.04","359,170,264.60","376,760,219.53","417,234,105.47","452,059,887.57","517,269,467.71","544,676,421.67","602,326,190.39","579,547,063.80","631,864,889.32","657,197,177.46","738,288,955.95","703,680,143.85","714,585,813.96","694,336,111.21","1,093,757,889.46","952,037,589.75"
可供出售金融资产,"20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"106,113,000.00","31,200,000.00",,,,,,,,,,"3,065,181.16",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,"29,457,283.85",,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"2,841,424.72","1,967,165.98","426,050.30","236,204.73","936,439.15","1,036,019.88","2,612,569.59","2,524,264.52","2,161,089.52","1,412,817.83","1,550,694.55","1,634,535.73","1,477,677.99","1,095,558.99","929,213.47","910,687.93","1,829,868.77","6,714,833.09","6,170,824.52","5,780,433.86","5,626,409.53","4,631,639.37","12,096,034.22","61,256,786.43","61,709,617.86","61,101,440.33"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,"782,900.58","782,900.58",,,,,,,"2,831,395.94","2,918,734.30","2,831,395.94","2,831,395.94","3,577,588.81","3,616,058.69","3,616,058.69","3,045,989.69","175,175.34","175,175.34"
固定资产,"105,045,497.11","101,833,924.22","103,215,839.33","96,470,245.44","93,562,882.99","91,763,439.00","93,750,998.04","92,749,217.70","85,394,025.85","86,207,528.84","86,591,515.06","88,074,792.70","87,966,264.40","89,364,503.78","89,714,001.17","454,291,436.44","465,893,504.58","466,049,566.57","463,501,810.65","456,298,652.86","454,134,870.76","761,607,033.33","749,372,631.88","788,725,527.20","802,665,197.08","779,684,691.42"
递延所得税负债,"184,943.45","252,182.49",,"542,272.15","480,261.68","480,261.68","402,169.80","402,169.80","422,163.52","422,163.52",,"422,163.52","531,903.82","531,903.82","260,408.18","499,622.42",,,,,"42,078.51","42,078.51","41,210.81","41,210.81","257,692.88","256,825.18"
在建工程,,,,,"645,550.00",,,,"2,591,505.98","5,069,932.92","139,902,484.82","256,524,497.53","276,744,231.40","304,136,797.31","410,273,601.12","102,147,473.89","148,658,031.52","175,940,039.38","208,853,313.66","219,357,441.92","268,474,270.30",,"10,076,935.02",,,
其他非流动负债,,,"2,360,000.00","2,200,000.00","2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00",,,,"3,801,932.29",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"106,297,943.45","31,452,182.49","2,360,000.00","2,742,272.15","2,580,261.68","2,580,261.68","2,502,169.80","2,502,169.80","1,205,064.10","1,205,064.10",,"7,289,276.97","531,903.82","531,903.82","260,408.18","499,622.42","2,831,395.94","2,918,734.30","2,831,395.94","2,831,395.94","3,619,667.32","3,658,137.20","3,657,269.50","3,087,200.50","432,868.22","432,000.52"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"385,074,419.97","344,055,127.19","363,561,228.62","301,250,451.63","375,886,885.96","336,666,312.36","382,315,050.27","284,281,854.24","329,060,228.91","303,428,956.14","359,170,264.60","384,049,496.50","417,766,009.29","452,591,791.39","517,529,875.89","545,176,044.09","605,157,586.33","582,465,798.10","634,696,285.26","660,028,573.40","741,908,623.27","707,338,281.05","718,243,083.46","697,423,311.71","1,094,190,757.68","952,469,590.27"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"88,243,870.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","118,784,681.00","154,420,085.00","154,420,085.00","154,420,085.00","154,420,085.00","200,746,110.00","200,746,110.00","200,746,110.00","200,746,110.00","260,969,943.00","263,439,943.00","263,426,943.00","263,426,943.00","260,969,943.00","264,709,943.00","264,709,943.00","264,709,943.00","264,709,943.00","264,709,943.00","264,660,343.00","264,660,343.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"218,911,643.57","224,334,278.29","224,334,278.29","224,334,278.29","224,334,278.29","712,817,691.62","664,146,411.75","664,146,411.75","658,285,124.01","658,285,124.01","611,959,099.01","611,959,099.01","611,647,335.80","611,647,335.80","552,570,102.80","592,898,002.80","591,635,902.80","592,680,702.80","559,772,569.48","586,402,969.48","596,619,489.27","603,580,764.27","610,540,764.27","617,500,764.27","623,692,042.42","626,572,342.60"
无形资产,"97,889,749.20","94,583,616.21","99,110,033.58","97,768,401.72","96,430,950.88","93,911,045.66","101,379,567.86","100,218,367.51","93,941,736.99","98,682,278.53","103,131,816.99","104,807,745.36","103,971,911.30","102,393,938.04","112,680,386.54","116,049,484.58","118,426,580.91","121,678,985.26","121,818,962.61","117,679,235.10","127,236,508.13","125,322,930.07","122,397,346.02","125,217,923.76","123,294,722.78","119,230,753.23"
盈余公积,"2,300,177.26","5,519,405.26","15,089,596.05","15,089,596.05","26,268,920.51","26,268,920.51","26,268,920.51","26,268,920.51","31,302,331.44","31,302,331.44","31,302,331.44","31,302,331.44","36,873,636.75","36,873,636.75","36,873,636.75","36,873,636.75","43,402,779.08","43,402,779.08","43,402,779.08","43,402,779.08","47,297,967.41","47,297,967.41","47,297,967.41","47,297,967.41","51,230,306.12","51,230,306.12"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,"41,078,000.00","40,861,800.00","40,861,800.00",,"28,611,000.00","17,166,600.00","17,166,600.00","17,166,600.00","17,166,600.00","8,416,224.00","8,416,224.00"
商誉,,,"10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","10,189,731.12","5,504,000.51","5,504,000.51","5,504,000.51","5,504,000.51",,,,,,,,,,
未分配利润,"41,141,668.82","126,185,187.44","214,098,352.58","259,726,804.83","298,841,369.71","284,926,194.69","296,078,210.72","293,368,061.58","321,402,251.99","306,104,717.23","312,993,723.68","323,567,555.77","296,610,414.32","290,189,811.65","296,925,470.02","306,642,731.99","311,088,904.30","302,052,059.59","318,122,243.69","337,688,800.65","342,196,812.57","345,032,271.10","350,930,427.47","372,245,574.39","391,030,200.69","378,200,349.96"
长期待摊费用,"7,314,493.87","5,677,019.00","3,861,960.47","2,627,025.48","2,526,687.15","2,488,231.12","2,203,762.45","2,417,806.24","2,788,003.86","2,590,530.58","2,284,083.11","1,956,805.34","3,023,663.47","2,150,470.99","2,974,597.45","2,492,847.46","3,139,530.55","2,855,099.10","2,410,495.70","2,353,058.71","2,275,700.48","2,294,023.47","2,050,012.50","2,159,822.38","1,542,279.50","1,146,209.44"
少数股东权益,"3,281,073.41","-7,650.54","-4,173,628.25","-4,811,152.66","-3,551,475.66","-4,765,765.30","264,540.19","46,999.91","52,947.79","44,530.15","46,288.44","3,380,873.76","4,999,644.71","5,395,252.90","5,569,845.12","6,186,347.47","8,944,367.68","9,405,990.43","7,065,140.85","7,430,607.96","14,933,573.29","12,674,242.20","15,287,746.91","12,268,366.91","15,055,366.13","15,200,632.89"
递延所得税资产,"15,641,114.11","15,444,480.12","15,726,764.21","21,842,764.02","22,168,229.88","22,683,793.93","25,964,244.86","28,420,194.27","28,275,106.17","30,072,697.77","31,399,826.32","36,695,940.83","44,478,080.55","45,193,138.21","49,913,700.28","49,367,110.40","59,124,668.54","59,404,726.34","59,151,818.04","60,823,721.61","59,954,598.94","58,818,407.39","59,566,072.32","61,007,644.04","47,685,203.62","51,907,634.09"
外币报表折算价差,"6,373,906.63","-3,836,323.95","10,075,727.39","-4,339,882.86","-6,145,117.82","-6,253,110.53","-12,066.19","-2,299,513.39",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"296,254.08",,"301,813.98","300,078.16","280,684.74","284,417.32","289,220.28","285,947.24","20,709,435.71","20,762,158.31","13,714,583.87","10,711,815.85","6,819,146.41","4,671,024.87","5,499,705.66","5,843,018.40","10,292,513.17","10,251,313.62","17,615,518.65","18,236,125.22","17,002,236.09","16,615,590.86"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"248,732,279.01","219,506,205.53","232,530,379.01","229,134,372.51","226,756,725.25","222,072,260.71","236,402,687.90","266,276,943.37","225,621,884.23","234,509,934.91","375,339,372.25","500,169,995.85","543,875,265.33","570,600,566.14","685,704,084.41","741,474,857.06","803,891,331.28","837,314,274.61","867,406,930.84","868,135,562.46","927,994,871.31","962,925,347.25","973,174,550.61","1,056,603,829.03","1,053,899,256.93","1,029,686,319.37"
所有者权益(或股东权益)合计,"360,252,339.69","442,194,896.50","549,424,326.06","579,999,643.65","629,747,975.03","1,131,778,611.99","1,141,166,101.98","1,135,950,965.36","1,146,750,180.31","1,130,332,330.53","1,146,376,782.44","1,151,365,487.99","1,132,941,875.38","1,125,840,887.17","1,143,528,902.54","1,163,882,712.33","1,177,049,747.49","1,170,115,012.44","1,193,583,463.32","1,208,942,956.83","1,236,772,884.43","1,247,568,790.99","1,258,965,064.78","1,284,727,986.52","1,335,437,707.41","1,324,850,733.07"
资产总计,"745,326,759.66","786,250,023.69","912,985,554.68","881,250,095.28","1,005,634,860.99","1,468,444,924.35","1,523,481,152.25","1,420,232,819.60","1,475,810,409.22","1,433,761,286.67","1,505,547,047.04","1,535,414,984.49","1,550,707,884.67","1,578,432,678.56","1,661,058,778.43","1,709,058,756.42","1,782,207,333.82","1,752,580,810.54","1,828,279,748.58","1,868,971,530.23","1,978,681,507.70","1,954,907,072.04","1,977,208,148.24","1,982,151,298.23","2,429,628,465.09","2,277,320,323.34"
负债和所有者(或股东权益)合计,"745,326,759.66","786,250,023.69","912,985,554.68","881,250,095.28","1,005,634,860.99","1,468,444,924.35","1,523,481,152.25","1,420,232,819.60","1,475,810,409.22","1,433,761,286.67","1,505,547,047.04","1,535,414,984.49","1,550,707,884.67","1,578,432,678.56","1,661,058,778.43","1,709,058,756.42","1,782,207,333.82","1,752,580,810.54","1,828,279,748.58","1,868,971,530.23","1,978,681,507.70","1,954,907,072.04","1,977,208,148.24","1,982,151,298.23","2,429,628,465.09","2,277,320,323.34"
