科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他流动资产,,,,,,,,"3,219,159.46","6,471,404.96",,"1,173,647.46","4,281,071.99","3,601,791.67","257,369.50","2,715,217.79","1,041,417.26","13,712,609.34","361,437.99","12,652,952.69","1,673,564.65","30,264,755.33",,"17,040,160.47",,"45,446,738.40"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"93,608,953.44","121,851,072.26","161,838,328.80","156,655,598.14","387,886,001.88","417,812,139.05","357,493,586.66","396,733,868.88","397,087,470.53","420,818,388.97","410,307,932.81","403,593,894.39","489,416,996.59","458,706,142.81","408,916,548.80","319,764,247.29","360,752,875.48","529,948,866.26","500,264,491.95","474,112,790.39","604,530,771.48","715,977,282.96","884,458,229.67","827,278,392.53","918,317,501.08"
流动负债合计,"46,525,270.33","26,614,325.24","30,393,801.71","5,050,837.82","8,006,688.18","18,670,760.73","5,561,774.01","5,217,955.69","3,059,122.18","18,785,698.25","11,729,189.86","15,626,180.01","15,798,880.38","83,556,713.71","95,157,694.07","18,479,032.88","59,594,221.69","117,169,199.11","110,111,368.60","170,739,358.27","179,228,262.19","177,015,885.48","172,557,301.49","116,339,974.05","217,445,253.44"
可供出售金融资产,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00"
长期借款,,,,,,,,,,,,,,,,,"74,750,000.00","114,750,000.00","113,546,010.00","116,361,576.67","114,161,576.67","107,150,000.00","108,750,000.00","103,810,000.00","102,610,000.00"
持有至到期投资,,,,,,,"51,500,000.00",,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,"16,028,160.00",,,,,,
长期股权投资,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","129,230,000.00","193,845,000.00","129,240,009.67","129,420,620.00","129,871,830.55","133,511,794.23","133,729,404.63","49,070,375.10","2,313,699.08","2,094,707.32","2,415,497.74","2,220,788.47"
专项应付款,,,,,"250,000.00",,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"569,334.85","870,767.52","788,670.52","1,055,813.15","677,069.73","759,575.05","522,381.92","1,214,520.77","805,910.50","2,282,529.60","1,332,913.97","2,401,538.77","2,231,459.72","2,958,402.56","2,111,241.81","3,097,621.04","2,148,195.87","5,174,220.10","2,394,745.72","5,882,803.19","3,719,387.04","6,747,294.58","1,880,474.24","6,376,150.65","4,124,437.14"
固定资产,"5,885,765.84","5,382,928.56","5,397,854.82","5,310,169.61","5,711,093.06","5,528,742.65","5,318,181.92","5,188,166.42","5,084,926.07","4,969,835.77","4,893,741.33","4,766,495.41","4,805,456.47","5,739,701.71","6,031,461.03","6,356,867.87","6,703,035.41","61,274,929.44","60,589,782.41","63,811,928.31","210,848,148.90","227,360,003.64","224,676,535.12","221,493,654.06","218,861,107.88"
递延所得税负债,,,,,,,,,,,,,,,,,,,,"3,587.08",,"662,466.07","662,466.07","662,466.07","662,466.07"
在建工程,,,,,,,,,,,,,,,,,,"2,771,764.89","2,771,764.89","7,061,889.40",,,,,
其他非流动负债,"111,111.11",,,,,"975,000.00","650,000.01","325,000.00",,,,,,"71,877,695.00","71,877,695.00","86,619,620.00","86,619,620.00","61,462,426.75","61,462,426.75","61,462,426.75","61,462,426.75","40,635,777.30","40,635,777.30","41,836,910.78","41,836,910.78"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"680,445.96","870,767.52","788,670.52","1,055,813.15","927,069.73","1,734,575.05","1,172,381.93","1,539,520.77","805,910.50","2,282,529.60","1,332,913.97","2,401,538.77","2,231,459.72","76,036,097.56","75,188,936.81","90,857,241.04","169,201,815.93","186,156,646.85","197,578,842.47","187,235,393.69","182,245,890.46","157,475,537.95","153,586,217.61","153,720,527.50","149,646,313.99"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"47,205,716.29","27,485,092.76","31,182,472.23","6,106,650.97","8,933,757.91","20,405,335.78","6,734,155.94","6,757,476.46","3,865,032.68","21,068,227.85","13,062,103.83","18,027,718.78","18,030,340.10","159,592,811.27","170,346,630.88","109,336,273.92","228,796,037.62","303,325,845.96","307,690,211.07","357,974,751.96","361,474,152.65","334,491,423.43","326,143,519.10","270,060,501.55","367,091,567.43"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"7,600,000.00","38,700,000.00","38,700,000.00","38,700,000.00","51,700,000.00","51,700,000.00","51,700,000.00","51,700,000.00","51,700,000.00","51,700,000.00","51,700,000.00","51,700,000.00","56,310,500.00","56,310,500.00","56,310,500.00","141,445,000.00","141,445,000.00","146,120,000.00","146,120,000.00","292,240,000.00","292,240,000.00","292,188,000.00","299,374,846.00","299,374,846.00","299,374,846.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"50,300,584.58","50,300,584.58","50,300,584.58","262,408,220.48","262,408,220.48","262,408,220.48","262,408,220.48","262,408,220.48","262,408,220.48","262,408,220.48","262,408,220.48","329,675,415.48","359,372,731.73","359,372,731.73","295,610,656.73","295,610,656.73","450,800,146.06","450,650,697.44","308,351,520.22","308,351,520.22","299,263,124.30","465,752,726.01","467,243,267.43","467,243,267.43"
无形资产,,,,"99,895.33","1,203,823.91","1,142,044.64","1,080,265.40","1,018,486.19","956,706.98","894,927.77","866,308.83","802,784.31","739,259.79","8,012,904.01","7,548,613.78","15,399,456.97","14,497,528.15","13,792,265.99","12,880,337.18","29,486,574.68","27,672,651.10","34,234,001.37","32,520,141.58","29,940,738.68","27,902,620.33"
盈余公积,"7,945,119.58","2,100,400.26","5,772,421.76","5,772,421.76","7,774,197.55","10,062,745.09","10,062,745.09","11,128,477.82","11,128,477.82","12,237,463.27","12,237,463.27","12,267,050.39","12,267,050.39","15,987,232.37","15,987,232.37","15,987,232.37","15,987,232.37","21,603,379.64","21,603,379.64","21,603,379.64","21,603,379.64","29,245,759.82","29,245,759.82","29,245,759.82","29,245,759.82"
开发支出,,,,,"1,430,770.11",,"1,162,939.98","2,630,903.88","3,030,799.28","4,631,631.17","7,485,541.87","13,957,141.25","20,207,602.70","5,746,349.25","8,304,612.46","2,777,686.72","6,929,983.97","11,411,133.85","15,629,436.43",,"4,826,569.70","8,320,599.60","11,150,698.70","11,365,097.21","11,365,097.21"
减:库存股,,,,,,,,,,,,,,"71,877,695.00","71,877,695.00","86,619,620.00","86,619,620.00","61,462,426.75","61,462,426.75","61,462,426.75","61,462,426.75","38,233,553.25","38,233,553.25","38,233,553.25","38,233,553.25"
商誉,,,,,,,,,,,,,,,,,,"77,258,921.46","113,455,022.08","165,606,710.58","165,628,889.07","144,414,248.31","144,414,248.31","142,142,999.59","159,132,507.39"
未分配利润,"47,306,875.22","18,903,602.35","51,951,795.88","71,969,553.78","77,657,446.61","90,564,705.89","97,992,948.87","84,646,300.42","88,127,221.69","94,627,169.53","94,872,034.71","89,723,453.56","109,892,137.43","123,205,056.47","129,662,375.15","117,954,047.28","117,517,753.67","146,097,528.32","155,710,756.77","140,528,611.73","192,656,499.31","228,018,450.20","228,880,170.57","222,950,890.26","230,730,921.34"
长期待摊费用,,,,,,,,,,,,,,,,,"236,111.10","215,277.75","1,814,544.40","2,666,083.36","13,022,060.87","3,554,225.65","3,128,510.09","3,356,828.10","2,978,562.20"
少数股东权益,,,,,,,,,,,,,,,,,,"-212,393.92","1,919,727.14","4,955,341.12","4,921,550.46","8,499,297.88","8,520,774.79","8,681,783.75","8,540,943.44"
递延所得税资产,"562,991.81","255,679.13","671,090.83","783,548.01","783,548.01","658,080.90","658,080.90","1,069,049.81","1,069,049.81","726,297.45","726,297.45","1,006,127.85","1,006,127.85","25,155,539.06","25,155,539.06","27,765,711.28","27,765,711.28","21,612,635.83","23,045,690.42","24,953,031.72","24,896,955.92","9,915,891.08","10,870,914.68","12,296,143.06","12,294,405.88"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"1,458,385.58",,"1,685,015.52",,,,,,,,,"82,409,610.50","156,431,195.00","148,114,453.29","148,114,453.29","152,144,453.29","8,718,128.00",,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"16,448,757.65","15,638,607.69","16,068,945.65","16,193,612.95","20,587,620.67","17,328,868.19","71,404,483.72","19,906,606.30","20,141,482.14","21,222,692.16","23,971,889.48","30,532,548.82","36,758,446.81","183,884,494.03","250,885,226.33","273,949,343.01","351,984,184.91","476,323,213.05","521,812,825.33","589,460,075.97","514,683,778.66","440,112,668.73","438,855,755.80","433,010,958.44","444,755,089.36"
所有者权益(或股东权益)合计,"62,851,994.80","110,004,587.19","146,724,802.22","166,742,560.12","399,539,864.64","414,735,671.46","422,163,914.44","409,882,998.72","413,363,919.99","420,972,853.28","421,217,718.46","416,098,724.43","508,145,103.30","482,997,825.57","489,455,144.25","484,377,316.38","483,941,022.77","702,946,233.35","714,387,106.21","705,598,114.40","757,740,397.49","821,598,528.26","997,170,466.37","990,228,849.42","995,981,023.01"
资产总计,"110,057,711.09","137,489,679.95","177,907,274.45","172,849,211.09","408,473,622.55","435,141,007.24","428,898,070.38","416,640,475.18","417,228,952.67","442,041,081.13","434,279,822.29","434,126,443.21","526,175,443.40","642,590,636.84","659,801,775.13","593,713,590.30","712,737,060.39","1,006,272,079.31","1,022,077,317.28","1,063,572,866.36","1,119,214,550.14","1,156,089,951.69","1,323,313,985.47","1,260,289,350.97","1,363,072,590.44"
负债和所有者(或股东权益)合计,"110,057,711.09","137,489,679.95","177,907,274.45","172,849,211.09","408,473,622.55","435,141,007.24","428,898,070.38","416,640,475.18","417,228,952.67","442,041,081.13","434,279,822.29","434,126,443.21","526,175,443.40","642,590,636.84","659,801,775.13","593,713,590.30","712,737,060.39","1,006,272,079.31","1,022,077,317.28","1,063,572,866.36","1,119,214,550.14","1,156,089,951.69","1,323,313,985.47","1,260,289,350.97","1,363,072,590.44"
