科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"24,305,003.64","34,353,020.28","44,700,952.53","19,157,526.52","30,858,745.14","46,100,434.61","55,862,578.15","23,471,524.69","42,443,865.91","65,315,869.37","82,023,676.14","39,082,898.80","84,278,319.77","113,154,425.59","149,787,812.34","54,583,242.66","92,040,405.88","130,329,196.64","180,119,504.72","45,539,120.21","85,631,416.99","113,416,689.42","156,471,243.99","37,268,983.96","56,792,699.98","69,522,695.07","85,039,763.98","22,465,145.11","38,739,277.34","52,599,244.76","68,435,213.87","27,632,808.72","37,007,382.85","45,871,744.26","56,148,791.07"
取得借款收到的现金,"62,914,000.00","99,273,000.00","201,700,000.00","14,300,000.00","66,900,000.00","66,900,000.00","66,900,000.00","45,357,000.00","124,327,000.00","196,586,707.32","244,156,707.32","9,500,000.00","79,600,000.00","162,950,000.00","213,750,000.00","141,186,438.11","166,946,438.11","286,284,076.65","305,216,003.67","115,274,601.00","229,274,601.00","285,964,324.35","312,964,324.35","80,000,000.00","223,000,000.00","364,999,178.89","558,999,178.89","66,000,000.00","72,000,000.00","123,000,000.00","189,000,000.00","3,728,700.00","7,876,700.00","7,876,700.00","38,679,700.00"
支付的各项税费,"15,081,125.48","24,317,439.14","38,161,004.69","7,516,896.20","15,415,873.99","20,656,064.07","40,689,962.35","9,148,224.71","17,302,857.80","27,953,066.28","49,143,393.01","17,498,566.63","22,246,011.62","35,258,505.70","52,562,611.30","5,487,756.94","21,468,475.05","24,308,140.03","38,244,819.34","3,043,285.68","13,710,728.03","16,828,492.20","22,431,867.94","2,134,397.72","4,793,140.13","8,995,680.60","20,008,837.59","17,223,269.20","20,470,536.47","22,459,898.53","27,548,405.44","1,812,408.18","6,328,748.71","6,646,190.08","3,660,794.56"
收到其他与筹资活动有关的现金,"639,068.46",,,"18,175,130.40","16,329,954.28","4,169,395.14",,,,"8,374,692.02","8,765,165.29",,,,,"9,856,295.84","25,252,911.91","25,174,821.02","10,220,432.64","452,196.36",,,"20,971,408.78","9,280,549.79","8,574,667.03","10,302,093.63",,,"12,824,343.28","17,757,063.82","17,456,727.27","19,711.77",,,"4,237,123.23"
支付其他与经营活动有关的现金,"37,252,931.08","35,453,163.52","50,227,937.58","14,731,521.80","24,008,091.09","36,331,429.18","68,693,107.10","19,233,354.39","37,004,076.61","89,464,307.55","103,785,688.03","31,468,721.21","41,364,586.41","78,792,379.21","123,229,346.18","47,348,741.80","58,609,416.55","102,624,657.61","142,543,520.57","34,082,605.74","52,568,893.42","84,821,551.88","110,211,651.57","24,932,932.01","43,312,434.48","64,683,308.23","71,021,876.92","23,152,202.40","40,136,948.19","57,253,876.20","88,521,884.60","138,226,429.26","151,777,376.07","201,586,846.25","539,647,800.09"
筹资活动现金流入小计,"119,753,068.46","99,273,000.00","201,950,000.00","34,325,130.40","645,579,954.28","647,769,395.14","627,900,000.00","45,357,000.00","124,327,000.00","204,961,399.34","263,140,951.61","9,500,000.00","79,600,000.00","165,384,000.00","216,184,000.00","151,042,733.95","192,199,350.02","311,458,897.67","315,436,436.31","115,726,797.36","229,274,601.00","285,964,324.35","333,935,733.13","89,280,549.79","231,574,667.03","375,301,272.52","558,999,178.89","67,800,000.00","86,624,343.28","140,757,063.82","206,456,727.27","3,748,411.77","7,876,700.00","7,876,700.00","42,916,823.23"
经营活动现金流出小计,"167,538,894.85","221,884,888.45","432,391,972.53","151,469,830.83","255,297,603.41","365,780,922.77","500,094,298.61","159,140,553.07","335,718,039.67","537,617,404.26","830,355,366.14","249,969,231.51","459,502,651.25","676,197,539.38","970,890,294.91","205,113,065.16","367,354,430.15","556,580,990.31","730,404,928.02","180,963,810.31","331,083,627.82","484,953,953.84","673,996,632.27","209,136,666.25","313,135,270.82","441,671,163.01","657,714,997.19","186,387,136.70","290,983,104.72","403,819,546.99","562,269,156.42","250,586,861.45","310,256,922.07","370,506,478.36","711,284,375.57"
偿还债务支付的现金,"65,325,000.00","91,938,000.00","130,089,000.00","44,420,000.00","74,550,000.00","116,760,000.00","136,060,000.00","37,900,000.00","71,500,000.00","102,047,000.00","90,427,000.00","23,620,000.00","75,400,000.00","195,249,673.04","225,209,707.32","44,720,000.00","112,080,000.00","185,270,000.00","260,706,438.11","79,250,000.00","194,660,000.00","224,347,638.54","300,379,565.56","97,700,000.00","166,700,000.00","318,389,723.35","472,129,723.35","71,259,178.89","213,259,178.89","254,259,178.89","369,259,178.89","49,000,000.00","60,000,000.00","86,876,700.00","160,476,700.00"
经营活动产生的现金流量净额,"8,709,500.75","-19,015,064.51","73,478,644.63","-48,439,931.38","-64,669,949.75","-90,883,981.83","-70,989,018.29","-68,769,325.95","-133,449,000.54","-155,319,966.86","-118,532,805.30","-41,826,059.84","-118,446,660.43","-164,368,051.76","-182,885,366.41","-73,388,838.86","-92,588,086.83","-94,908,173.36","-36,958,037.35","-60,421,052.99","-57,434,002.40","-67,822,067.03","-8,817,628.25","-55,612,587.33","-53,317,656.28","-54,870,533.41","-72,526,738.53","-33,453,582.22","-16,164,428.18","-2,128,597.46","71,442,547.34","-7,889,418.26","172,577,981.56","148,881,384.13","94,300,900.84"
分配股利、利润或偿还利息支付的现金,"5,983,974.48","4,309,783.92","8,076,649.03","679,009.00","3,360,058.99","3,728,484.50","3,829,787.27","1,205,709.63","31,395,871.05","31,954,895.05","34,208,241.22","1,268,767.78","23,689,702.93","32,090,170.31","33,309,790.11","2,273,973.45","6,807,342.53","13,097,034.60","17,079,032.85","6,496,813.36","12,811,890.94","16,891,937.04","21,647,192.57","5,478,386.85","11,659,194.84","16,067,677.72","20,091,816.23","3,591,751.76","6,768,334.87","8,676,000.13","13,785,248.33","1,446,481.45","2,873,009.94","2,054,740.15","6,232,914.19"
收回投资收到的现金,,"300,000.00",,,,,"1,003,211.00",,,,,,,,"100,000,000.00",,"36,500,000.00","77,900,000.00","32,000,000.00",,,,,,,"74,785,550.00",,,,,"18,853,500.00",,,"10,000,000.00","29,951,537.43"
支付其他与筹资活动有关的现金,,"5,809,812.00","25,713,858.00",,"8,314,196.00","13,822,346.06","19,529,684.64","760,363.08","2,730,772.72",,,"25,894,435.35","31,722,067.03","35,989,113.45","22,058,868.59",,,,,,"1,766,933.30","1,803,007.00",,,,,"2,606,309.99","13,351,044.63",,,"83,916.00","12,299.31","7,876.70","7,876.70",
取得投资收益收到的现金,"14,854.19","658,105.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,000.00",,,"31,833.34","65,333.34"
筹资活动现金流出小计,"71,308,974.48","102,057,595.92","163,879,507.03","45,099,009.00","86,224,254.99","134,310,830.56","159,419,471.91","39,866,072.71","105,626,643.77","134,001,895.05","124,635,241.22","50,783,203.13","130,811,769.96","263,328,956.80","280,578,366.02","46,993,973.45","118,887,342.53","198,367,034.60","277,785,470.96","85,746,813.36","209,238,824.24","243,042,582.58","322,026,758.13","103,178,386.85","178,359,194.84","334,457,401.07","494,827,849.57","88,201,975.28","220,027,513.76","262,935,179.02","383,128,343.22","50,458,780.76","62,880,886.64","88,939,316.85","166,709,614.19"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"253,674.00","55,029.59",,"1,411.20","1,805.11","21,859.72",,"83,769.40","83,769.40","166,236.56",,,"79,800.00","120,650.22",,326.00,"21,718.00","587,706.68","24,000.00","171,760.00","211,270.00","616,110.00","1,700.00","12,082.10","21,490,730.75","272,427.10",390.00,"1,991.00","2,691.00","232,978.50",,,,"5,248.82"
筹资活动产生的现金流量净额,"48,444,093.98","-2,784,595.92","38,070,492.97","-10,773,878.60","559,355,699.29","513,458,564.58","468,480,528.09","5,490,927.29","18,700,356.23","70,959,504.29","138,505,710.39","-41,283,203.13","-51,211,769.96","-97,944,956.80","-64,394,366.02","104,048,760.50","73,312,007.49","113,091,863.07","37,650,965.35","29,979,984.00","20,035,776.76","42,921,741.77","11,908,975.00","-13,897,837.06","53,215,472.19","40,843,871.45","64,171,329.32","-20,401,975.28","-133,403,170.48","-122,178,115.20","-176,671,615.95","-46,710,368.99","-55,004,186.64","-81,062,616.85","-123,792,790.96"
处置子公司及其他营业单位收到的现金净额,,"-405,792.88",,,,,,,,,,,,,,,,,,,,"42,767,657.86","38,040,965.28","7,808,944.16","9,459,664.16","11,459,664.16","141,735,322.33",,,,,,"-15,307,681.17","-15,307,681.17","25,642,318.83"
四、汇率变动对现金的影响,"86,492.16","-35,428.12","-1,930.94",,"22,431.70","22,431.70","-138,399.96",,"46,020.43","46,020.43","-96,083.29",,"5,791.64","22,939.05","15,043.88","-2,489.98","-14,805.22","-16,965.24","16,781.25","2,131.37","8,837.62","1,065.32",397.93,"4,782.56","-20,512.11","-23,461.18","-22,970.70",-119.32,507.10,"1,833.01","-30,575.74","-3,911.42","-6,443.20","-6,443.20","-6,443.20"
收到其他与投资活动有关的现金,,,,"14,350,000.00","14,350,000.00",,"16,200,000.00",,,,,,,,"3,148,653.49",,"382,371.24","1,124,500.00","1,330,635.70",,"21,375.00","35,625.00","124,194.85",,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"14,854.19","805,987.05","55,029.59","14,350,000.00","14,351,411.20","1,805.11","17,225,070.72",,"83,769.40","83,769.40","166,236.56",,,"79,800.00","103,269,303.71",,"36,882,697.24","79,046,218.00","33,918,342.38","24,000.00","193,135.00","43,014,552.86","38,781,270.13","7,810,644.16","9,471,746.26","107,735,944.91","142,007,749.43",390.00,"1,991.00","2,691.00","19,152,478.50",,"-15,307,681.17","-5,275,847.83","55,664,438.42"
五、现金及现金等价物净增加额,"45,503,045.00","-39,547,327.22","82,205,656.41","-47,637,489.33","502,671,887.29","402,598,814.20","375,178,305.68","-69,657,466.21","-137,098,470.98","-123,824,813.40","-65,036,053.62","-85,449,221.29","-189,680,347.19","-300,784,056.64","-224,099,936.86","26,052,342.76","-33,531,241.09","105,785.32","16,143,515.64","-34,864,834.82","-49,958,175.73","-1,565,647.90","23,816,733.01","-62,044,936.07","5,320,458.09","58,898,803.67","124,698,034.68","-55,103,106.61","-151,581,815.67","-128,037,961.99","-90,038,398.19","-55,464,950.20","101,044,947.52","41,259,735.22","-17,071,373.30"
购建固定资产、无形资产和其他长期资产支付的现金,"11,751,896.08","18,518,225.72","15,046,579.84","2,773,679.35","6,387,705.15","20,000,005.36","39,399,874.88","6,379,067.55","22,479,616.50","39,594,140.66","85,079,111.98","2,339,958.32","20,027,708.44","38,573,787.13","48,104,552.02","4,605,088.90","12,123,053.77","15,922,133.09","17,399,511.93","4,449,897.20","12,761,922.71","19,680,940.82","18,056,281.80","349,938.40","4,028,591.97","7,787,018.10","8,931,334.84","1,247,819.79","2,016,715.11","3,735,773.34","3,931,232.34","861,251.53","1,164,723.03","1,226,741.03","891,278.40"
期初现金及现金等价物余额,"24,660,598.09","70,163,643.09","30,616,315.87","112,821,972.28","112,821,972.28","112,821,972.28","112,821,972.28","488,000,277.96","488,000,277.96","488,000,277.96","488,000,277.96","422,964,224.34","422,964,224.34","422,964,224.34","322,964,224.34","98,864,287.48","98,864,287.48","98,864,287.48","98,864,287.48","115,007,803.12","115,007,803.12","115,007,803.12","115,007,803.12","138,824,536.13","138,824,536.13","138,824,536.13","138,824,536.13","263,522,570.81","263,522,570.81","263,522,570.81","263,522,570.81","180,912,337.90","180,912,337.90","180,912,337.90","173,484,172.62"
投资支付的现金,,,"14,350,000.00",,,,,,,,,,,,"32,000,000.00",,"39,000,000.00","81,185,024.06","1,085,024.06",,,,,,,"27,000,000.00",,,,,,,,"20,000,000.00","38,000,000.00"
期末现金及现金等价物余额,"70,163,643.09","30,616,315.87","112,821,972.28","65,184,482.95","615,493,859.57","515,420,786.48","488,000,277.96","418,342,811.75","350,901,806.98","364,175,464.56","422,964,224.34","337,515,003.05","233,283,877.15","122,180,167.70","98,864,287.48","124,916,630.24","65,333,046.39","98,970,072.80","115,007,803.12","80,142,968.30","65,049,627.39","113,442,155.22","138,824,536.13","76,779,600.06","144,144,994.22","197,723,339.80","263,522,570.81","208,419,464.20","111,940,755.14","135,484,608.82","173,484,172.62","125,447,387.70","281,957,285.42","222,172,073.12","156,412,799.32"
