科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
盈余公积,"6,243,439.06","4,213,578.37","10,164,351.92","10,164,351.92","10,164,351.92","18,771,758.71","23,076,894.42","18,771,758.71","18,771,758.71","28,177,255.43","28,177,255.43","28,177,255.43","28,177,255.43","39,209,890.91","39,209,890.91","39,209,890.91","39,209,890.91","53,512,702.46","53,512,702.46","53,512,702.46","53,512,702.46"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"36,309,000.00","36,309,000.00","36,309,000.00","39,804,000.00","39,804,000.00","42,541,200.00","40,493,700.00","48,810,744.00","48,810,744.00","48,810,744.00","48,560,744.00"
商誉,,,,,,,,,,,,,"90,994,000.06","102,896,800.47","102,896,800.47","102,896,800.47","102,896,800.47","102,896,800.47","102,896,800.47","104,841,539.66","104,841,539.66"
未分配利润,"59,838,414.25","50,879,889.91","116,902,578.38","161,494,619.55","189,107,831.04","207,986,672.50","236,267,888.39","248,447,175.98","278,616,748.15","293,507,865.12","325,209,399.85","330,262,401.47","365,569,033.64","392,132,851.94","431,727,280.09","464,900,011.72","513,639,170.52","554,491,436.25","608,943,132.87","633,145,495.35","702,209,452.70"
长期待摊费用,"2,271,936.70","1,146,099.70","806,819.16","538,310.81","782,015.50","3,169,175.62","4,026,771.93","4,753,819.34","6,185,862.32","8,021,237.18","7,554,939.66","7,211,907.01","7,698,224.63","8,535,466.11","8,210,865.61","10,420,097.18","9,360,949.28","8,748,715.94","8,656,572.06","13,798,962.13","17,178,318.79"
少数股东权益,"2,737,660.63","4,157,576.22","8,733,198.26","9,374,028.09","10,121,120.39","11,023,644.08","3,119,364.31","3,032,208.22","4,596,698.24","4,596,551.83","4,817,131.59","5,008,869.90","4,975,192.33","5,025,780.55","3,842,658.13","3,880,673.89","3,880,387.12","4,093,985.63","4,140,829.13","4,401,046.37","4,179,368.28"
递延所得税资产,"602,579.43","764,644.49","1,182,468.40","1,347,193.24","1,427,953.86","1,506,260.57","1,581,326.11","1,924,850.68","1,895,502.25","2,099,274.45","2,099,274.45","3,319,862.43","2,497,784.40","6,460,976.85","7,231,124.32","7,466,615.83","8,208,850.54","8,195,824.50","8,887,249.87","9,233,201.55","10,222,165.45"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"88,512,472.32","104,957,154.68","156,366,853.49","183,912,391.45","198,815,820.46","214,782,318.82","240,387,896.33","252,738,071.33","279,336,199.64","288,588,650.47","302,057,838.76","354,476,203.28","432,802,007.17","584,453,334.03","632,252,630.07","686,453,259.19","753,943,591.95","730,553,082.58","999,191,687.86","1,058,924,361.50","1,126,926,102.04"
所有者权益(或股东权益)合计,"100,831,646.98","217,546,307.96","294,095,392.02","339,328,263.02","367,688,566.81","396,077,338.75","657,420,636.09","669,512,767.59","701,246,829.78","725,543,297.06","757,465,411.55","768,095,740.02","808,384,115.18","849,686,174.98","893,088,253.19","943,599,165.54","1,974,208,750.89","2,025,203,043.57","2,083,919,521.01","2,109,860,536.37","2,181,067,422.92"
资产总计,"238,859,924.36","333,000,021.55","406,617,109.83","464,921,014.94","503,859,054.04","543,766,391.69","819,707,127.31","825,685,266.74","855,427,594.92","890,847,062.42","936,041,175.54","966,986,493.26","1,276,223,301.96","1,330,512,470.53","1,368,391,067.25","1,452,702,798.08","2,425,033,014.65","2,488,832,714.88","2,849,746,568.38","2,940,813,709.12","3,155,723,423.42"
负债和所有者(或股东权益)合计,"238,859,924.36","333,000,021.55","406,617,109.83","464,921,014.94","503,859,054.04","543,766,391.69","819,707,127.31","825,685,266.74","855,427,594.92","890,847,062.42","936,041,175.54","966,986,493.26","1,276,223,301.96","1,330,512,470.53","1,368,391,067.25","1,452,702,798.08","2,425,033,014.65","2,488,832,714.88","2,849,746,568.38","2,940,813,709.12","3,155,723,423.42"
