科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"8,792,698.17","11,099,421.55","17,689,591.83","5,954,714.08","13,841,777.68","20,975,958.02","26,643,279.65","6,796,646.78","15,034,651.95","23,760,878.68","26,981,388.76","7,368,494.21","14,208,104.76","20,435,882.02","25,766,368.28","6,076,974.24","13,614,903.81","19,312,103.46","45,077,872.38","93,844,366.98","151,723,855.75","216,972,326.29","334,824,991.32","105,606,212.68","199,554,704.27","287,456,909.75","401,186,834.55","139,312,083.17","273,488,370.49","397,524,754.16"
取得借款收到的现金,"22,000,000.00","89,808,000.00","196,831,995.00","37,000,000.00","55,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,,,"5,658,000.00",,,"24,420,056.49","50,720,342.69",,"300,000,000.00","300,000,000.00","406,600,775.46","100,000,000.00","560,000,000.00","910,400,000.00"
支付的各项税费,"21,437,222.48","22,050,101.09","25,570,030.67","5,536,099.98","5,550,688.60","7,990,931.98","10,994,900.20","1,585,069.67","7,337,392.64","11,465,110.60","10,479,447.28","5,323,793.31","10,722,037.23","12,710,848.09","17,486,723.64","2,770,112.84","8,635,563.63","12,717,353.18","44,255,720.09","50,587,070.58","114,209,769.81","173,424,806.04","226,350,671.03","78,612,813.69","163,750,939.54","226,832,048.73","288,953,619.88","54,883,064.69","137,575,252.88","207,734,693.00"
收到其他与筹资活动有关的现金,"118,735.13","49,609.46","65,120.84","6,209,191.71","8,895,877.09","8,896,494.90","6,512,606.01","1,797,777.77","1,967,437.52","1,797,777.77","3,400,531.85",,"876,173.01","1,246,985.85","2,119,622.11",,"747,689.56","759,920.24","1,559,256.32","12,946.27","2,300,000.00","2,321,546.43","2,337,817.31",,,,,,,
支付其他与经营活动有关的现金,"30,563,778.98","17,620,049.56","39,046,071.44","2,693,698.50","16,137,808.53","16,915,584.06","20,921,193.50","2,939,308.33","7,313,931.88","20,274,992.86","22,318,335.14","3,168,637.16","9,795,454.15","10,501,178.65","18,789,741.45","6,177,930.46","10,888,445.35","19,790,667.16","126,272,858.21","365,903,994.96","700,476,664.24","1,081,843,902.18","1,467,227,408.30","503,364,438.31","838,716,428.15","1,307,652,089.05","1,714,585,379.00","486,660,230.74","897,765,812.95","1,381,986,341.21"
筹资活动现金流入小计,"22,118,735.13","89,857,609.46","196,897,115.84","598,825,334.26","619,512,019.64","624,512,637.45","628,337,606.01","1,797,777.77","1,967,437.52","1,797,777.77","3,400,531.85",,"876,173.01","1,246,985.85","2,119,622.11",,"747,689.56","759,920.24","480,717,229.58","16,212,946.63","160,036,379.81","185,251,667.30","2,875,160,754.27","23,095.57","300,023,095.57","300,173,095.57","449,463,250.61","100,122,147.52","986,940,196.27","1,341,884,776.05"
经营活动现金流出小计,"195,616,035.13","221,263,077.45","341,539,113.17","61,802,415.63","170,115,436.35","242,366,153.78","351,991,767.66","66,162,316.59","162,591,054.07","246,488,543.40","337,132,316.04","62,003,015.90","139,378,930.76","201,393,967.37","245,075,570.55","73,038,319.29","134,970,264.02","232,737,685.62","550,078,163.14","862,390,502.90","1,860,149,203.08","2,857,604,756.49","3,912,178,241.28","1,195,413,796.23","2,296,337,068.44","3,441,406,125.88","4,252,107,028.48","1,130,763,677.02","2,357,701,370.69","3,616,705,177.97"
偿还债务支付的现金,"43,000,000.00","62,000,000.00","110,000,000.00","165,009,072.00","195,831,995.00","200,831,995.00","203,831,995.00",,,,,,,,,,,,,"5,658,000.00","5,658,000.00","5,658,000.00","24,983,635.73","18,744,961.59","21,585,706.96","23,523,206.96","65,116,982.42",,"300,000,000.00","404,700,039.73"
经营活动产生的现金流量净额,"42,231,998.78","30,512,732.80","32,871,483.94","-8,334,017.71","27,519,592.75","47,155,970.61","38,592,518.82","-13,010,202.64","-5,760,899.26","15,189,622.67","24,244,013.21","17,340,132.68","16,894,993.09","27,974,191.53","48,849,263.58","16,302,611.77","21,654,955.34","17,658,254.46","91,586,947.76","156,449,440.35","381,030,434.54","756,140,766.76","1,081,238,239.96","85,838,273.30","458,887,087.86","655,504,837.27","1,051,939,577.83","638,703,409.51","1,096,847,309.63","1,415,972,023.65"
分配股利、利润或偿还利息支付的现金,"5,107,197.01","2,880,004.00","3,256,620.77","1,471,501.20","10,736,270.27","15,370,325.27","15,133,237.82",,"4,020,000.00","4,020,000.00","4,020,000.00",,"40,200,000.00","40,200,000.00","40,200,000.00",,"26,800,000.00","26,800,000.00","26,804,723.26","87,783,756.89","138,414,886.07","138,943,540.00","122,262,153.12","101,634,003.76","207,536,487.82","211,246,585.78","215,525,663.04","103,284,017.55","347,375,745.62","355,896,775.55"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"4,946,504.65","11,658,137.48","21,178,779.25","36,845,328.66","33,610,847.31","84,957,378.17","84,456,687.93","157,323,276.93"
支付其他与筹资活动有关的现金,"1,023,573.05","176,041.96","374,344.10","4,592,621.72","4,678,782.36","4,678,818.64","4,877,196.95","456,340.25","626,000.00","456,340.25","620,000.00",,,,"600,000.00",,,"1,000,000.00","3,032,002.39",,,"11,210,000.00","48,948,468.22",,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"343,859.99","2,058,040.54","1,720,980.00","1,922,348.40","3,411,610.12",,"4,431,722.56","6,971,576.88","11,350,004.68","112,182,758.82","123,233,185.53","149,288,846.80"
筹资活动现金流出小计,"49,130,770.06","65,056,045.96","113,630,964.87","171,073,194.92","211,247,047.63","220,881,138.91","223,842,429.77","456,340.25","4,646,000.00","4,476,340.25","4,640,000.00",,"40,200,000.00","40,200,000.00","40,800,000.00",,"26,800,000.00","27,800,000.00","29,836,725.65","93,441,756.89","144,072,886.07","155,811,540.00","196,194,257.07","120,378,965.35","229,122,194.78","234,769,792.74","280,642,645.46","103,284,017.55","647,375,745.62","760,596,815.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,"30,000.00","66,941.28",,"10,000.00","10,000.00","10,000.00","10,000.00",,,"2,307,000.00","950,000.00","245,137.75","249,200.00","273,526.69","1,074,058.06",,,,"1,102,367.59","828,900.01","2,152,016.37","2,312,322.44","27,677,092.77","504,128.02","2,900,852.20","2,518,864.32","13,257,703.03","77,168.65","1,890,880.34","4,424,539.22"
筹资活动产生的现金流量净额,"-27,012,034.93","24,801,563.50","83,266,150.97","427,752,139.34","408,264,972.01","403,631,498.54","404,495,176.24","1,341,437.52","-2,678,562.48","-2,678,562.48","-1,239,468.15",,"-39,323,826.99","-38,953,014.15","-38,680,377.89",,"-26,052,310.44","-27,040,079.76","450,880,503.93","-77,228,810.26","15,963,493.74","29,440,127.30","2,678,966,497.20","-120,355,869.78","70,900,900.79","65,403,302.83","168,820,605.15","-3,161,870.03","339,564,450.65","581,287,960.77"
处置子公司及其他营业单位收到的现金净额,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-9,072.00",,,,"-53,250.30",,,,"9,988.80",,,,"-70,430.69",,,,"163,758.32","-521,889.85","-1,660,330.06","-4,352,202.56","-408,264.46","-932,662.77","1,789,781.57","6,611,993.04","10,197,065.30","7,245,853.45","-4,625,651.40","-12,929,655.11"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"26,574,099.19","90,000,000.00","90,000,000.00","90,000,000.00","90,257,276.09",,"220,700,000.00","220,700,000.00","814,368,000.00","100,000,000.00","974,417,865.14","1,504,417,865.14"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"30,000.00","10,066,941.28",,"10,000.00","10,000.00","10,000.00","10,000.00",,,"2,307,000.00","950,000.00","245,137.75","249,200.00","273,526.69","1,074,058.06",,,,"28,020,326.77","92,886,940.55","93,872,996.37","94,234,670.84","126,292,483.63","12,162,265.50","249,211,354.01","267,035,769.86","872,586,555.02","297,217,305.64","1,183,998,618.94","1,815,454,528.09"
五、现金及现金等价物净增加额,"-3,019,249.83","37,599,463.84","-32,849,685.22","368,993,706.52","352,271,743.15","321,061,124.29","316,414,762.16","-31,773,108.70","-52,110,859.73","-29,890,589.83","-25,125,113.02","11,180,052.04","-34,196,077.74","-31,165,285.78","-8,468,085.82","2,855,757.03","-21,105,344.75","-32,220,366.83","304,115,310.09","139,972,341.14","381,350,289.74","352,868,863.06","510,208,455.34","-772,831,019.31","-401,327,391.55","-592,541,856.51","-286,575,995.03","433,761,377.99","751,702,483.66","523,615,815.83"
购建固定资产、无形资产和其他长期资产支付的现金,"18,269,213.68","27,781,773.74","138,978,248.13","50,434,415.11","83,522,821.61","129,736,344.86","126,629,682.60","19,963,185.58","43,530,239.99","44,567,492.02","49,089,646.88","6,405,218.39","12,016,443.84","20,459,989.85","19,640,598.88","13,446,854.74","16,707,989.65","22,838,541.53","50,024,912.09","23,319,851.27","54,312,816.47","60,051,010.90","157,587,012.61","82,148,324.33","221,041,627.21","154,522,870.94","209,226,627.28","215,101,598.07","575,626,006.32","993,796,632.47"
期初现金及现金等价物余额,"6,913,143.61","3,893,893.78","41,493,357.62","8,643,672.40","8,643,672.40","8,643,672.40","8,643,672.40","325,058,434.56","325,058,434.56","325,058,434.56","325,058,434.56","299,933,321.54","299,933,321.54","299,933,321.54","299,933,321.54","291,465,235.72","291,465,235.72","291,465,235.72","291,465,235.72","595,580,545.81","595,580,545.81","595,580,545.81","595,580,545.81","1,105,789,001.15","1,105,789,001.15","1,105,789,001.15","1,105,789,001.15","819,213,006.12","819,213,006.12","819,213,006.12"
投资支付的现金,,,,,,,,"141,158.00","141,158.00","141,158.00",,,,,,,,,"29,706,078.95","8,293,488.38","22,000,000.00","170,000,000.00","3,104,793,488.38","493,594,701.23","640,774,888.57","964,774,888.57","1,225,093,171.05","191,141,722.50","221,908,800.00","343,182,471.26"
期末现金及现金等价物余额,"3,893,893.78","41,493,357.62","8,643,672.40","377,637,378.92","360,915,415.55","329,704,796.69","325,058,434.56","293,285,325.86","272,947,574.83","295,167,844.73","299,933,321.54","311,113,373.58","265,737,243.80","268,768,035.76","291,465,235.72","294,320,992.75","270,359,890.97","259,244,868.89","595,580,545.81","735,552,886.95","976,930,835.55","948,449,408.87","1,105,789,001.15","332,957,981.84","704,461,609.60","513,247,144.64","819,213,006.12","1,252,974,384.11","1,570,915,489.78","1,342,828,821.95"
