科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
处置固定资产、无形资产和其他长期资产收回的现金净额,"329,230.76","29,413.07","50,700.00",,"30,000.00","30,000.00","29,417.47","75,000.00","75,000.00","75,000.00","386,814.37","70,000.00","120,000.00","145,000.00","142,184.47","81,000.00","154,247.77"
筹资活动产生的现金流量净额,"-57,838,346.98","-9,636,175.88","18,658,150.19","-61,449,500.00","222,815,488.35","145,060,628.79","140,668,982.82",,"-13,752,200.00","-13,752,200.00","-13,676,137.78","-14,221,316.28","-32,365,219.69","8,480,254.47","11,695,140.69","15,888,884.98","13,924,061.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"5,888.49","-34,074.77","-301,772.48",,"-284,234.62","-71,566.89","-71,510.94","46,031.07","141,128.15","219,947.47","410,099.74","-4,887.56","-19,312.58","-382,117.37","-926,760.19","-632,478.57","-101,540.20"
收到其他与投资活动有关的现金,"513,578.05","850,865.00","250,000.00",,,,"48,526,370.00",,"352,000,000.00","437,000,000.00","591,810,000.00","175,000,000.00","290,000,000.00","385,000,000.00","529,879,900.40","216,000,000.00","381,350,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"842,808.81","880,278.07","300,700.00",,"30,000.00","30,000.00","49,223,846.06","175,001,358.89","356,351,646.56","442,082,605.47","598,562,214.36","177,255,486.31","293,287,869.88","389,590,653.39","536,289,094.23","218,542,050.68","386,156,675.49"
五、现金及现金等价物净增加额,"1,347,677.56","3,390,271.07","58,872,276.15","-50,205,400.00","229,600,296.37","7,039,313.66","1,945,507.19","-973,464.27","54,548,977.27","-18,643,895.37","17,298,657.52","-48,400,314.19","-50,187,544.62","-63,875,149.48","-60,716,767.11","9,086,255.73","-6,231,493.85"
购建固定资产、无形资产和其他长期资产支付的现金,"19,248,566.10","45,998,347.24","31,781,775.00",,"16,307,082.08","30,908,815.21","41,860,243.57","25,272,405.37","35,764,131.95","43,846,485.30","48,674,581.35","18,090,476.35","48,574,575.91","95,177,720.77","134,170,915.48","35,427,390.74","57,227,036.25"
期初现金及现金等价物余额,"12,165,881.48","13,513,559.04","16,903,830.11",,"75,776,106.26","75,776,106.26","75,776,106.26","77,721,613.45","77,721,613.45","77,721,613.45","77,721,613.45","95,020,270.97","95,020,270.97","95,020,270.97","95,020,270.97","34,303,503.86","34,303,503.86"
投资支付的现金,,,,,,,,"160,000,000.00",,,,,,"910,000.00","910,000.00","3,000,000.00","11,970,001.00"
期末现金及现金等价物余额,"13,513,559.04","16,903,830.11","75,776,106.26",,"305,376,402.63","82,815,419.92","77,721,613.45","76,748,149.18","132,270,590.72","59,077,718.08","95,020,270.97","46,619,956.78","44,832,726.35","31,145,121.49","34,303,503.86","43,389,759.59","28,072,010.01"
