科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动现金流出小计,"49,400,129.81","43,146,094.64","35,405,628.16","32,784,331.72","38,320,161.59","7,049,439.34","84,274,560.76","83,614,221.83","81,848,319.86","997,006.30","16,967,259.52","15,299,621.33","26,870,419.97",,"20,114,403.49","22,623,578.49","20,313,487.56","97,499.99","18,588,205.45","18,683,702.07","18,786,470.94","5,097,499.99","9,524,549.05","10,152,908.45","21,634,502.14","12,359,133.91","22,545,792.25","22,983,976.72","23,151,568.39","5,132,600.01","25,121,193.68","25,190,672.85","58,452,413.81","120,833.33","32,740,248.59","32,879,206.93","48,346,598.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,"8,500.00","13,500.00",,,,"15,784.09","23,784.09","65,964.75","102,494.09",,,"2,445,705.00","6,958,722.93",,,,"798,949.22",,"62,000.00","62,000.00","63,764.61","14,000.00","14,000.00","34,000.00","134,599.92","68,000.00","6,801,680.00","14,201,680.00","1,206,773.03",300.00,"35,300.00","1,245,300.00","1,107,029.58","105,000.00","426,342.27","426,942.27","967,149.30"
筹资活动产生的现金流量净额,"4,689,384.59","986,609.09","-5,303,308.13","-2,269,185.83","352,531,431.29","3,317,612.16","-73,664,120.10","-72,610,391.19","-65,975,634.99","-854,479.42","-12,468,343.14","-10,215,587.07","-20,470,947.97","659,067.68","-11,897,968.90","-14,345,135.00","-6,773,219.97","3,524,523.75","-3,410,226.70","-1,375,587.87","-3,932,877.75","5,708,169.76","6,220,847.57","366,263,449.27","353,084,546.79","-8,921,824.04","-7,808,141.49","-8,693,620.78","429,475.73","-4,791,571.97","-14,111,247.79","-14,374,067.96","-40,637,505.82","17,512,288.24","-2,232,163.74","-3,768,841.53","-5,354,466.90"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"-2,752,788.33","250,211.67","247,511.67","217,769.24",,,,,,,,,,,,"6,000,000.00",,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,"45,114.43",,,,"-350,370.53",,,,"-155,484.53",,,,"-29,876.83",,,,"134,031.10"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"2,554,641.01",,,,"23,410,000.00",,"3,221.60","3,221.60",,,,,,"121,000,000.00","183,000,000.00","595,000,000.00","121,000,000.00",,"135,000,000.00","165,000,000.00",,,,,"370,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"919,597.34","13,500.00","2,112,936.74",,"2,112,936.74","15,784.09","23,784.09","65,964.75","539,632.04",,,"2,445,705.00","9,513,363.94",,,,"24,208,949.22","-2,752,788.33","315,433.27","312,733.27","284,755.45","14,000.00","333,500,206.95","421,387,187.22","571,804,034.62","196,302,876.71","443,012,770.91","947,519,090.97","515,360,947.71","255,998.64","135,478,395.90","172,962,423.30","1,282,582,567.97","105,000.00","490,759.45","784,470.89","532,373,891.62"
五、现金及现金等价物净增加额,"26,579,192.16","13,121,445.02","-3,411,282.39","-36,387,258.19","392,780,473.99","-39,202,993.28","-128,815,723.04","-145,298,730.14","-131,866,192.67","-67,429,173.53","-67,715,453.17","-92,535,099.90","4,764,240.74","-88,120,177.76","-119,315,187.94","-84,271,769.96","11,986,268.38","-35,048,484.90","-63,183,385.83","-68,420,562.94","11,417,283.95","-55,205,477.48","-157,079,158.51","129,913,164.89","200,339,314.53","-146,815,357.43","-122,320,195.66","-101,008,078.40","193,281,918.13","-77,062,101.58","-70,890,171.96","-56,136,814.47","-35,674,416.90","-69,155,274.68","-139,524,264.23","-258,315,943.24","-62,738,635.55"
购建固定资产、无形资产和其他长期资产支付的现金,"2,700,773.36","7,779,839.24","359,098.88","612,590.79","704,615.46","1,283,344.66","6,390,105.67","8,267,034.65","18,652,977.34","43,530,624.04","45,048,253.40","61,518,475.15","66,441,647.44","14,710,578.78","26,231,610.40","40,803,204.95","41,051,889.34","3,960,186.72","21,993,933.73","31,636,039.12","37,282,685.10","8,303,342.09","11,935,971.58","18,633,924.53","26,766,309.93","10,951,229.53","23,006,815.17","35,490,469.37","71,281,195.22","16,545,315.53","27,833,107.17","70,587,853.56","116,975,624.87","8,454,798.71","24,637,188.34","67,351,372.79","82,441,525.41"
期初现金及现金等价物余额,"27,304,262.87","53,883,455.03","67,004,900.05",,"67,004,900.05","459,785,374.04","459,785,374.04","459,785,374.04","459,785,374.04","327,919,181.37","327,919,181.37","327,919,181.37","327,919,181.37","332,683,422.11","332,683,422.11","332,683,422.11","332,683,422.11","344,669,690.49","344,669,690.49","344,669,690.49","344,669,690.49","356,086,974.44","356,086,974.44","356,086,974.44","356,086,974.44","556,426,288.97","556,426,288.97","556,426,288.97","556,426,288.97","754,361,541.43","749,708,207.10","749,708,207.10","749,708,207.10","714,033,790.20","714,033,790.20","714,033,790.20","714,033,790.20"
投资支付的现金,"1,203,390.00","1,293,808.87",,,,,,,"12,600,000.00",,,"21,030,000.00",,"5,400,000.00","5,400,000.00","5,400,000.00","5,400,000.00",,,"2,000,000.00","2,000,000.00",,"411,390,000.00","506,340,000.00","567,340,000.00","141,000,000.00","305,800,000.00","369,800,000.00","375,000,000.00","50,000,000.00",,,"1,271,000,000.00",,"5,687,500.00","5,687,500.00","535,707,500.00"
期末现金及现金等价物余额,"53,883,455.03","67,004,900.05","63,593,617.66",,"459,785,374.04","420,582,380.76","330,969,651.00","314,486,643.90","327,919,181.37","260,490,007.84","260,203,728.20","235,384,081.47","332,683,422.11","244,563,244.35","213,368,234.17","248,411,652.15","344,669,690.49","309,621,205.59","281,486,304.66","276,249,127.55","356,086,974.44","300,881,496.96","199,007,815.93","486,000,139.33","556,426,288.97","409,610,931.54","434,106,093.31","455,418,210.57","749,708,207.10","677,299,439.85","678,818,035.14","693,571,392.63","714,033,790.20","644,878,515.52","574,509,525.97","455,717,846.96","651,295,154.65"
