科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
取得借款收到的现金,,"165,000,000.00","150,000,000.00","230,000,000.00","230,000,000.00",,,,,,,,"298,800,000.00","442,360,000.00","726,421,667.53","746,421,667.53","893,159,983.95","798,800,000.00","754,840,552.17","1,009,173,682.30","1,241,979,709.30","720,000,000.00","1,288,178,812.29","1,489,676,793.86","1,829,654,579.28","348,990,918.25","708,858,212.70","777,328,106.65","2,114,943,916.67","101,670,543.89","793,724,212.64","122,377,506.90","2,909,091,282.74","45,800,000.00","674,396,000.00","1,571,441,000.00","2,228,430,562.92"
支付的各项税费,"4,114,058.53","29,146,193.70","24,803,271.13","44,970,242.50","47,947,584.17","22,744,279.03","37,824,558.32","51,659,857.08","87,072,222.36","30,057,475.63","53,967,301.00","68,370,397.68","86,610,040.70","71,281,678.23","91,149,722.21","105,530,346.34","121,186,501.76","78,126,931.16","99,910,432.70","127,491,868.52","145,014,829.79","104,767,561.03","295,740,757.45","375,561,257.83","369,260,319.35","344,096,894.53","438,664,633.91","486,483,120.11","598,416,379.79","144,528,435.87","273,793,374.31","348,516,363.72","396,882,305.09","345,083,152.90","369,707,068.68","492,799,451.38","539,416,282.15"
收到其他与筹资活动有关的现金,"1,035.14",,,,,,,,,,,,,,,,,,,,,,,,"9,263,492.85","330,000,000.00","485,000,000.00","485,000,000.00","344,628,695.97",,,,"229,819,044.91","34,916,364.84","240,997,943.89","251,844,817.23","308,768,888.48"
支付其他与经营活动有关的现金,"135,173,046.34","110,562,054.37","62,558,130.38","78,223,285.73","97,370,119.04","37,175,455.74","48,761,568.33","128,662,902.53","239,992,003.90","46,144,000.20","106,366,323.41","141,615,149.18","179,654,836.39","71,823,623.72","162,628,340.38","221,344,617.07","234,309,376.01","122,062,133.38","134,027,480.05","279,890,540.38","365,276,430.09","108,406,187.12","257,028,368.45","474,207,296.69","467,772,991.11","166,088,154.09","337,324,210.52","667,053,024.14","768,059,736.37","310,336,891.71","579,607,643.67","948,204,443.46","1,398,044,477.03","372,587,073.48","486,149,882.51","920,172,277.11","1,201,550,992.82"
筹资活动现金流入小计,"55,001,035.14","242,760,000.00","150,000,000.00","230,000,000.00","1,392,349,200.00",,,,"2,000,000.00",,,,"299,300,000.00","442,360,000.00","726,421,667.53","746,421,667.53","1,193,649,983.95","798,800,000.00","1,354,840,552.17","1,609,173,682.30","1,841,979,709.30","720,000,000.00","1,832,050,812.29","2,343,548,793.86","2,715,799,996.43","681,545,361.50","1,796,412,655.95","5,442,962,542.07","6,995,896,257.53","2,917,110,761.54","3,604,999,954.21","4,635,064,731.20","7,666,027,061.10","96,526,120.09","2,483,703,943.89","3,406,095,817.23","4,271,509,451.40"
经营活动现金流出小计,"301,163,261.94","484,423,714.88","284,071,194.53","419,077,958.09","625,524,837.07","194,137,197.28","399,917,787.31","652,613,370.51","915,334,609.52","244,846,407.02","543,315,292.42","973,580,205.08","1,296,801,518.64","347,986,658.07","750,954,268.67","1,163,903,288.94","1,316,786,453.54","501,839,567.38","813,425,633.74","1,146,748,371.33","1,440,726,676.37","475,968,462.80","1,117,963,825.84","1,949,211,524.67","2,439,525,540.36","1,151,270,013.12","1,934,594,171.45","2,975,196,355.82","3,818,069,735.22","1,073,530,455.40","1,779,897,049.40","2,793,689,074.96","3,721,001,432.24","1,270,192,557.95","2,245,709,723.42","3,200,784,756.53","4,665,622,159.90"
偿还债务支付的现金,,"50,000,000.00","100,000,000.00","165,000,000.00","390,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,"300,000,000.00","713,560,000.00","1,172,621,667.53","1,202,621,667.53","1,263,159,983.95","365,000,000.00","1,570,010,870.30","1,815,274,252.05","2,133,729,608.50","99,676,323.48","917,223,758.63","1,439,115,664.89","1,664,246,231.82","299,126,787.78","1,163,395,482.20","1,261,894,242.48","3,257,325,476.93","623,804,634.50","2,595,981,797.38","3,273,934,704.56","4,059,484,299.04"
经营活动产生的现金流量净额,"-44,914,753.83","-61,122,829.31","13,127,188.61","12,520,850.25","52,140,546.42","-75,832,277.89","-164,169,915.85","-92,159,285.68","91,355,403.89","95,263,178.90","90,755,886.44","-186,043,326.42","-231,262,044.00","-140,493,916.37","-223,645,919.79","-471,906,964.84","-248,964,690.63","23,060,203.72","401,039,726.12","424,175,293.35","511,289,862.29","63,126,731.25","-14,472,048.03","-37,221,420.75","-21,025,474.41","-197,951,810.16","-65,677,056.11","-81,506,412.68","526,963,091.09","24,820,744.61","429,891,409.41","228,949,216.27","759,144,291.70","-300,482,921.09","-393,033,718.30","-328,093,340.94","-214,589,717.01"
分配股利、利润或偿还利息支付的现金,"3,570,393.75","49,498,619.59","7,098,320.52","23,180,693.49","25,372,813.49","15,487.50","50,415,487.50","50,415,487.50","50,404,130.00",,"60,567,053.42","67,200,000.00","67,200,000.00","1,345,321.89","95,791,364.92","100,522,224.00","135,648,565.27","35,274,200.62","138,934,593.79","150,932,828.91","172,161,363.06","33,889,611.82","187,598,966.24","210,334,549.36","262,686,771.16","22,007,569.14","250,193,812.44","344,938,336.89","360,818,119.75","30,179,112.26","222,922,610.17","365,288,708.50","441,332,404.44","121,768,712.10","265,724,729.91","306,975,218.85","427,157,113.43"
收回投资收到的现金,"26,480,000.00",,,,,,,,,,,,,,,,,,"377,808,210.00","577,808,210.00","380,862,310.00","508,308,339.00","508,308,339.00","702,548,339.00","1,049,475,089.00","335,674,334.76","233,374,334.76","736,946,034.76","829,973,308.80","331,695,465.32","333,054,721.07","841,022,956.41","1,744,285,036.96","11,636,460.99","98,100,575.96","248,100,575.96","426,713,238.62"
支付其他与筹资活动有关的现金,,"2,607,857.61","1,348,921.30","2,839,482.55","12,743,827.55",,,,"29,204,000.00",,,,,,,,"1,450,000.00","37,125.00","1,500,000.00","1,500,000.00","2,400,000.00","8,000.00","951,767.70","1,851,767.70","331,800,000.00","157,985,971.31","316,946,374.62","305,901,280.55","168,694,106.65","20,318,273.46","34,671,361.18","1,065,588.56","732,574,697.09","35,743.00","188,184,687.04","188,214,599.47","436,876,673.70"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,"3,861,000.00","1,376,362.67","12,560,674.49","13,591,359.42","13,636,382.57","10,889,068.90","12,334,886.76","368,624,949.01","19,692,053.98","295,649.31","3,571,698.63","329,708,006.02","5,823,835.46","126,082.19","3,883,397.26","6,241,170.50","6,241,170.50","481,691.66","4,745,123.01","202,753,967.70","80,042,639.34"
筹资活动现金流出小计,"3,570,393.75","102,106,477.20","108,447,241.82","191,020,176.04","428,116,641.04","5,015,487.50","55,415,487.50","55,415,487.50","84,608,130.00",,"60,567,053.42","67,200,000.00","67,200,000.00","1,345,321.89","95,791,364.92","100,522,224.00","437,098,565.27","748,871,325.62","1,313,056,261.32","1,355,054,496.44","1,437,721,347.01","398,897,611.82","1,758,561,604.24","2,027,460,569.11","2,728,216,379.66","279,669,863.93","1,484,363,945.69","2,089,955,282.33","2,193,758,458.22","349,624,173.50","1,420,989,453.55","1,628,248,539.54","4,431,232,578.46","745,609,089.60","3,049,891,214.33","3,769,124,522.88","4,923,518,086.17"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"3,600.00","2,000.00","2,000.00","2,000.00","4,160.00","46,193.82","46,193.82","46,193.82",,700.00,700.00,"3,200.00",600.00,"3,300.00","6,250.00","8,800.00","84,266.67","172,133.46","1,235,723.46","431,275.13","51,071.50","133,688.48","242,963.34","1,728,877.01","166,500.00","215,300.00","232,872.89","195,039.51","203,440.92","210,211.61","213,130.21","890,630.21",,,"205,000.00","797,282.66"
筹资活动产生的现金流量净额,"51,430,641.39","140,653,522.80","41,552,758.18","38,979,823.96","964,232,558.96","-5,015,487.50","-55,415,487.50","-55,415,487.50","-82,608,130.00",,"-60,567,053.42","-67,200,000.00","232,100,000.00","441,014,678.11","630,630,302.61","645,899,443.53","756,551,418.68","49,928,674.38","41,784,290.85","254,119,185.86","404,258,362.29","321,102,388.18","73,489,208.05","316,088,224.75","-12,416,383.23","401,875,497.57","312,048,710.26","3,353,007,259.74","4,802,137,799.31","2,567,486,588.04","2,184,010,500.66","3,006,816,191.66","3,234,794,482.64","-649,082,969.51","-566,187,270.44","-363,028,705.65","-652,008,634.77"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"19,044,201.74","28,625,000.00","28,625,000.00","28,625,000.00","29,069,892.13",,,,,,,,,,"972,701.28","-9,487,452.34","972,701.28",,"354,843,739.55","354,843,739.55","520,273,637.89"
四、汇率变动对现金的影响,,,,"-6,990.49",,,,,,,,,,,,,,"-274,305.66",,,,,,,"-4,708,638.08","-2,353,826.19","-3,077,991.17","669,348.87","5,299,008.41","3,049,632.76","-4,246,361.48","-3,008,737.05","7,155,609.25","3,157,435.82","1,796,740.69","-16,811,378.28","36,362,088.31"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"25,000,000.00","25,000,000.00","226,030,684.93",,,"100,000,000.00","220,000,000.00",,"200,000,000.00","250,000,000.00","101,000,000.00","19,722,832.72","80,241,801.68","80,370,108.56",,,,"30,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"26,480,000.00","3,600.00","2,000.00","2,000.00","2,000.00","4,160.00","46,193.82","46,193.82","46,193.82",,700.00,700.00,"3,200.00",600.00,"3,300.00","6,250.00","22,914,001.74","30,085,629.34","444,166,017.95","646,260,292.88","650,030,544.76","519,248,479.40","520,776,914.24","1,171,416,251.35","1,290,896,019.99","336,136,484.07","437,161,333.39","1,316,886,913.67","936,992,183.77","351,747,821.15","418,362,832.90","918,359,913.34","1,752,389,538.95","12,118,152.65","457,689,438.52","835,903,283.21","1,027,826,798.51"
五、现金及现金等价物净增加额,"7,206,578.43","35,660,756.89","29,403,217.22","24,884,154.86","989,991,221.64","-83,702,829.92","-351,579,816.84","-372,102,617.15","-224,200,778.69","14,691,035.21","-154,424,950.98","-519,096,462.25","-315,340,107.50","229,737,799.82","248,732,433.52","-83,464,241.12","110,284,284.54","77,013,045.86","258,286,225.27","760,595,244.27","495,869,991.92","850,853,257.25","273,052,447.13","805,893,294.54","193,762,014.71","267,977,669.83","131,843,725.91","3,009,874,150.75","1,982,615,688.54","1,104,195,337.37","470,829,323.31","1,239,725,151.10","1,648,035,810.50","-1,287,845,770.07","-1,059,648,099.45","-853,770,471.34","-1,271,949,394.34"
购建固定资产、无形资产和其他长期资产支付的现金,"963,637.76","9,173,536.60","7,586,805.00","8,919,604.29","8,441,959.17","2,859,224.53","23,224,992.05","34,732,738.35","43,731,946.96","59,392,094.24","75,024,434.55","106,463,786.38","156,791,214.05","54,991,855.92","80,456,056.82","101,663,777.33","141,226,675.01","13,800,118.42","62,033,703.18","95,950,589.47","98,636,677.57","8,624,341.58","18,227,821.26","27,691,662.89","72,219,573.83","13,577,356.29","37,569,142.61","57,153,412.96","104,782,273.44","23,026,669.88","55,111,369.52","119,386,221.78","265,920,737.73","16,634,373.84","33,533,658.76","65,025,090.19","130,737,387.89"
期初现金及现金等价物余额,"37,928,963.31","45,135,541.74","80,796,298.63","80,796,298.63","80,796,298.63","1,070,787,520.27","1,070,787,520.27","1,070,787,520.27","1,070,787,520.27","846,586,741.58","846,586,741.58","846,586,741.58","846,586,741.58","531,246,634.08","531,246,634.08","531,246,634.08","531,246,634.08","641,530,918.62","641,530,918.62","641,530,918.62","641,530,918.62","1,137,400,910.54","1,137,400,910.54","1,137,400,910.54","1,137,400,910.54","1,331,162,925.25","1,331,162,925.25","1,331,162,925.25","1,331,162,925.25","3,313,778,613.79","3,313,778,613.79","3,313,778,613.79","3,313,778,613.79","4,961,814,424.29","4,961,814,424.29","4,961,814,424.29","4,961,814,424.29"
投资支付的现金,"20,377,500.00","34,700,000.00",,,,,"79,500,000.00","130,950,000.00","155,950,000.00","21,180,049.45","109,590,049.45","159,390,049.45","159,390,049.45","14,598,880.00","76,606,366.48","154,606,366.48","277,796,944.24","11,987,037.50","466,670,106.47","468,008,938.35","489,121,059.45","44,000,000.00","108,449,999.95","336,634,292.00","175,649,175.41","151,151,319.17","311,042,127.85","1,025,988,051.21","2,969,868,377.00","1,789,882,779.31","2,442,077,688.66","2,708,108,868.66","3,837,245,392.91","336,919,085.10","501,164,268.92","865,980,320.10","1,320,203,336.33"
期末现金及现金等价物余额,"45,135,541.74","80,796,298.63","110,199,515.85","105,680,453.49","1,070,787,520.27","987,084,690.35","719,207,703.43","698,684,903.12","846,586,741.58","861,277,776.79","692,161,790.60","327,490,279.33","531,246,634.08","760,984,433.90","779,979,067.60","447,782,392.96","641,530,918.62","718,543,964.48","899,817,143.89","1,402,126,162.89","1,137,400,910.54","1,988,254,167.79","1,410,453,357.67","1,943,294,205.08","1,331,162,925.25","1,599,140,595.08","1,463,006,651.16","4,341,037,076.00","3,313,778,613.79","4,417,973,951.16","3,784,607,937.10","4,553,503,764.89","4,961,814,424.29","3,673,968,654.22","3,902,166,324.84","4,108,043,952.95","3,689,865,029.95"
