科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
长期股权投资,"342,534,199.57","342,534,199.57","357,642,377.25","219,001,103.46","219,001,103.46","219,001,103.46","218,956,524.63","218,482,603.13","218,482,603.13","213,482,603.13","213,482,603.13"
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,,,,,,,,,,
固定资产,"9,759,041,448.84","9,586,428,923.08","9,280,487,172.08","9,792,277,524.94","9,788,901,622.71","9,741,702,503.58","9,367,468,290.96","9,197,061,589.89","8,985,935,023.87","8,712,760,775.45","8,501,678,663.10"
递延所得税负债,,,,,,,,,,,
在建工程,"2,185,110,072.10","2,168,732,752.36","2,309,797,672.82","1,540,408,103.75","1,571,911,957.60","1,802,387,462.23","2,345,870,533.89","3,279,899,649.54","4,016,059,985.93","4,728,950,213.04","5,732,405,377.98"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"3,935,918,908.37","3,602,928,908.37","3,502,928,908.37","3,188,144,835.92","3,134,499,174.01","3,106,712,059.31","2,698,712,059.31","2,465,519,396.74","2,359,339,396.74","2,015,395,920.48","1,968,854,440.62"
固定资产清理,"3,718,377.15","2,547,497.32","86,416.36",,"137,373,576.28",,"3,536,684.16",,"-601,150.00","-539,166.48","1,288,633.58"
负债合计,"12,672,897,023.57","13,006,467,210.02","11,910,421,835.36","13,586,243,264.66","13,425,797,441.95","14,361,028,425.04","15,624,965,549.30","14,541,868,707.94","13,395,342,000.42","15,714,375,739.08","15,310,783,342.03"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00","2,816,456,569.00"
油气资产,,,,,,,,,,,
资本公积,"4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63","4,671,348,533.63"
无形资产,,,,,,,,,,,
盈余公积,"1,793,999,528.75","1,793,999,528.75","1,793,999,528.75","1,986,372,658.59","1,986,372,658.59","1,986,372,658.59","1,986,372,658.59","2,106,225,595.65","2,106,225,595.65","2,106,225,595.65","2,106,225,595.65"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,,,,,,,,,,,
未分配利润,"2,329,622,649.78","2,294,692,287.96","2,569,643,269.97","2,563,016,091.86","2,848,888,007.33","2,695,357,000.11","2,962,823,759.70","2,619,959,303.87","2,663,184,198.20","2,689,287,329.63","2,820,853,946.71"
长期待摊费用,,,,,,,,,,,
少数股东权益,,,,,,,,,,,
递延所得税资产,"272,473,362.90","272,473,362.90","272,473,362.90","141,610,858.79","141,561,832.43","141,610,858.79","141,610,858.79","150,346,850.04","150,346,850.04","148,642,153.37","99,901,965.46"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"12,562,877,460.56","12,372,716,735.23","12,220,487,001.41","11,693,297,590.94","11,858,750,092.48","11,904,701,928.06","12,077,442,892.43","12,845,790,692.60","13,370,223,312.97","13,803,296,578.51","14,548,757,243.25"
所有者权益(或股东权益)合计,"11,611,427,281.16","11,576,496,919.34","11,851,447,901.35","12,037,193,853.08","12,323,065,768.55","12,169,534,761.33","12,437,001,520.92","12,213,990,002.15","12,257,214,896.48","12,283,318,027.91","12,414,884,644.99"
资产总计,"24,284,324,304.73","24,582,964,129.36","23,761,869,736.71","25,623,437,117.74","25,748,863,210.50","26,530,563,186.37","28,061,967,070.22","26,755,858,710.09","25,652,556,896.90","27,997,693,766.99","27,725,667,987.02"
负债和所有者(或股东权益)合计,"24,284,324,304.73","24,582,964,129.36","23,761,869,736.71","25,623,437,117.74","25,748,863,210.50","26,530,563,186.37","28,061,967,070.22","26,755,858,710.09","25,652,556,896.90","27,997,693,766.99","27,725,667,987.02"
