科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
未分配利润,"125,424,761.98","131,533,640.32","131,157,312.86","141,128,845.89","141,872,664.68","143,103,440.23","115,996,166.55","121,288,356.46","119,158,780.00","121,961,622.66","114,969,140.38","120,642,650.06","132,699,934.63","136,942,921.15","148,504,910.60","163,939,423.06","120,196,391.31","124,352,268.62","96,027,728.01","61,200,320.45","58,077,811.94","43,130,584.24","23,372,811.06","8,691,899.89","-5,857,771.09","-29,340,644.19","-35,836,315.46","-30,384,459.57","-27,198,624.12","-18,456,393.86","-14,439,016.29","-2,131,291.50","33,429,534.05","61,692,720.20","98,371,254.50","103,757,210.35","122,145,853.91","164,374,985.19","233,520,696.89","255,651,867.86","225,765,585.52","271,559,184.41","317,069,762.43","329,014,420.65","266,800,837.75","271,787,566.56","-185,706,724.27","-204,183,365.32"
长期待摊费用,,,,,,,,,,,,,,,,,,,"573,782.91","1,900,435.26","2,641,998.24","3,950,385.82",,,,,,"825,108.48",,,,,"1,058,435.01","1,388,786.41","4,095,004.79","3,746,538.84","3,712,660.51","3,315,477.41","2,753,427.08","2,326,376.77","2,256,405.80","1,822,465.16","1,629,882.80","1,216,901.25","1,129,642.14","4,962,395.03","4,220,980.09","5,644,589.77"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,533.84","-119,974.81","-304,752.19","-551,393.52","-719,894.45","-657,097.00","-659,947.41","-1,058,433.61","-1,036,301.83","-1,179,312.78","-1,302,354.25","-1,476,993.70"
递延所得税资产,,,"3,719,303.18","3,384,242.35","3,112,872.77","2,410,716.98","7,648,526.61","1,912,852.55","1,455,424.72","1,278,084.26","1,756,306.09","2,191,005.71","2,099,825.02","1,461,866.78","1,985,497.73","2,592,898.48","2,611,216.23","2,141,574.30","2,409,948.55","3,083,213.75","2,658,948.46","2,079,346.42","2,273,948.12","2,802,329.42","2,479,669.40","2,589,177.81","2,618,075.81","781,842.81","725,453.38","2,578,538.22","1,815,117.31","1,982,484.47","11,724,304.94","10,441,617.06","13,108,617.28","15,042,679.81","17,195,673.17","16,171,154.49","24,858,348.02","26,884,269.98","29,208,813.01","30,641,248.41","44,201,111.55","50,965,060.98","43,439,775.16","45,353,032.28","47,232,180.21","49,029,166.95"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.43,"-40,261.48",315.94,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,269,382.89","24,036,027.11"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"377,871,089.97","386,243,480.49","430,974,166.72","485,051,634.06","517,633,668.07","545,069,303.06","625,577,468.05","621,242,596.19","635,794,232.26","643,273,213.40","670,550,439.68","659,563,459.28","650,369,227.27","635,220,120.18","644,132,400.40","618,202,847.35","638,031,345.45","625,853,257.80","647,218,676.59","684,395,555.90","664,851,427.79","733,387,183.82","855,420,033.60","897,706,259.80","958,414,385.86","1,019,958,903.35","1,080,183,070.27","1,111,078,400.75","1,159,791,459.17","1,461,478,356.66","1,521,487,010.07","1,567,806,330.64","2,533,818,240.74","2,506,529,846.71","2,695,032,055.62","2,715,590,470.31","2,749,892,685.10","2,797,508,242.54","3,130,187,854.44","3,133,797,925.01","3,193,118,509.17","3,243,361,232.55","3,101,098,013.15","3,109,927,365.03","3,117,644,567.33","3,117,754,877.71","2,893,827,322.00","2,892,613,052.55"
所有者权益(或股东权益)合计,"346,070,073.77","633,617,766.72","635,896,111.05","648,323,221.98","648,283,646.29","647,370,640.59","607,693,166.76","625,707,497.92","625,984,377.71","629,132,936.62","623,234,003.79","627,695,137.22","638,707,559.29","644,854,205.81","660,809,505.01","675,531,122.47","683,202,571.97","687,108,124.28","658,067,786.21","624,601,908.65","621,757,137.64","606,870,472.44","586,949,711.76","572,283,675.59","557,733,579.61","534,313,819.01","527,817,297.74","532,930,970.06","536,342,881.35","814,621,557.93","901,830,908.71","915,771,806.86","2,281,938,404.79","2,313,797,638.27","2,359,093,502.00","2,364,712,030.85","3,052,698,540.68","3,097,601,199.04","3,185,299,904.70","3,207,827,082.49","3,176,252,035.03","3,220,515,720.04","3,282,375,302.24","3,284,281,788.12","3,230,510,434.28","3,231,817,685.48","2,903,763,460.38","2,886,866,476.15"
资产总计,"1,114,542,527.86","1,234,944,006.28","1,276,264,769.18","1,369,263,131.05","1,351,238,111.12","1,320,128,562.12","1,472,779,107.93","1,368,253,110.57","1,396,249,614.66","1,402,789,049.98","1,446,806,558.27","1,511,100,925.29","1,565,298,587.26","1,546,115,345.99","1,517,599,032.69","1,585,841,320.88","1,776,836,910.43","1,750,350,170.18","1,767,525,890.26","1,757,544,065.06","1,715,316,742.62","1,685,381,421.75","2,051,610,279.95","2,305,415,567.35","2,193,084,116.25","2,197,553,712.79","2,246,666,307.93","2,203,501,823.03","2,247,044,233.98","2,634,031,226.44","2,851,979,820.57","2,977,267,732.84","4,647,967,604.72","4,517,802,538.33","4,711,704,104.50","5,006,403,277.12","5,401,028,003.67","5,278,924,882.11","5,703,616,053.81","6,047,584,050.07","6,115,295,190.91","6,222,527,170.66","6,525,854,262.10","6,418,243,041.65","6,510,073,081.47","6,684,387,242.45","6,399,315,028.51","6,480,513,417.34"
负债和所有者(或股东权益)合计,"1,114,542,527.86","1,234,944,006.28","1,276,264,769.18","1,369,263,131.05","1,351,238,111.12","1,320,128,562.12","1,472,779,107.93","1,368,253,110.57","1,396,249,614.66","1,402,789,049.98","1,446,806,558.27","1,511,100,925.29","1,565,298,587.26","1,546,115,345.99","1,517,599,032.69","1,585,841,320.88","1,776,836,910.43","1,750,350,170.18","1,767,525,890.26","1,757,544,065.06","1,715,316,742.62","1,685,381,421.75","2,051,610,279.95","2,305,415,567.35","2,193,084,116.25","2,197,553,712.79","2,246,666,307.93","2,203,501,823.03","2,247,044,233.98","2,634,031,226.44","2,851,979,820.57","2,977,267,732.84","4,647,967,604.72","4,517,802,538.33","4,711,704,104.50","5,006,403,277.12","5,401,028,003.67","5,278,924,882.11","5,703,616,053.81","6,047,584,050.07","6,115,295,190.91","6,222,527,170.66","6,525,854,262.10","6,418,243,041.65","6,510,073,081.47","6,684,387,242.45","6,399,315,028.51","6,480,513,417.34"
