科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"41,858,209.18","49,477,609.01","25,238,583.86","57,690,560.44","20,551,871.96","40,199,797.03","59,122,697.66","77,025,398.62","29,742,914.29","52,537,545.02","76,323,881.11","101,413,534.01","35,499,992.05","63,596,506.62","93,198,546.43","122,831,254.17","45,159,542.38","82,854,267.92","115,155,721.65","154,250,798.59","49,449,228.09","94,926,435.92","141,561,693.13","184,286,131.74","37,976,875.24","122,946,244.06","149,820,379.01","159,552,889.45","3,787,605.97","7,563,485.66","10,883,783.67","14,803,201.33","4,144,556.43","8,747,849.67","13,898,484.54","19,604,238.27","7,456,008.05"
取得借款收到的现金,"73,257,435.12","28,000,000.00","19,000,000.00","31,732,400.00","44,851,405.00","73,851,405.00","73,851,405.00","73,851,405.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,,,"12,491,450.00","4,525,400.00","17,840,400.00","17,854,800.00","90,700,916.00","12,889,800.00","12,870,480.00","12,964,980.00","13,091,925.00","150,000,000.00","148,500,000.00","191,500,000.00","193,000,000.00","109,000,000.00","109,000,000.00","532,274,000.00","1,093,151,000.00","85,738,000.00"
支付的各项税费,"16,269,997.65","21,899,964.23","3,084,938.36","10,316,849.07","4,877,803.47","9,357,752.80","15,048,206.25","19,282,294.93","4,288,515.30","7,990,889.63","11,886,908.49","15,848,085.36","2,152,917.35","5,434,614.61","10,008,932.91","13,174,692.97","3,894,121.41","12,189,526.67","15,913,898.95","20,498,788.61","6,786,123.40","12,207,284.62","15,946,155.13","19,385,060.05","4,262,786.68","19,933,495.73","23,436,586.08","23,696,939.88","1,113,701.44","9,531,377.15","9,806,762.37","8,043,025.89","531,489.95","446,687.17","2,314,708.09","3,883,922.53","248,533.43"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,512,095.84",,,,,
支付其他与经营活动有关的现金,"46,817,046.44","18,630,644.75","8,211,661.98","21,695,882.25","3,037,380.56","5,528,177.59","11,589,361.35","13,160,845.05","3,009,337.41","7,018,570.39","14,799,429.83","17,342,772.44","2,838,435.03","10,478,520.89","12,881,838.88","18,402,138.55","6,863,301.60","13,021,018.74","18,912,580.91","23,071,565.02","4,741,427.24","16,254,191.63","29,742,160.61","35,536,721.37","-503,032.04","32,199,018.04","12,863,911.02","80,043,952.40","162,707,911.25","154,577,964.96","166,739,548.06","198,325,765.65","68,096,077.65","75,328,591.47","58,553,092.04","61,946,773.28","28,853,044.29"
筹资活动现金流入小计,"92,853,219.46","28,000,000.00","19,000,000.00","31,732,400.00","44,851,405.00","73,851,405.00","583,595,925.00","583,595,925.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,,,"12,491,450.00","4,525,400.00","17,840,400.00","17,854,800.00","90,700,916.00","12,889,800.00","12,870,480.00","12,964,980.00","13,091,925.00","150,000,000.00","148,500,000.00","191,500,000.00","194,512,095.84","109,000,000.00","109,000,000.00","532,274,000.00","1,093,151,000.00","85,738,000.00"
经营活动现金流出小计,"280,728,168.02","254,304,477.92","84,852,721.35","214,742,467.18","70,425,786.72","148,608,242.72","244,419,343.97","298,289,966.32","74,627,528.01","142,481,619.77","222,105,544.21","293,381,366.74","88,659,998.00","178,396,582.51","269,885,436.89","352,902,091.63","112,099,177.01","226,307,320.63","321,202,411.87","451,433,119.79","131,034,915.22","257,293,315.45","413,226,655.29","543,909,802.39","93,493,777.98","290,502,674.35","356,085,721.73","471,601,241.87","170,990,518.54","210,819,569.55","240,487,569.72","277,352,161.86","84,731,147.75","103,488,259.59","129,200,141.41","241,334,733.84","303,603,257.87"
偿还债务支付的现金,"26,500,000.00","57,000,000.00","4,000,000.00","18,000,000.00","35,004,860.00","79,418,810.00","102,829,580.00","105,532,520.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,"6,699,000.00","6,699,000.00","6,699,000.00",,,,"69,121,460.00","20,566,406.24","48,910,502.24","48,467,852.24","48,909,956.24",,,"150,000,000.00","150,000,000.00","43,000,000.00","43,000,000.00","158,000,000.00","253,000,000.00","72,783,000.00"
经营活动产生的现金流量净额,"57,159,288.10","63,682,335.49","24,150,719.24","47,312,088.75","24,281,835.73","48,922,913.54","68,349,685.65","91,222,502.49","-2,580,825.26","28,488,003.79","40,279,489.90","59,734,932.92","25,979,837.38","30,691,943.08","56,876,380.26","68,108,911.59","33,066,226.14","42,028,758.74","76,509,858.49","86,662,761.78","-14,891,305.89","-21,231,090.91","7,774,292.48","-7,055,595.07","15,156,839.79","-55,915,076.80","-22,136,617.81","13,354,587.24","2,621,562.73","80,288,081.13","112,197,092.86","217,513,482.82","85,194,388.51","106,470,778.44","259,987,032.03","308,483,763.93","28,950,273.72"
分配股利、利润或偿还利息支付的现金,"70,822,394.12","2,360,537.08","31,219,179.33","31,574,020.36","30,318,914.23","30,618,299.39","30,719,483.32","30,725,543.40",,"60,776,000.00","60,776,975.00","60,776,975.00",,"29,700,000.00","29,700,000.00","29,700,000.00","83,235.08","32,251,191.61","32,251,191.61","32,259,962.49","51,575.00","15,429,778.00","15,853,586.57","15,955,120.28","286,985.38","324,966.43","322,857.91","3,931,197.35",,"3,630,166.67","6,847,872.23","6,847,872.23","1,029,933.33","3,536,933.33","13,991,245.74","21,107,421.58","9,149,163.01"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,"172,959,897.22","23,000,000.00","189,700,000.00","216,200,000.00","430,130,902.62","185,011,467.18","242,949,566.77","333,035,868.13","333,035,868.13",,,,,,,,,"18,272,000.00"
支付其他与筹资活动有关的现金,"3,500,000.00","200,000.00","2,100,000.00","2,600,000.00","200,000.00","990,000.00","3,534,000.00","3,869,000.00",,,,,"2,040,000.00",,,,,,,,,,,,,,,,,,,"1,500,000.00",,,,"271,800,000.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,013,384.97"
筹资活动现金流出小计,"100,822,394.12","59,560,537.08","37,319,179.33","52,174,020.36","65,523,774.23","111,027,109.39","137,083,063.32","140,127,063.40",,"72,776,000.00","72,776,975.00","72,776,975.00","2,040,000.00","29,700,000.00","29,700,000.00","29,700,000.00","83,235.08","38,950,191.61","38,950,191.61","38,958,962.49","51,575.00","15,429,778.00","15,853,586.57","85,076,580.28","20,853,391.62","49,235,468.67","48,790,710.15","52,841,153.59",,"3,630,166.67","156,847,872.23","158,347,872.23","44,029,933.33","46,536,933.33","171,991,245.74","545,907,421.58","81,932,163.01"
处置固定资产、无形资产和其他长期资产收回的现金净额,"404,920.00","105,386.18","77,000.00","105,000.00",,,,,,"220,000.00","405,400.00","469,900.00",,,"21,800.00","13,243,620.00","385,000.00","417,440.00","752,565.00","752,695.00",,"459,575.87","502,575.87","12,421,744.22","40,760.00","146,482.64","500,146,721.14","495,030,463.97",,"15,123,675.19","15,123,675.19",,,,,,
筹资活动产生的现金流量净额,"-7,969,174.66","-31,560,537.08","-18,319,179.33","-20,441,620.36","-20,672,369.23","-37,175,704.39","446,512,861.68","443,468,861.60",,"-60,776,000.00","-60,776,975.00","-60,776,975.00","-2,040,000.00","-29,700,000.00","-29,700,000.00","-29,700,000.00","-83,235.08","-38,950,191.61","-38,950,191.61","-26,467,512.49","4,473,825.00","2,410,622.00","2,001,213.43","5,624,335.72","-7,963,591.62","-36,364,988.67","-35,825,730.15","-39,749,228.59","150,000,000.00","144,869,833.33","34,652,127.77","36,164,223.61","64,970,066.67","62,463,066.67","360,282,754.26","547,243,578.42","3,805,836.99"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-719,510.69","-542,982.09","-17,538.39","20,413.98","-111,112.81","-543,431.99","-449,072.46","-1,143,760.98","7,943.59","-227,539.49","-738,389.74","-802,061.57","177,655.40","797,899.76","967,674.00","86,178.45","517,884.79","-868,797.65","-1,478,497.21","-2,314,429.95","240,886.63","-200,833.68","-1,264,730.55","-1,965,730.78","354,136.84","498,942.75","2,525,389.55","3,470,643.83","1,439,856.42","2,321,287.10","3,954,242.05","-24,741,012.45","592,489.02","4,849,597.48","3,708,019.34","3,908,381.14","-457,189.43"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"9,600,794.35","9,600,794.35","9,600,794.35","9,593,050.08",,,,,,,"310,916,519.36","310,916,519.36",,,,"80,492,400.00",,,"1,720,298.32",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"404,920.00","105,386.18","77,000.00","105,000.00",,,,,,"220,000.00","405,400.00","469,900.00",,,"21,800.00","13,243,620.00","9,985,794.35","10,018,234.35","10,353,359.35","183,305,642.30","23,000,000.00","190,159,575.87","216,702,575.87","442,552,646.84","185,052,227.18","243,096,049.41","1,144,099,108.63","1,138,982,851.46",,"15,123,675.19","15,123,675.19","80,492,400.00",,,"1,720,298.32",,"20,285,384.97"
五、现金及现金等价物净增加额,"-11,650,554.85","-7,108,981.71","-4,816,488.49","15,193,355.94","599,229.27","6,695,080.80","508,026,752.48","525,903,114.12","-6,048,657.59","-42,945,099.79","-35,243,024.16","-22,322,492.25","20,334,571.57","-69,855,618.97","-52,885,113.91","-31,869,323.97","-157,563,805.80","-342,618,377.86","-339,022,770.53","-326,896,903.16","-37,862,198.70","-61,454,131.42","-53,907,860.57","-78,016,206.72","129,560,161.54","53,800,364.87","892,308,596.15","-30,987,209.87","103,011,071.86","30,326,397.90","-13,236,660.98","-32,664,041.87","3,363,414.46","24,072,347.52","1,907,444.83","28,757,919.25","-45,281,575.03"
购建固定资产、无形资产和其他长期资产支付的现金,"35,078,270.05","37,031,336.01","10,707,490.01","11,802,526.43","2,899,124.42","4,508,696.36","6,386,722.39","7,644,488.99","3,475,775.92","10,649,564.09","14,412,549.32","20,948,288.60","3,782,921.21","71,645,461.81","81,050,968.17","83,608,034.01","1,850,471.00","5,646,376.69","17,057,294.55","26,683,359.80","18,985,604.44","39,392,403.70","52,921,210.80","72,998,864.46","5,779,450.65","40,254,560.82","49,093,553.07","55,596,062.81","522,947.29","646,878.85","646,878.85","669,476.85","103,470.00","229,990.00","267,700.00","8,878,408.00","4,677,652.82"
期初现金及现金等价物余额,,,,,,,"41,718,530.50","41,718,530.50","567,621,644.62","567,621,644.62","567,621,644.62","567,621,644.62","545,299,152.37","545,299,152.37","545,299,152.37","545,299,152.37","513,429,828.40","513,429,828.40","513,429,828.40","513,429,828.40","186,532,925.24","186,532,925.24","186,532,925.24","186,532,925.24","108,516,694.96","108,516,718.52","108,516,718.52","154,057,002.41","123,069,792.54","123,069,792.54","123,069,792.54","123,069,792.54","90,405,750.67","90,405,750.67","90,405,750.67","90,405,750.67","99,190,880.92"
投资支付的现金,"25,447,807.55",,,,,,,,,,,,,,,,"188,700,005.00","188,700,005.00","188,700,005.00","541,400,005.00","31,700,000.00","193,200,001.00","226,200,001.00","444,172,998.97","57,260,000.00","57,260,001.00","147,260,001.00","1,091,450,001.00","50,527,400.00","211,629,600.00","178,516,920.00","260,836,840.00","147,290,059.74","149,481,105.07","623,522,880.12","353,725,317.26","93,111,000.00"
期末现金及现金等价物余额,,,,,,,"549,745,282.98","567,621,644.62","561,572,987.03","524,676,544.83","532,378,620.46","545,299,152.37","565,633,723.94","475,443,533.40","492,414,038.46","513,429,828.40","355,866,022.60","170,811,450.54","174,407,057.87","186,532,925.24","148,670,726.54","125,078,793.82","132,625,064.67","108,516,718.52","238,076,856.50","162,317,083.39","1,000,825,314.67","123,069,792.54","226,080,864.40","153,396,190.44","109,833,131.56","90,405,750.67","93,769,165.13","114,478,098.19","92,313,195.50","119,163,669.92","53,909,305.89"
