科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付职工薪酬,"853,881,396.94","931,780,230.40","1,331,331,017.68","1,326,039,332.31","1,433,218,377.86","1,486,493,886.71","1,545,608,928.69","1,496,721,428.54","1,505,473,710.91","1,411,360,885.77","1,537,274,166.48","1,761,993,549.75","2,060,400,083.02","1,968,159,859.57","1,118,364,979.99","1,009,339,878.24","1,221,206,205.48","1,102,638,499.97","923,232,978.03","835,947,673.18","1,249,566,366.76","1,239,736,072.55"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,842,186,994.23","4,329,621,159.81","1,812,102,418.37","2,109,346,791.27","976,505,904.14","1,340,229,843.72","1,568,808,557.94","1,380,074,587.68","1,293,202,271.51","1,394,907,546.95","1,074,508,794.26","1,043,910,623.81","1,087,170,301.25","1,106,044,623.18","827,334,248.14","1,349,909,977.04","2,437,118,386.57","2,464,540,228.89","2,037,534,862.14","2,487,154,011.48","3,520,987,238.96","2,860,724,238.61"
应收利息,,,,,,,,,,,,,,,,,,,,,"725,000.00","797,500.00"
应付利息,"98,661,902.61","63,630,038.53","170,300,810.39","215,230,651.26","74,485,562.11","96,309,654.33","164,770,149.08","5,611,772.24","91,843,538.20","153,433,193.08","198,117,426.36","48,236,136.10","80,510,495.31","108,062,706.26","123,847,349.68","33,107,944.54","73,841,499.58","106,320,052.78","125,557,478.98","159,435,102.44","40,898,233.78","56,452,234.30"
应收股利,"1,600,845.41",,,"248,000,000.00","47,196,933.15","42,196,933.15","172,196,933.15","93,262,742.50","93,262,742.50","73,262,742.50","70,262,742.50","136,000,000.00","286,000,000.00","286,000,000.00","132,765,325.44","223,792,360.87","223,792,360.87","134,665,000.00","163,665,000.00","43,665,000.00","53,665,000.00","53,665,000.00"
应付股利,"534,277.40","661,604.37","19,319,957.82","2,692,016,445.92","304,761,786.53","370,698,684.83","2,548,644,497.56","1,561,636,076.56","417,187,950.37","362,687,950.37","826,005,557.06","1,329,985,665.23","655,560,897.79","613,625,118.03","515,573,552.52","417,202,436.52","164,688,968.55","117,688,968.55","1,320,624,010.41","134,323,941.79","177,931,344.04","168,093,660.33"
存货,"716,661,854.11","1,204,243,008.25","1,716,509,897.30","1,743,097,911.85","1,425,566,110.86","2,011,978,433.26","1,674,312,872.07","1,978,772,279.46","1,406,044,515.14","2,002,667,983.28","1,950,862,970.09","1,866,819,359.58","1,115,649,793.66","1,591,566,139.92","1,244,943,627.93","1,211,260,952.68","860,132,098.07","1,510,369,717.45","1,099,714,210.96","1,061,271,512.58","841,074,001.29","965,670,412.83"
其他应付款,"2,925,055,856.83","1,409,629,111.27","2,050,415,658.36","1,438,231,702.81","1,224,802,430.38","1,431,253,423.02","1,545,449,548.63","1,609,448,250.80","1,505,683,232.02","1,952,433,495.61","1,923,477,185.59","2,106,161,943.86","1,713,845,527.00","1,926,667,457.78","1,553,475,137.97","1,512,735,209.04","1,154,410,062.02","1,349,164,625.00","1,140,643,992.19","1,325,498,927.86","990,597,967.09","1,285,739,770.49"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"464,619,961.15","762,042,023.46","783,662,632.18","1,343,670,666.77","752,474,420.00","696,474,420.00","679,575,040.00","618,555,060.00","1,117,514,200.00","977,500,000.00","436,460,000.00","7,453,460,000.00","1,850,188,480.00","2,882,188,480.00","6,579,380,000.00","5,765,497,000.00","8,326,986,600.00","8,072,986,600.00","7,607,691,160.00","4,921,691,160.00","2,938,261,560.00","3,716,261,560.00"
其他流动资产,,,,,,,"420,089,313.94","315,534,037.83","540,035,682.28","436,579,176.84","294,723,581.18","259,059,652.74","494,842,965.87","419,211,345.16","458,917,970.20","474,278,858.98","724,947,392.06","716,392,571.29","745,258,049.75","1,010,166,878.57","1,237,782,151.72","1,269,608,798.21"
其他流动负债,,,,,,,,,,,,,,,,,"178,634,906.07","110,151,631.76","197,979,401.66","161,610,453.82","189,055,926.57","245,676,354.74"
流动资产合计,"17,124,654,929.23","13,707,554,902.39","23,181,890,102.65","18,115,320,565.47","16,223,193,213.25","21,968,524,170.95","22,402,162,239.79","20,499,899,940.12","19,282,429,799.43","21,118,550,127.07","21,416,131,155.37","21,086,254,148.52","17,805,284,261.96","17,498,470,833.80","17,649,304,202.98","21,202,864,848.53","23,426,228,251.22","29,588,604,585.97","28,788,201,223.80","29,635,912,722.81","26,809,582,061.63","29,158,302,181.32"
流动负债合计,"16,736,382,654.36","17,496,610,060.83","30,065,264,667.59","25,179,777,736.30","26,498,595,483.51","24,927,761,851.46","25,702,214,774.89","24,456,786,773.66","25,967,901,931.49","27,252,501,729.78","26,513,010,036.24","34,427,192,393.89","28,924,042,352.41","27,839,753,859.10","27,641,560,692.77","29,392,711,371.49","33,773,675,714.75","35,185,363,063.22","31,051,706,816.84","27,626,154,126.16","28,762,165,850.34","27,634,927,354.38"
可供出售金融资产,,,,,"33,831,614.76",,,"33,831,614.76","41,631,614.76","41,631,614.76","41,631,614.76","45,425,489.77","167,021,825.23","167,021,825.23","167,021,825.23","167,021,825.23","135,558,777.45","135,558,777.45","135,558,777.45","1,627,625,489.77","2,767,078,489.77","3,867,078,489.77"
长期借款,"8,880,167,975.00","8,377,144,660.00","8,445,099,998.00","8,014,491,358.00","9,005,183,201.00","11,250,833,201.00","13,711,351,131.00","14,112,660,131.00","14,233,118,213.39","15,915,851,913.39","17,651,169,113.39","11,189,669,113.39","15,789,055,952.95","15,988,055,952.95","12,546,083,256.04","13,316,466,256.04","9,108,697,756.85","9,293,697,756.85","9,802,697,756.85","11,438,197,756.85","10,722,065,213.37","10,646,065,213.37"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00",,,,,"996,655,313.92","996,935,488.05","997,209,571.44"
长期应收款,,,,,,,,,"22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27","22,707,393.27",,,
长期应付款,"461,013,078.02","5,248,510,360.41","5,015,761,900.00","5,218,172,477.03","5,170,673,832.42","5,167,900,586.81","5,163,874,119.20","5,161,380,473.59","5,157,391,027.98","5,159,695,382.37","5,161,999,736.76","5,075,167,708.47","5,166,089,346.40","5,168,193,698.79","5,170,498,053.18","5,172,802,407.57","5,176,553,790.70","5,178,858,145.09","5,181,162,499.48","5,183,466,853.87","5,187,703,656.11","5,189,988,010.50"
长期股权投资,"1,904,298,195.95","2,506,437,867.23","2,588,500,273.85","2,508,723,440.29","2,293,007,443.77","2,622,087,701.13","2,641,964,623.51","2,867,166,020.42","3,008,605,291.64","3,066,767,515.97","3,345,125,797.48","3,160,044,270.93","3,036,410,008.77","3,075,137,771.84","3,117,169,077.51","3,117,750,966.72","3,388,242,735.31","3,643,552,773.45","3,764,048,880.73","4,048,250,202.99","5,304,001,211.28","5,588,230,725.72"
专项应付款,"67,710,000.00","241,779,817.75","305,299,817.75","313,399,817.75","334,660,092.05","334,660,092.05","334,660,092.05","334,660,092.05","120,160,092.05","123,320,092.05","129,250,092.05","129,250,092.05","85,230,274.30","94,230,274.30","50,190,274.30","50,190,274.30","39,220,274.30","39,220,274.30","39,220,274.30","39,220,274.30","39,220,274.30","39,220,274.30"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,"741,215,316.02","789,839,040.75","837,229,383.19","895,508,225.86","921,533,741.80","933,784,037.80","949,121,801.16","973,921,422.57","985,613,676.05","998,550,420.15","1,011,645,550.51","1,024,656,973.67","980,132,975.22","992,028,726.50","845,445,905.60","855,710,303.00","860,801,005.16","869,983,038.24","879,165,121.30","888,347,179.37","926,662,497.22","936,462,200.46"
固定资产,"19,298,154,574.97","23,696,863,804.50","30,623,299,231.82","29,836,944,836.53","32,406,868,281.37","31,579,149,783.50","30,850,389,913.99","30,468,189,105.38","34,279,401,820.05","34,140,982,110.31","33,580,752,259.44","33,021,027,016.39","33,882,261,746.72","33,309,981,004.52","27,557,362,312.90","27,194,413,511.04","30,443,183,606.48","29,878,706,548.81","29,327,023,202.85","28,924,477,022.19","31,749,386,620.55","31,175,880,047.08"
递延所得税负债,"1,637,903.69","1,637,903.69","1,637,903.69","2,176,860.88","1,637,903.69","1,637,903.69","1,637,903.69","8,072,259.36","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69","1,637,903.69"
在建工程,"5,544,277,853.37","6,440,027,736.09","5,022,828,430.42","7,320,692,808.35","8,132,445,262.85","8,890,356,754.52","10,144,692,641.34","11,576,579,878.02","9,772,951,866.76","11,276,628,218.98","11,506,739,409.74","12,807,551,211.16","12,821,194,265.40","13,237,512,834.37","16,025,135,502.38","16,670,494,803.65","13,805,562,103.54","14,223,366,781.04","15,171,414,966.45","16,198,268,134.00","14,593,831,246.10","15,097,406,119.92"
其他非流动负债,"26,040,000.00","68,570,000.00","146,643,200.00","147,363,600.00","154,834,000.00","154,254,200.00","153,674,400.00","145,679,619.84",,,,,,,,,,,,,,
工程物资,"330,933,220.87","23,171,556.79","151,170,471.67","132,314,987.66","106,443,894.75","94,733,135.39","90,806,408.62","55,577,563.17","34,754,075.33","50,866,902.40","8,074,236.87","7,429,706.81","3,213,564.01","3,439,799.15","17,033,744.73","11,960,236.35","4,335,523.94","10,727,752.70","16,959,082.73","12,233,002.78","33,689,834.07","46,704,070.89"
非流动负债合计,"10,177,784,272.73","14,727,481,782.60","14,751,672,202.63","14,591,112,339.52","15,588,522,770.96","17,843,070,021.35","20,314,319,447.10","20,736,373,998.41","20,686,604,649.67","22,385,428,570.74","24,136,854,024.37","17,598,942,188.12","22,277,210,273.96","22,499,752,444.35","18,798,047,118.12","19,521,986,267.35","15,346,731,172.41","15,544,262,870.68","16,066,269,470.38","18,722,945,083.39","18,075,031,793.23","18,006,733,028.40"
固定资产清理,,"158,709.27","951,270.00",,,,,"1,022,459.83","219,701.63","219,701.63","252,572.30","775,120.77",,,"2,315,112.28",,,,"1,598,812.61","1,598,812.61","7,135,075.37","12,494,548.33"
负债合计,"26,914,166,927.09","32,224,091,843.43","44,816,936,870.22","39,770,890,075.82","42,087,118,254.47","42,770,831,872.81","46,016,534,221.99","45,193,160,772.07","46,654,506,581.16","49,637,930,300.52","50,649,864,060.61","52,026,134,582.01","51,201,252,626.37","50,339,506,303.45","46,439,607,810.89","48,914,697,638.84","49,120,406,887.16","50,729,625,933.90","47,117,976,287.22","46,349,099,209.55","46,837,197,643.57","45,641,660,382.78"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"9,000,000,000.00","9,000,000,000.00","9,000,000,000.00","9,000,000,000.00","9,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00","10,000,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"5,174,975,980.57","4,443,264,042.82","4,443,264,042.82","4,443,264,042.82","4,460,528,810.17","7,270,267,910.17","7,270,267,940.60","7,281,072,145.23","7,349,254,463.02","7,349,254,463.02","7,348,726,616.40","7,348,726,616.40","7,370,474,280.77","7,370,474,280.77","7,389,146,480.77","7,389,146,480.77","7,389,161,391.59","7,389,161,391.59","7,389,161,391.59","7,389,161,391.59","7,393,420,739.93","7,393,420,739.93"
无形资产,"9,761,426,962.28","19,849,276,360.18","21,929,794,026.33","21,919,612,134.95","21,913,381,137.37","21,812,043,383.16","21,684,902,564.24","21,577,952,619.83","21,792,313,990.95","21,668,118,082.94","21,540,352,821.80","21,416,581,451.45","21,198,418,833.88","21,077,829,328.14","21,481,142,859.05","21,374,340,112.78","21,364,857,251.69","21,248,529,209.06","21,198,104,489.11","21,308,873,281.63","22,826,100,701.25","22,910,759,846.26"
盈余公积,"198,677,572.55","589,769,660.35","1,037,511,074.50","1,037,511,074.50","1,480,148,502.14","1,480,148,502.14","1,480,148,502.14","1,480,148,502.14","1,773,433,536.74","1,773,433,536.74","1,773,433,536.74","1,773,433,536.74","1,971,469,525.74","1,971,469,525.74","1,971,469,525.74","1,971,469,525.74","1,971,469,525.74","1,971,469,525.74","1,971,469,525.74","1,971,469,525.74","2,058,690,122.11","2,058,690,122.11"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,"8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38","8,728,589.38"
未分配利润,"6,063,525,845.96","12,046,551,869.13","14,865,614,304.04","15,318,765,324.40","15,659,200,687.94","16,258,604,446.75","15,285,009,174.77","15,382,428,705.23","15,117,412,609.74","14,824,199,810.35","13,862,583,968.15","13,011,751,959.69","11,630,835,016.98","11,591,987,861.62","11,851,782,505.13","12,627,467,139.59","14,385,720,349.19","17,059,505,238.19","18,758,527,481.71","21,354,057,682.01","23,647,899,796.45","26,489,316,676.13"
长期待摊费用,"28,944,245.07","79,624,378.29","109,554,393.88","348,156,001.49","344,865,768.37","339,784,674.75","334,509,514.45","334,936,308.58","506,871,736.88","502,132,451.90","481,523,342.66","514,955,847.23","551,014,643.11","537,122,941.27","513,799,081.49","657,596,766.59","480,945,594.27","467,422,789.31","453,270,272.16","439,472,487.76","458,946,786.48","446,255,340.99"
少数股东权益,"5,984,760,621.14","7,830,779,025.29","9,568,198,434.46","10,573,605,602.03","8,984,994,533.34","9,454,150,780.58","8,904,751,401.21","8,400,994,828.71","8,867,275,201.27","9,246,052,448.69","8,944,670,607.56","8,277,440,908.88","8,093,833,512.42","8,309,926,501.27","8,947,003,642.94","9,339,766,558.16","10,201,424,542.49","11,685,957,591.86","12,903,426,087.95","14,172,089,223.32","14,345,632,188.33","16,046,322,342.62"
递延所得税资产,"190,888,615.10","352,718,843.47","413,758,515.77","387,092,997.38","523,756,430.61","545,581,297.57","633,893,726.80","659,059,117.12","726,552,081.19","787,691,982.46","617,782,012.03","661,466,338.17","437,816,512.63","437,953,923.97","442,723,285.95","413,714,822.63","548,757,877.28","580,180,570.75","587,851,792.93","594,640,956.74","731,534,503.59","736,690,450.48"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"897,441,946.77","638,048,051.24","544,289,377.90","780,226,617.82","575,942,400.01","533,488,300.34","540,316,785.32","536,417,952.12","33,049,367.06","39,297,891.60","59,997,233.43","57,094,473.45","62,576,895.91","75,682,706.51","117,193,755.26","147,013,799.47"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"37,058,923,667.61","52,957,007,845.20","60,848,585,203.12","62,462,265,796.03","65,763,328,423.23","65,892,465,319.40","67,287,329,929.10","68,221,091,327.73","70,739,027,539.74","72,346,701,181.82","71,729,612,449.74","72,200,180,735.67","72,669,104,167.72","72,413,853,363.26","69,388,188,151.23","69,678,026,919.24","70,262,876,686.04","70,276,575,658.67","70,749,843,155.58","73,239,850,686.36","78,597,626,813.10","80,037,242,028.29"
所有者权益(或股东权益)合计,"27,269,411,669.75","34,440,470,904.16","39,213,538,435.55","40,806,696,285.68","39,899,403,382.01","45,090,157,617.54","43,672,957,946.90","43,527,830,495.78","43,366,950,758.01","43,827,321,008.37","42,495,879,544.50","41,260,300,302.18","39,273,135,803.31","39,572,817,893.61","40,597,884,543.32","41,966,194,128.93","44,568,698,050.10","49,135,554,310.74","52,420,068,092.16","56,526,664,199.62","58,570,011,231.16","63,553,883,826.83"
资产总计,"54,183,578,596.84","66,664,562,747.59","84,030,475,305.77","80,577,586,361.50","81,986,521,636.48","87,860,989,490.35","89,689,492,168.89","88,720,991,267.85","90,021,457,339.17","93,465,251,308.89","93,145,743,605.11","93,286,434,884.19","90,474,388,429.68","89,912,324,197.06","87,037,492,354.21","90,880,891,767.77","93,689,104,937.26","99,865,180,244.64","99,538,044,379.38","102,875,763,409.17","105,407,208,874.73","109,195,544,209.61"
负债和所有者(或股东权益)合计,"54,183,578,596.84","66,664,562,747.59","84,030,475,305.77","80,577,586,361.50","81,986,521,636.48","87,860,989,490.35","89,689,492,168.89","88,720,991,267.85","90,021,457,339.17","93,465,251,308.89","93,145,743,605.11","93,286,434,884.19","90,474,388,429.68","89,912,324,197.06","87,037,492,354.21","90,880,891,767.77","93,689,104,937.26","99,865,180,244.64","99,538,044,379.38","102,875,763,409.17","105,407,208,874.73","109,195,544,209.61"
